r,t,y,TotalCapacityAnnual
REGION,ETFW00P00X,2047, 99999
REGION,ETFW00P00X,2048, 99999
REGION,ETFW00P00X,2049, 99999
REGION,ETFW00P00X,2050, 99999
REGION,ETFW00P00X,2051, 99999
REGION,ETFW00P00X,2052, 99999
REGION,ETFW00P00X,2053, 99999
REGION,ETFW00P00X,2054, 99999
REGION,ETFW00P00X,2055, 99999
REGION,ETFW00P00X,2056, 99999
REGION,ETFW00P00X,2057, 99999
REGION,ETFW00P00X,2058, 99999
REGION,ETFW00P00X,2059, 99999
REGION,ETFW00P00X,2060, 99999
REGION,ETFW00P00X,2061, 99999
REGION,ETFW00P00X,2062, 99999
REGION,ETFW00P00X,2063, 99999
REGION,ETFW00P00X,2064, 99999
REGION,ETFW00P00X,2065, 99999
REGION,ETFW00P00X,2066, 99999
REGION,ETFW00P00X,2067, 99999
REGION,ETFW00P00X,2068, 99999
REGION,ETFW00P00X,2069, 99999
REGION,ETFW00P00X,2070, 99999
REGION,ETCO00P00X,2015, 99999
REGION,ETCO00P00X,2016, 99999
REGION,ETCO00P00X,2017, 99999
REGION,ETCO00P00X,2018, 99999
REGION,ETCO00P00X,2019, 99999
REGION,ETCO00P00X,2020, 99999
REGION,ETCO00P00X,2021, 99999
REGION,ETCO00P00X,2022, 99999
REGION,ETCO00P00X,2023, 99999
REGION,ETCO00P00X,2024, 99999
REGION,ETCO00P00X,2025, 99999
REGION,ETCO00P00X,2026, 99999
REGION,ETCO00P00X,2027, 99999
REGION,ETCO00P00X,2028, 99999
REGION,ETCO00P00X,2029, 99999
REGION,ETCO00P00X,2030, 99999
REGION,ETCO00P00X,2031, 99999
REGION,ETCO00P00X,2032, 99999
REGION,ETCO00P00X,2033, 99999
REGION,ETCO00P00X,2034, 99999
REGION,ETCO00P00X,2035, 99999
REGION,ETCO00P00X,2036, 99999
REGION,ETCO00P00X,2037, 99999
REGION,ETCO00P00X,2038, 99999
REGION,ETCO00P00X,2039, 99999
REGION,ETCO00P00X,2040, 99999
REGION,ETCO00P00X,2041, 99999
REGION,ETCO00P00X,2042, 99999
REGION,ETCO00P00X,2043, 99999
REGION,ETCO00P00X,2044, 99999
REGION,ETCO00P00X,2045, 99999
REGION,ETCO00P00X,2046, 99999
REGION,ETCO00P00X,2047, 99999
REGION,ETCO00P00X,2048, 99999
REGION,ETCO00P00X,2049, 99999
REGION,ETCO00P00X,2050, 99999
REGION,ETCO00P00X,2051, 99999
REGION,ETCO00P00X,2052, 99999
REGION,ETCO00P00X,2053, 99999
REGION,ETCO00P00X,2054, 99999
REGION,ETCO00P00X,2055, 99999
REGION,ETCO00P00X,2056, 99999
REGION,ETCO00P00X,2057, 99999
REGION,ETCO00P00X,2058, 99999
REGION,ETCO00P00X,2059, 99999
REGION,ETCO00P00X,2060, 99999
REGION,ETCO00P00X,2061, 99999
REGION,ETCO00P00X,2062, 99999
REGION,ETCO00P00X,2063, 99999
REGION,ETCO00P00X,2064, 99999
REGION,ETCO00P00X,2065, 99999
REGION,ETCO00P00X,2066, 99999
REGION,ETCO00P00X,2067, 99999
REGION,ETCO00P00X,2068, 99999
REGION,ETCO00P00X,2069, 99999
REGION,ETCO00P00X,2070, 99999
REGION,ETLF00P00X,2015, 99999
REGION,ETLF00P00X,2016, 199998
REGION,ETLF00P00X,2017, 299997
REGION,ETLF00P00X,2018, 399996
REGION,ETLF00P00X,2019, 499995
REGION,ETLF00P00X,2020, 599994
REGION,ETLF00P00X,2021, 699993
REGION,ETLF00P00X,2022, 799992
REGION,ETLF00P00X,2023, 899991
REGION,ETLF00P00X,2024, 999990
REGION,ETLF00P00X,2025, 1099989
REGION,ETLF00P00X,2026, 1199988
REGION,ETLF00P00X,2027, 1299987
REGION,ETLF00P00X,2028, 1399986
REGION,ETLF00P00X,2029, 1499985
REGION,ETLF00P00X,2030, 1599984
REGION,ETLF00P00X,2031, 1699983
REGION,ETLF00P00X,2032, 1799982
REGION,ETLF00P00X,2033, 1899981
REGION,ETLF00P00X,2034, 1999980
REGION,ETLF00P00X,2035, 2099979
REGION,ETLF00P00X,2036, 2199978
REGION,ETLF00P00X,2037, 2299977
REGION,ETLF00P00X,2038, 2399976
REGION,ETLF00P00X,2039, 2499975
REGION,ETLF00P00X,2040, 2599974
REGION,ETLF00P00X,2041, 2699973
REGION,ETLF00P00X,2042, 2799972
REGION,ETLF00P00X,2043, 2899971
REGION,ETLF00P00X,2044, 2999970
REGION,ETLF00P00X,2045, 3099969
REGION,ETLF00P00X,2046, 3199968
REGION,ETLF00P00X,2047, 3299967
REGION,ETLF00P00X,2048, 3399966
REGION,ETLF00P00X,2049, 3499965
REGION,ETLF00P00X,2050, 3599964
REGION,ETLF00P00X,2051, 3699963
REGION,ETLF00P00X,2052, 3799962
REGION,ETLF00P00X,2053, 3899961
REGION,ETLF00P00X,2054, 3999960
REGION,ETLF00P00X,2055, 4099959
REGION,ETLF00P00X,2056, 4199958
REGION,ETLF00P00X,2057, 4299957
REGION,ETLF00P00X,2058, 4399956
REGION,ETLF00P00X,2059, 4499955
REGION,ETLF00P00X,2060, 4599954
REGION,ETLF00P00X,2061, 4699953
REGION,ETLF00P00X,2062, 4799952
REGION,ETLF00P00X,2063, 4899951
REGION,ETLF00P00X,2064, 4999950
REGION,ETLF00P00X,2065, 5099949
REGION,ETLF00P00X,2066, 5199948
REGION,ETLF00P00X,2067, 5299947
REGION,ETLF00P00X,2068, 5399946
REGION,ETLF00P00X,2069, 5499945
REGION,ETLF00P00X,2070, 5599944
REGION,ETHF00P00X,2015, 99999
REGION,ETHF00P00X,2016, 199998
REGION,ETHF00P00X,2017, 299997
REGION,ETHF00P00X,2018, 399996
REGION,ETHF00P00X,2019, 499995
REGION,ETHF00P00X,2020, 599994
REGION,ETHF00P00X,2021, 699993
REGION,ETHF00P00X,2022, 799992
REGION,ETHF00P00X,2023, 899991
REGION,ETHF00P00X,2024, 999990
REGION,ETHF00P00X,2025, 1099989
REGION,ETHF00P00X,2026, 1199988
REGION,ETHF00P00X,2027, 1299987
REGION,ETHF00P00X,2028, 1399986
REGION,ETHF00P00X,2029, 1499985
REGION,ETHF00P00X,2030, 1599984
REGION,ETHF00P00X,2031, 1699983
REGION,ETHF00P00X,2032, 1799982
REGION,ETHF00P00X,2033, 1899981
REGION,ETHF00P00X,2034, 1999980
REGION,ETHF00P00X,2035, 2099979
REGION,ETHF00P00X,2036, 2199978
REGION,ETHF00P00X,2037, 2299977
REGION,ETHF00P00X,2038, 2399976
REGION,ETHF00P00X,2039, 2499975
REGION,ETHF00P00X,2040, 2599974
REGION,ETHF00P00X,2041, 2699973
REGION,ETHF00P00X,2042, 2799972
REGION,ETHF00P00X,2043, 2899971
REGION,ETHF00P00X,2044, 2999970
REGION,ETHF00P00X,2045, 3099969
REGION,ETHF00P00X,2046, 3199968
REGION,ETHF00P00X,2047, 3299967
REGION,ETHF00P00X,2048, 3399966
REGION,ETHF00P00X,2049, 3499965
REGION,ETHF00P00X,2050, 3599964
REGION,ETHF00P00X,2051, 3699963
REGION,ETHF00P00X,2052, 3799962
REGION,ETHF00P00X,2053, 3899961
REGION,ETHF00P00X,2054, 3999960
REGION,ETHF00P00X,2055, 4099959
REGION,ETHF00P00X,2056, 4199958
REGION,ETHF00P00X,2057, 4299957
REGION,ETHF00P00X,2058, 4399956
REGION,ETHF00P00X,2059, 4499955
REGION,ETHF00P00X,2060, 4599954
REGION,ETHF00P00X,2061, 4699953
REGION,ETHF00P00X,2062, 4799952
REGION,ETHF00P00X,2063, 4899951
REGION,ETHF00P00X,2064, 4999950
REGION,ETHF00P00X,2065, 5099949
REGION,ETHF00P00X,2066, 5199948
REGION,ETHF00P00X,2067, 5299947
REGION,ETHF00P00X,2068, 5399946
REGION,ETHF00P00X,2069, 5499945
REGION,ETHF00P00X,2070, 5599944
REGION,ETBM00I00X,2015, 99999
REGION,ETBM00I00X,2016, 199998
REGION,ETBM00I00X,2017, 299997
REGION,ETBM00I00X,2018, 399996
REGION,ETBM00I00X,2019, 499995
REGION,ETBM00I00X,2020, 599994
REGION,ETBM00I00X,2021, 699993
REGION,ETBM00I00X,2022, 799992
REGION,ETBM00I00X,2023, 899991
REGION,ETBM00I00X,2024, 999990
REGION,ETBM00I00X,2025, 1099989
REGION,ETBM00I00X,2026, 1199988
REGION,ETBM00I00X,2027, 1299987
REGION,ETBM00I00X,2028, 1399986
REGION,ETBM00I00X,2029, 1499985
REGION,ETBM00I00X,2030, 1599984
REGION,ETBM00I00X,2031, 1699983
REGION,ETBM00I00X,2032, 1799982
REGION,ETBM00I00X,2033, 1899981
REGION,ETBM00I00X,2034, 1999980
REGION,ETBM00I00X,2035, 2099979
REGION,ETBM00I00X,2036, 2199978
REGION,ETBM00I00X,2037, 2299977
REGION,ETBM00I00X,2038, 2399976
REGION,ETBM00I00X,2039, 2499975
REGION,ETBM00I00X,2040, 2599974
REGION,ETBM00I00X,2041, 2699973
REGION,ETBM00I00X,2042, 2799972
REGION,ETBM00I00X,2043, 2899971
REGION,ETBM00I00X,2044, 2999970
REGION,ETBM00I00X,2045, 3099969
REGION,ETBM00I00X,2046, 3199968
REGION,ETBM00I00X,2047, 3299967
REGION,ETBM00I00X,2048, 3399966
REGION,ETBM00I00X,2049, 3499965
REGION,ETBM00I00X,2050, 3599964
REGION,ETBM00I00X,2051, 3699963
REGION,ETBM00I00X,2052, 3799962
REGION,ETBM00I00X,2053, 3899961
REGION,ETBM00I00X,2054, 3999960
REGION,ETBM00I00X,2055, 4099959
REGION,ETBM00I00X,2056, 4199958
REGION,ETBM00I00X,2057, 4299957
REGION,ETBM00I00X,2058, 4399956
REGION,ETBM00I00X,2059, 4499955
REGION,ETBM00I00X,2060, 4599954
REGION,ETBM00I00X,2061, 4699953
REGION,ETBM00I00X,2062, 4799952
REGION,ETBM00I00X,2063, 4899951
REGION,ETBM00I00X,2064, 4999950
REGION,ETBM00I00X,2065, 5099949
REGION,ETBM00I00X,2066, 5199948
REGION,ETBM00I00X,2067, 5299947
REGION,ETBM00I00X,2068, 5399946
REGION,ETBM00I00X,2069, 5499945
REGION,ETBM00I00X,2070, 5599944
REGION,ETBM00X00X,2015, 99999
REGION,ETBM00X00X,2016, 199998
REGION,ETBM00X00X,2017, 299997
REGION,ETBM00X00X,2018, 399996
REGION,ETBM00X00X,2019, 499995
REGION,ETBM00X00X,2020, 599994
REGION,ETBM00X00X,2021, 699993
REGION,ETBM00X00X,2022, 799992
REGION,ETBM00X00X,2023, 899991
REGION,ETBM00X00X,2024, 999990
REGION,ETBM00X00X,2025, 1099989
REGION,ETBM00X00X,2026, 1199988
REGION,ETBM00X00X,2027, 1299987
REGION,ETBM00X00X,2028, 1399986
REGION,ETBM00X00X,2029, 1499985
REGION,ETBM00X00X,2030, 1599984
REGION,ETBM00X00X,2031, 1699983
REGION,ETBM00X00X,2032, 1799982
REGION,ETBM00X00X,2033, 1899981
REGION,ETBM00X00X,2034, 1999980
REGION,ETBM00X00X,2035, 2099979
REGION,ETBM00X00X,2036, 2199978
REGION,ETBM00X00X,2037, 2299977
REGION,ETBM00X00X,2038, 2399976
REGION,ETBM00X00X,2039, 2499975
REGION,ETBM00X00X,2040, 2599974
REGION,ETBM00X00X,2041, 2699973
REGION,ETBM00X00X,2042, 2799972
REGION,ETBM00X00X,2043, 2899971
REGION,ETBM00X00X,2044, 2999970
REGION,ETBM00X00X,2045, 3099969
REGION,ETBM00X00X,2046, 3199968
REGION,ETBM00X00X,2047, 3299967
REGION,ETBM00X00X,2048, 3399966
REGION,ETBM00X00X,2049, 3499965
REGION,ETBM00X00X,2050, 3499965
REGION,ETBM00X00X,2051, 3499965
REGION,ETBM00X00X,2052, 3499965
REGION,ETBM00X00X,2053, 3499965
REGION,ETBM00X00X,2054, 3499965
REGION,ETBM00X00X,2055, 3499965
REGION,ETBM00X00X,2056, 3499965
REGION,ETBM00X00X,2057, 3499965
REGION,ETBM00X00X,2058, 3499965
REGION,ETBM00X00X,2059, 3499965
REGION,ETBM00X00X,2060, 3499965
REGION,ETBM00X00X,2061, 3499965
REGION,ETBM00X00X,2062, 3499965
REGION,ETBM00X00X,2063, 3499965
REGION,ETBM00X00X,2064, 3499965
REGION,ETBM00X00X,2065, 3499965
REGION,ETBM00X00X,2066, 3499965
REGION,ETBM00X00X,2067, 3499965
REGION,ETBM00X00X,2068, 3499965
REGION,ETBM00X00X,2069, 3499965
REGION,ETBM00X00X,2070, 3499965
REGION,ETCO00I00X,2015, 99999
REGION,ETCO00I00X,2016, 199998
REGION,ETCO00I00X,2017, 299997
REGION,ETCO00I00X,2018, 399996
REGION,ETCO00I00X,2019, 499995
REGION,ETCO00I00X,2020, 599994
REGION,ETCO00I00X,2021, 699993
REGION,ETCO00I00X,2022, 799992
REGION,ETCO00I00X,2023, 899991
REGION,ETCO00I00X,2024, 999990
REGION,ETCO00I00X,2025, 1099989
REGION,ETCO00I00X,2026, 1199988
REGION,ETCO00I00X,2027, 1299987
REGION,ETCO00I00X,2028, 1399986
REGION,ETCO00I00X,2029, 1499985
REGION,ETCO00I00X,2030, 1599984
REGION,ETCO00I00X,2031, 1699983
REGION,ETCO00I00X,2032, 1799982
REGION,ETCO00I00X,2033, 1899981
REGION,ETCO00I00X,2034, 1999980
REGION,ETCO00I00X,2035, 2099979
REGION,ETCO00I00X,2036, 2199978
REGION,ETCO00I00X,2037, 2299977
REGION,ETCO00I00X,2038, 2399976
REGION,ETCO00I00X,2039, 2499975
REGION,ETCO00I00X,2040, 2599974
REGION,ETCO00I00X,2041, 2699973
REGION,ETCO00I00X,2042, 2799972
REGION,ETCO00I00X,2043, 2899971
REGION,ETCO00I00X,2044, 2999970
REGION,ETCO00I00X,2045, 3099969
REGION,ETCO00I00X,2046, 3199968
REGION,ETCO00I00X,2047, 3299967
REGION,ETCO00I00X,2048, 3399966
REGION,ETCO00I00X,2049, 3499965
REGION,ETCO00I00X,2050, 3599964
REGION,ETCO00I00X,2051, 3699963
REGION,ETCO00I00X,2052, 3799962
REGION,ETCO00I00X,2053, 3899961
REGION,ETCO00I00X,2054, 3999960
REGION,ETCO00I00X,2055, 4099959
REGION,ETCO00I00X,2056, 4199958
REGION,ETCO00I00X,2057, 4299957
REGION,ETCO00I00X,2058, 4399956
REGION,ETCO00I00X,2059, 4499955
REGION,ETCO00I00X,2060, 4599954
REGION,ETCO00I00X,2061, 4699953
REGION,ETCO00I00X,2062, 4799952
REGION,ETCO00I00X,2063, 4899951
REGION,ETCO00I00X,2064, 4999950
REGION,ETCO00I00X,2065, 5099949
REGION,ETCO00I00X,2066, 5199948
REGION,ETCO00I00X,2067, 5299947
REGION,ETCO00I00X,2068, 5399946
REGION,ETCO00I00X,2069, 5499945
REGION,ETCO00I00X,2070, 5599944
REGION,ETLF00I00X,2015, 99999
REGION,ETLF00I00X,2016, 199998
REGION,ETLF00I00X,2017, 299997
REGION,ETLF00I00X,2018, 399996
REGION,ETLF00I00X,2019, 499995
REGION,ETLF00I00X,2020, 599994
REGION,ETLF00I00X,2021, 699993
REGION,ETLF00I00X,2022, 799992
REGION,ETLF00I00X,2023, 899991
REGION,ETLF00I00X,2024, 999990
REGION,ETLF00I00X,2025, 1099989
REGION,ETLF00I00X,2026, 1199988
REGION,ETLF00I00X,2027, 1299987
REGION,ETLF00I00X,2028, 1399986
REGION,ETLF00I00X,2029, 1499985
REGION,ETLF00I00X,2030, 1599984
REGION,ETLF00I00X,2031, 1699983
REGION,ETLF00I00X,2032, 1799982
REGION,ETLF00I00X,2033, 1899981
REGION,ETLF00I00X,2034, 1999980
REGION,ETLF00I00X,2035, 2099979
REGION,ETLF00I00X,2036, 2199978
REGION,ETLF00I00X,2037, 2299977
REGION,ETLF00I00X,2038, 2399976
REGION,ETLF00I00X,2039, 2499975
REGION,ETLF00I00X,2040, 2599974
REGION,ETLF00I00X,2041, 2699973
REGION,ETLF00I00X,2042, 2799972
REGION,ETLF00I00X,2043, 2899971
REGION,ETLF00I00X,2044, 2999970
REGION,ETLF00I00X,2045, 3099969
REGION,ETLF00I00X,2046, 3199968
REGION,ETLF00I00X,2047, 3299967
REGION,ETLF00I00X,2048, 3399966
REGION,ETLF00I00X,2049, 3499965
REGION,ETLF00I00X,2050, 3599964
REGION,ETLF00I00X,2051, 3699963
REGION,ETLF00I00X,2052, 3799962
REGION,ETLF00I00X,2053, 3899961
REGION,ETLF00I00X,2054, 3999960
REGION,ETLF00I00X,2055, 4099959
REGION,ETLF00I00X,2056, 4199958
REGION,ETLF00I00X,2057, 4299957
REGION,ETLF00I00X,2058, 4399956
REGION,ETLF00I00X,2059, 4499955
REGION,ETLF00I00X,2060, 4599954
REGION,ETLF00I00X,2061, 4699953
REGION,ETLF00I00X,2062, 4799952
REGION,ETLF00I00X,2063, 4899951
REGION,ETLF00I00X,2064, 4999950
REGION,ETLF00I00X,2065, 5099949
REGION,ETLF00I00X,2066, 5199948
REGION,ETLF00I00X,2067, 5299947
REGION,ETLF00I00X,2068, 5399946
REGION,ETLF00I00X,2069, 5499945
REGION,ETLF00I00X,2070, 5599944
REGION,ETHF00I00X,2015, 99999
REGION,ETHF00I00X,2016, 199998
REGION,ETHF00I00X,2017, 299997
REGION,ETHF00I00X,2018, 399996
REGION,ETHF00I00X,2019, 499995
REGION,ETHF00I00X,2020, 599994
REGION,ETHF00I00X,2021, 699993
REGION,ETHF00I00X,2022, 799992
REGION,ETHF00I00X,2023, 899991
REGION,ETHF00I00X,2024, 999990
REGION,ETHF00I00X,2025, 1099989
REGION,ETHF00I00X,2026, 1199988
REGION,ETHF00I00X,2027, 1299987
REGION,ETHF00I00X,2028, 1399986
REGION,ETHF00I00X,2029, 1499985
REGION,ETHF00I00X,2030, 1599984
REGION,ETHF00I00X,2031, 1699983
REGION,ETHF00I00X,2032, 1799982
REGION,ETHF00I00X,2033, 1899981
REGION,ETHF00I00X,2034, 1999980
REGION,ETHF00I00X,2035, 2099979
REGION,ETHF00I00X,2036, 2199978
REGION,ETHF00I00X,2037, 2299977
REGION,ETHF00I00X,2038, 2399976
REGION,ETHF00I00X,2039, 2499975
REGION,ETHF00I00X,2040, 2599974
REGION,ETHF00I00X,2041, 2699973
REGION,ETHF00I00X,2042, 2799972
REGION,ETHF00I00X,2043, 2899971
REGION,ETHF00I00X,2044, 2999970
REGION,ETHF00I00X,2045, 3099969
REGION,ETHF00I00X,2046, 3199968
REGION,ETHF00I00X,2047, 3299967
REGION,ETHF00I00X,2048, 3399966
REGION,ETHF00I00X,2049, 3499965
REGION,ETHF00I00X,2050, 3599964
REGION,ETHF00I00X,2051, 3699963
REGION,ETHF00I00X,2052, 3799962
REGION,ETHF00I00X,2053, 3899961
REGION,ETHF00I00X,2054, 3999960
REGION,ETHF00I00X,2055, 4099959
REGION,ETHF00I00X,2056, 4199958
REGION,ETHF00I00X,2057, 4299957
REGION,ETHF00I00X,2058, 4399956
REGION,ETHF00I00X,2059, 4499955
REGION,ETHF00I00X,2060, 4599954
REGION,ETHF00I00X,2061, 4699953
REGION,ETHF00I00X,2062, 4799952
REGION,ETHF00I00X,2063, 4899951
REGION,ETHF00I00X,2064, 4999950
REGION,ETHF00I00X,2065, 5099949
REGION,ETHF00I00X,2066, 5199948
REGION,ETHF00I00X,2067, 5299947
REGION,ETHF00I00X,2068, 5399946
REGION,ETHF00I00X,2069, 5499945
REGION,ETHF00I00X,2070, 5599944
REGION,ETCR00I00X,2015, 99999
REGION,ETCR00I00X,2016, 199998
REGION,ETCR00I00X,2017, 299997
REGION,ETCR00I00X,2018, 399996
REGION,ETCR00I00X,2019, 499995
REGION,ETCR00I00X,2020, 599994
REGION,ETCR00I00X,2021, 699993
REGION,ETCR00I00X,2022, 799992
REGION,ETCR00I00X,2023, 899991
REGION,ETCR00I00X,2024, 999990
REGION,ETCR00I00X,2025, 1099989
REGION,ETCR00I00X,2026, 1199988
REGION,ETCR00I00X,2027, 1299987
REGION,ETCR00I00X,2028, 1399986
REGION,ETCR00I00X,2029, 1499985
REGION,ETCR00I00X,2030, 1599984
REGION,ETCR00I00X,2031, 1699983
REGION,ETCR00I00X,2032, 1799982
REGION,ETCR00I00X,2033, 1899981
REGION,ETCR00I00X,2034, 1999980
REGION,ETCR00I00X,2035, 2099979
REGION,ETCR00I00X,2036, 2199978
REGION,ETCR00I00X,2037, 2299977
REGION,ETCR00I00X,2038, 2399976
REGION,ETCR00I00X,2039, 2499975
REGION,ETCR00I00X,2040, 2599974
REGION,ETCR00I00X,2041, 2699973
REGION,ETCR00I00X,2042, 2799972
REGION,ETCR00I00X,2043, 2899971
REGION,ETCR00I00X,2044, 2999970
REGION,ETCR00I00X,2045, 3099969
REGION,ETCR00I00X,2046, 3199968
REGION,ETCR00I00X,2047, 3299967
REGION,ETCR00I00X,2048, 3399966
REGION,ETCR00I00X,2049, 3499965
REGION,ETCR00I00X,2050, 3599964
REGION,ETCR00I00X,2051, 3699963
REGION,ETCR00I00X,2052, 3799962
REGION,ETCR00I00X,2053, 3899961
REGION,ETCR00I00X,2054, 3999960
REGION,ETCR00I00X,2055, 4099959
REGION,ETCR00I00X,2056, 4199958
REGION,ETCR00I00X,2057, 4299957
REGION,ETCR00I00X,2058, 4399956
REGION,ETCR00I00X,2059, 4499955
REGION,ETCR00I00X,2060, 4599954
REGION,ETCR00I00X,2061, 4699953
REGION,ETCR00I00X,2062, 4799952
REGION,ETCR00I00X,2063, 4899951
REGION,ETCR00I00X,2064, 4999950
REGION,ETCR00I00X,2065, 5099949
REGION,ETCR00I00X,2066, 5199948
REGION,ETCR00I00X,2067, 5299947
REGION,ETCR00I00X,2068, 5399946
REGION,ETCR00I00X,2069, 5499945
REGION,ETCR00I00X,2070, 5599944
REGION,ETCR00X00X,2015, 99999
REGION,ETCR00X00X,2016, 199998
REGION,ETCR00X00X,2017, 299997
REGION,ETCR00X00X,2018, 399996
REGION,ETCR00X00X,2019, 499995
REGION,ETCR00X00X,2020, 599994
REGION,ETCR00X00X,2021, 699993
REGION,ETCR00X00X,2022, 799992
REGION,ETCR00X00X,2023, 899991
REGION,ETCR00X00X,2024, 999990
REGION,ETCR00X00X,2025, 1099989
REGION,ETCR00X00X,2026, 1199988
REGION,ETCR00X00X,2027, 1299987
REGION,ETCR00X00X,2028, 1399986
REGION,ETCR00X00X,2029, 1499985
REGION,ETCR00X00X,2030, 1599984
REGION,ETCR00X00X,2031, 1699983
REGION,ETCR00X00X,2032, 1799982
REGION,ETCR00X00X,2033, 1899981
REGION,ETCR00X00X,2034, 1999980
REGION,ETCR00X00X,2035, 2099979
REGION,ETCR00X00X,2036, 2199978
REGION,ETCR00X00X,2037, 2299977
REGION,ETCR00X00X,2038, 2399976
REGION,ETCR00X00X,2039, 2499975
REGION,ETCR00X00X,2040, 2599974
REGION,ETCR00X00X,2041, 2699973
REGION,ETCR00X00X,2042, 2799972
REGION,ETCR00X00X,2043, 2899971
REGION,ETCR00X00X,2044, 2999970
REGION,ETCR00X00X,2045, 3099969
REGION,ETCR00X00X,2046, 3199968
REGION,ETCR00X00X,2047, 3299967
REGION,ETCR00X00X,2048, 3399966
REGION,ETCR00X00X,2049, 3499965
REGION,ETCR00X00X,2050, 3499965
REGION,ETCR00X00X,2051, 3499965
REGION,ETCR00X00X,2052, 3499965
REGION,ETCR00X00X,2053, 3499965
REGION,ETCR00X00X,2054, 3499965
REGION,ETCR00X00X,2055, 3499965
REGION,ETCR00X00X,2056, 3499965
REGION,ETCR00X00X,2057, 3499965
REGION,ETCR00X00X,2058, 3499965
REGION,ETCR00X00X,2059, 3499965
REGION,ETCR00X00X,2060, 3499965
REGION,ETCR00X00X,2061, 3499965
REGION,ETCR00X00X,2062, 3499965
REGION,ETCR00X00X,2063, 3499965
REGION,ETCR00X00X,2064, 3499965
REGION,ETCR00X00X,2065, 3499965
REGION,ETCR00X00X,2066, 3499965
REGION,ETCR00X00X,2067, 3499965
REGION,ETCR00X00X,2068, 3499965
REGION,ETCR00X00X,2069, 3499965
REGION,ETCR00X00X,2070, 3499965
REGION,ETCRUDPROX,2025, 1.8357298356996694e+02
REGION,ETCRUDPROX,2026, 1.8357298356996694e+02
REGION,ETCRUDPROX,2027, 1.8357298356996694e+02
REGION,ETCRUDPROX,2028, 1.8357298356996694e+02
REGION,ETCRUDPROX,2029, 1.8357298356996694e+02
REGION,ETCRUDPROX,2030, 1.8357298356996694e+02
REGION,ETCRUDPROX,2031, 1.8357298356996694e+02
REGION,ETCRUDPROX,2032, 1.8357298356996694e+02
REGION,ETCRUDPROX,2033, 1.8357298356996694e+02
REGION,ETCRUDPROX,2034, 1.8357298356996694e+02
REGION,ETCRUDPROX,2035, 1.8357298356996694e+02
REGION,ETCRUDPROX,2036, 1.8357298356996694e+02
REGION,ETCRUDPROX,2037, 1.8357298356996694e+02
REGION,ETCRUDPROX,2038, 1.8357298356996694e+02
REGION,ETCRUDPROX,2039, 1.8357298356996694e+02
REGION,ETCRUDPROX,2040, 1.8357298356996694e+02
REGION,ETCRUDPROX,2041, 1.8357298356996694e+02
REGION,ETCRUDPROX,2042, 1.8357298356996694e+02
REGION,ETCRUDPROX,2043, 1.8357298356996694e+02
REGION,ETCRUDPROX,2044, 1.8357298356996694e+02
REGION,ETCRUDPROX,2045, 1.8357298356996694e+02
REGION,ETCRUDPROX,2046, 1.8357298356996694e+02
REGION,ETCRUDPROX,2047, 1.8357298356996694e+02
REGION,ETCRUDPROX,2048, 1.8357298356996694e+02
REGION,ETCRUDPROX,2049, 1.8357298356996694e+02
REGION,ETCRUDPROX,2050, 1.8357298356996694e+02
REGION,ETCRUDPROX,2051, 1.8357298356996694e+02
REGION,ETCRUDPROX,2052, 1.8357298356996694e+02
REGION,ETCRUDPROX,2053, 1.8357298356996694e+02
REGION,ETCRUDPROX,2054, 1.8357298356996694e+02
REGION,ETCRUDPROX,2055, 1.8357298356996694e+02
REGION,ETCRUDPROX,2056, 1.8357298356996694e+02
REGION,ETCRUDPROX,2057, 1.8357298356996694e+02
REGION,ETCRUDPROX,2058, 1.8357298356996694e+02
REGION,ETCRUDPROX,2059, 1.8357298356996694e+02
REGION,ETCRUDPROX,2060, 2.4678148012015541e+01
REGION,ETCRUDPROX,2061, 2.4678148012015541e+01
REGION,ETCRUDPROX,2062, 2.4678148012015541e+01
REGION,ETCRUDPROX,2063, 2.4678148012015541e+01
REGION,ETCRUDPROX,2064, 2.4678148012015541e+01
REGION,ETCRUDPROX,2065, 2.4678148012015541e+01
REGION,ETCRUDPROX,2066, 2.4678148012015541e+01
REGION,ETCRUDPROX,2067, 2.4678148012015541e+01
REGION,ETCRUDPROX,2068, 2.4678148012015541e+01
REGION,ETCRUDPROX,2069, 2.4678148012015541e+01
REGION,ETCRUDPROX,2070, 2.4678148012015541e+01
REGION,ETCRUDRE1X,2015, 999999
REGION,ETCRUDRE1X,2016, 1999998
REGION,ETCRUDRE1X,2017, 2999997
REGION,ETCRUDRE1X,2018, 2999997
REGION,ETCRUDRE1X,2019, 3999996
REGION,ETCRUDRE1X,2020, 3999996
REGION,ETCRUDRE1X,2021, 4999995
REGION,ETCRUDRE1X,2022, 4999995
REGION,ETCRUDRE1X,2023, 5999994
REGION,ETCRUDRE1X,2024, 6999993
REGION,ETCRUDRE1X,2025, 6999993
REGION,ETCRUDRE1X,2026, 6999993
REGION,ETCRUDRE1X,2027, 6999993
REGION,ETCRUDRE1X,2028, 6999993
REGION,ETCRUDRE1X,2029, 7999992
REGION,ETCRUDRE1X,2030, 7999992
REGION,ETCRUDRE1X,2031, 7999992
REGION,ETCRUDRE1X,2032, 7999992
REGION,ETCRUDRE1X,2033, 8999991
REGION,ETCRUDRE1X,2034, 9000000
REGION,ETCRUDRE1X,2035, 9000000
REGION,ETCRUDRE1X,2036, 9000000
