r,t,y,DiscountedSalvageValue
REGION,EGWINDP01X,2068, 1.2740501347369229e+01
REGION,EGWINDP01X,2069, 1.2714808252938393e+01
REGION,EGWINDP01X,2070, 1.2670073681694644e+01
REGION,EGNULWP04N,2038, 1.6344298801810758e+01
REGION,EGNULWP04N,2039, 1.7498732649673013e+01
REGION,EGNULWP04N,2040, 17.6172629107992
REGION,EGNULWP04N,2041, 1.7725017693641171e+01
REGION,EGNULWP04N,2042, 1.7822976587133862e+01
REGION,EGNULWP04N,2043, 1.0561063754740829e+00
REGION,EGNULWP04N,2051, 1.6763001984368731e+01
REGION,EGNULWP04N,2052, 1.1533646846219339e+01
REGION,EGNULWP04N,2053, 8.5345771444758682e+00
REGION,EGEL00T00X,2032, 8.4570738453810268e-01
REGION,EGEL00T00X,2033, 1.0687063644044035e+00
REGION,EGEL00T00X,2034, 1.0711349939748
REGION,EGEL00T00X,2035, 1.0731129432956716e+00
REGION,EGEL00T00X,2036, 1.0746828647728781e+00
REGION,EGEL00T00X,2037, 1.0758834403933506e+00
REGION,EGEL00T00X,2038, 1.0767497511295963e+00
REGION,EGEL00T00X,2039, 1.0773136119666853e+00
REGION,EGEL00T00X,2040, 1.0776038757532720e+00
REGION,EGEL00T00X,2041, 1.9022645611546762e+00
REGION,EGEL00T00X,2042, 1.9019452923963514e+00
REGION,EGEL00T00X,2043, 1.9012691325716922e+00
REGION,EGEL00T00X,2044, 1.9002705302265523e+00
REGION,EGEL00T00X,2045, 1.8989807249357267e+00
REGION,EGEL00T00X,2046, 1.8974280458174073e+00
REGION,EGEL00T00X,2047, 1.8956381822666719e+00
REGION,EGEL00T00X,2048, 1.8936344295133511e+00
REGION,EGEL00T00X,2049, 1.8914379113182287e+00
REGION,EGEL00T00X,2050, 1.8890677819692716e+00
REGION,EGEL00T00X,2051, 2.1306138484846784e+00
REGION,EGEL00T00X,2052, 2.1956279415134374e+00
REGION,EGEL00T00X,2053, 2.2623987257999847e+00
REGION,EGEL00T00X,2054, 2.3309836093966507e+00
REGION,EGEL00T00X,2055, 2.4014412307588096e+00
REGION,EGEL00T00X,2056, 2.4738315201663736e+00
REGION,EGEL00T00X,2057, 2.5482157614019689e+00
REGION,EGEL00T00X,2058, 2.6246566537567322e+00
REGION,EGEL00T00X,2059, 2.7032183744661191e+00
REGION,EGEL00T00X,2060, 2.7839666416612507e+00
REGION,EGEL00T00X,2061, 2.8669687779218993e+00
REGION,EGEL00T00X,2062, 2.9522937745261504e+00
REGION,EGEL00T00X,2063, 3.0400123564693686e+00
REGION,EGEL00T00X,2064, 3.13019704835027
REGION,EGEL00T00X,2065, 3.2229222411966170e+00
REGION,EGEL00T00X,2066, 3.3182642603279073e+00
REGION,EGEL00T00X,2067, 3.4163014343191742e+00
REGION,EGEL00T00X,2068, 3.51711416516416
REGION,EGEL00T00X,2069, 3.6207849997097257e+00
REGION,EGEL00T00X,2070, 3.7273987024469384e+00
REGION,EGEL00TDTX,2032, 5.5891015057775055e+00
REGION,EGEL00TDTX,2033, 7.0620350796854128e+00
REGION,EGEL00TDTX,2034, 7.0780835171168981e+00
REGION,EGEL00TDTX,2035, 7.0911538495815432e+00
REGION,EGEL00TDTX,2036, 7.1015279251120429e+00
REGION,EGEL00TDTX,2037, 7.1094613551262249e+00
REGION,EGEL00TDTX,2038, 7.1151859554589221e+00
REGION,EGEL00TDTX,2039, 7.1189119602289521e+00
REGION,EGEL00TDTX,2040, 7.1208300296926668e+00
REGION,EGEL00TDTX,2041, 1.2570205913579937e+01
REGION,EGEL00TDTX,2042, 1.2568096178627227e+01
REGION,EGEL00TDTX,2043, 1.2563628099686081e+01
REGION,EGEL00TDTX,2044, 1.2557029313502053e+01
REGION,EGEL00TDTX,2045, 1.2548506251870615e+01
REGION,EGEL00TDTX,2046, 1.2538246114225512e+01
REGION,EGEL00TDTX,2047, 1.2526418656652213e+01
REGION,EGEL00TDTX,2048, 1.2513177814540594e+01
REGION,EGEL00TDTX,2049, 1.2498663174164205e+01
REGION,EGEL00TDTX,2050, 1.2483001307478320e+01
REGION,EGEL00TDTX,2051, 1.4079143009172491e+01
REGION,EGEL00TDTX,2052, 1.4508757560872986e+01
REGION,EGEL00TDTX,2053, 1.4949980366907521e+01
REGION,EGEL00TDTX,2054, 1.5403190780944824e+01
REGION,EGEL00TDTX,2055, 1.5868776287182470e+01
REGION,EGEL00TDTX,2056, 1.6347132906224349e+01
REGION,EGEL00TDTX,2057, 1.6838665602648490e+01
REGION,EGEL00TDTX,2058, 1.7343788694745673e+01
REGION,EGEL00TDTX,2059, 1.7862926267094174e+01
REGION,EGEL00TDTX,2060, 1.8396512586544464e+01
REGION,EGEL00TDTX,2061, 1.8944992522179685e+01
REGION,EGEL00TDTX,2062, 1.9508821969877438e+01
REGION,EGEL00TDTX,2063, 2.0088468281957589e+01
REGION,EGEL00TDTX,2064, 2.0684410702557130e+01
REGION,EGEL00TDTX,2065, 2.1297140809219098e+01
REGION,EGEL00TDTX,2066, 2.1927162961325966e+01
REGION,EGEL00TDTX,2067, 2.2574994755820796e+01
REGION,EGEL00TDTX,2068, 2.3241167490838521e+01
REGION,EGEL00TDTX,2069, 2.3926226637753231e+01
REGION,EGEL00TDTX,2070, 2.4630732322179316e+01
REGION,EGSOU1P03X,2047, 4.4816273725714206e-01
REGION,EGSOU1P03X,2048, 8.4344747263287623e-01
REGION,EGSOU1P03X,2049, 1.1911866623527085e+00
REGION,EGSOU1P03X,2050, 1.4961802334265941e+00
REGION,EGSOU1P03X,2051, 1.7627483372565418e+00
REGION,EGSOU1P03X,2052, 1.9947789127470446e+00
REGION,EGSOU1P03X,2053, 2.1957705666649567e+00
REGION,EGSOU1P03X,2054, 2.3688712295743919e+00
REGION,EGSOU1P03X,2055, 2.5169130010408041e+00
REGION,EGSOU1P03X,2056, 2.6424435574938538e+00
REGION,EGSOU1P03X,2057, 2.7477544597432790e+00
REGION,EGSOU1P03X,2058, 2.8349066642781553e+00
REGION,EGSOU1P03X,2059, 2.9057535128061058e+00
REGION,EGSOU1P03X,2060, 2.9619614476971203e+00
REGION,EGSOU1P03X,2061, 4.0067049024102541e+00
REGION,EGSOU1P03X,2062, 4.0484026524309309e+00
REGION,EGSOU1P03X,2063, 4.0759892060563274e+00
REGION,EGSOU1P03X,2064, 4.0909150903074778e+00
REGION,EGSOU1P03X,2065, 4.0944837214775740e+00
REGION,EGSOU1P03X,2066, 4.0878661647104222e+00
REGION,EGSOU1P03X,2067, 4.0721144258103017e+00
REGION,EGSOU1P03X,2068, 4.0481734201702748e+00
REGION,EGSOU1P03X,2069, 4.0168917494932117e+00
REGION,EGSOU1P03X,2070, 3.9790314041536852e+00
REGION,EGSOV1F01X,2052, 0.0677765543650501
REGION,EGSOV1F01X,2053, 1.2723507705802475e-01
REGION,EGSOV1F01X,2054, 1.7922510891187679e-01
REGION,EGSOV1F01X,2055, 2.2451047285333423e-01
REGION,EGSOV1F01X,2056, 2.6377783797813725e-01
REGION,EGSOV1F01X,2057, 0.297644434934164
REGION,EGSOV1F01X,2058, 3.2666500614250460e-01
REGION,EGSOV1F01X,2059, 0.351338066213545
REGION,EGSOV1F01X,2060, 3.7211154053729933e-01
REGION,EGSOV1F01X,2061, 7.7877568673532782e-01
REGION,EGSOV1F01X,2062, 6.0529267606816783e-01
REGION,EGSOV1F01X,2063, 4.1485801791133164e-01
REGION,EGSOV1F01X,2064, 4.2366808690101271e-01
REGION,EGSOV1F01X,2065, 4.3022042372891334e-01
REGION,EGSOV1F01X,2066, 4.3475002291521303e-01
REGION,EGSOV1F01X,2067, 4.3746781164695081e-01
REGION,EGSOV1F01X,2068, 4.3856308355385609e-01
REGION,EGSOV1F01X,2069, 4.3820568888207384e-01
REGION,EGSOV1F01X,2070, 4.3654800524470644e-01
REGION,EGSOV2F01X,2052, 3.8326520243801487e-01
REGION,EGSOV2F01X,2053, 1.9012775954296141e-01
REGION,EGSOV2F01X,2054, 2.6834763672118250e-01
REGION,EGSOV2F01X,2055, 3.3691852823200491e-01
REGION,EGSOV2F01X,2056, 3.9687126346367152e-01
REGION,EGSOV2F01X,2057, 4.4912857220069752e-01
REGION,EGSOV2F01X,2058, 4.9451639091187549e-01
REGION,EGSOV2F01X,2059, 5.3377398694345779e-01
REGION,EGSOV2F01X,2060, 5.6756302419999638e-01
REGION,EGSOV2F01X,2061, 1.1929513619557535e+00
REGION,EGSOV2F01X,2062, 9.3156287856564357e-01
REGION,EGSOV2F01X,2063, 6.4173599269570780e-01
REGION,EGSOV2F01X,2064, 6.5898227726081737e-01
REGION,EGSOV2F01X,2065, 6.7316048818250229e-01
REGION,EGSOV2F01X,2066, 6.8461035440924534e-01
REGION,EGSOV2F01X,2067, 0.693635803135096
REGION,EGSOV2F01X,2068, 7.0050870698025758e-01
REGION,EGSOV2F01X,2069, 0.705472239356301
REGION,EGSOV2F01X,2070, 7.0874387898052360e-01
REGION,EGSOC1P00X,2048, 5.4883248403569977e+00
REGION,EGSOC1P00X,2049, 5.4488824660449531e+00
REGION,EGSOC1P00X,2050, 9.7224008131369253e+00
REGION,EGSOC1P00X,2054, 1.3209341274472601e+01
REGION,EGSOC1P00X,2055, 9.0267585851141841e-01
REGION,EGSOC1P00X,2057, 2.9596688838173923e+00
REGION,EGSOC1P00X,2058, 1.1712543624314742e+01
REGION,EGSOC1P00X,2059, 1.3857522841849855e+01
REGION,EGSOC1P00X,2060, 5.7507025612995131e+00
REGION,EGSOC1P00X,2061, 2.5795822126679737e+00
REGION,EGSOC1P00X,2062, 2.6037429311434717e+00
REGION,EGSOC1P00X,2063, 2.6186828359047327e+00
REGION,EGSOC1P00X,2064, 2.6253543174176421e+00
REGION,EGSOC1P00X,2065, 2.6246128093209387e+00
REGION,EGSOC1P00X,2066, 2.6172265459400772e+00
REGION,EGSOC1P00X,2067, 2.6038853470101531e+00
REGION,EGSOC1P00X,2068, 2.5852085258244584e+00
REGION,EGSOC1P00X,2069, 2.5617520076129856e+00
REGION,EGSOC1P00X,2070, 2.5340147363291097e+00
REGION,EGSOC2P00X,2060, 2.2928888899968918e+01
REGION,EGSOC2P00X,2061, 2.0008843021564594e+01
REGION,EGSOC2P00X,2062, 2.0689223562839590e+01
REGION,EGSOC2P00X,2063, 2.2059924962706667e+01
REGION,EGSOC2P00X,2064, 2.3968881799158751e+01
REGION,EGSOC2P00X,2065, 2.5858862091836663e+01
REGION,EGSOC2P00X,2066, 3.4678673174801716e+01
REGION,EGSOC2P00X,2067, 1.3533821314922276e+01
REGION,EGSOC2P00X,2068, 3.9065098403167129e+00
REGION,EGSOC2P00X,2069, 3.8978716610682689e+00
REGION,EGSOC2P00X,2070, 3.8833775834251485e+00
REGION,EGELSDBP00,2021, 7.6286154387602751e+00
REGION,EGELSDBP00,2036, 1.0929496005350179e+00
REGION,EGELSDBP00,2037, 7.1044649663685151e+00
REGION,EGELSDBP00,2038, 5.3830455349910835e+00
REGION,EGELSDBP00,2039, 5.6217933017318193e+00
REGION,ETCRUDPROX,2060, 2.6672494064471652e+00
REGION,ETCOSCP01N,2049, 2.4468863256953242e+00
REGION,ETCOSCP01N,2050, 1.1886709780252755e+01
REGION,ETCOSCP01N,2055, 7.0323956297577717e-01
REGION,ETCOSCP01N,2056, 1.2840253473867691e+00
REGION,ETCOSCP01N,2057, 6.4446628338080370e-01
REGION,ETNGGCP01N,2050, 3.4222489644249163e-02
REGION,ETHFGCP02N,2049, 3.9923782444788433e-02
REGION,ETHYDMS03X,2017, 2.5339243172603673e+01
REGION,ETHYDMS03X,2023, 9.6945548735200244e+00
REGION,ETWINDP00X,2062, 0.125119833258419
REGION,ETWINDP00X,2063, 3.1021429638405249e+00
REGION,ETWINDP00X,2064, 6.0640772583379157e+00
REGION,ETWINDP00X,2065, 4.2949707153924441e+00
REGION,ETWINDP00X,2066, 6.1356754010420769e+00
REGION,ETWINDP00X,2068, 4.7693504807323267e-01
REGION,ETGOCVP02N,2047, 4.8122268527767881e-01
REGION,ETGOCVP02N,2048, 9.1533266010859193e-01
REGION,ETGOCVP02N,2049, 1.3067585775464881e+00
REGION,ETGOCVP02N,2050, 1.6595132422423382e+00
REGION,ETGOCVP02N,2054, 9.6955883789240216e-01
REGION,ETGOCVP02N,2055, 2.9591765638736920e+00
REGION,ETGOCVP02N,2056, 3.1453671646558945e+00
REGION,ETGOCVP02N,2057, 3.3121890216822094e+00
REGION,ETGOCVP02N,2058, 3.4614647121162760e+00
REGION,ETGOCVP02N,2059, 3.5948455077180421e+00
REGION,ETGOCVP02N,2060, 3.7138274586596585e+00
REGION,ETGOCVP02N,2061, 3.8197659687582521e+00
REGION,ETGOCVP02N,2062, 3.9138890034895120e+00
REGION,ETGOCVP02N,2063, 3.9973090589107478e+00
REGION,ETGOCVP02N,2064, 4.0710340076256077e+00
REGION,ETGOCVP02N,2065, 4.1359769270479081e+00
REGION,ETGOCVP02N,2066, 4.1929650053650258e+00
REGION,ETGOCVP02N,2067, 4.2427476116665783e+00
REGION,ETGOCVP02N,2068, 1.2507262600932145e-01
REGION,ETGOCVP02N,2069, 2.6738058294225491e+00
REGION,ETGOCVP02N,2070, 4.3553378280662480e+00
REGION,ETEL00T00X,2017, 5.2960032164476289e-01
REGION,ETEL00T00X,2018, 4.5264105979489894e-01
REGION,ETEL00T00X,2020, 9.7453401528719341e-01
REGION,ETEL00T00X,2021, 2.4628147789541502e-01
REGION,ETEL00T00X,2022, 2.8425541469414611e-01
REGION,ETEL00T00X,2023, 0.420831701954756
REGION,ETEL00T00X,2024, 3.3611499325792116e-01
REGION,ETEL00T00X,2025, 3.6066576620787694e-01
REGION,ETEL00T00X,2026, 3.8218213900310549e-01
REGION,ETEL00T00X,2027, 4.0896034885253796e-01
REGION,ETEL00T00X,2028, 4.3701442725691952e-01
REGION,ETEL00T00X,2029, 4.6638597137037030e-01
REGION,ETEL00T00X,2030, 4.9718709687752705e-01
REGION,ETEL00T00X,2031, 4.7819561000475957e-01
REGION,ETEL00T00X,2032, 4.9503599486854127e-01
REGION,ETEL00T00X,2033, 4.9987712415120122e-01
REGION,ETEL00T00X,2034, 0.50465159766633
REGION,ETEL00T00X,2035, 5.1874160994778984e-01
REGION,ETEL00T00X,2036, 5.2543782121047122e-01
REGION,ETEL00T00X,2037, 2.8214402831372171e-01
REGION,ETEL00T00X,2038, 1.4922688692062916e-01
REGION,ETEL00T00X,2039, 5.4424177343577862e-01
REGION,ETEL00T00X,2040, 4.3815911227477222e-01
REGION,ETEL00T00X,2041, 6.1543316892530575e-01
REGION,ETEL00T00X,2042, 2.7180516162908414e-01
REGION,ETEL00T00X,2043, 2.0309734957278050e-01
REGION,ETEL00T00X,2044, 3.0633823826287648e-01
REGION,ETEL00T00X,2045, 0.417349215506473
REGION,ETEL00T00X,2046, 4.6735377608764822e-01
REGION,ETEL00T00X,2047, 3.6889632959323859e-01
REGION,ETEL00T00X,2048, 5.0656994485357909e-01
REGION,ETEL00T00X,2049, 6.5425515594098471e-01
REGION,ETEL00T00X,2050, 8.1263120312701931e-01
REGION,ETEL00T00X,2052, 1.2198332309874373e-01
REGION,ETEL00T00X,2053, 6.0106656079943654e-01
REGION,ETEL00T00X,2054, 1.3495402479884080e-01
REGION,ETEL00T00X,2055, 3.3323792764871907e-01
REGION,ETEL00T00X,2056, 3.0133405472355113e-01
REGION,ETEL00T00X,2057, 6.3440569389557333e-01
REGION,ETEL00T00X,2058, 8.5047584268498555e-01
REGION,ETEL00T00X,2059, 6.3760888948963368e-01
REGION,ETEL00T00X,2060, 8.7119250792636793e-01
REGION,ETEL00T00X,2061, 3.7735691954560968e-01
REGION,ETEL00T00X,2062, 8.6925176820428518e-01
REGION,ETEL00T00X,2063, 1.0648383632689511e+00
REGION,ETEL00T00X,2064, 1.0974763601534521e+00
REGION,ETEL00T00X,2065, 1.1308899105381878e+00
REGION,ETEL00T00X,2066, 1.2626454427047664e+00
REGION,ETEL00T00X,2067, 1.4920008992781466e+00
REGION,ETEL00T00X,2068, 1.5274710600511185e+00
REGION,ETEL00T00X,2069, 1.5640166981078945e+00
REGION,ETEL00T00X,2070, 1.6016489656275632e+00
REGION,ETEL00TDTX,2017, 3.4487867378504267e+00
REGION,ETEL00TDTX,2018, 2.9476233836342352e+00
REGION,ETEL00TDTX,2020, 6.3462189066743067e+00
REGION,ETEL00TDTX,2021, 1.6037984789304434e+00
REGION,ETEL00TDTX,2022, 1.8510868361274386e+00
REGION,ETEL00TDTX,2023, 2.7404791024007196e+00
REGION,ETEL00TDTX,2024, 2.1887992533554907e+00
REGION,ETEL00TDTX,2025, 2.3486752320534303e+00
REGION,ETEL00TDTX,2026, 2.4887910306752956e+00
REGION,ETEL00TDTX,2027, 2.6631722005139644e+00
REGION,ETEL00TDTX,2028, 2.8458618962930786e+00
REGION,ETEL00TDTX,2029, 3.0371310009595458e+00
REGION,ETEL00TDTX,2030, 3.2377096179950273e+00
REGION,ETEL00TDTX,2031, 3.1140360148501891e+00
REGION,ETEL00TDTX,2032, 3.2237015238439279e+00
REGION,ETEL00TDTX,2033, 3.2552272229999777e+00
REGION,ETEL00TDTX,2034, 3.2863188561454790e+00
REGION,ETEL00TDTX,2035, 3.3780737881778253e+00
REGION,ETEL00TDTX,2036, 3.4216798828360666e+00
REGION,ETEL00TDTX,2037, 1.8373373723257116e+00
REGION,ETEL00TDTX,2038, 0.971773664442857
REGION,ETEL00TDTX,2039, 3.5441322500808314e+00
REGION,ETEL00TDTX,2040, 2.8533161478517965e+00
REGION,ETEL00TDTX,2041, 4.0077345184070206e+00
REGION,ETEL00TDTX,2042, 1.7700101059621132e+00
REGION,ETEL00TDTX,2043, 1.3225810690398279e+00
REGION,ETEL00TDTX,2044, 1.9948913932247505e+00
REGION,ETEL00TDTX,2045, 2.7178009598283128e+00
REGION,ETEL00TDTX,2046, 3.0434333983088364e+00
REGION,ETEL00TDTX,2047, 2.4022731118086726e+00
REGION,ETEL00TDTX,2048, 3.2988112381437498e+00
REGION,ETEL00TDTX,2049, 4.2605454250852990e+00
REGION,ETEL00TDTX,2050, 5.2918989225003035e+00
REGION,ETEL00TDTX,2052, 7.9436208403668851e-01
REGION,ETEL00TDTX,2053, 3.9141783790799551e+00
REGION,ETEL00TDTX,2054, 8.7882800423112550e-01
REGION,ETEL00TDTX,2055, 2.1700636444609382e+00
REGION,ETEL00TDTX,2056, 1.9623038758148090e+00
REGION,ETEL00TDTX,2057, 4.1312846406038064e+00
REGION,ETEL00TDTX,2058, 5.5383452889806728e+00
REGION,ETEL00TDTX,2059, 4.1521440258298776e+00
REGION,ETEL00TDTX,2060, 5.6732533481922953e+00
REGION,ETEL00TDTX,2061, 2.4573689371724896e+00
REGION,ETEL00TDTX,2062, 5.6606151447801825e+00
REGION,ETEL00TDTX,2063, 6.9342857689149753e+00
REGION,ETEL00TDTX,2064, 7.1468261930102592e+00
REGION,ETEL00TDTX,2065, 7.36441706399514
REGION,ETEL00TDTX,2066, 8.2224163089450926e+00
REGION,ETEL00TDTX,2067, 9.7159916095732530e+00
REGION,ETEL00TDTX,2068, 9.94697524009716
REGION,ETEL00TDTX,2069, 1.0184962437623716e+01
REGION,ETEL00TDTX,2070, 1.0430025825753908e+01
REGION,ETSOU1P03X,2067, 1.2216343277430905e+01
REGION,ETSOU1P03X,2068, 1.2144520260510825e+01
REGION,ETSOU1P03X,2069, 1.2050675248479633e+01
REGION,ETSOU1P03X,2070, 3.0223497615527948e+00
REGION,ETSOV1F01X,2052, 2.0332966309514560e+00
REGION,ETSOV1F01X,2053, 2.9745616992882695e+00
REGION,ETSOV1F01X,2054, 5.3767532673562046e+00
REGION,ETSOV1F01X,2055, 6.73531418559987
REGION,ETSOV1F01X,2056, 7.91333513934404
REGION,ETSOV1F01X,2057, 8.9293330480245938e+00
REGION,ETSOV1F01X,2058, 9.7999501842749535e+00
REGION,ETSOV1F01X,2059, 1.0540141986407322e+01
REGION,ETSOV1F01X,2060, 1.1163346216118724e+01
REGION,ETSOV1F01X,2061, 1.1681635301029971e+01
REGION,ETSOV1F01X,2062, 1.2105853521363274e+01
REGION,ETSOV1F01X,2063, 1.2445740537340049e+01
REGION,ETSOV1F01X,2064, 1.2710042607030596e+01
REGION,ETSOV1F01X,2065, 1.2906612711867247e+01
REGION,ETSOV1F01X,2066, 1.3042500687454005e+01
REGION,ETSOV1F01X,2067, 1.3124034349407872e+01
REGION,ETSOV1F01X,2068, 1.3156892506615847e+01
REGION,ETSOV1F01X,2069, 1.3146170666461794e+01
REGION,ETSOV1F01X,2070, 1.3096440157340338e+01
REGION,ETSOV2F01X,2052, 2.3845514335264162e-01
REGION,ETSOV2F01X,2054, 1.3417381836058875e+00
REGION,ETSOV2F01X,2055, 1.6845926411599033e+00
REGION,ETSOV2F01X,2056, 1.9843563173183958e+00
REGION,ETSOV2F01X,2057, 2.2456428610033958e+00
REGION,ETSOV2F01X,2058, 2.4725819545593533e+00
REGION,ETSOV2F01X,2059, 2.6688699347172569e+00
REGION,ETSOV2F01X,2060, 2.8378151210003009e+00
REGION,ETSOV2F01X,2061, 2.9823784048891326e+00
REGION,ETSOV2F01X,2062, 3.1052095952187817e+00
REGION,ETSOV2F01X,2063, 3.2086799634786360e+00
REGION,ETSOV2F01X,2064, 3.2949113863039963e+00
REGION,ETSOV2F01X,2065, 3.3658024409125238e+00
REGION,ETSOV2F01X,2066, 3.4230517720461475e+00
REGION,ETSOV2F01X,2067, 3.4681790156755303e+00
REGION,ETSOV2F01X,2068, 3.5025435349012382e+00
REGION,ETSOV2F01X,2069, 3.5273611967812988e+00
REGION,ETSOV2F01X,2070, 3.5437193949023476e+00
REGION,SDNG00ILGX,2057, 2.3177700116947638e-02
