r,t,y,NewCapacity
REGION,EGNGCCP04N,2048, 1.5
REGION,EGNGCCP04N,2055, 7.9433670522418542e-01
REGION,EGNGCCP04N,2057, 8.6794133368496362e-01
REGION,EGNGCCP04N,2059, 3.8628477446576459e-01
REGION,EGNGCCC01N,2040, 3.0531381898897159e-01
REGION,EGNGCCC01N,2048, 6.0709986109381531e-01
REGION,EGNGCCC02N,2040, 1
REGION,EGNGCCC02N,2041, 2.8988795768555381e-01
REGION,EGNGCCC02N,2042, 1.8808837263124054e-01
REGION,EGNGCCC02N,2043, 9.2795492422163106e-01
REGION,EGNGCCC02N,2044, 9.4462422070173124e-01
REGION,EGNGCCC02N,2045, 1.0900393562074495e+00
REGION,EGNGCCC02N,2046, 1.5
REGION,EGNGCCC02N,2047, 1.2763543576915242e+00
REGION,EGNGCCC02N,2048, 1.5
REGION,EGNGCCC02N,2070, 2.2536972907282720e+00
REGION,EGNGCCC04N,2046, 3.0381198577407303e-01
REGION,EGNGCCC04N,2048, 0.90457238281758
REGION,EGNGGCP04N,2015, 1.95
REGION,EGNGGCP04N,2016, 0.65
REGION,EGNGGCP04N,2017, 0.33
REGION,EGNGGCP04N,2018, 1.95
REGION,EGNGGCP04N,2056, 1.1748945712229439e+00
REGION,EGNGGCP04N,2057, 2.0603887243453915e-02
REGION,EGNGGCP04N,2058, 3.6453709332806804e-02
REGION,EGNGGCP04N,2059, 1.1853313042712159e-01
REGION,EGNGGCP04N,2062, 0.0307569934932002
REGION,EGNGGCP04N,2063, 2.7508635308842688e-02
REGION,EGNGGCP04N,2064, 1.3342146577502774e-02
REGION,EGNGGCP04N,2070, 1.4229968126945033e-01
REGION,EGHFGCP01N,2016, 1
REGION,EGHFGCP02N,2015, 1
REGION,EGWINDP00X,2015, 0.24
REGION,EGWINDP00X,2016, 0.2
REGION,EGWINDP00X,2018, 0.34
REGION,EGWINDP00X,2021, 0.25
REGION,EGWINDP00X,2022, 0.25
REGION,EGWINDP00X,2023, 0.25
REGION,EGWINDP00X,2024, 0.25
REGION,EGWINDP00X,2025, 0.25
REGION,EGWINDP00X,2026, 0.25
REGION,EGWINDP00X,2027, 0.25
REGION,EGWINDP00X,2028, 0.25
REGION,EGWINDP00X,2029, 0.25
REGION,EGWINDP00X,2030, 0.25
REGION,EGWINDP00X,2031, 0.5
REGION,EGWINDP00X,2032, 0.5
REGION,EGWINDP00X,2033, 0.5
REGION,EGWINDP00X,2034, 0.5
REGION,EGWINDP00X,2035, 0.5
REGION,EGWINDP00X,2036, 0.5
REGION,EGWINDP00X,2037, 0.5
REGION,EGWINDP00X,2038, 0.5
REGION,EGWINDP00X,2039, 0.5
REGION,EGWINDP00X,2040, 0.5
REGION,EGWINDP00X,2041, 0.75
REGION,EGWINDP00X,2042, 0.75
REGION,EGWINDP00X,2043, 0.75
REGION,EGWINDP00X,2044, 0.75
REGION,EGWINDP00X,2045, 0.75
REGION,EGWINDP00X,2046, 0.75
REGION,EGWINDP00X,2047, 0.75
REGION,EGWINDP00X,2048, 0.75
REGION,EGWINDP00X,2049, 0.75
REGION,EGWINDP00X,2050, 0.75
REGION,EGWINDP00X,2051, 0.75
REGION,EGWINDP00X,2052, 0.75000000000241
REGION,EGWINDP00X,2053, 0.75
REGION,EGWINDP00X,2054, 0.750000000000172
REGION,EGWINDP00X,2055, 0.75
REGION,EGWINDP00X,2056, 7.5000000000050615e-01
REGION,EGWINDP00X,2057, 0.75
REGION,EGWINDP00X,2058, 0.75
REGION,EGWINDP00X,2059, 0.749999999999922
REGION,EGWINDP00X,2060, 0.75000000000001
REGION,EGWINDP00X,2061, 1.0000000000003233e+00
REGION,EGWINDP00X,2062, 1
REGION,EGWINDP00X,2063, 1
REGION,EGWINDP00X,2064, 9.9999999999992306e-01
REGION,EGWINDP00X,2065, 1.0000000000002898e+00
REGION,EGWINDP00X,2066, 1
REGION,EGWINDP00X,2067, 1
REGION,EGWINDP00X,2068, 1
REGION,EGWINDP00X,2069, 1.0000000000003975e+00
REGION,EGWINDP00X,2070, 0.999999999999626
REGION,EGWINDP01X,2043, 0.75
REGION,EGWINDP01X,2044, 0.75
REGION,EGWINDP01X,2045, 0.75
REGION,EGWINDP01X,2046, 0.75
REGION,EGWINDP01X,2047, 0.75
REGION,EGWINDP01X,2048, 0.75
REGION,EGWINDP01X,2049, 0.75
REGION,EGWINDP01X,2050, 0.75
REGION,EGWINDP01X,2051, 0.75
REGION,EGWINDP01X,2052, 0.75
REGION,EGWINDP01X,2053, 0.75
REGION,EGWINDP01X,2054, 0.75
REGION,EGWINDP01X,2055, 0.75
REGION,EGWINDP01X,2056, 0.75
REGION,EGWINDP01X,2057, 0.75
REGION,EGWINDP01X,2058, 0.75
REGION,EGWINDP01X,2059, 0.75
REGION,EGWINDP01X,2060, 0.75
REGION,EGWINDP01X,2061, 1
REGION,EGWINDP01X,2062, 1
REGION,EGWINDP01X,2063, 1
REGION,EGWINDP01X,2064, 1
REGION,EGWINDP01X,2065, 1
REGION,EGWINDP01X,2066, 1
REGION,EGWINDP01X,2067, 1
REGION,EGWINDP01X,2068, 1
REGION,EGWINDP01X,2069, 1
REGION,EGWINDP01X,2070, 1.0000000000037381e+00
REGION,EGNULWP04N,2038, 4.7051963490444348e-01
REGION,EGNULWP04N,2039, 0.5
REGION,EGNULWP04N,2040, 0.5
REGION,EGNULWP04N,2041, 0.5
REGION,EGNULWP04N,2042, 0.5
REGION,EGNULWP04N,2043, 2.9480365095563413e-02
REGION,EGNULWP04N,2051, 4.5583533926187741e-01
REGION,EGNULWP04N,2052, 3.1299090133078428e-01
REGION,EGNULWP04N,2053, 2.3117375940736590e-01
REGION,EGEL00T00X,2032, 5.0769657885747255e-01
REGION,EGEL00T00X,2033, 6.3837803472246957e-01
REGION,EGEL00T00X,2034, 6.3694989594232321e-01
REGION,EGEL00T00X,2035, 6.3552654421950994e-01
REGION,EGEL00T00X,2036, 6.3410795818334842e-01
REGION,EGEL00T00X,2037, 6.3269411658203911e-01
REGION,EGEL00T00X,2038, 6.3128499828230678e-01
REGION,EGEL00T00X,2039, 6.2988058226834165e-01
REGION,EGEL00T00X,2040, 0.628480847641034
REGION,EGEL00T00X,2041, 1.1069333151946077e+00
REGION,EGEL00T00X,2042, 1.1044789175999714e+00
REGION,EGEL00T00X,2043, 1.1020326741501034e+00
REGION,EGEL00T00X,2044, 1.0995945487648515e+00
REGION,EGEL00T00X,2045, 1.0971645055629826e+00
REGION,EGEL00T00X,2046, 1.0947425088623093e+00
REGION,EGEL00T00X,2047, 1.0923285231753932e+00
REGION,EGEL00T00X,2048, 1.0899225132127939e+00
REGION,EGEL00T00X,2049, 1.0875244438764395e+00
REGION,EGEL00T00X,2050, 1.0851342802638488e+00
REGION,EGEL00T00X,2051, 1.2228336827422639e+00
REGION,EGEL00T00X,2052, 1.2591640489599529e+00
REGION,EGEL00T00X,2053, 1.2965363231187224e+00
REGION,EGEL00T00X,2054, 1.3349805138706137e+00
REGION,EGEL00T00X,2055, 1.3745274949016781e+00
REGION,EGEL00T00X,2056, 1.4152090298924291e+00
REGION,EGEL00T00X,2057, 1.4570577982071959e+00
REGION,EGEL00T00X,2058, 1.5001074213209480e+00
REGION,EGEL00T00X,2059, 1.5443924900115868e+00
REGION,EGEL00T00X,2060, 1.5899485923376988e+00
REGION,EGEL00T00X,2061, 1.6368123424232059e+00
REGION,EGEL00T00X,2062, 1.6850214100771661e+00
REGION,EGEL00T00X,2063, 1.7346145512651467e+00
REGION,EGEL00T00X,2064, 1.7856316394644625e+00
REGION,EGEL00T00X,2065, 1.8381136979222441e+00
REGION,EGEL00T00X,2066, 1.8921029328506898e+00
REGION,EGEL00T00X,2067, 1.9476427675759032e+00
REGION,EGEL00T00X,2068, 2.00477787767739
REGION,EGEL00T00X,2069, 2.0635542271411751e+00
REGION,EGEL00T00X,2070, 2.1240191055581930e+00
REGION,EGEL00TDTX,2032, 4.8947630201860554e-01
REGION,EGEL00TDTX,2033, 6.1539642547245910e-01
REGION,EGEL00TDTX,2034, 6.1401969968840331e-01
REGION,EGEL00TDTX,2035, 6.1264758862761159e-01
REGION,EGEL00TDTX,2036, 6.1128007168874277e-01
REGION,EGEL00TDTX,2037, 6.0991712838509049e-01
REGION,EGEL00TDTX,2038, 6.0855873834414353e-01
REGION,EGEL00TDTX,2039, 6.0720488130667749e-01
REGION,EGEL00TDTX,2040, 6.0585553712595430e-01
REGION,EGEL00TDTX,2041, 1.0670837158476003e+00
REGION,EGEL00TDTX,2042, 1.0647176765663733e+00
REGION,EGEL00TDTX,2043, 1.0623594978807083e+00
REGION,EGEL00TDTX,2044, 1.0600091450093116e+00
REGION,EGEL00TDTX,2045, 1.0576665833627141e+00
REGION,EGEL00TDTX,2046, 1.0553317785432714e+00
REGION,EGEL00TDTX,2047, 1.0530046963410726e+00
REGION,EGEL00TDTX,2048, 1.0506853027371412e+00
REGION,EGEL00TDTX,2049, 1.0483735638968814e+00
REGION,EGEL00TDTX,2050, 1.0460694461743536e+00
REGION,EGEL00TDTX,2051, 1.1788116701635409e+00
REGION,EGEL00TDTX,2052, 1.2138341431973982e+00
REGION,EGEL00TDTX,2053, 1.2498610154864351e+00
REGION,EGEL00TDTX,2054, 1.2869212153712781e+00
REGION,EGEL00TDTX,2055, 1.3250445050852124e+00
REGION,EGEL00TDTX,2056, 1.3642615048163105e+00
REGION,EGEL00TDTX,2057, 1.4046037174717310e+00
REGION,EGEL00TDTX,2058, 1.4461035541533909e+00
REGION,EGEL00TDTX,2059, 1.4887943603711813e+00
REGION,EGEL00TDTX,2060, 1.5327104430135403e+00
REGION,EGEL00TDTX,2061, 1.5778870980959665e+00
REGION,EGEL00TDTX,2062, 1.6243606393143766e+00
REGION,EGEL00TDTX,2063, 1.6721684274196147e+00
REGION,EGEL00TDTX,2064, 1.7213489004437366e+00
REGION,EGEL00TDTX,2065, 1.7719416047970640e+00
REGION,EGEL00TDTX,2066, 1.8239872272680242e+00
REGION,EGEL00TDTX,2067, 1.8775276279431747e+00
REGION,EGEL00TDTX,2068, 1.9326058740810073e+00
REGION,EGEL00TDTX,2069, 1.9892662749641028e+00
REGION,EGEL00TDTX,2070, 2.0475544177580991e+00
REGION,EGSOU1P03X,2015, 0.01
REGION,EGSOU1P03X,2016, 0.03
REGION,EGSOU1P03X,2018, 0.05
REGION,EGSOU1P03X,2020, 0.10000875
REGION,EGSOU1P03X,2021, 0.25
REGION,EGSOU1P03X,2022, 0.25
REGION,EGSOU1P03X,2028, 0.25
REGION,EGSOU1P03X,2029, 0.25
REGION,EGSOU1P03X,2030, 0.25
REGION,EGSOU1P03X,2031, 0.5
REGION,EGSOU1P03X,2032, 0.5
REGION,EGSOU1P03X,2033, 0.5
REGION,EGSOU1P03X,2034, 0.5
REGION,EGSOU1P03X,2035, 0.5
REGION,EGSOU1P03X,2036, 0.5
REGION,EGSOU1P03X,2037, 0.5
REGION,EGSOU1P03X,2038, 0.5
REGION,EGSOU1P03X,2039, 0.5
REGION,EGSOU1P03X,2040, 0.5
REGION,EGSOU1P03X,2041, 0.75
REGION,EGSOU1P03X,2042, 0.75
REGION,EGSOU1P03X,2043, 0.75
REGION,EGSOU1P03X,2044, 0.75
REGION,EGSOU1P03X,2045, 0.75
REGION,EGSOU1P03X,2046, 0.75
REGION,EGSOU1P03X,2047, 0.75
REGION,EGSOU1P03X,2048, 0.75
REGION,EGSOU1P03X,2049, 0.75
REGION,EGSOU1P03X,2050, 0.75
REGION,EGSOU1P03X,2051, 0.75
REGION,EGSOU1P03X,2052, 0.75
REGION,EGSOU1P03X,2053, 0.75
REGION,EGSOU1P03X,2054, 0.75
REGION,EGSOU1P03X,2055, 0.75
REGION,EGSOU1P03X,2056, 0.75
REGION,EGSOU1P03X,2057, 0.75
REGION,EGSOU1P03X,2058, 0.75
REGION,EGSOU1P03X,2059, 0.75
REGION,EGSOU1P03X,2060, 0.75
REGION,EGSOU1P03X,2061, 1
REGION,EGSOU1P03X,2062, 1
REGION,EGSOU1P03X,2063, 1
REGION,EGSOU1P03X,2064, 1
REGION,EGSOU1P03X,2065, 1
REGION,EGSOU1P03X,2066, 1
REGION,EGSOU1P03X,2067, 1
REGION,EGSOU1P03X,2068, 1
REGION,EGSOU1P03X,2069, 1
REGION,EGSOU1P03X,2070, 1
REGION,EGSOV1F01X,2021, 0.1
REGION,EGSOV1F01X,2022, 5.0000000000000024e-02
REGION,EGSOV1F01X,2031, 4.5000000000000223e-01
REGION,EGSOV1F01X,2032, 5.0000000000001224e-02
REGION,EGSOV1F01X,2033, 5.0000000000000877e-02
REGION,EGSOV1F01X,2034, 5.0000000000000704e-02
REGION,EGSOV1F01X,2035, 5.0000000000001141e-02
REGION,EGSOV1F01X,2036, 5.0000000000000419e-02
REGION,EGSOV1F01X,2037, 5.0000000000002313e-02
REGION,EGSOV1F01X,2038, 5.0000000000001342e-02
REGION,EGSOV1F01X,2039, 4.9999999999989705e-02
REGION,EGSOV1F01X,2040, 5.0000000000000044e-02
REGION,EGSOV1F01X,2041, 1.5000000000000002e-01
REGION,EGSOV1F01X,2042, 9.9999999999999922e-02
REGION,EGSOV1F01X,2043, 5.0000000000000044e-02
REGION,EGSOV1F01X,2044, 4.9999999999999989e-02
REGION,EGSOV1F01X,2045, 0.0500000000000001
REGION,EGSOV1F01X,2046, 5.0000000000018530e-02
REGION,EGSOV1F01X,2047, 5.0000000000004263e-02
REGION,EGSOV1F01X,2048, 4.9999999999998934e-02
REGION,EGSOV1F01X,2049, 5.0000000000002931e-02
REGION,EGSOV1F01X,2050, 5.0000000000001377e-02
REGION,EGSOV1F01X,2051, 5.0000000000000067e-01
REGION,EGSOV1F01X,2052, 1.0000000000000231e-01
REGION,EGSOV1F01X,2053, 1.0000000000000142e-01
REGION,EGSOV1F01X,2054, 1.0000000000000187e-01
REGION,EGSOV1F01X,2055, 1.0000000000000231e-01
REGION,EGSOV1F01X,2056, 1.0000000000000098e-01
REGION,EGSOV1F01X,2057, 1.0000000000000364e-01
REGION,EGSOV1F01X,2058, 1.0000000000000187e-01
REGION,EGSOV1F01X,2059, 9.9999999999990763e-02
REGION,EGSOV1F01X,2060, 1.0000000000000231e-01
REGION,EGSOV1F01X,2061, 1.9999999999999907e-01
REGION,EGSOV1F01X,2062, 1.5000000000000102e-01
REGION,EGSOV1F01X,2063, 0.0999999999999992
REGION,EGSOV1F01X,2064, 9.9999999999998312e-02
REGION,EGSOV1F01X,2065, 1.0000000000000120e-01
REGION,EGSOV1F01X,2066, 1.0000000000001830e-01
REGION,EGSOV1F01X,2067, 1.0000000000000497e-01
REGION,EGSOV1F01X,2068, 9.9999999999998757e-02
REGION,EGSOV1F01X,2069, 1.0000000000000320e-01
REGION,EGSOV1F01X,2070, 1.0000000000000653e-01
REGION,EGSOV2F01X,2021, 1.0000000000000003e-01
REGION,EGSOV2F01X,2022, 4.9999999999999996e-02
REGION,EGSOV2F01X,2031, 1.7093237001711159e-01
REGION,EGSOV2F01X,2032, 3.2906762998289235e-01
REGION,EGSOV2F01X,2033, 5.0000000000000988e-02
REGION,EGSOV2F01X,2034, 5.0000000000001044e-02
REGION,EGSOV2F01X,2035, 5.0000000000001182e-02
REGION,EGSOV2F01X,2036, 5.0000000000000933e-02
REGION,EGSOV2F01X,2037, 5.0000000000001488e-02
REGION,EGSOV2F01X,2038, 5.0000000000000933e-02
REGION,EGSOV2F01X,2039, 5.0000000000001765e-02
REGION,EGSOV2F01X,2040, 4.9999999999986722e-02
REGION,EGSOV2F01X,2041, 1.5000000000001629e-01
REGION,EGSOV2F01X,2042, 1.0000000000000031e-01
REGION,EGSOV2F01X,2043, 4.9999999999998046e-02
REGION,EGSOV2F01X,2044, 0.0500000000000036
REGION,EGSOV2F01X,2045, 4.9999999999999378e-02
REGION,EGSOV2F01X,2046, 5.0000000000001210e-02
REGION,EGSOV2F01X,2047, 5.0000000000000711e-02
REGION,EGSOV2F01X,2048, 5.0000000000002931e-02
REGION,EGSOV2F01X,2049, 5.0000000000002487e-02
REGION,EGSOV2F01X,2050, 5.0000000000004208e-02
REGION,EGSOV2F01X,2051, 2.2093237001710420e-01
REGION,EGSOV2F01X,2052, 3.7906762998289967e-01
REGION,EGSOV2F01X,2053, 9.9999999999995648e-02
REGION,EGSOV2F01X,2054, 1.0000000000000187e-01
REGION,EGSOV2F01X,2055, 1.0000000000000719e-01
REGION,EGSOV2F01X,2056, 9.9999999999998090e-02
REGION,EGSOV2F01X,2057, 1.0000000000000409e-01
REGION,EGSOV2F01X,2058, 1.0000000000000098e-01
REGION,EGSOV2F01X,2059, 1.0000000000000120e-01
REGION,EGSOV2F01X,2060, 9.9999999999988765e-02
REGION,EGSOV2F01X,2061, 2.0000000000001683e-01
REGION,EGSOV2F01X,2062, 1.5000000000000147e-01
REGION,EGSOV2F01X,2063, 9.9999999999996980e-02
REGION,EGSOV2F01X,2064, 1.0000000000000275e-01
REGION,EGSOV2F01X,2065, 9.9999999999999645e-02
REGION,EGSOV2F01X,2066, 1.0000000000000231e-01
REGION,EGSOV2F01X,2067, 9.9999999999998535e-02
REGION,EGSOV2F01X,2068, 1.0000000000000142e-01
REGION,EGSOV2F01X,2069, 1.0000000000000586e-01
REGION,EGSOV2F01X,2070, 1.0000000000000764e-01
REGION,EGSOC1P00X,2021, 0.4
REGION,EGSOC1P00X,2048, 1.5
REGION,EGSOC1P00X,2049, 1.0551853823937174e+00
REGION,EGSOC1P00X,2050, 1.5
REGION,EGSOC1P00X,2054, 1.2910420992813076e+00
REGION,EGSOC1P00X,2055, 8.3102814064639929e-02
REGION,EGSOC1P00X,2057, 2.5000915263722145e-01
REGION,EGSOC1P00X,2058, 9.5982394773494484e-01
REGION,EGSOC1P00X,2059, 1.1089399349215467e+00
REGION,EGSOC1P00X,2060, 4.5189666896670122e-01
REGION,EGSOC1P00X,2061, 2.0000000000000462e-01
REGION,EGSOC1P00X,2062, 1.9999999999991758e-01
REGION,EGSOC1P00X,2063, 1.9999999999999929e-01
REGION,EGSOC1P00X,2064, 1.9999999999999929e-01
REGION,EGSOC1P00X,2065, 1.9999999999999929e-01
REGION,EGSOC1P00X,2066, 1.9999999999999929e-01
REGION,EGSOC1P00X,2067, 2.0000000000007567e-01
REGION,EGSOC1P00X,2068, 1.9999999999992646e-01
REGION,EGSOC1P00X,2069, 2.0000000000009877e-01
REGION,EGSOC1P00X,2070, 1.9999999999997264e-01
REGION,EGSOC2P00X,2021, 0.4
REGION,EGSOC2P00X,2060, 1.25017154943926
REGION,EGSOC2P00X,2061, 1.07075392410616
REGION,EGSOC2P00X,2062, 1.0909566150751833e+00
REGION,EGSOC2P00X,2063, 1.1501347269536957e+00
REGION,EGSOC2P00X,2064, 1.23928592454529
REGION,EGSOC2P00X,2065, 1.3293934224214705e+00
REGION,EGSOC2P00X,2066, 1.7767946752983319e+00
REGION,EGSOC2P00X,2067, 6.9250916216072667e-01
REGION,EGSOC2P00X,2068, 2.0000000000000284e-01
REGION,EGSOC2P00X,2069, 1.9999999999999929e-01
REGION,EGSOC2P00X,2070, 2.0000000000001350e-01
REGION,EGELSDBP00,2021, 1.6
REGION,EGELSDBP00,2036, 2.2774326260609440e-01
REGION,EGELSDBP00,2037, 1.4801172122862187e+00
REGION,EGELSDBP00,2038, 1.1212939063822274e+00
REGION,EGELSDBP00,2039, 1.1708456187254592e+00
REGION,ETCRUDPROX,2025, 1.8357298356996694e+02
REGION,ETCRUDPROX,2060, 2.4678148012015541e+01
REGION,ETCOSCP01N,2049, 3.8384385315901759e-01
REGION,ETCOSCP01N,2050, 1.7273565732284328e+00
REGION,ETCOSCP01N,2055, 7.9891442534872015e-02
REGION,ETCOSCP01N,2056, 1.4128041061313007e-01
REGION,ETCOSCP01N,2057, 6.8937692842320486e-02
REGION,ETNGCCP02N,2020, 2.5507697696162235e+00
REGION,ETNGGCP01N,2020, 2.2989116238496130e-02
REGION,ETNGGCP01N,2021, 1.2169140533999225e-01
REGION,ETNGGCP01N,2050, 0.0421075555552254
REGION,ETHFGCP02N,2038, 3.0446853525891744e-04
REGION,ETHFGCP02N,2039, 2.3163159497769019e-03
REGION,ETHFGCP02N,2040, 2.2152676583517095e-03
REGION,ETHFGCP02N,2041, 1.5606622989246933e-02
REGION,ETHFGCP02N,2046, 6.8578337436358584e-04
REGION,ETHFGCP02N,2049, 1.7072647632051859e-02
REGION,ETHYDMS03X,2017, 1.87
REGION,ETHYDMS03X,2023, 0.688
REGION,ETWINDP00X,2015, 0.151
REGION,ETWINDP00X,2062, 1.6033890930297480e-02
REGION,ETWINDP00X,2063, 3.8868208628251372e-01
REGION,ETWINDP00X,2064, 7.4496463671746216e-01
REGION,ETWINDP00X,2065, 5.1859579037575643e-01
REGION,ETWINDP00X,2066, 0.729718269923147
REGION,ETWINDP00X,2068, 5.5327739113002490e-02
REGION,ETGOCVP02N,2020, 0.12
REGION,ETGOCVP02N,2021, 0.17
REGION,ETGOCVP02N,2022, 0.1
REGION,ETGOCVP02N,2023, 0.2
REGION,ETGOCVP02N,2024, 0.25
REGION,ETGOCVP02N,2025, 0.2
REGION,ETGOCVP02N,2028, 5.1942446577672358e-02
REGION,ETGOCVP02N,2029, 0.242549948047263
REGION,ETGOCVP02N,2030, 0.25
REGION,ETGOCVP02N,2031, 0.25
REGION,ETGOCVP02N,2032, 0.25
REGION,ETGOCVP02N,2033, 0.25
REGION,ETGOCVP02N,2034, 0.25
REGION,ETGOCVP02N,2035, 0.25
REGION,ETGOCVP02N,2036, 0.25
REGION,ETGOCVP02N,2037, 1.2172722145995998e-01
REGION,ETGOCVP02N,2038, 5.0811848079515012e-02
REGION,ETGOCVP02N,2039, 0.25
REGION,ETGOCVP02N,2040, 0.25
REGION,ETGOCVP02N,2041, 2.3489066818831339e-01
REGION,ETGOCVP02N,2043, 7.2954106803716319e-03
REGION,ETGOCVP02N,2044, 1.5461430832352419e-01
REGION,ETGOCVP02N,2045, 0.25
REGION,ETGOCVP02N,2046, 0.25
REGION,ETGOCVP02N,2047, 0.25
REGION,ETGOCVP02N,2048, 0.25
REGION,ETGOCVP02N,2049, 0.25
REGION,ETGOCVP02N,2050, 0.25
REGION,ETGOCVP02N,2054, 8.8090280996118375e-02
REGION,ETGOCVP02N,2055, 0.25
REGION,ETGOCVP02N,2056, 0.25
REGION,ETGOCVP02N,2057, 0.25
REGION,ETGOCVP02N,2058, 0.25
REGION,ETGOCVP02N,2059, 0.25
REGION,ETGOCVP02N,2060, 0.25
REGION,ETGOCVP02N,2061, 0.25
REGION,ETGOCVP02N,2062, 0.25
REGION,ETGOCVP02N,2063, 0.25
REGION,ETGOCVP02N,2064, 0.25
REGION,ETGOCVP02N,2065, 0.25
REGION,ETGOCVP02N,2066, 0.25
REGION,ETGOCVP02N,2067, 0.25
REGION,ETGOCVP02N,2068, 0.00729541068037165
REGION,ETGOCVP02N,2069, 1.5461430832352419e-01
REGION,ETGOCVP02N,2070, 0.25
REGION,ETEL00T00X,2017, 3.8519692485741308e-01
REGION,ETEL00T00X,2018, 3.2110177978510024e-01
REGION,ETEL00T00X,2020, 6.6295255050082236e-01
REGION,ETEL00T00X,2021, 1.6461431538948118e-01
REGION,ETEL00T00X,2022, 1.8702748763449908e-01
REGION,ETEL00T00X,2023, 2.7301079975504045e-01
REGION,ETEL00T00X,2024, 2.1531028951151798e-01
REGION,ETEL00T00X,2025, 2.2842648312508357e-01
REGION,ETEL00T00X,2026, 2.3959258685707510e-01
REGION,ETEL00T00X,2027, 2.5403183448508432e-01
REGION,ETEL00T00X,2028, 2.6921644125734739e-01
REGION,ETEL00T00X,2029, 2.8516960455633517e-01
REGION,ETEL00T00X,2030, 3.0195746056777623e-01
REGION,ETEL00T00X,2031, 2.8865777396579118e-01
REGION,ETEL00T00X,2032, 2.9718089921058310e-01
REGION,ETEL00T00X,2033, 2.9859518643009675e-01
REGION,ETEL00T00X,2034, 3.0009082368590628e-01
REGION,ETEL00T00X,2035, 3.0721282859613197e-01
REGION,ETEL00T00X,2036, 3.1003034930727580e-01
REGION,ETEL00T00X,2037, 1.6592026611877508e-01
REGION,ETEL00T00X,2038, 8.7489869354077071e-02
REGION,ETEL00T00X,2039, 3.1820569362404383e-01
REGION,ETEL00T00X,2040, 2.5554344827462511e-01
REGION,ETEL00T00X,2041, 3.5812236208915976e-01
REGION,ETEL00T00X,2042, 1.5784001354525606e-01
REGION,ETEL00T00X,2043, 1.1772132173615352e-01
REGION,ETEL00T00X,2044, 1.7726310623357813e-01
REGION,ETEL00T00X,2045, 2.4112974906249054e-01
REGION,ETEL00T00X,2046, 2.6964503159330933e-01
