id,Country,Unit Name,loc_codes,Latitude ,Longitude,Status,Type,Reservoir area (km2),First Year,Capacity (MW),CF_H1D1,CF_H1D2,CF_S1D1,CF_S1D2,CF_H2D1,CF_H2D2,CF_S2D1,CF_S2D2,CF_H3D1,CF_H3D2,CF_S3D1,CF_S3D2,CF_H4D1,CF_H4D2,CF_S4D1,CF_S4D2
26,SUDAN,Sennar,SN,13.30,33.89,Existing,Reservoir,15.2,1962,26,0.451221333,0.451221333,0.367136849,0.114052449,0.837467123,0.837467123,0.289343044,0.078925713,0.655912643,0.655912643,0.33376082,0.114590871,0.43540794,0.43540794,0.39572908,0.117331846
27,SUDAN,Kashm El Girba ,KS,14.92,35.91,Existing,Reservoir,,1964,10,0.941922656,0.941922656,0.358287169,0.125921831,1,1,0.308416196,0.104905219,1,1,0.334101056,0.131921597,1,1,0.381805381,0.128092863
28,SUDAN,Roseires,RS,11.80,34.39,Existing,Reservoir,233,1966,270,0.451221333,0.451221333,0.364343649,0.107080857,0.837467123,0.837467123,0.290834034,0.070465028,0.655912643,0.655912643,0.331435403,0.105644434,0.43540794,0.43540794,0.402022606,0.113192753
29,SUDAN,Jebel Aulia,JA,15.24,32.46,Existing,Reservoir,1222,2003,19,0.986141841,0.986141841,0.394661962,0.119032474,0.827694537,0.827694537,0.325284376,0.090738511,0.876235002,0.876235002,0.352422354,0.119746911,0.752354819,0.752354819,0.419103944,0.11949603
30,SUDAN,Merowe,MR,18.49,31.82,Existing,Reservoir,476,2009,1240,0.759343762,0.759343762,0.413247368,0.127498157,0.920987527,0.920987527,0.354717689,0.105177049,0.999420865,0.999420865,0.363811059,0.12547244,0.70827098,0.70827098,0.41797175,0.121631731
31,SUDAN,Upper Atbara,UA,14.28,35.90,Existing,Reservoir,,2017,320,0.130580811,0.130580811,0.355302618,0.12280474,0.948000558,0.948000558,0.308366572,0.100237762,1,1,0.334291981,0.129181535,0.155745279,0.155745279,0.377241228,0.123978404
32,SUDAN,Kajbar,KB,19.17,30.48,Candidate,Reservoir,,2024,360,0.990176846,0.990176846,0.419969241,0.121893036,1,1,0.364499185,0.104557962,1,1,0.379159046,0.122844235,0.990915208,0.990915208,0.432801062,0.11744304
33,SUDAN,Shereik,SH,19.23,33.48,Candidate,Reservoir,,2025,420,0.991681843,0.991681843,0.403671191,0.132951123,0.967128562,0.967128562,0.350340399,0.113667978,0.929538983,0.929538983,0.355961047,0.132739617,0.976777105,0.976777105,0.406304001,0.124821917
34,SUDAN,Dagash,DG,19.34,33.41,Candidate,Reservoir,,2028,312,0.825442904,0.825442904,0.406585023,0.133054681,1,1,0.354513442,0.114087073,1,1,0.360849304,0.132151495,0.826413557,0.826413557,0.406953132,0.123824632
35,SUDAN,Dal,DL,21.37,30.93,Candidate,Reservoir,,2030,648,0.825442904,0.825442904,0.425218208,0.12446067,1,1,0.377714983,0.110272129,1,1,0.38316936,0.125991419,0.826413557,0.826413557,0.407165177,0.113076009
36,SUDAN,Mograt,MG,19.29,32.69,Candidate,Reservoir,,2030,312,0.570527587,0.570527587,0.411173067,0.131514969,0.747362547,0.747362547,0.357714899,0.112749776,0.803251586,0.803251586,0.363487725,0.129727411,0.445622777,0.445622777,0.417260917,0.124711865
37,SUDAN,Sabaloka,SB,16.36,32.71,Candidate,Reservoir,,2030,205,0.986771802,0.986771802,0.402528299,0.12766212,0.951976228,0.951976228,0.339049765,0.101291637,0.953117352,0.953117352,0.350108687,0.125026723,0.972966849,0.972966849,0.419564643,0.124365051
38,EGYPT,Esna,ES,25.32,32.56,Existing,RoR,,2010,86,0.942177489,0.942177489,,,0.99636439,0.99636439,,,0.976129233,0.976129233,,,0.817783168,0.817783168,,
39,EGYPT,Naga Hamadi,NH,26.05,32.25,Existing,RoR,,2010,64,0.991027781,0.991027781,,,1,1,,,1,1,,,0.955204531,0.955204531,,
40,EGYPT,New Assiut Barrage,NB,30.00,31.25,Existing,RoR,,2018,31.74,1,1,,,1,1,,,1,1,,,1,1,,
41,ETHIOPIA,Tis Abay 1,T1,11.49,37.59,Existing,RoR,,2000,11,1,1,,,1,1,,,1,1,,,1,1,,
42,ETHIOPIA,Tis Abay 2,T2,11.49,37.6,Existing,RoR,,2010,78,1,1,,,1,1,,,1,1,,,1,1,,
43,ETHIOPIA,Sor,SR,8.39,35.44,Existing,RoR,,2014,5,0.609143809,0.609143809,,,0.972462655,0.972462655,,,0.770955811,0.770955811,,,0.090197564,0.090197564,,
44,SOUTH SUDAN,Bedden,BD,4.562483333,31.50418333,Candidate,RoR,,2024,570,1,1,,,0.940318715,0.940318715,,,0.881732344,0.881732344,,,0.962949235,0.962949235,,
45,SOUTH SUDAN,Fula,FL,3.954004,31.708496,Candidate,RoR,,2024,890,0.986857203,0.986857203,,,0.467214799,0.467214799,,,0.503886507,0.503886507,,,0.617043127,0.617043127,,
46,SOUTH SUDAN,Lakki,LK,4.128655,31.58125,Candidate,RoR,,2024,410,1,1,,,0.920049473,0.920049473,,,0.882025781,0.882025781,,,0.966110858,0.966110858,,
47,SOUTH SUDAN,Shukoli,SL,4.036405666,31.63442767,Candidate,RoR,,2024,235,0.98818703,0.98818703,,,0.477399508,0.477399508,,,0.50683291,0.50683291,,,0.598995643,0.598995643,,
48,SOUTH SUDAN,Fula Small,FS,3.670833336,31.97291667,Candidate,RoR,,2025,42,0.792746919,0.792746919,,,0.176351558,0.176351558,,,0.206039923,0.206039923,,,0.214902601,0.214902601,,
