id,Country,Unit Name,loc_codes,Latitude ,Longitude,Status,Type,Reservoir area (km2),First Year,Capacity (MW),CF_H1D1,CF_H1D2,CF_S1D1,CF_S1D2,CF_H2D1,CF_H2D2,CF_S2D1,CF_S2D2,CF_H3D1,CF_H3D2,CF_S3D1,CF_S3D2,CF_H4D1,CF_H4D2,CF_S4D1,CF_S4D2
18,ETHIOPIA,Beko Abo,BA,10.34,36.65,Candidate,Reservoir,,2028,935,0.076254152,0.076254152,0.318664734,0.109795564,0.801484598,0.801484598,0.270008863,0.074062143,0.445390003,0.445390003,0.32375007,0.114583002,0.032059856,0.032059856,0.38074566,0.124251176
19,ETHIOPIA,Upper Mandaya,UM,9.95,35.68,Candidate,Reservoir,,2030,1700,0.0682227,0.0682227,0.327569123,0.09733253,0.802210658,0.802210658,0.262302015,0.070104277,0.469927437,0.469927437,0.321106831,0.102739563,0.030113863,0.030113863,0.375963703,0.111860513
20,ETHIOPIA,Aleltu East,AE,9.78,38.83,Candidate,Reservoir,,2031,189,0.20460938,0.20460938,0.289754843,0.136676124,0.623882071,0.623882071,0.264199568,0.094938511,0.359632956,0.359632956,0.291612542,0.133338089,0.050714182,0.050714182,0.350880098,0.146350896
21,ETHIOPIA,Aleltu West,AW,9.78,38.83,Candidate,Reservoir,,2031,265,0.20460938,0.20460938,0.289754843,0.136676124,0.623882071,0.623882071,0.264199568,0.094938511,0.359632956,0.359632956,0.291612542,0.133338089,0.050714182,0.050714182,0.350880098,0.146350896
22,ETHIOPIA,Lower Dabus,LD,9.792050906,34.82121757,Candidate,Reservoir,,2031,250,0.5,0.5,0.272383275,0.108001524,0.5,0.5,0.24155351,0.066075167,0.5,0.5,0.271966588,0.107280133,0.5,0.5,0.355986003,0.121346692
23,ETHIOPIA,Tams,TM,7.972916667,35.32708333,Candidate,Reservoir,76,2031,1000,0.5,0.5,0.271186421,0.094730189,0.5,0.5,0.19225094,0.070605205,0.5,0.5,0.234211186,0.10729649,0.5,0.5,0.330753717,0.11023679
24,SOUTH SUDAN,Juba Barrage,JB,4.739242234,31.59791667,Candidate,Reservoir,,2026,120,0.5,0.5,0.31782991,0.091050571,0.5,0.5,0.274287599,0.075601211,0.5,0.5,0.291821084,0.107807576,0.5,0.5,0.361924182,0.105265079
25,SOUTH SUDAN,Wau,WA,7.68,28.05,Candidate,Reservoir,,2030,10.4,0.506750539,0.506750539,0.355364995,0.088994541,0.432836541,0.432836541,0.296346847,0.070238719,0.634906805,0.634906805,0.33079598,0.099134948,0.063582163,0.063582163,0.394324048,0.09488829
26,SUDAN,Sennar,SN,13.30,33.89,Existing,Reservoir,15.2,1962,26,0.304909876,0.304909876,0.367136849,0.114052449,0.58717416,0.58717416,0.289343044,0.078925713,0.394660985,0.394660985,0.33376082,0.114590871,0.294540795,0.294540795,0.39572908,0.117331846
27,SUDAN,Kashm El Girba ,KS,14.92,35.91,Existing,Reservoir,,1964,10,0.340201703,0.340201703,0.358287169,0.125921831,0.97465334,0.97465334,0.308416196,0.104905219,0.960895609,0.960895609,0.334101056,0.131921597,0.443903465,0.443903465,0.381805381,0.128092863
28,SUDAN,Roseires,RS,11.80,34.39,Existing,Reservoir,233,1966,270,0.304909876,0.304909876,0.364343649,0.107080857,0.58717416,0.58717416,0.290834034,0.070465028,0.394660985,0.394660985,0.331435403,0.105644434,0.294540795,0.294540795,0.402022606,0.113192753
29,SUDAN,Jebel Aulia,JA,15.24,32.46,Existing,Reservoir,1222,2003,19,0.756942311,0.756942311,0.394661962,0.119032474,0.640912286,0.640912286,0.325284376,0.090738511,0.624081852,0.624081852,0.352422354,0.119746911,0.357985906,0.357985906,0.419103944,0.11949603
30,SUDAN,Merowe,MR,18.49,31.82,Existing,Reservoir,476,2009,1240,0.50756748,0.50756748,0.413247368,0.127498157,0.683149284,0.683149284,0.354717689,0.105177049,0.751832895,0.751832895,0.363811059,0.12547244,0.478093549,0.478093549,0.41797175,0.121631731
31,SUDAN,Upper Atbara,UA,14.28,35.90,Existing,Reservoir,,2017,320,0.076158923,0.076158923,0.355302618,0.12280474,1,1,0.308366572,0.100237762,0.74587961,0.74587961,0.334291981,0.129181535,0.061816337,0.061816337,0.377241228,0.123978404
32,SUDAN,Kajbar,KB,19.17,30.48,Candidate,Reservoir,,2024,360,0.955002177,0.955002177,0.419969241,0.121893036,1,1,0.364499185,0.104557962,1,1,0.379159046,0.122844235,0.958858771,0.958858771,0.432801062,0.11744304
33,SUDAN,Shereik,SH,19.23,33.48,Candidate,Reservoir,,2025,420,0.866932945,0.866932945,0.403671191,0.132951123,0.830244767,0.830244767,0.350340399,0.113667978,0.823840674,0.823840674,0.355961047,0.132739617,0.83928691,0.83928691,0.406304001,0.124821917
34,SUDAN,Dagash,DG,19.34,33.41,Candidate,Reservoir,,2028,312,0.663564694,0.663564694,0.406585023,0.133054681,0.881390588,0.881390588,0.354513442,0.114087073,0.905076926,0.905076926,0.360849304,0.132151495,0.647669605,0.647669605,0.406953132,0.123824632
35,SUDAN,Dal,DL,21.37,30.93,Candidate,Reservoir,,2030,648,0.663564694,0.663564694,0.425218208,0.12446067,0.881390588,0.881390588,0.377714983,0.110272129,0.905076926,0.905076926,0.38316936,0.125991419,0.647669605,0.647669605,0.407165177,0.113076009
36,SUDAN,Mograt,MG,19.29,32.69,Candidate,Reservoir,,2030,312,0.286248457,0.286248457,0.411173067,0.131514969,0.434187463,0.434187463,0.357714899,0.112749776,0.48288364,0.48288364,0.363487725,0.129727411,0.259930876,0.259930876,0.417260917,0.124711865
37,SUDAN,Sabaloka,SB,16.36,32.71,Candidate,Reservoir,,2030,205,0.84471205,0.84471205,0.402528299,0.12766212,0.837642005,0.837642005,0.339049765,0.101291637,0.836067281,0.836067281,0.350108687,0.125026723,0.858823332,0.858823332,0.419564643,0.124365051
38,EGYPT,Esna,ES,25.32,32.56,Existing,RoR,,2010,86,0.598797026,0.598797026,,,0.6806575,0.6806575,,,0.637413498,0.637413498,,,0.563296546,0.563296546,,
39,EGYPT,Naga Hamadi,NH,26.05,32.25,Existing,RoR,,2010,64,0.750620981,0.750620981,,,0.801181312,0.801181312,,,0.775565733,0.775565733,,,0.707689253,0.707689253,,
40,EGYPT,New Assiut Barrage,NB,30.00,31.25,Existing,RoR,,2018,31.74,0.847044905,0.847044905,,,0.859003688,0.859003688,,,0.853370095,0.853370095,,,0.821915339,0.821915339,,
41,ETHIOPIA,Tis Abay 1,T1,11.49,37.59,Existing,RoR,,2000,11,1,1,,,1,1,,,1,1,,,1,1,,
42,ETHIOPIA,Tis Abay 2,T2,11.49,37.6,Existing,RoR,,2010,78,1,1,,,1,1,,,1,1,,,1,1,,
43,ETHIOPIA,Sor,SR,8.39,35.44,Existing,RoR,,2014,5,0.16071087,0.16071087,,,0.899963609,0.899963609,,,0.604289578,0.604289578,,,0.042471474,0.042471474,,
44,SOUTH SUDAN,Bedden,BD,4.562483333,31.50418333,Candidate,RoR,,2024,570,0.809784932,0.809784932,,,0.780701389,0.780701389,,,0.644610227,0.644610227,,,0.689571533,0.689571533,,
45,SOUTH SUDAN,Fula,FL,3.954004,31.708496,Candidate,RoR,,2024,890,0.722461716,0.722461716,,,0.260857097,0.260857097,,,0.226467086,0.226467086,,,0.26855458,0.26855458,,
46,SOUTH SUDAN,Lakki,LK,4.128655,31.58125,Candidate,RoR,,2024,410,0.806256711,0.806256711,,,0.755576561,0.755576561,,,0.637498151,0.637498151,,,0.703964461,0.703964461,,
47,SOUTH SUDAN,Shukoli,SL,4.036405666,31.63442767,Candidate,RoR,,2024,235,0.714804603,0.714804603,,,0.280097609,0.280097609,,,0.224480527,0.224480527,,,0.25654349,0.25654349,,
48,SOUTH SUDAN,Fula Small,FS,3.670833336,31.97291667,Candidate,RoR,,2025,42,0.722461716,0.722461716,,,0.260857097,0.260857097,,,0.226467086,0.226467086,,,0.26855458,0.26855458,,
