id,Country,Unit Name,loc_codes,Latitude ,Longitude,Status,Type,Reservoir area (km2),First Year,Capacity (MW),CF_H1D1,CF_H1D2,CF_S1D1,CF_S1D2,CF_H2D1,CF_H2D2,CF_S2D1,CF_S2D2,CF_H3D1,CF_H3D2,CF_S3D1,CF_S3D2,CF_H4D1,CF_H4D2,CF_S4D1,CF_S4D2
24,SOUTH SUDAN,Juba Barrage,JB,4.739242234,31.59791667,Candidate,Reservoir,,2026,120,0.5,0.5,0.31782991,0.091050571,0.5,0.5,0.274287599,0.075601211,0.5,0.5,0.291821084,0.107807576,0.5,0.5,0.361924182,0.105265079
25,SOUTH SUDAN,Wau,WA,7.68,28.05,Candidate,Reservoir,,2030,10.4,0.57,0.57,0.355364995,0.088994541,0.428790864,0.428790864,0.296346847,0.070238719,0.733582394,0.733582394,0.33079598,0.099134948,0.188181804,0.188181804,0.394324048,0.09488829
26,SUDAN,Sennar,SN,13.30,33.89,Existing,Reservoir,15.2,1962,26,0.44,0.44,0.367136849,0.114052449,0.816644098,0.816644098,0.289343044,0.078925713,0.648022759,0.648022759,0.33376082,0.114590871,0.365723981,0.365723981,0.39572908,0.117331846
27,SUDAN,Kashm El Girba ,KS,14.92,35.91,Existing,Reservoir,,1964,10,0.94,0.94,0.358287169,0.125921831,1,1,0.308416196,0.104905219,1,1,0.334101056,0.131921597,1,1,0.381805381,0.128092863
28,SUDAN,Roseires,RS,11.80,34.39,Existing,Reservoir,233,1966,270,0.44,0.44,0.364343649,0.107080857,0.816644098,0.816644098,0.290834034,0.070465028,0.648022759,0.648022759,0.331435403,0.105644434,0.365723981,0.365723981,0.402022606,0.113192753
29,SUDAN,Jebel Aulia,JA,15.24,32.46,Existing,Reservoir,1222,2003,19,0.98,0.98,0.394661962,0.119032474,0.819519227,0.819519227,0.325284376,0.090738511,0.843950327,0.843950327,0.352422354,0.119746911,0.778351984,0.778351984,0.419103944,0.11949603
30,SUDAN,Merowe,MR,18.49,31.82,Existing,Reservoir,476,2009,1240,0.79,0.79,0.413247368,0.127498157,0.916902131,0.916902131,0.354717689,0.105177049,0.997576757,0.997576757,0.363811059,0.12547244,0.751752147,0.751752147,0.41797175,0.121631731
31,SUDAN,Upper Atbara,UA,14.28,35.90,Existing,Reservoir,,2017,320,0.09,0.09,0.355302618,0.12280474,0.880178472,0.880178472,0.308366572,0.100237762,0.923421686,0.923421686,0.334291981,0.129181535,0.222317328,0.222317328,0.377241228,0.123978404
32,SUDAN,Kajbar,KB,19.17,30.48,Candidate,Reservoir,,2024,360,0.99,0.99,0.419969241,0.121893036,1,1,0.364499185,0.104557962,1,1,0.379159046,0.122844235,0.992290833,0.992290833,0.432801062,0.11744304
33,SUDAN,Shereik,SH,19.23,33.48,Candidate,Reservoir,,2025,420,0.97,0.97,0.403671191,0.132951123,0.930462647,0.930462647,0.350340399,0.113667978,0.905522645,0.905522645,0.355961047,0.132739617,0.962286865,0.962286865,0.406304001,0.124821917
34,SUDAN,Dagash,DG,19.34,33.41,Candidate,Reservoir,,2028,312,0.86,0.86,0.406585023,0.133054681,1,1,0.354513442,0.114087073,1,1,0.360849304,0.132151495,0.868524829,0.868524829,0.406953132,0.123824632
35,SUDAN,Dal,DL,21.37,30.93,Candidate,Reservoir,,2030,648,0.86,0.86,0.425218208,0.12446067,1,1,0.377714983,0.110272129,1,1,0.38316936,0.125991419,0.868524829,0.868524829,0.407165177,0.113076009
36,SUDAN,Mograt,MG,19.29,32.69,Candidate,Reservoir,,2030,312,0.55,0.55,0.411173067,0.131514969,0.7248759,0.7248759,0.357714899,0.112749776,0.773631751,0.773631751,0.363487725,0.129727411,0.436498379,0.436498379,0.417260917,0.124711865
37,SUDAN,Sabaloka,SB,16.36,32.71,Candidate,Reservoir,,2030,205,0.95,0.95,0.402528299,0.12766212,0.928480734,0.928480734,0.339049765,0.101291637,0.913061959,0.913061959,0.350108687,0.125026723,0.965211736,0.965211736,0.419564643,0.124365051
38,EGYPT,Esna,ES,25.32,32.56,Existing,RoR,,2010,86,0.96,0.96,,,0.984588597,0.984588597,,,0.985326238,0.985326238,,,0.853149048,0.853149048,,
39,EGYPT,Naga Hamadi,NH,26.05,32.25,Existing,RoR,,2010,64,0.99,0.99,,,1,1,,,1,1,,,0.945642307,0.945642307,,
40,EGYPT,New Assiut Barrage,NB,30.00,31.25,Existing,RoR,,2018,31.74,1.00,1.00,,,1,1,,,1,1,,,0.988775018,0.988775018,,
41,ETHIOPIA,Tis Abay 1,T1,11.49,37.59,Existing,RoR,,2000,11,1.00,1.00,,,1,1,,,1,1,,,1,1,,
42,ETHIOPIA,Tis Abay 2,T2,11.49,37.6,Existing,RoR,,2010,78,1.00,1.00,,,1,1,,,1,1,,,1,1,,
43,ETHIOPIA,Sor,SR,8.39,35.44,Existing,RoR,,2014,5,0.80,0.80,,,1,1,,,0.791751135,0.791751135,,,0.14209567,0.14209567,,
44,SOUTH SUDAN,Bedden,BD,4.562483333,31.50418333,Candidate,RoR,,2024,570,1.00,1.00,,,1,1,,,0.942840651,0.942840651,,,0.962949235,0.962949235,,
45,SOUTH SUDAN,Fula,FL,3.954004,31.708496,Candidate,RoR,,2024,890,0.98,0.98,,,0.562609244,0.562609244,,,0.622177959,0.622177959,,,0.749424905,0.749424905,,
46,SOUTH SUDAN,Lakki,LK,4.128655,31.58125,Candidate,RoR,,2024,410,1.00,1.00,,,0.983001051,0.983001051,,,0.945181338,0.945181338,,,0.966110858,0.966110858,,
47,SOUTH SUDAN,Shukoli,SL,4.036405666,31.63442767,Candidate,RoR,,2024,235,0.98,0.98,,,0.56739456,0.56739456,,,0.628164314,0.628164314,,,0.745714672,0.745714672,,
48,SOUTH SUDAN,Fula Small,FS,3.670833336,31.97291667,Candidate,RoR,,2025,42,0.98,0.98,,,0.562609244,0.562609244,,,0.622177959,0.622177959,,,0.749424905,0.749424905,,
