r,t,y,NewCapacity
REGION,EGNGCCC02N,2043, 7.8483685828772876e-01
REGION,EGNGCCC02N,2044, 9.2901953179731611e-01
REGION,EGNGCCC02N,2045, 1.1060781825531083e+00
REGION,EGNGCCC02N,2046, 1.5
REGION,EGNGCCC02N,2047, 1.5
REGION,EGNGCCC02N,2048, 1.5
REGION,EGNGCCC02N,2070, 1.7581108354442256e+00
REGION,EGNGCCC04N,2047, 1.6394718398851166e-01
REGION,EGNGCCC04N,2048, 1.9446154552410336e-01
REGION,EGNGGCP04N,2015, 1.95
REGION,EGNGGCP04N,2016, 0.65
REGION,EGNGGCP04N,2017, 0.33
REGION,EGNGGCP04N,2018, 1.95
REGION,EGNGGCP04N,2056, 1.3737228494276457e+00
REGION,EGNGGCP04N,2062, 5.6502042679285679e-02
REGION,EGNGGCP04N,2063, 2.1440869373779960e-02
REGION,EGNGGCP04N,2064, 8.8068005229000462e-03
REGION,EGNGGCP04N,2070, 2.5633290261675410e-02
REGION,EGHFGCP01N,2016, 1
REGION,EGHFGCP02N,2015, 1
REGION,EGHYDMS03X,2023, 0.5
REGION,EGHYDMS03X,2031, 0.5
REGION,EGHYDMS03X,2041, 0.5
REGION,EGHYDMS02X,2018, 0.032
REGION,EGHYDMS02X,2023, 2.4999999999999997e-01
REGION,EGHYDMS02X,2031, 0.25
REGION,EGHYDMS02X,2032, 0.25
REGION,EGHYDMS02X,2041, 0.25
REGION,EGWINDP00X,2015, 0.24
REGION,EGWINDP00X,2016, 0.2
REGION,EGWINDP00X,2018, 0.34
REGION,EGWINDP00X,2021, 0.25
REGION,EGWINDP00X,2022, 0.25
REGION,EGWINDP00X,2023, 0.25
REGION,EGWINDP00X,2024, 0.25
REGION,EGWINDP00X,2025, 0.25
REGION,EGWINDP00X,2026, 0.25
REGION,EGWINDP00X,2027, 0.25
REGION,EGWINDP00X,2028, 0.25
REGION,EGWINDP00X,2029, 0.25
REGION,EGWINDP00X,2030, 0.25
REGION,EGWINDP00X,2031, 0.5
REGION,EGWINDP00X,2032, 0.5
REGION,EGWINDP00X,2033, 0.5
REGION,EGWINDP00X,2034, 0.5
REGION,EGWINDP00X,2035, 0.5
REGION,EGWINDP00X,2036, 0.5
REGION,EGWINDP00X,2037, 0.5
REGION,EGWINDP00X,2038, 0.5
REGION,EGWINDP00X,2039, 0.5
REGION,EGWINDP00X,2040, 0.5
REGION,EGWINDP00X,2041, 0.75
REGION,EGWINDP00X,2042, 0.75
REGION,EGWINDP00X,2043, 0.75
REGION,EGWINDP00X,2044, 0.75
REGION,EGWINDP00X,2045, 0.75
REGION,EGWINDP00X,2046, 0.75
REGION,EGWINDP00X,2047, 0.75
REGION,EGWINDP00X,2048, 0.75
REGION,EGWINDP00X,2049, 0.75
REGION,EGWINDP00X,2050, 0.75
REGION,EGWINDP00X,2051, 0.75
REGION,EGWINDP00X,2052, 0.75
REGION,EGWINDP00X,2053, 0.75
REGION,EGWINDP00X,2054, 0.75
REGION,EGWINDP00X,2055, 0.75
REGION,EGWINDP00X,2056, 0.75
REGION,EGWINDP00X,2057, 0.75
REGION,EGWINDP00X,2058, 0.75
REGION,EGWINDP00X,2059, 0.75
REGION,EGWINDP00X,2060, 0.75
REGION,EGWINDP00X,2061, 1
REGION,EGWINDP00X,2062, 1
REGION,EGWINDP00X,2063, 1
REGION,EGWINDP00X,2064, 1
REGION,EGWINDP00X,2065, 1
REGION,EGWINDP00X,2066, 1
REGION,EGWINDP00X,2067, 1
REGION,EGWINDP00X,2068, 1
REGION,EGWINDP00X,2069, 1
REGION,EGWINDP00X,2070, 1
REGION,EGWINDP01X,2022, 0.25
REGION,EGWINDP01X,2043, 0.75
REGION,EGWINDP01X,2044, 0.75
REGION,EGWINDP01X,2045, 0.75
REGION,EGWINDP01X,2046, 0.75
REGION,EGWINDP01X,2047, 0.75
REGION,EGWINDP01X,2048, 0.75
REGION,EGWINDP01X,2049, 0.75
REGION,EGWINDP01X,2050, 0.75
REGION,EGWINDP01X,2051, 0.75
REGION,EGWINDP01X,2052, 0.75
REGION,EGWINDP01X,2053, 0.75
REGION,EGWINDP01X,2054, 0.75
REGION,EGWINDP01X,2055, 0.75
REGION,EGWINDP01X,2056, 0.75
REGION,EGWINDP01X,2057, 0.75
REGION,EGWINDP01X,2058, 0.75
REGION,EGWINDP01X,2059, 0.75
REGION,EGWINDP01X,2060, 0.75
REGION,EGWINDP01X,2061, 1
REGION,EGWINDP01X,2062, 1
REGION,EGWINDP01X,2063, 1
REGION,EGWINDP01X,2064, 1
REGION,EGWINDP01X,2065, 1
REGION,EGWINDP01X,2066, 1
REGION,EGWINDP01X,2067, 1
REGION,EGWINDP01X,2068, 1
REGION,EGWINDP01X,2069, 1
REGION,EGWINDP01X,2070, 1
REGION,EGNULWP04N,2038, 3.0199556449936704e-01
REGION,EGNULWP04N,2039, 0.5
REGION,EGNULWP04N,2040, 0.5
REGION,EGNULWP04N,2041, 4.9795151614672861e-01
REGION,EGNULWP04N,2042, 0.5
REGION,EGNULWP04N,2043, 2.0005291935390435e-01
REGION,EGNULWP04N,2051, 4.9252259011036359e-01
REGION,EGNULWP04N,2052, 3.3786218502769749e-01
REGION,EGNULWP04N,2053, 1.6961522486193892e-01
REGION,EGEL00T00X,2032, 5.0769657885747976e-01
REGION,EGEL00T00X,2033, 6.3837803472246590e-01
REGION,EGEL00T00X,2034, 6.3694989594232321e-01
REGION,EGEL00T00X,2035, 6.3552654421951715e-01
REGION,EGEL00T00X,2036, 6.3410795818334487e-01
REGION,EGEL00T00X,2037, 6.3269411658203911e-01
REGION,EGEL00T00X,2038, 0.631284998282314
REGION,EGEL00T00X,2039, 6.2988058226833077e-01
REGION,EGEL00T00X,2040, 6.2848084764103751e-01
REGION,EGEL00T00X,2041, 1.1069333151946004e+00
REGION,EGEL00T00X,2042, 1.1044789175999714e+00
REGION,EGEL00T00X,2043, 1.1020326741501107e+00
REGION,EGEL00T00X,2044, 1.0995945487648515e+00
REGION,EGEL00T00X,2045, 1.0971645055629753e+00
REGION,EGEL00T00X,2046, 1.0947425088623237e+00
REGION,EGEL00T00X,2047, 1.0923285231753932e+00
REGION,EGEL00T00X,2048, 1.0899225132128030e+00
REGION,EGEL00T00X,2049, 1.0875244438764458e+00
REGION,EGEL00T00X,2050, 1.0851342802638348e+00
REGION,EGEL00T00X,2051, 1.2228336827422617e+00
REGION,EGEL00T00X,2052, 1.2591640489599618e+00
REGION,EGEL00T00X,2053, 1.2965363231187090e+00
REGION,EGEL00T00X,2054, 1.3349805138706268e+00
REGION,EGEL00T00X,2055, 1.3745274949016784e+00
REGION,EGEL00T00X,2056, 1.4152090298924249e+00
REGION,EGEL00T00X,2057, 1.4570577982071971e+00
REGION,EGEL00T00X,2058, 1.5001074213209515e+00
REGION,EGEL00T00X,2059, 1.5443924900115917e+00
REGION,EGEL00T00X,2060, 1.5899485923376957e+00
REGION,EGEL00T00X,2061, 1.6368123424232039e+00
REGION,EGEL00T00X,2062, 1.6850214100771557e+00
REGION,EGEL00T00X,2063, 1.7346145512651574e+00
REGION,EGEL00T00X,2064, 1.7856316394644693e+00
REGION,EGEL00T00X,2065, 1.8381136979222494e+00
REGION,EGEL00T00X,2066, 1.8921029328506742e+00
REGION,EGEL00T00X,2067, 1.9476427675758980e+00
REGION,EGEL00T00X,2068, 2.0047778776774003e+00
REGION,EGEL00T00X,2069, 2.0635542271411720e+00
REGION,EGEL00T00X,2070, 2.1240191055582
REGION,EGEL00TDTX,2032, 4.8947630201861275e-01
REGION,EGEL00TDTX,2033, 6.1539642547245910e-01
REGION,EGEL00TDTX,2034, 6.1401969968840331e-01
REGION,EGEL00TDTX,2035, 0.612647588627608
REGION,EGEL00TDTX,2036, 6.1128007168874277e-01
REGION,EGEL00TDTX,2037, 6.0991712838509049e-01
REGION,EGEL00TDTX,2038, 6.0855873834415442e-01
REGION,EGEL00TDTX,2039, 6.0720488130666672e-01
REGION,EGEL00TDTX,2040, 6.0585553712595430e-01
REGION,EGEL00TDTX,2041, 1.0670837158476003e+00
REGION,EGEL00TDTX,2042, 1.0647176765663768e+00
REGION,EGEL00TDTX,2043, 1.0623594978807083e+00
REGION,EGEL00TDTX,2044, 1.0600091450093116e+00
REGION,EGEL00TDTX,2045, 1.0576665833627141e+00
REGION,EGEL00TDTX,2046, 1.0553317785432785e+00
REGION,EGEL00TDTX,2047, 1.0530046963410726e+00
REGION,EGEL00TDTX,2048, 1.0506853027371486e+00
REGION,EGEL00TDTX,2049, 1.0483735638968814e+00
REGION,EGEL00TDTX,2050, 1.0460694461743463e+00
REGION,EGEL00TDTX,2051, 1.1788116701635409e+00
REGION,EGEL00TDTX,2052, 1.2138341431974053e+00
REGION,EGEL00TDTX,2053, 1.2498610154864351e+00
REGION,EGEL00TDTX,2054, 1.2869212153712781e+00
REGION,EGEL00TDTX,2055, 1.3250445050852124e+00
REGION,EGEL00TDTX,2056, 1.3642615048163105e+00
REGION,EGEL00TDTX,2057, 1.4046037174717310e+00
REGION,EGEL00TDTX,2058, 1.4461035541533909e+00
REGION,EGEL00TDTX,2059, 1.4887943603711742e+00
REGION,EGEL00TDTX,2060, 1.5327104430135476e+00
REGION,EGEL00TDTX,2061, 1.5778870980959665e+00
REGION,EGEL00TDTX,2062, 1.6243606393143766e+00
REGION,EGEL00TDTX,2063, 1.6721684274196003e+00
REGION,EGEL00TDTX,2064, 1.7213489004437472e+00
REGION,EGEL00TDTX,2065, 1.7719416047970711e+00
REGION,EGEL00TDTX,2066, 1.8239872272680313e+00
REGION,EGEL00TDTX,2067, 1.8775276279431639e+00
REGION,EGEL00TDTX,2068, 1.9326058740810217e+00
REGION,EGEL00TDTX,2069, 1.9892662749640939e+00
REGION,EGEL00TDTX,2070, 2.0475544177580991e+00
REGION,EGSOU1P03X,2015, 0.01
REGION,EGSOU1P03X,2016, 0.03
REGION,EGSOU1P03X,2018, 0.05
REGION,EGSOU1P03X,2020, 1.0000875000000002e-01
REGION,EGSOU1P03X,2021, 0.25
REGION,EGSOU1P03X,2022, 0.25
REGION,EGSOU1P03X,2028, 0.25
REGION,EGSOU1P03X,2029, 0.25
REGION,EGSOU1P03X,2030, 0.25
REGION,EGSOU1P03X,2031, 0.5
REGION,EGSOU1P03X,2032, 0.5
REGION,EGSOU1P03X,2033, 0.5
REGION,EGSOU1P03X,2034, 0.5
REGION,EGSOU1P03X,2035, 0.5
REGION,EGSOU1P03X,2036, 0.5
REGION,EGSOU1P03X,2037, 0.5
REGION,EGSOU1P03X,2038, 0.5
REGION,EGSOU1P03X,2039, 0.5
REGION,EGSOU1P03X,2040, 0.5
REGION,EGSOU1P03X,2041, 0.75
REGION,EGSOU1P03X,2042, 0.75
REGION,EGSOU1P03X,2043, 0.75
REGION,EGSOU1P03X,2044, 0.75
REGION,EGSOU1P03X,2045, 0.75
REGION,EGSOU1P03X,2046, 0.75
REGION,EGSOU1P03X,2047, 0.75
REGION,EGSOU1P03X,2048, 0.75
REGION,EGSOU1P03X,2049, 0.75
REGION,EGSOU1P03X,2050, 0.75
REGION,EGSOU1P03X,2051, 0.75
REGION,EGSOU1P03X,2052, 0.75
REGION,EGSOU1P03X,2053, 0.75
REGION,EGSOU1P03X,2054, 0.75
REGION,EGSOU1P03X,2055, 0.75
REGION,EGSOU1P03X,2056, 0.75
REGION,EGSOU1P03X,2057, 0.75
REGION,EGSOU1P03X,2058, 0.75
REGION,EGSOU1P03X,2059, 0.75
REGION,EGSOU1P03X,2060, 0.75
REGION,EGSOU1P03X,2061, 1
REGION,EGSOU1P03X,2062, 1
REGION,EGSOU1P03X,2063, 1
REGION,EGSOU1P03X,2064, 1
REGION,EGSOU1P03X,2065, 1
REGION,EGSOU1P03X,2066, 1
REGION,EGSOU1P03X,2067, 1
REGION,EGSOU1P03X,2068, 1
REGION,EGSOU1P03X,2069, 1
REGION,EGSOU1P03X,2070, 1
REGION,EGSOV1F01X,2021, 0.1
REGION,EGSOV1F01X,2022, 4.9999999999999989e-02
REGION,EGSOV1F01X,2031, 0.45
REGION,EGSOV1F01X,2032, 4.9999999999999989e-02
REGION,EGSOV1F01X,2033, 5.0000000000000044e-02
REGION,EGSOV1F01X,2034, 5.0000000000000044e-02
REGION,EGSOV1F01X,2035, 5.0000000000000044e-02
REGION,EGSOV1F01X,2036, 4.9999999999999822e-02
REGION,EGSOV1F01X,2037, 5.0000000000000044e-02
REGION,EGSOV1F01X,2038, 5.0000000000000044e-02
REGION,EGSOV1F01X,2039, 5.0000000000000044e-02
REGION,EGSOV1F01X,2040, 5.0000000000000044e-02
REGION,EGSOV1F01X,2041, 1.4999999999999991e-01
REGION,EGSOV1F01X,2042, 9.9999999999999867e-02
REGION,EGSOV1F01X,2043, 5.0000000000000044e-02
REGION,EGSOV1F01X,2044, 5.0000000000000044e-02
REGION,EGSOV1F01X,2045, 5.0000000000000044e-02
REGION,EGSOV1F01X,2046, 5.0000000000000044e-02
REGION,EGSOV1F01X,2047, 4.9999999999999822e-02
REGION,EGSOV1F01X,2048, 5.0000000000000044e-02
REGION,EGSOV1F01X,2049, 5.0000000000000044e-02
REGION,EGSOV1F01X,2050, 5.0000000000000044e-02
REGION,EGSOV1F01X,2051, 0.5
REGION,EGSOV1F01X,2052, 9.9999999999999867e-02
REGION,EGSOV1F01X,2053, 1.0000000000000009e-01
REGION,EGSOV1F01X,2054, 1.0000000000000009e-01
REGION,EGSOV1F01X,2055, 1.0000000000000009e-01
REGION,EGSOV1F01X,2056, 9.9999999999999867e-02
REGION,EGSOV1F01X,2057, 9.9999999999999867e-02
REGION,EGSOV1F01X,2058, 1.0000000000000009e-01
REGION,EGSOV1F01X,2059, 1.0000000000000009e-01
REGION,EGSOV1F01X,2060, 9.9999999999999867e-02
REGION,EGSOV1F01X,2061, 1.9999999999999996e-01
REGION,EGSOV1F01X,2062, 1.4999999999999991e-01
REGION,EGSOV1F01X,2063, 1.0000000000000098e-01
REGION,EGSOV1F01X,2064, 1.0000000000000009e-01
REGION,EGSOV1F01X,2065, 9.9999999999999867e-02
REGION,EGSOV1F01X,2066, 9.9999999999999645e-02
REGION,EGSOV1F01X,2067, 9.9999999999999645e-02
REGION,EGSOV1F01X,2068, 1.0000000000000053e-01
REGION,EGSOV1F01X,2069, 9.9999999999999645e-02
REGION,EGSOV1F01X,2070, 9.9999999999999645e-02
REGION,EGSOV2F01X,2021, 0.1
REGION,EGSOV2F01X,2022, 4.9999999999999989e-02
REGION,EGSOV2F01X,2031, 1.7093237001711159e-01
REGION,EGSOV2F01X,2032, 3.2906762998288841e-01
REGION,EGSOV2F01X,2033, 5.0000000000000044e-02
REGION,EGSOV2F01X,2034, 5.0000000000000044e-02
REGION,EGSOV2F01X,2035, 5.0000000000000044e-02
REGION,EGSOV2F01X,2036, 4.9999999999999822e-02
REGION,EGSOV2F01X,2037, 5.0000000000000044e-02
REGION,EGSOV2F01X,2038, 5.0000000000000044e-02
REGION,EGSOV2F01X,2039, 5.0000000000000044e-02
REGION,EGSOV2F01X,2040, 5.0000000000000044e-02
REGION,EGSOV2F01X,2041, 1.4999999999999991e-01
REGION,EGSOV2F01X,2042, 9.9999999999999867e-02
REGION,EGSOV2F01X,2043, 5.0000000000000155e-02
REGION,EGSOV2F01X,2044, 4.9999999999999822e-02
REGION,EGSOV2F01X,2045, 5.0000000000000266e-02
REGION,EGSOV2F01X,2046, 4.9999999999999822e-02
REGION,EGSOV2F01X,2047, 4.9999999999999822e-02
REGION,EGSOV2F01X,2048, 5.0000000000000266e-02
REGION,EGSOV2F01X,2049, 4.9999999999999822e-02
REGION,EGSOV2F01X,2050, 5.0000000000000377e-02
REGION,EGSOV2F01X,2051, 2.2093237001711152e-01
REGION,EGSOV2F01X,2052, 3.7906762998288812e-01
REGION,EGSOV2F01X,2053, 9.9999999999999978e-02
REGION,EGSOV2F01X,2054, 1.0000000000000009e-01
REGION,EGSOV2F01X,2055, 1.0000000000000009e-01
REGION,EGSOV2F01X,2056, 1.0000000000000009e-01
REGION,EGSOV2F01X,2057, 9.9999999999999756e-02
REGION,EGSOV2F01X,2058, 1.0000000000000009e-01
REGION,EGSOV2F01X,2059, 1.0000000000000009e-01
REGION,EGSOV2F01X,2060, 1.0000000000000009e-01
REGION,EGSOV2F01X,2061, 1.9999999999999973e-01
REGION,EGSOV2F01X,2062, 1.4999999999999980e-01
REGION,EGSOV2F01X,2063, 1.0000000000000053e-01
REGION,EGSOV2F01X,2064, 9.9999999999999645e-02
REGION,EGSOV2F01X,2065, 1.0000000000000009e-01
REGION,EGSOV2F01X,2066, 1.0000000000000020e-01
REGION,EGSOV2F01X,2067, 9.9999999999999645e-02
REGION,EGSOV2F01X,2068, 1.0000000000000053e-01
REGION,EGSOV2F01X,2069, 9.9999999999999645e-02
REGION,EGSOV2F01X,2070, 1.0000000000000009e-01
REGION,EGSOC1P00X,2021, 0.4
REGION,EGSOC1P00X,2022, 1.9999999999999996e-01
REGION,EGSOC1P00X,2048, 1.5
REGION,EGSOC1P00X,2049, 9.7110164553747336e-01
REGION,EGSOC1P00X,2050, 1.5
REGION,EGSOC1P00X,2053, 3.9699140963235574e-01
REGION,EGSOC1P00X,2054, 9.7855558776382645e-01
REGION,EGSOC1P00X,2057, 3.5147699626139994e-01
REGION,EGSOC1P00X,2058, 0.847131419828622
REGION,EGSOC1P00X,2059, 8.7872781685920964e-01
REGION,EGSOC1P00X,2060, 0.776015124117112
REGION,EGSOC1P00X,2061, 2.0000000000000151e-01
REGION,EGSOC1P00X,2062, 1.9999999999999951e-01
REGION,EGSOC1P00X,2063, 2.0000000000000107e-01
REGION,EGSOC1P00X,2064, 1.9999999999999929e-01
REGION,EGSOC1P00X,2065, 1.9999999999999929e-01
REGION,EGSOC1P00X,2066, 2.0000000000000107e-01
REGION,EGSOC1P00X,2067, 1.9999999999999929e-01
REGION,EGSOC1P00X,2068, 2.0000000000000107e-01
REGION,EGSOC1P00X,2069, 1.9999999999999929e-01
REGION,EGSOC1P00X,2070, 1.9999999999999951e-01
REGION,EGSOC2P00X,2021, 0.4
REGION,EGSOC2P00X,2022, 1.9728053277143046e-01
REGION,EGSOC2P00X,2060, 1.0423040387492262e+00
REGION,EGSOC2P00X,2061, 1.0443333451301644e+00
REGION,EGSOC2P00X,2062, 1.1184742443809756e+00
REGION,EGSOC2P00X,2063, 1.1580387115245021e+00
REGION,EGSOC2P00X,2064, 1.2451937505263952e+00
REGION,EGSOC2P00X,2065, 1.3293934224216013e+00
REGION,EGSOC2P00X,2066, 1.7774274905612828e+00
REGION,EGSOC2P00X,2067, 8.8483499670585242e-01
REGION,EGSOC2P00X,2068, 2.0000000000000107e-01
REGION,EGSOC2P00X,2069, 1.9999999999999929e-01
REGION,EGSOC2P00X,2070, 1.9999999999999929e-01
REGION,EGELSDBP00,2021, 1.6
REGION,EGELSDBP00,2037, 1.4440562795447414e+00
REGION,EGELSDBP00,2038, 1.3217825321724110e+00
REGION,EGELSDBP00,2039, 1.2341611882828476e+00
REGION,ETCRUDPROX,2025, 1.8357298356996904e+02
REGION,ETCRUDPROX,2060, 2.4678148012015793e+01
REGION,ETCOSCP01N,2065, 1.2444624532891528e+00
REGION,ETCOSCP01N,2066, 6.5573806808425572e-01
REGION,ETCOSCP01N,2067, 6.7907272157815257e-01
REGION,ETCOSCP01N,2068, 8.8606564542075628e-01
REGION,ETCOSCP01N,2069, 1.1476539863618113e-01
REGION,ETCOSCP01N,2070, 3.5585217032894349e-02
REGION,ETNGCCP02N,2040, 1.4894491122161119e-01
REGION,ETNGCCP02N,2041, 7.4558886069652375e-01
REGION,ETNGCCP02N,2042, 8.0631874452658259e-01
REGION,ETNGCCP02N,2043, 7.4738245276375370e-01
REGION,ETNGCCP02N,2044, 0.0598404403643318
REGION,ETNGCCP02N,2045, 1.8956692144591658e-01
REGION,ETNGCCP02N,2048, 6.5708420624880290e-02
REGION,ETNGCCP02N,2049, 2.6031679782401768e-01
REGION,ETNGCCP02N,2050, 3.3606280399807668e-02
REGION,ETNGGCP01N,2045, 4.9343322993216844e-02
REGION,ETNGGCP01N,2047, 3.7680703671839656e-02
REGION,ETNGGCP01N,2048, 1.9578888518394397e-01
REGION,ETNGGCP01N,2049, 1.3641331321842395e-01
REGION,ETNGGCP01N,2050, 4.1432323711497460e-01
REGION,ETHFGCP02N,2040, 1.1606525144131477e-02
REGION,ETHFGCP02N,2041, 9.5007550978000056e-03
REGION,ETHFGCP02N,2042, 3.6873034854592560e-03
REGION,ETHFGCP02N,2066, 0.00233824635258366
REGION,ETHFGCP02N,2067, 3.6873034854592568e-03
REGION,ETHYDMS03X,2015, 0.422
REGION,ETHYDMS03X,2017, 1.87
REGION,ETHYDMS03X,2019, 0.2541
REGION,ETHYDMS03X,2020, 0.75
REGION,ETHYDMS03X,2021, 1.08
REGION,ETHYDMS03X,2022, 1.08
REGION,ETHYDMS03X,2023, 2.625
REGION,ETHYDMS03X,2024, 2.625
REGION,ETHYDMS01X,2016, 0.0066
REGION,ETWINDP00X,2015, 0.151
REGION,ETGOCVP02N,2020, 0.12
REGION,ETGOCVP02N,2021, 0.17
REGION,ETGOCVP02N,2022, 0.1
REGION,ETGOCVP02N,2023, 0.2
REGION,ETGOCVP02N,2024, 0.25
REGION,ETGOCVP02N,2025, 0.2
REGION,ETGOCVP02N,2046, 2.3479171271134069e-01
REGION,ETGOCVP02N,2047, 0.25
REGION,ETGOCVP02N,2048, 0.25
REGION,ETGOCVP02N,2049, 0.25
REGION,ETGOCVP02N,2050, 0.25
REGION,ETGOCVP02N,2054, 6.5057314944373015e-02
REGION,ETGOCVP02N,2055, 0.25
REGION,ETGOCVP02N,2057, 8.4596529162427228e-02
REGION,ETGOCVP02N,2058, 6.9475942664051826e-02
REGION,ETGOCVP02N,2059, 2.4631936040077312e-01
REGION,ETGOCVP02N,2060, 0.25
REGION,ETGOCVP02N,2061, 4.0368423869772074e-02
REGION,ETGOCVP02N,2062, 2.2587112363149431e-01
REGION,ETGOCVP02N,2063, 0.25
REGION,ETGOCVP02N,2064, 0.25
REGION,ETGOCVP02N,2065, 0.25
REGION,ETGOCVP02N,2066, 0.25
REGION,ETGOCVP02N,2067, 0.25
REGION,ETGOCVP02N,2068, 0.25
REGION,ETGOCVP02N,2069, 0.25
REGION,ETGOCVP02N,2070, 0.25
REGION,ETEL00T00X,2016, 8.0483057474369013e-02
REGION,ETEL00T00X,2017, 3.3768282295304458e-01
REGION,ETEL00T00X,2018, 3.3591948107479824e-01
REGION,ETEL00T00X,2019, 3.3388975611362787e-01
REGION,ETEL00T00X,2020, 3.3187837204065346e-01
REGION,ETEL00T00X,2021, 1.8001123466850769e-01
REGION,ETEL00T00X,2022, 1.9114366287656287e-01
REGION,ETEL00T00X,2023, 2.0289547072079264e-01
REGION,ETEL00T00X,2024, 2.1531028951151820e-01
REGION,ETEL00T00X,2025, 2.2842648312508312e-01
REGION,ETEL00T00X,2026, 2.3959258685707510e-01
REGION,ETEL00T00X,2027, 2.5403183448508454e-01
REGION,ETEL00T00X,2028, 2.6921644125734739e-01
REGION,ETEL00T00X,2029, 2.8516960455633517e-01
REGION,ETEL00T00X,2030, 3.0195746056777623e-01
REGION,ETEL00T00X,2031, 3.1781590712896185e-01
REGION,ETEL00T00X,2032, 3.3774184023491866e-01
REGION,ETEL00T00X,2033, 3.5877187931351090e-01
REGION,ETEL00T00X,2034, 3.8101156993283214e-01
REGION,ETEL00T00X,2035, 4.8719023874184958e-01
REGION,ETEL00T00X,2036, 4.4440795424196966e-01
REGION,ETEL00T00X,2037, 4.7124102979592730e-01
REGION,ETEL00T00X,2038, 4.9981900323852474e-01
REGION,ETEL00T00X,2039, 5.3056797742714712e-01
REGION,ETEL00T00X,2040, 5.6331703083981610e-01
REGION,ETEL00T00X,2041, 7.0906420864274922e-01
REGION,ETEL00T00X,2042, 7.6091819299190233e-01
REGION,ETEL00T00X,2043, 7.0219950559792266e-01
REGION,ETEL00T00X,2044, 5.5910013942473129e-02
