r,t,y,DiscountedSalvageValue
REGION,EGEL00TDTX,2043, 1.2563628099686081e+01
REGION,EGEL00TDTX,2044, 1.2557029313502053e+01
REGION,EGEL00TDTX,2045, 1.2548506251870613e+01
REGION,EGEL00TDTX,2046, 1.2538246114225597e+01
REGION,EGEL00TDTX,2047, 1.2526418656652213e+01
REGION,EGEL00TDTX,2048, 1.2513177814540679e+01
REGION,EGEL00TDTX,2049, 1.2498663174164205e+01
REGION,EGEL00TDTX,2050, 1.2483001307478231e+01
REGION,EGEL00TDTX,2051, 1.4079143009172494e+01
REGION,EGEL00TDTX,2052, 1.4508757560873072e+01
REGION,EGEL00TDTX,2053, 1.4949980366907521e+01
REGION,EGEL00TDTX,2054, 1.5403190780944824e+01
REGION,EGEL00TDTX,2055, 1.5868776287182474e+01
REGION,EGEL00TDTX,2056, 1.6347132906224349e+01
REGION,EGEL00TDTX,2057, 1.6838665602648490e+01
REGION,EGEL00TDTX,2058, 1.7343788694745673e+01
REGION,EGEL00TDTX,2059, 1.7862926267094089e+01
REGION,EGEL00TDTX,2060, 1.8396512586544553e+01
REGION,EGEL00TDTX,2061, 1.8944992522179689e+01
REGION,EGEL00TDTX,2062, 1.9508821969877438e+01
REGION,EGEL00TDTX,2063, 2.0088468281957418e+01
REGION,EGEL00TDTX,2064, 2.0684410702557258e+01
REGION,EGEL00TDTX,2065, 2.1297140809219183e+01
REGION,EGEL00TDTX,2066, 2.1927162961326051e+01
REGION,EGEL00TDTX,2067, 2.2574994755820669e+01
REGION,EGEL00TDTX,2068, 2.3241167490838695e+01
REGION,EGEL00TDTX,2069, 2.3926226637753125e+01
REGION,EGEL00TDTX,2070, 2.4630732322179316e+01
REGION,EGSOU1P03X,2047, 4.4816273725714206e-01
REGION,EGSOU1P03X,2048, 8.4344747263287623e-01
REGION,EGSOU1P03X,2049, 1.1911866623527085e+00
REGION,EGSOU1P03X,2050, 1.4961802334265941e+00
REGION,EGSOU1P03X,2051, 1.7627483372565418e+00
REGION,EGSOU1P03X,2052, 1.9947789127470446e+00
REGION,EGSOU1P03X,2053, 2.1957705666649567e+00
REGION,EGSOU1P03X,2054, 2.3688712295743919e+00
REGION,EGSOU1P03X,2055, 2.5169130010408041e+00
REGION,EGSOU1P03X,2056, 2.6424435574938538e+00
REGION,EGSOU1P03X,2057, 2.7477544597432790e+00
REGION,EGSOU1P03X,2058, 2.8349066642781553e+00
REGION,EGSOU1P03X,2059, 2.9057535128061058e+00
REGION,EGSOU1P03X,2060, 2.9619614476971203e+00
REGION,EGSOU1P03X,2061, 4.0067049024102541e+00
REGION,EGSOU1P03X,2062, 4.0484026524309309e+00
REGION,EGSOU1P03X,2063, 4.0759892060563274e+00
REGION,EGSOU1P03X,2064, 4.0909150903074778e+00
REGION,EGSOU1P03X,2065, 4.0944837214775740e+00
REGION,EGSOU1P03X,2066, 4.0878661647104222e+00
REGION,EGSOU1P03X,2067, 4.0721144258103017e+00
REGION,EGSOU1P03X,2068, 4.0481734201702748e+00
REGION,EGSOU1P03X,2069, 4.0168917494932117e+00
REGION,EGSOU1P03X,2070, 3.9790314041536852e+00
REGION,EGSOV1F01X,2052, 6.7776554365048439e-02
REGION,EGSOV1F01X,2053, 1.2723507705802306e-01
REGION,EGSOV1F01X,2054, 1.7922510891187363e-01
REGION,EGSOV1F01X,2055, 2.2451047285332923e-01
REGION,EGSOV1F01X,2056, 2.6377783797813431e-01
REGION,EGSOV1F01X,2057, 2.9764443493415271e-01
REGION,EGSOV1F01X,2058, 3.2666500614249883e-01
REGION,EGSOV1F01X,2059, 3.5133806621357772e-01
REGION,EGSOV1F01X,2060, 3.7211154053729023e-01
REGION,EGSOV1F01X,2061, 7.7877568673533126e-01
REGION,EGSOV1F01X,2062, 6.0529267606816339e-01
REGION,EGSOV1F01X,2063, 0.414858017911339
REGION,EGSOV1F01X,2064, 4.2366808690102020e-01
REGION,EGSOV1F01X,2065, 4.3022042372890756e-01
REGION,EGSOV1F01X,2066, 4.3475002291513193e-01
REGION,EGSOV1F01X,2067, 4.3746781164692750e-01
REGION,EGSOV1F01X,2068, 4.3856308355386386e-01
REGION,EGSOV1F01X,2069, 4.3820568888205830e-01
REGION,EGSOV1F01X,2070, 4.3654800524467646e-01
REGION,EGSOV2F01X,2052, 3.8326520243800316e-01
REGION,EGSOV2F01X,2053, 1.9012775954296965e-01
REGION,EGSOV2F01X,2054, 2.6834763672117773e-01
REGION,EGSOV2F01X,2055, 3.3691852823198093e-01
REGION,EGSOV2F01X,2056, 3.9687126346367951e-01
REGION,EGSOV2F01X,2057, 4.4912857220067803e-01
REGION,EGSOV2F01X,2058, 4.9451639091187105e-01
REGION,EGSOV2F01X,2059, 5.3377398694345191e-01
REGION,EGSOV2F01X,2060, 5.6756302420006066e-01
REGION,EGSOV2F01X,2061, 1.1929513619556513e+00
REGION,EGSOV2F01X,2062, 9.3156287856563336e-01
REGION,EGSOV2F01X,2063, 6.4173599269573067e-01
REGION,EGSOV2F01X,2064, 6.5898227726079683e-01
REGION,EGSOV2F01X,2065, 6.7316048818250529e-01
REGION,EGSOV2F01X,2066, 6.8461035440923090e-01
REGION,EGSOV2F01X,2067, 6.9363580313510365e-01
REGION,EGSOV2F01X,2068, 7.0050870698025136e-01
REGION,EGSOV2F01X,2069, 7.0547223935625714e-01
REGION,EGSOV2F01X,2070, 7.0874387898047020e-01
REGION,EGSOC1P00X,2048, 5.4883248403569977e+00
REGION,EGSOC1P00X,2049, 5.01468160704881
REGION,EGSOC1P00X,2050, 9.7224008131369253e+00
REGION,EGSOC1P00X,2053, 3.7679715399375806e+00
REGION,EGSOC1P00X,2054, 1.0012124873395026e+01
REGION,EGSOC1P00X,2057, 4.1608697851231939e+00
REGION,EGSOC1P00X,2058, 1.0337378780436930e+01
REGION,EGSOC1P00X,2059, 1.0980748740694265e+01
REGION,EGSOC1P00X,2060, 9.8753375900548459e+00
REGION,EGSOC1P00X,2061, 2.5795822126679329e+00
REGION,EGSOC1P00X,2062, 2.6037429311445384e+00
REGION,EGSOC1P00X,2063, 2.6186828359047554e+00
REGION,EGSOC1P00X,2064, 2.6253543174176421e+00
REGION,EGSOC1P00X,2065, 2.6246128093209387e+00
REGION,EGSOC1P00X,2066, 2.6172265459401003e+00
REGION,EGSOC1P00X,2067, 2.6038853470091587e+00
REGION,EGSOC1P00X,2068, 2.5852085258254225e+00
REGION,EGSOC1P00X,2069, 2.5617520076117120e+00
REGION,EGSOC1P00X,2070, 2.5340147363294503e+00
REGION,EGSOC2P00X,2060, 1.9116475267085768e+01
REGION,EGSOC2P00X,2061, 1.9515129942053026e+01
REGION,EGSOC2P00X,2062, 2.1211076014861842e+01
REGION,EGSOC2P00X,2063, 2.2211525729514396e+01
REGION,EGSOC2P00X,2064, 2.4083144359417446e+01
REGION,EGSOC2P00X,2065, 2.5858862091839207e+01
REGION,EGSOC2P00X,2066, 3.4691024176292764e+01
REGION,EGSOC2P00X,2067, 1.7292476970618743e+01
REGION,EGSOC2P00X,2068, 3.9065098403166783e+00
REGION,EGSOC2P00X,2069, 3.8978716610682689e+00
REGION,EGSOC2P00X,2070, 3.8833775834248723e+00
REGION,EGELSDBP00,2021, 7.6286154387602751e+00
REGION,EGELSDBP00,2037, 6.9313748683750758e+00
REGION,EGELSDBP00,2038, 6.34554019917635
REGION,EGELSDBP00,2039, 5.92580182270193
REGION,ETCRUDPROX,2060, 2.6672494064471923e+00
REGION,ETCOSCP01N,2065, 1.3360364111728462e+01
REGION,ETCOSCP01N,2066, 7.1122241386963863e+00
REGION,ETCOSCP01N,2067, 7.4333977359992014e+00
REGION,ETCOSCP01N,2068, 9.7799834928524731e+00
REGION,ETCOSCP01N,2069, 1.2762367390776537e+00
REGION,ETCOSCP01N,2070, 3.9840220328095172e-01
REGION,ETNGCCP02N,2042, 0.34836156330802
REGION,ETNGCCP02N,2043, 6.1644307984151692e-01
REGION,ETNGCCP02N,2044, 7.0723033284883122e-02
REGION,ETNGCCP02N,2045, 2.8557457886593118e-01
REGION,ETNGCCP02N,2048, 1.5202853866598570e-01
REGION,ETNGCCP02N,2049, 6.6000430636692520e-01
REGION,ETNGCCP02N,2050, 0.0919783217750987
REGION,ETNGGCP01N,2047, 0.00878288228334826
REGION,ETNGGCP01N,2048, 8.7122975738996120e-02
REGION,ETNGGCP01N,2049, 0.0869796064235726
REGION,ETNGGCP01N,2050, 3.3673701796682481e-01
REGION,ETHFGCP02N,2066, 1.8718994710949986e-02
REGION,ETHFGCP02N,2067, 2.9987502366669389e-02
REGION,ETHYDMS03X,2015, 5.6082826581527749e+00
REGION,ETHYDMS03X,2017, 2.5339243172603673e+01
REGION,ETHYDMS03X,2019, 3.4978878821837380e+00
REGION,ETHYDMS03X,2020, 1.0394277876572447e+01
REGION,ETHYDMS03X,2021, 1.5059309422758465e+01
REGION,ETHYDMS03X,2022, 1.5142536041389581e+01
REGION,ETHYDMS03X,2023, 3.6988672300857658e+01
REGION,ETHYDMS03X,2024, 3.7155851573819525e+01
REGION,ETHYDMS01X,2016, 1.3924979533016121e-01
REGION,ETGOCVP02N,2047, 4.8122268527767881e-01
REGION,ETGOCVP02N,2048, 9.1533266010859193e-01
REGION,ETGOCVP02N,2049, 1.3067585775464881e+00
REGION,ETGOCVP02N,2050, 1.6595132422423382e+00
REGION,ETGOCVP02N,2054, 7.1604828547028632e-01
REGION,ETGOCVP02N,2055, 2.9591765638736920e+00
REGION,ETGOCVP02N,2057, 1.1207987806568414e+00
REGION,ETGOCVP02N,2058, 9.6195409549051614e-01
REGION,ETGOCVP02N,2059, 3.5419201848028026e+00
REGION,ETGOCVP02N,2060, 3.7138274586596585e+00
REGION,ETGOCVP02N,2061, 6.1679172684065475e-01
REGION,ETGOCVP02N,2062, 3.5361380279485024e+00
REGION,ETGOCVP02N,2063, 3.9973090589107478e+00
REGION,ETGOCVP02N,2064, 4.0710340076256077e+00
REGION,ETGOCVP02N,2065, 4.1359769270479081e+00
REGION,ETGOCVP02N,2066, 4.1929650053650258e+00
REGION,ETGOCVP02N,2067, 4.2427476116665783e+00
REGION,ETGOCVP02N,2068, 4.2860036086052764e+00
REGION,ETGOCVP02N,2069, 4.3233479786161162e+00
REGION,ETGOCVP02N,2070, 4.3553378280662480e+00
REGION,ETEL00T00X,2016, 1.0757666766269804e-01
REGION,ETEL00T00X,2017, 4.6427403779519621e-01
REGION,ETEL00T00X,2018, 4.7352882946089681e-01
REGION,ETEL00T00X,2019, 4.8122090955906216e-01
REGION,ETEL00T00X,2020, 4.8785808614421172e-01
REGION,ETEL00T00X,2021, 2.6931699595533071e-01
REGION,ETEL00T00X,2022, 2.9051142077745079e-01
REGION,ETEL00T00X,2023, 0.312752632272988
REGION,ETEL00T00X,2024, 3.3611499325792155e-01
REGION,ETEL00T00X,2025, 3.6066576620787627e-01
REGION,ETEL00T00X,2026, 3.8218213900310549e-01
REGION,ETEL00T00X,2027, 4.0896034885253835e-01
REGION,ETEL00T00X,2028, 4.3701442725691952e-01
REGION,ETEL00T00X,2029, 4.6638597137037030e-01
REGION,ETEL00T00X,2030, 4.9718709687752710e-01
REGION,ETEL00T00X,2031, 5.2649949277569386e-01
REGION,ETEL00T00X,2032, 5.6260132577010125e-01
REGION,ETEL00T00X,2033, 6.0061870856563493e-01
REGION,ETEL00T00X,2034, 6.4073301254026538e-01
REGION,ETEL00T00X,2035, 8.2264093576649922e-01
REGION,ETEL00T00X,2036, 7.5318028614698374e-01
REGION,ETEL00T00X,2037, 8.0133575941923074e-01
REGION,ETEL00T00X,2038, 8.5251509034949946e-01
REGION,ETEL00T00X,2039, 9.0745471482464390e-01
REGION,ETEL00T00X,2040, 9.6587289491680228e-01
REGION,ETEL00T00X,2041, 1.2185266241147983e+00
REGION,ETEL00T00X,2042, 1.3103235851748996e+00
REGION,ETEL00T00X,2043, 1.2114615802385809e+00
REGION,ETEL00T00X,2044, 9.6621206388099040e-02
REGION,ETEL00T00X,2045, 2.1156636371479443e-01
REGION,ETEL00T00X,2046, 1.5062071811791977e-02
REGION,ETEL00T00X,2047, 3.6322586426951242e-01
REGION,ETEL00T00X,2048, 5.0090620209257308e-01
REGION,ETEL00T00X,2049, 6.4859870893354465e-01
REGION,ETEL00T00X,2050, 8.0698256757972819e-01
REGION,ETEL00T00X,2054, 1.6576985668459398e-02
REGION,ETEL00T00X,2055, 7.5938173935177725e-02
REGION,ETEL00T00X,2056, 1.3735890585226548e-01
REGION,ETEL00T00X,2057, 2.0091201270479503e-01
REGION,ETEL00T00X,2058, 2.6654385875727032e-01
REGION,ETEL00T00X,2059, 3.3429044210250813e-01
REGION,ETEL00T00X,2060, 4.0427637983021636e-01
REGION,ETEL00T00X,2064, 1.0417823885275361e+00
REGION,ETEL00T00X,2065, 1.1315082072218674e+00
REGION,ETEL00T00X,2066, 1.4423624553213907e+00
REGION,ETEL00T00X,2067, 1.4924123608052415e+00
REGION,ETEL00T00X,2068, 1.5278816536244071e+00
REGION,ETEL00T00X,2069, 1.5644264203237179e+00
REGION,ETEL00T00X,2070, 1.6020578136824140e+00
REGION,ETEL00TDTX,2016, 7.0054556673828683e-01
REGION,ETEL00TDTX,2017, 3.02337797379563
REGION,ETEL00TDTX,2018, 3.0836456842345390e+00
REGION,ETEL00TDTX,2019, 3.1337369313176238e+00
REGION,ETEL00TDTX,2020, 3.1769585889210217e+00
REGION,ETEL00TDTX,2021, 1.7538070347567829e+00
REGION,ETEL00TDTX,2022, 1.8918262905367698e+00
REGION,ETEL00TDTX,2023, 2.0366622784922428e+00
REGION,ETEL00TDTX,2024, 2.1887992533554930e+00
REGION,ETEL00TDTX,2025, 2.3486752320534303e+00
REGION,ETEL00TDTX,2026, 2.4887910306752983e+00
REGION,ETEL00TDTX,2027, 2.6631722005139644e+00
REGION,ETEL00TDTX,2028, 2.8458618962930777e+00
REGION,ETEL00TDTX,2029, 3.0371310009595458e+00
REGION,ETEL00TDTX,2030, 3.2377096179950273e+00
REGION,ETEL00TDTX,2031, 3.4285935462426109e+00
REGION,ETEL00TDTX,2032, 3.6636906608847779e+00
REGION,ETEL00TDTX,2033, 3.9112619407935956e+00
REGION,ETEL00TDTX,2034, 4.1724884863204217e+00
REGION,ETEL00TDTX,2035, 5.3570828499271306e+00
REGION,ETEL00TDTX,2036, 4.9047512935418220e+00
REGION,ETEL00TDTX,2037, 5.2183423741467614e+00
REGION,ETEL00TDTX,2038, 5.5516249815115879e+00
REGION,ETEL00TDTX,2039, 5.90939482648411
REGION,ETEL00TDTX,2040, 6.2898172162403645e+00
REGION,ETEL00TDTX,2041, 7.9351121448177286e+00
REGION,ETEL00TDTX,2042, 8.53289898521153
REGION,ETEL00TDTX,2043, 7.8891041919701124e+00
REGION,ETEL00TDTX,2044, 6.2920259031199810e-01
REGION,ETEL00TDTX,2045, 1.3777317531881927e+00
REGION,ETEL00TDTX,2046, 9.8085036957375610e-02
REGION,ETEL00TDTX,2047, 2.3653467309101424e+00
REGION,ETEL00TDTX,2048, 3.26192863494202
REGION,ETEL00TDTX,2049, 4.2237103322305645e+00
REGION,ETEL00TDTX,2050, 5.25511469830205
REGION,ETEL00TDTX,2054, 1.0795023900095682e-01
REGION,ETEL00TDTX,2055, 4.9451354966170863e-01
REGION,ETEL00TDTX,2056, 8.9448872142534208e-01
REGION,ETEL00TDTX,2057, 1.3083500356110320e+00
REGION,ETEL00TDTX,2058, 1.7357482133702806e+00
REGION,ETEL00TDTX,2059, 2.1769176762560565e+00
REGION,ETEL00TDTX,2060, 2.6326699375847564e+00
REGION,ETEL00TDTX,2064, 6.7841439980578251e+00
REGION,ETEL00TDTX,2065, 7.3684434458784942e+00
REGION,ETEL00TDTX,2066, 9.3927433426120945e+00
REGION,ETEL00TDTX,2067, 9.7186710695834986e+00
REGION,ETEL00TDTX,2068, 9.9496490479447584e+00
REGION,ETEL00TDTX,2069, 1.0187630571143741e+01
REGION,ETEL00TDTX,2070, 1.0432688266689631e+01
REGION,ETSOU1P03X,2068, 9.7289078416333687e+00
REGION,ETSOU1P03X,2069, 1.0392338511701645e+01
REGION,ETSOU1P03X,2070, 1.1937094212461055e+01
REGION,ETSOV1F01X,2052, 2.0332966309514560e+00
REGION,ETSOV1F01X,2053, 3.8170523117406878e+00
REGION,ETSOV1F01X,2054, 5.3767532673562046e+00
REGION,ETSOV1F01X,2055, 6.73531418559987
REGION,ETSOV1F01X,2056, 7.91333513934404
REGION,ETSOV1F01X,2057, 8.9293330480245938e+00
REGION,ETSOV1F01X,2058, 9.7999501842749535e+00
REGION,ETSOV1F01X,2059, 1.0540141986407322e+01
REGION,ETSOV1F01X,2060, 1.1163346216118724e+01
REGION,ETSOV1F01X,2061, 1.1681635301029971e+01
REGION,ETSOV1F01X,2062, 1.2105853521363274e+01
REGION,ETSOV1F01X,2063, 1.2445740537340049e+01
REGION,ETSOV1F01X,2064, 1.2710042607030596e+01
REGION,ETSOV1F01X,2065, 1.2906612711867247e+01
REGION,ETSOV1F01X,2066, 1.3042500687454005e+01
REGION,ETSOV1F01X,2067, 1.3124034349407872e+01
REGION,ETSOV1F01X,2068, 1.3156892506615847e+01
REGION,ETSOV1F01X,2069, 1.3146170666461794e+01
REGION,ETSOV1F01X,2070, 1.3096440157340338e+01
REGION,ETSOV2F01X,2052, 3.4042178376528764e-01
REGION,ETSOV2F01X,2053, 8.1902648821451851e-01
REGION,ETSOV2F01X,2054, 1.3417381836058875e+00
REGION,ETSOV2F01X,2055, 1.6845926411599033e+00
REGION,ETSOV2F01X,2056, 1.9843563173183958e+00
