r,t,y,NewCapacity
REGION,EGNGCCP04N,2018, 4.8
REGION,EGNGCCP04N,2036, 4.3876743167973248e-01
REGION,EGNGCCP04N,2037, 1.1992146332700111e-02
REGION,EGNGCCP04N,2038, 1.8041143820817434e-02
REGION,EGNGCCP04N,2039, 5.0697557216777267e-01
REGION,EGNGCCP04N,2040, 1
REGION,EGNGCCP04N,2041, 8.6529772992991327e-01
REGION,EGNGCCP04N,2042, 1.3715344262733133e+00
REGION,EGNGCCP04N,2044, 9.8828874058799077e-01
REGION,EGNGCCP04N,2045, 5.9315552189020992e-01
REGION,EGNGCCP04N,2046, 1.5
REGION,EGNGCCP04N,2047, 1.5
REGION,EGNGCCP04N,2048, 1.5
REGION,EGNGCCP04N,2049, 1.5
REGION,EGNGCCP04N,2051, 1.5
REGION,EGNGCCP04N,2053, 3.3146880742026330e-01
REGION,EGNGCCP04N,2055, 1.5
REGION,EGNGCCP04N,2056, 1.5
REGION,EGNGCCP04N,2057, 1.4150282448897886e+00
REGION,EGNGCCP04N,2059, 1.0318175517344490e+00
REGION,EGNGCCP04N,2060, 2.4638810001432654e-01
REGION,EGNGCCP04N,2062, 2.9615935424292028e-01
REGION,EGNGCCP04N,2063, 2.5
REGION,EGNGCCP04N,2065, 1.2560397527122105e+00
REGION,EGNGCCP04N,2067, 2.5
REGION,EGNGCCP04N,2068, 9.0771176291349931e-01
REGION,EGNGCCP04N,2069, 7.7609283460393441e-01
REGION,EGNGCCP04N,2070, 2.5
REGION,EGNGGCP04N,2015, 1.95
REGION,EGNGGCP04N,2016, 0.65
REGION,EGNGGCP04N,2017, 0.33
REGION,EGNGGCP04N,2018, 1.95
REGION,EGNGGCP04N,2040, 7.1435598307173021e-01
REGION,EGNGGCP04N,2043, 1.4523037961858778e+00
REGION,EGNGGCP04N,2044, 6.9367674546681024e-02
REGION,EGNGGCP04N,2046, 7.8158317239203312e-01
REGION,EGNGGCP04N,2047, 1.5
REGION,EGNGGCP04N,2048, 1.5
REGION,EGNGGCP04N,2068, 1.3201376533508644e+00
REGION,EGNGGCP04N,2069, 2.1074372564413008e-01
REGION,EGNGGCP04N,2070, 1.8738429159464595e-01
REGION,EGHFGCP01N,2016, 1
REGION,EGHFGCP02N,2015, 1
REGION,EGWINDP00X,2015, 0.24
REGION,EGWINDP00X,2016, 0.2
REGION,EGWINDP00X,2018, 0.34
REGION,EGWINDP00X,2021, 0.25
REGION,EGWINDP00X,2022, 0.25
REGION,EGWINDP00X,2023, 0.25
REGION,EGWINDP00X,2024, 0.25
REGION,EGWINDP00X,2025, 0.25
REGION,EGWINDP00X,2026, 0.25
REGION,EGWINDP00X,2027, 0.25
REGION,EGWINDP00X,2028, 0.25
REGION,EGWINDP00X,2029, 0.25
REGION,EGWINDP00X,2030, 0.25
REGION,EGWINDP00X,2031, 0.5
REGION,EGWINDP00X,2032, 0.5
REGION,EGWINDP00X,2033, 0.5
REGION,EGWINDP00X,2034, 0.5
REGION,EGWINDP00X,2035, 0.5
REGION,EGWINDP00X,2036, 0.5
REGION,EGWINDP00X,2037, 0.5
REGION,EGWINDP00X,2038, 0.5
REGION,EGWINDP00X,2039, 0.5
REGION,EGWINDP00X,2040, 0.5
REGION,EGWINDP00X,2041, 0.75
REGION,EGWINDP00X,2042, 0.75
REGION,EGWINDP00X,2043, 0.75
REGION,EGWINDP00X,2044, 0.75
REGION,EGWINDP00X,2045, 0.75
REGION,EGWINDP00X,2046, 0.75
REGION,EGWINDP00X,2047, 0.75
REGION,EGWINDP00X,2048, 0.75
REGION,EGWINDP00X,2049, 0.75
REGION,EGWINDP00X,2050, 0.75
REGION,EGWINDP00X,2051, 0.75
REGION,EGWINDP00X,2052, 0.75
REGION,EGWINDP00X,2053, 0.75
REGION,EGWINDP00X,2054, 0.75
REGION,EGWINDP00X,2055, 0.75
REGION,EGWINDP00X,2056, 0.75
REGION,EGWINDP00X,2057, 0.75
REGION,EGWINDP00X,2058, 0.75
REGION,EGWINDP00X,2059, 0.75
REGION,EGWINDP00X,2060, 0.75
REGION,EGWINDP00X,2061, 1
REGION,EGWINDP00X,2062, 1
REGION,EGWINDP00X,2063, 1
REGION,EGWINDP00X,2064, 1
REGION,EGWINDP00X,2065, 1
REGION,EGWINDP00X,2066, 1
REGION,EGWINDP00X,2067, 1
REGION,EGWINDP00X,2068, 1
REGION,EGWINDP00X,2069, 1
REGION,EGWINDP00X,2070, 1
REGION,EGWINDP01X,2066, 1
REGION,EGWINDP01X,2067, 1
REGION,EGWINDP01X,2068, 1
REGION,EGWINDP01X,2069, 1
REGION,EGWINDP01X,2070, 1
REGION,EGNULWP04N,2026, 1.2
REGION,EGNULWP04N,2027, 1.2
REGION,EGNULWP04N,2028, 1.2
REGION,EGNULWP04N,2029, 1.2
REGION,EGEL00T00X,2024, 0.490060103572822
REGION,EGEL00T00X,2025, 5.4698361245377491e-01
REGION,EGEL00T00X,2026, 5.4574888646630471e-01
REGION,EGEL00T00X,2027, 5.4451833655318749e-01
REGION,EGEL00T00X,2028, 5.4329194390329638e-01
REGION,EGEL00T00X,2029, 5.4206968981127845e-01
REGION,EGEL00T00X,2030, 4.5050791254056094e-01
REGION,EGEL00T00X,2031, 1.8335715869413198e+00
REGION,EGEL00T00X,2032, 1.7012937650950182e+00
REGION,EGEL00T00X,2033, 1.8391262660349887e+00
REGION,EGEL00T00X,2034, 1.9057540657023579e+00
REGION,EGEL00T00X,2035, 1.9014953973993109e+00
REGION,EGEL00T00X,2036, 1.8972509880301076e+00
REGION,EGEL00T00X,2037, 1.8930207740095941e+00
REGION,EGEL00T00X,2038, 1.8888046921079604e+00
REGION,EGEL00T00X,2039, 1.8846026794447484e+00
REGION,EGEL00T00X,2040, 1.8804146734900127e+00
REGION,EGEL00T00X,2041, 2.1945497766745046e+00
REGION,EGEL00T00X,2042, 2.1896838126460074e+00
REGION,EGEL00T00X,2043, 2.1848340146117473e+00
REGION,EGEL00T00X,2044, 2.1800003110392128e+00
REGION,EGEL00T00X,2045, 2.1751826307942008e+00
REGION,EGEL00T00X,2046, 2.1703809031323877e+00
REGION,EGEL00T00X,2047, 2.1655950577006657e+00
REGION,EGEL00T00X,2048, 2.1608250245342862e+00
REGION,EGEL00T00X,2049, 2.1560707340508896e+00
REGION,EGEL00T00X,2050, 2.1513321170532431e+00
REGION,EGEL00T00X,2051, 2.3821740786032284e+00
REGION,EGEL00T00X,2052, 2.4643566060964370e+00
REGION,EGEL00T00X,2053, 2.5493249724516525e+00
REGION,EGEL00T00X,2054, 2.6371738245945315e+00
REGION,EGEL00T00X,2055, 2.7280010275265245e+00
REGION,EGEL00T00X,2056, 2.8219077738343787e+00
REGION,EGEL00T00X,2057, 2.9189986969361823e+00
REGION,EGEL00T00X,2058, 3.0193819881770660e+00
REGION,EGEL00T00X,2059, 3.1231695179191896e+00
REGION,EGEL00T00X,2060, 3.2304769607526196e+00
REGION,EGEL00T00X,2061, 3.3414239249723718e+00
REGION,EGEL00T00X,2062, 3.4561340864665833e+00
REGION,EGEL00T00X,2063, 3.5747353271600351e+00
REGION,EGEL00T00X,2064, 3.6973598781832933e+00
REGION,EGEL00T00X,2065, 3.8241444679092838e+00
REGION,EGEL00T00X,2066, 3.9552304750378755e+00
REGION,EGEL00T00X,2067, 4.0907640868937385e+00
REGION,EGEL00T00X,2068, 4.2308964631183184e+00
REGION,EGEL00T00X,2069, 4.3757839049377178e+00
REGION,EGEL00T00X,2070, 4.5255880301950633e+00
REGION,EGEL00TDTX,2024, 4.7247473984420296e-01
REGION,EGEL00TDTX,2025, 5.2729220240544039e-01
REGION,EGEL00TDTX,2026, 5.2610192655351606e-01
REGION,EGEL00TDTX,2027, 5.2491567643727588e-01
REGION,EGEL00TDTX,2028, 5.2373343392277527e-01
REGION,EGEL00TDTX,2029, 5.2255518097807263e-01
REGION,EGEL00TDTX,2030, 4.3428962768910145e-01
REGION,EGEL00TDTX,2031, 1.7675630098114350e+00
REGION,EGEL00TDTX,2032, 1.6400471895515965e+00
REGION,EGEL00TDTX,2033, 1.7729177204577244e+00
REGION,EGEL00TDTX,2034, 1.8371469193370786e+00
REGION,EGEL00TDTX,2035, 1.8330415630929340e+00
REGION,EGEL00TDTX,2036, 1.8289499524610231e+00
REGION,EGEL00TDTX,2037, 1.8248720261452498e+00
REGION,EGEL00TDTX,2038, 1.8208077231920792e+00
REGION,EGEL00TDTX,2039, 1.8167569829847385e+00
REGION,EGEL00TDTX,2040, 1.8127197452443662e+00
REGION,EGEL00TDTX,2041, 2.1155459847142146e+00
REGION,EGEL00TDTX,2042, 2.1108551953907608e+00
REGION,EGEL00TDTX,2043, 2.1061799900857228e+00
REGION,EGEL00TDTX,2044, 2.1015202998418041e+00
REGION,EGEL00TDTX,2045, 2.0968760560856037e+00
REGION,EGEL00TDTX,2046, 2.0922471906196365e+00
REGION,EGEL00TDTX,2047, 2.0876336356234391e+00
REGION,EGEL00TDTX,2048, 2.0830353236510466e+00
REGION,EGEL00TDTX,2049, 2.0784521876250377e+00
REGION,EGEL00TDTX,2050, 2.0738841608393463e+00
REGION,EGEL00TDTX,2051, 2.2964158117735192e+00
REGION,EGEL00TDTX,2052, 2.3756397682769603e+00
REGION,EGEL00TDTX,2053, 2.4575492734433859e+00
REGION,EGEL00TDTX,2054, 2.5422355669091306e+00
REGION,EGEL00TDTX,2055, 2.6297929905355852e+00
REGION,EGEL00TDTX,2056, 2.7203190939763391e+00
REGION,EGEL00TDTX,2057, 2.8139147438464511e+00
REGION,EGEL00TDTX,2058, 2.9106842366026919e+00
REGION,EGEL00TDTX,2059, 3.0107354152741026e+00
REGION,EGEL00TDTX,2060, 3.1141797901655428e+00
REGION,EGEL00TDTX,2061, 3.2211326636733451e+00
REGION,EGEL00TDTX,2062, 3.3317132593537844e+00
REGION,EGEL00TDTX,2063, 3.4460448553822784e+00
REGION,EGEL00TDTX,2064, 3.5642549225686952e+00
REGION,EGEL00TDTX,2065, 3.6864752670645888e+00
REGION,EGEL00TDTX,2066, 3.8128421779364996e+00
REGION,EGEL00TDTX,2067, 3.9434965797655610e+00
REGION,EGEL00TDTX,2068, 4.0785841904460387e+00
REGION,EGEL00TDTX,2069, 4.2182556843599652e+00
REGION,EGEL00TDTX,2070, 4.3626668611080452e+00
REGION,EGSOU1P03X,2015, 0.01
REGION,EGSOU1P03X,2016, 0.03
REGION,EGSOU1P03X,2018, 0.05
REGION,EGSOU1P03X,2022, 0.25
REGION,EGSOU1P03X,2023, 0.25
REGION,EGSOU1P03X,2024, 0.25
REGION,EGSOU1P03X,2025, 0.25
REGION,EGSOU1P03X,2026, 0.25
REGION,EGSOU1P03X,2027, 0.25
REGION,EGSOU1P03X,2028, 0.25
REGION,EGSOU1P03X,2029, 0.25
REGION,EGSOU1P03X,2030, 0.25
REGION,EGSOU1P03X,2031, 0.5
REGION,EGSOU1P03X,2032, 0.5
REGION,EGSOU1P03X,2033, 0.5
REGION,EGSOU1P03X,2034, 0.5
REGION,EGSOU1P03X,2035, 0.5
REGION,EGSOU1P03X,2036, 0.5
REGION,EGSOU1P03X,2037, 0.5
REGION,EGSOU1P03X,2038, 0.5
REGION,EGSOU1P03X,2039, 0.5
REGION,EGSOU1P03X,2040, 0.5
REGION,EGSOU1P03X,2041, 0.75
REGION,EGSOU1P03X,2042, 0.75
REGION,EGSOU1P03X,2043, 0.75
REGION,EGSOU1P03X,2044, 0.75
REGION,EGSOU1P03X,2045, 0.75
REGION,EGSOU1P03X,2046, 0.75
REGION,EGSOU1P03X,2047, 0.75
REGION,EGSOU1P03X,2048, 0.75
REGION,EGSOU1P03X,2049, 0.75
REGION,EGSOU1P03X,2050, 0.75
REGION,EGSOU1P03X,2051, 0.75
REGION,EGSOU1P03X,2052, 0.75
REGION,EGSOU1P03X,2053, 0.75
REGION,EGSOU1P03X,2054, 0.75
REGION,EGSOU1P03X,2055, 0.75
REGION,EGSOU1P03X,2056, 0.75
REGION,EGSOU1P03X,2057, 0.75
REGION,EGSOU1P03X,2058, 0.75
REGION,EGSOU1P03X,2059, 0.75
REGION,EGSOU1P03X,2060, 0.75
REGION,EGSOU1P03X,2061, 1
REGION,EGSOU1P03X,2062, 1
REGION,EGSOU1P03X,2063, 1
REGION,EGSOU1P03X,2064, 1
REGION,EGSOU1P03X,2065, 1
REGION,EGSOU1P03X,2066, 1
REGION,EGSOU1P03X,2067, 1
REGION,EGSOU1P03X,2068, 1
REGION,EGSOU1P03X,2069, 1
REGION,EGSOU1P03X,2070, 1
REGION,EGSOV1F01X,2030, 0.25
REGION,EGSOV1F01X,2031, 3.5000000000000236e-01
REGION,EGSOV1F01X,2032, 5.0000000000001092e-02
REGION,EGSOV1F01X,2033, 5.0000000000000877e-02
REGION,EGSOV1F01X,2034, 5.0000000000000704e-02
REGION,EGSOV1F01X,2035, 5.0000000000001141e-02
REGION,EGSOV1F01X,2036, 5.0000000000001661e-02
REGION,EGSOV1F01X,2037, 5.0000000000002362e-02
REGION,EGSOV1F01X,2038, 5.0000000000001314e-02
REGION,EGSOV1F01X,2039, 5.0000000000000655e-02
REGION,EGSOV1F01X,2040, 5.0000000000000544e-02
REGION,EGSOV1F01X,2041, 5.0000000000001210e-02
REGION,EGSOV1F01X,2042, 5.0000000000000266e-02
REGION,EGSOV1F01X,2043, 5.0000000000001377e-02
REGION,EGSOV1F01X,2044, 4.9999999999999822e-02
REGION,EGSOV1F01X,2045, 5.0000000000003375e-02
REGION,EGSOV1F01X,2046, 4.9999999999999822e-02
REGION,EGSOV1F01X,2047, 5.0000000000004263e-02
REGION,EGSOV1F01X,2048, 4.9999999999977174e-02
REGION,EGSOV1F01X,2049, 5.0000000000024580e-02
REGION,EGSOV1F01X,2050, 3.0000000000000149e-01
REGION,EGSOV1F01X,2051, 4.0000000000000058e-01
REGION,EGSOV1F01X,2052, 1.0000000000000253e-01
REGION,EGSOV1F01X,2053, 1.0000000000000075e-01
REGION,EGSOV1F01X,2054, 1.0000000000000220e-01
REGION,EGSOV1F01X,2055, 1.0000000000000275e-01
REGION,EGSOV1F01X,2056, 1.0000000000000187e-01
REGION,EGSOV1F01X,2057, 1.0000000000000353e-01
REGION,EGSOV1F01X,2058, 1.0000000000000187e-01
REGION,EGSOV1F01X,2059, 1.0000000000000187e-01
REGION,EGSOV1F01X,2060, 1.0000000000000275e-01
REGION,EGSOV1F01X,2061, 1.0000000000000053e-01
REGION,EGSOV1F01X,2062, 1.0000000000000142e-01
REGION,EGSOV1F01X,2063, 1.0000000000000009e-01
REGION,EGSOV1F01X,2064, 9.9999999999998423e-02
REGION,EGSOV1F01X,2065, 1.0000000000000409e-01
REGION,EGSOV1F01X,2066, 1.0000000000000009e-01
REGION,EGSOV1F01X,2067, 1.0000000000000486e-01
REGION,EGSOV1F01X,2068, 9.9999999999976552e-02
REGION,EGSOV1F01X,2069, 1.0000000000002496e-01
REGION,EGSOV1F01X,2070, 3.5000000000000675e-01
REGION,EGSOV2F01X,2032, 0.5
REGION,EGSOV2F01X,2033, 1.9999999999999996e-01
REGION,EGSOV2F01X,2034, 5.0000000000006553e-02
REGION,EGSOV2F01X,2035, 5.0000000000000676e-02
REGION,EGSOV2F01X,2036, 5.0000000000000940e-02
REGION,EGSOV2F01X,2037, 5.0000000000001474e-02
REGION,EGSOV2F01X,2038, 5.0000000000000940e-02
REGION,EGSOV2F01X,2039, 5.0000000000001245e-02
REGION,EGSOV2F01X,2040, 5.0000000000000065e-02
REGION,EGSOV2F01X,2041, 5.0000000000003604e-02
REGION,EGSOV2F01X,2042, 4.9999999999999815e-02
REGION,EGSOV2F01X,2043, 5.0000000000001162e-02
REGION,EGSOV2F01X,2044, 5.0000000000000620e-02
REGION,EGSOV2F01X,2045, 5.0000000000003132e-02
REGION,EGSOV2F01X,2046, 4.9999999999998927e-02
REGION,EGSOV2F01X,2047, 5.0000000000002716e-02
REGION,EGSOV2F01X,2048, 4.9999999999978055e-02
REGION,EGSOV2F01X,2049, 5.0000000000023838e-02
REGION,EGSOV2F01X,2050, 5.0000000000004007e-02
REGION,EGSOV2F01X,2051, 4.9999999999998053e-02
REGION,EGSOV2F01X,2052, 5.5000000000000149e-01
REGION,EGSOV2F01X,2053, 2.4999999999999878e-01
REGION,EGSOV2F01X,2054, 1.0000000000000853e-01
REGION,EGSOV2F01X,2055, 9.9999999999999645e-02
REGION,EGSOV2F01X,2056, 1.0000000000000098e-01
REGION,EGSOV2F01X,2057, 1.0000000000000298e-01
REGION,EGSOV2F01X,2058, 1.0000000000000231e-01
REGION,EGSOV2F01X,2059, 1.0000000000000275e-01
REGION,EGSOV2F01X,2060, 1.0000000000000053e-01
REGION,EGSOV2F01X,2061, 1.0000000000000286e-01
REGION,EGSOV2F01X,2062, 9.9999999999999645e-02
REGION,EGSOV2F01X,2063, 1.0000000000000098e-01
REGION,EGSOV2F01X,2064, 1.0000000000000053e-01
REGION,EGSOV2F01X,2065, 1.0000000000000453e-01
REGION,EGSOV2F01X,2066, 9.9999999999995759e-02
REGION,EGSOV2F01X,2067, 1.0000000000000364e-01
REGION,EGSOV2F01X,2068, 9.9999999999976552e-02
REGION,EGSOV2F01X,2069, 1.0000000000002718e-01
REGION,EGSOV2F01X,2070, 1.0000000000000764e-01
REGION,EGSOC1P00X,2064, 1.8000000000000007e+00
REGION,EGSOC1P00X,2065, 2
REGION,EGSOC1P00X,2066, 2
REGION,EGSOC1P00X,2067, 2
REGION,EGSOC1P00X,2068, 2
REGION,EGSOC1P00X,2069, 2.0000000000009877e-01
REGION,EGSOC1P00X,2070, 1.9999999999999929e-01
REGION,EGSOC2P00X,2070, 2
REGION,EGELSDBP00,2023, 0.1
REGION,ETCRUDPROX,2025, 2.7498149402205706e+02
REGION,ETCRUDPROX,2026, 9.5606294301444450e+00
REGION,ETCRUDPROX,2027, 9.8781707446379414e+00
REGION,ETCRUDPROX,2028, 1.0198535346985807e+01
REGION,ETCRUDPROX,2029, 1.0521036276147811e+01
REGION,ETCRUDPROX,2030, 1.0060954052042151e+01
REGION,ETCRUDPROX,2031, 9.48621327412739
REGION,ETCRUDPROX,2032, 9.7205791090261418e+00
REGION,ETCRUDPROX,2033, 1.0440485367107248e+01
REGION,ETCRUDPROX,2034, 1.0241519204230645e+01
REGION,ETCRUDPROX,2035, 1.4953027967312664e+01
REGION,ETCRUDPROX,2036, 1.1494481811372960e+01
REGION,ETCRUDPROX,2037, 1.1818915641029395e+01
REGION,ETCRUDPROX,2038, 1.2157536104325104e+01
REGION,ETCRUDPROX,2039, 1.2512454865082926e+01
REGION,ETCRUDPROX,2040, 1.2883104636545287e+01
REGION,ETCRUDPROX,2041, 1.0112719772475771e+01
REGION,ETCRUDPROX,2042, 1.0327588388968191e+01
REGION,ETCRUDPROX,2043, 10.5514154013552
REGION,ETCRUDPROX,2044, 1.0784711924406398e+01
REGION,ETCRUDPROX,2045, 1.1026342325892866e+01
REGION,ETCRUDPROX,2046, 1.1270809993449063e+01
REGION,ETCRUDPROX,2047, 1.1523979938869903e+01
REGION,ETCRUDPROX,2048, 1.1782513546522292e+01
REGION,ETCRUDPROX,2049, 1.2045796937095119e+01
REGION,ETCRUDPROX,2050, 1.2313568697797695e+01
REGION,ETCRUDPROX,2051, 9.76181533893293
REGION,ETCRUDPROX,2052, 9.9246886304513282e+00
REGION,ETCRUDPROX,2053, 1.0086582425184076e+01
REGION,ETCRUDPROX,2054, 1.0246684461740987e+01
REGION,ETCRUDPROX,2055, 1.0405604845631157e+01
REGION,ETCRUDPROX,2056, 1.0565299559318646e+01
REGION,ETCRUDPROX,2057, 1.0725925325431717e+01
REGION,ETCRUDPROX,2058, 1.0885801230589209e+01
REGION,ETCRUDPROX,2059, 1.1044621523980823e+01
REGION,ETCRUDPROX,2060, 2.8618477163789180e+02
REGION,ETCRUDPROX,2061, 1.8698864672907689e+01
REGION,ETCRUDPROX,2062, 1.9109634626330262e+01
REGION,ETCRUDPROX,2063, 1.9523991361159858e+01
REGION,ETCRUDPROX,2064, 1.9941681430648373e+01
REGION,ETCRUDPROX,2065, 1.9578404505314722e+01
REGION,ETCRUDPROX,2066, 19.1020875665659
REGION,ETCRUDPROX,2067, 1.9437292663563142e+01
REGION,ETCRUDPROX,2068, 2.0261644646006971e+01
REGION,ETCRUDPROX,2069, 2.0171348930453291e+01
REGION,ETCRUDPROX,2070, 2.4995508288708152e+01
REGION,ETNGCCP02N,2030, 6.0360073570237660e-01
REGION,ETNGCCP02N,2034, 8.3561791490461085e-02
REGION,ETNGCCP02N,2035, 2.0764749055497836e-01
REGION,ETNGCCP02N,2038, 1.5620436580790820e-01
REGION,ETNGCCP02N,2039, 1.6113167301937603e-01
REGION,ETNGCCP02N,2040, 3.1608587488445361e-01
REGION,ETNGCCP02N,2041, 9.5940497188741619e-02
REGION,ETNGGCP01N,2040, 1.2403783426105092e-01
REGION,ETHFGCP02N,2025, 1.9108393738806792e-04
REGION,ETHYDMS03X,2017, 1.87
REGION,ETHYDMS03X,2023, 0.688
REGION,ETWINDP00X,2015, 0.151
REGION,ETWINDP00X,2027, 2.6178366493425426e-01
