r,t,y,TotalCapacityAnnual
REGION,EGHFGCP04O,2039, 0.0506134500000001
REGION,EGHFGCP01N,2016, 1
REGION,EGHFGCP01N,2017, 1
REGION,EGHFGCP01N,2018, 1
REGION,EGHFGCP01N,2019, 1
REGION,EGHFGCP01N,2020, 1
REGION,EGHFGCP01N,2021, 1
REGION,EGHFGCP01N,2022, 1
REGION,EGHFGCP01N,2023, 1
REGION,EGHFGCP01N,2024, 1
REGION,EGHFGCP01N,2025, 1
REGION,EGHFGCP01N,2026, 1
REGION,EGHFGCP01N,2027, 1
REGION,EGHFGCP01N,2028, 1
REGION,EGHFGCP01N,2029, 1
REGION,EGHFGCP01N,2030, 1
REGION,EGHFGCP01N,2031, 1
REGION,EGHFGCP01N,2032, 1
REGION,EGHFGCP01N,2033, 1
REGION,EGHFGCP01N,2034, 1
REGION,EGHFGCP01N,2035, 1
REGION,EGHFGCP01N,2036, 1
REGION,EGHFGCP01N,2037, 1
REGION,EGHFGCP01N,2038, 1
REGION,EGHFGCP01N,2039, 1
REGION,EGHFGCP01N,2040, 1
REGION,EGHFGCP02N,2015, 1
REGION,EGHFGCP02N,2016, 1
REGION,EGHFGCP02N,2017, 1
REGION,EGHFGCP02N,2018, 1
REGION,EGHFGCP02N,2019, 1
REGION,EGHFGCP02N,2020, 1
REGION,EGHFGCP02N,2021, 1
REGION,EGHFGCP02N,2022, 1
REGION,EGHFGCP02N,2023, 1
REGION,EGHFGCP02N,2024, 1
REGION,EGHFGCP02N,2025, 1
REGION,EGHFGCP02N,2026, 1
REGION,EGHFGCP02N,2027, 1
REGION,EGHFGCP02N,2028, 1
REGION,EGHFGCP02N,2029, 1
REGION,EGHFGCP02N,2030, 1
REGION,EGHFGCP02N,2031, 1
REGION,EGHFGCP02N,2032, 1
REGION,EGHFGCP02N,2033, 1
REGION,EGHFGCP02N,2034, 1
REGION,EGHFGCP02N,2035, 1
REGION,EGHFGCP02N,2036, 1
REGION,EGHFGCP02N,2037, 1
REGION,EGHFGCP02N,2038, 1
REGION,EGHFGCP02N,2039, 1
REGION,EGWINDP00X,2015, 0.791
REGION,EGWINDP00X,2016, 9.9100000000000010e-01
REGION,EGWINDP00X,2017, 9.9100000000000010e-01
REGION,EGWINDP00X,2018, 1.3310000000000002e+00
REGION,EGWINDP00X,2019, 1.3310000000000002e+00
REGION,EGWINDP00X,2020, 1.3310000000000002e+00
REGION,EGWINDP00X,2021, 1.55345
REGION,EGWINDP00X,2022, 1.7759
REGION,EGWINDP00X,2023, 1.99835
REGION,EGWINDP00X,2024, 2.2208
REGION,EGWINDP00X,2025, 2.44325
REGION,EGWINDP00X,2026, 2.6657
REGION,EGWINDP00X,2027, 2.88815
REGION,EGWINDP00X,2028, 3.1106
REGION,EGWINDP00X,2029, 3.33305
REGION,EGWINDP00X,2030, 3.5555000000000003e+00
REGION,EGWINDP00X,2031, 4.0279500000000006e+00
REGION,EGWINDP00X,2032, 4.5004
REGION,EGWINDP00X,2033, 4.97285
REGION,EGWINDP00X,2034, 5.4453
REGION,EGWINDP00X,2035, 5.91775
REGION,EGWINDP00X,2036, 6.3902
REGION,EGWINDP00X,2037, 6.86265
REGION,EGWINDP00X,2038, 7.3351
REGION,EGWINDP00X,2039, 7.80755
REGION,EGWINDP00X,2040, 8.04
REGION,EGWINDP00X,2041, 8.59
REGION,EGWINDP00X,2042, 9.34
REGION,EGWINDP00X,2043, 9.75
REGION,EGWINDP00X,2044, 10.5
REGION,EGWINDP00X,2045, 11.25
REGION,EGWINDP00X,2046, 11.75
REGION,EGWINDP00X,2047, 12.25
REGION,EGWINDP00X,2048, 12.75
REGION,EGWINDP00X,2049, 13.25
REGION,EGWINDP00X,2050, 13.75
REGION,EGWINDP00X,2051, 14.25
REGION,EGWINDP00X,2052, 14.75
REGION,EGWINDP00X,2053, 15.25
REGION,EGWINDP00X,2054, 15.75
REGION,EGWINDP00X,2055, 16.25
REGION,EGWINDP00X,2056, 16.5
REGION,EGWINDP00X,2057, 16.75
REGION,EGWINDP00X,2058, 17
REGION,EGWINDP00X,2059, 17.25
REGION,EGWINDP00X,2060, 17.5
REGION,EGWINDP00X,2061, 18
REGION,EGWINDP00X,2062, 18.5
REGION,EGWINDP00X,2063, 19
REGION,EGWINDP00X,2064, 19.5
REGION,EGWINDP00X,2065, 20
REGION,EGWINDP00X,2066, 20.25
REGION,EGWINDP00X,2067, 20.5
REGION,EGWINDP00X,2068, 20.75
REGION,EGWINDP00X,2069, 21
REGION,EGWINDP00X,2070, 21.25
REGION,EGWINDP01X,2066, 1
REGION,EGWINDP01X,2067, 2
REGION,EGWINDP01X,2068, 3
REGION,EGWINDP01X,2069, 4
REGION,EGWINDP01X,2070, 5
REGION,EGNULWP04N,2026, 1.2
REGION,EGNULWP04N,2027, 2.4
REGION,EGNULWP04N,2028, 3.5999999999999996e+00
REGION,EGNULWP04N,2029, 4.8
REGION,EGNULWP04N,2030, 4.8
REGION,EGNULWP04N,2031, 4.8
REGION,EGNULWP04N,2032, 4.8
REGION,EGNULWP04N,2033, 4.8
REGION,EGNULWP04N,2034, 4.8
REGION,EGNULWP04N,2035, 4.8
REGION,EGNULWP04N,2036, 4.8
REGION,EGNULWP04N,2037, 4.8
REGION,EGNULWP04N,2038, 4.8
REGION,EGNULWP04N,2039, 4.8
REGION,EGNULWP04N,2040, 4.8
REGION,EGNULWP04N,2041, 4.8
REGION,EGNULWP04N,2042, 4.8
REGION,EGNULWP04N,2043, 4.8
REGION,EGNULWP04N,2044, 4.8
REGION,EGNULWP04N,2045, 4.8
REGION,EGNULWP04N,2046, 4.8
REGION,EGNULWP04N,2047, 4.8
REGION,EGNULWP04N,2048, 4.8
REGION,EGNULWP04N,2049, 4.8
REGION,EGNULWP04N,2050, 4.8
REGION,EGNULWP04N,2051, 4.8
REGION,EGNULWP04N,2052, 4.8
REGION,EGNULWP04N,2053, 4.8
REGION,EGNULWP04N,2054, 4.8
REGION,EGNULWP04N,2055, 4.8
REGION,EGNULWP04N,2056, 4.8
REGION,EGNULWP04N,2057, 4.8
REGION,EGNULWP04N,2058, 4.8
REGION,EGNULWP04N,2059, 4.8
REGION,EGNULWP04N,2060, 4.8
REGION,EGNULWP04N,2061, 4.8
REGION,EGNULWP04N,2062, 4.8
REGION,EGNULWP04N,2063, 4.8
REGION,EGNULWP04N,2064, 4.8
REGION,EGNULWP04N,2065, 4.8
REGION,EGNULWP04N,2066, 4.8
REGION,EGNULWP04N,2067, 4.8
REGION,EGNULWP04N,2068, 4.8
REGION,EGNULWP04N,2069, 4.8
REGION,EGNULWP04N,2070, 4.8
REGION,EGEL00T00X,2015, 26.2262
REGION,EGEL00T00X,2016, 26.2262
REGION,EGEL00T00X,2017, 26.2262
REGION,EGEL00T00X,2018, 26.2262
REGION,EGEL00T00X,2019, 26.2262
REGION,EGEL00T00X,2020, 26.2262
REGION,EGEL00T00X,2021, 26.2262
REGION,EGEL00T00X,2022, 26.2262
REGION,EGEL00T00X,2023, 26.2262
REGION,EGEL00T00X,2024, 2.6716260103572822e+01
REGION,EGEL00T00X,2025, 2.7263243716026597e+01
REGION,EGEL00T00X,2026, 2.7808992602492904e+01
REGION,EGEL00T00X,2027, 2.8353510939046092e+01
REGION,EGEL00T00X,2028, 2.8896802882949387e+01
REGION,EGEL00T00X,2029, 2.9438872572760665e+01
REGION,EGEL00T00X,2030, 2.9889380485301224e+01
REGION,EGEL00T00X,2031, 3.1722952072242546e+01
REGION,EGEL00T00X,2032, 3.3424245837337565e+01
REGION,EGEL00T00X,2033, 3.5263372103372554e+01
REGION,EGEL00T00X,2034, 3.7169126169074914e+01
REGION,EGEL00T00X,2035, 3.9070621566474223e+01
REGION,EGEL00T00X,2036, 4.0967872554504332e+01
REGION,EGEL00T00X,2037, 4.2860893328513924e+01
REGION,EGEL00T00X,2038, 4.4749698020621885e+01
REGION,EGEL00T00X,2039, 4.6634300700066632e+01
REGION,EGEL00T00X,2040, 4.8514715373556648e+01
REGION,EGEL00T00X,2041, 5.0709265150231154e+01
REGION,EGEL00T00X,2042, 5.2898948962877164e+01
REGION,EGEL00T00X,2043, 5.5083782977488909e+01
REGION,EGEL00T00X,2044, 5.7263783288528124e+01
REGION,EGEL00T00X,2045, 5.9438965919322328e+01
REGION,EGEL00T00X,2046, 6.1609346822454704e+01
REGION,EGEL00T00X,2047, 6.3774941880155367e+01
REGION,EGEL00T00X,2048, 6.5935766904689658e+01
REGION,EGEL00T00X,2049, 6.8091837638740543e+01
REGION,EGEL00T00X,2050, 7.0243169755793787e+01
REGION,EGEL00T00X,2051, 7.2625343834397015e+01
REGION,EGEL00T00X,2052, 7.5089700440493445e+01
REGION,EGEL00T00X,2053, 77.6390254129451
REGION,EGEL00T00X,2054, 8.0276199237539643e+01
REGION,EGEL00T00X,2055, 8.3004200265066160e+01
REGION,EGEL00T00X,2056, 8.5826108038900543e+01
REGION,EGEL00T00X,2057, 8.8745106735836728e+01
REGION,EGEL00T00X,2058, 91.7644887240138
REGION,EGEL00T00X,2059, 9.4887658241932982e+01
REGION,EGEL00T00X,2060, 9.8118135202685608e+01
REGION,EGEL00T00X,2061, 1.0145955912765798e+02
REGION,EGEL00T00X,2062, 1.0491569321412456e+02
REGION,EGEL00T00X,2063, 1.0849042854128459e+02
REGION,EGEL00T00X,2064, 1.1218778841946788e+02
REGION,EGEL00T00X,2065, 1.1601193288737716e+02
REGION,EGEL00T00X,2066, 1.1996716336241505e+02
REGION,EGEL00T00X,2067, 1.2405792744930878e+02
REGION,EGEL00T00X,2068, 1.2828882391242709e+02
REGION,EGEL00T00X,2069, 1.3266460781736481e+02
REGION,EGEL00T00X,2070, 1.3719019584755989e+02
REGION,EGEL00TDTX,2015, 25.282
REGION,EGEL00TDTX,2016, 25.282
REGION,EGEL00TDTX,2017, 25.282
REGION,EGEL00TDTX,2018, 25.282
REGION,EGEL00TDTX,2019, 25.282
REGION,EGEL00TDTX,2020, 25.282
REGION,EGEL00TDTX,2021, 25.282
REGION,EGEL00TDTX,2022, 25.282
REGION,EGEL00TDTX,2023, 25.282
REGION,EGEL00TDTX,2024, 2.5754474739844202e+01
REGION,EGEL00TDTX,2025, 2.6281766942249643e+01
REGION,EGEL00TDTX,2026, 2.6807868868803158e+01
REGION,EGEL00TDTX,2027, 2.7332784545240433e+01
REGION,EGEL00TDTX,2028, 2.7856517979163208e+01
REGION,EGEL00TDTX,2029, 2.8379073160141282e+01
REGION,EGEL00TDTX,2030, 2.8813362787830386e+01
REGION,EGEL00TDTX,2031, 3.0580925797641818e+01
REGION,EGEL00TDTX,2032, 3.2220972987193413e+01
REGION,EGEL00TDTX,2033, 3.3993890707651140e+01
REGION,EGEL00TDTX,2034, 3.5831037626988227e+01
REGION,EGEL00TDTX,2035, 3.7664079190081154e+01
REGION,EGEL00TDTX,2036, 3.9493029142542177e+01
REGION,EGEL00TDTX,2037, 4.1317901168687428e+01
REGION,EGEL00TDTX,2038, 4.3138708891879510e+01
REGION,EGEL00TDTX,2039, 4.4955465874864238e+01
REGION,EGEL00TDTX,2040, 46.7681856201086
REGION,EGEL00TDTX,2041, 4.8883731604822820e+01
REGION,EGEL00TDTX,2042, 5.0994586800213590e+01
REGION,EGEL00TDTX,2043, 53.1007667902993
REGION,EGEL00TDTX,2044, 5.5202287090141105e+01
REGION,EGEL00TDTX,2045, 5.7299163146226711e+01
REGION,EGEL00TDTX,2046, 5.9391410336846356e+01
REGION,EGEL00TDTX,2047, 6.1479043972469789e+01
REGION,EGEL00TDTX,2048, 6.3562079296120835e+01
REGION,EGEL00TDTX,2049, 6.5640531483745875e+01
REGION,EGEL00TDTX,2050, 6.7714415644585216e+01
REGION,EGEL00TDTX,2051, 7.0010831456358730e+01
REGION,EGEL00TDTX,2052, 7.2386471224635685e+01
REGION,EGEL00TDTX,2053, 7.4844020498079075e+01
REGION,EGEL00TDTX,2054, 7.7386256064988231e+01
REGION,EGEL00TDTX,2055, 8.0016049055523808e+01
REGION,EGEL00TDTX,2056, 8.2736368149500152e+01
REGION,EGEL00TDTX,2057, 85.5502828933466
REGION,EGEL00TDTX,2058, 8.8460967129949310e+01
REGION,EGEL00TDTX,2059, 91.4717025452234
REGION,EGEL00TDTX,2060, 9.4585882335388931e+01
REGION,EGEL00TDTX,2061, 9.7807014999062275e+01
REGION,EGEL00TDTX,2062, 1.0113872825841608e+02
REGION,EGEL00TDTX,2063, 1.0458477311379835e+02
REGION,EGEL00TDTX,2064, 1.0814902803636704e+02
REGION,EGEL00TDTX,2065, 1.1183550330343164e+02
REGION,EGEL00TDTX,2066, 1.1564834548136815e+02
REGION,EGEL00TDTX,2067, 1.1959184206113370e+02
REGION,EGEL00TDTX,2068, 1.2367042625157974e+02
REGION,EGEL00TDTX,2069, 1.2788868193593970e+02
REGION,EGEL00TDTX,2070, 1.3225134879704774e+02
REGION,EGSOU1P03X,2015, 0.010175
REGION,EGSOU1P03X,2016, 0.040175
REGION,EGSOU1P03X,2017, 0.040175
REGION,EGSOU1P03X,2018, 0.090175
REGION,EGSOU1P03X,2019, 0.090175
REGION,EGSOU1P03X,2020, 0.09016625
REGION,EGSOU1P03X,2021, 0.0901575
REGION,EGSOU1P03X,2022, 0.34014875
REGION,EGSOU1P03X,2023, 0.59014
REGION,EGSOU1P03X,2024, 0.84013125
REGION,EGSOU1P03X,2025, 1.0901225
REGION,EGSOU1P03X,2026, 1.34011375
REGION,EGSOU1P03X,2027, 1.5901049999999999e+00
REGION,EGSOU1P03X,2028, 1.84009625
REGION,EGSOU1P03X,2029, 2.0900875
REGION,EGSOU1P03X,2030, 2.34007875
REGION,EGSOU1P03X,2031, 2.84007
REGION,EGSOU1P03X,2032, 3.34006125
REGION,EGSOU1P03X,2033, 3.8400525
REGION,EGSOU1P03X,2034, 4.3400437499999995e+00
REGION,EGSOU1P03X,2035, 4.840035
REGION,EGSOU1P03X,2036, 5.34002625
REGION,EGSOU1P03X,2037, 5.8400175
REGION,EGSOU1P03X,2038, 6.34000875
REGION,EGSOU1P03X,2039, 6.84
REGION,EGSOU1P03X,2040, 7.33
REGION,EGSOU1P03X,2041, 8.05
REGION,EGSOU1P03X,2042, 8.8
REGION,EGSOU1P03X,2043, 9.5
REGION,EGSOU1P03X,2044, 10.25
REGION,EGSOU1P03X,2045, 11
REGION,EGSOU1P03X,2046, 11.75
REGION,EGSOU1P03X,2047, 12.25
REGION,EGSOU1P03X,2048, 12.75
REGION,EGSOU1P03X,2049, 13.25
REGION,EGSOU1P03X,2050, 13.75
REGION,EGSOU1P03X,2051, 14.25
REGION,EGSOU1P03X,2052, 14.75
REGION,EGSOU1P03X,2053, 15.25
REGION,EGSOU1P03X,2054, 15.75
REGION,EGSOU1P03X,2055, 16.25
REGION,EGSOU1P03X,2056, 16.5
REGION,EGSOU1P03X,2057, 16.75
REGION,EGSOU1P03X,2058, 17
REGION,EGSOU1P03X,2059, 17.25
REGION,EGSOU1P03X,2060, 17.5
REGION,EGSOU1P03X,2061, 18
REGION,EGSOU1P03X,2062, 18.5
REGION,EGSOU1P03X,2063, 19
REGION,EGSOU1P03X,2064, 19.5
REGION,EGSOU1P03X,2065, 20
REGION,EGSOU1P03X,2066, 20.25
REGION,EGSOU1P03X,2067, 20.5
REGION,EGSOU1P03X,2068, 20.75
REGION,EGSOU1P03X,2069, 21
REGION,EGSOU1P03X,2070, 21.25
REGION,EGSOV1F01X,2030, 0.25
REGION,EGSOV1F01X,2031, 6.0000000000000231e-01
REGION,EGSOV1F01X,2032, 6.5000000000000335e-01
REGION,EGSOV1F01X,2033, 7.0000000000000417e-01
REGION,EGSOV1F01X,2034, 7.5000000000000488e-01
REGION,EGSOV1F01X,2035, 8.0000000000000626e-01
REGION,EGSOV1F01X,2036, 0.850000000000008
REGION,EGSOV1F01X,2037, 9.0000000000001035e-01
REGION,EGSOV1F01X,2038, 9.5000000000001161e-01
REGION,EGSOV1F01X,2039, 1.0000000000000122e+00
REGION,EGSOV1F01X,2040, 1.0500000000000127e+00
REGION,EGSOV1F01X,2041, 1.1000000000000139e+00
REGION,EGSOV1F01X,2042, 1.1500000000000141e+00
REGION,EGSOV1F01X,2043, 1.2000000000000155e+00
REGION,EGSOV1F01X,2044, 1.2500000000000153e+00
REGION,EGSOV1F01X,2045, 1.3000000000000187e+00
REGION,EGSOV1F01X,2046, 1.3500000000000187e+00
REGION,EGSOV1F01X,2047, 1.4000000000000230e+00
REGION,EGSOV1F01X,2048, 1.4500000000000002e+00
REGION,EGSOV1F01X,2049, 1.5000000000000249e+00
REGION,EGSOV1F01X,2050, 1.5500000000000260e+00
REGION,EGSOV1F01X,2051, 1.6000000000000243e+00
REGION,EGSOV1F01X,2052, 1.6500000000000257e+00
REGION,EGSOV1F01X,2053, 1.7000000000000257e+00
REGION,EGSOV1F01X,2054, 1.7500000000000271e+00
REGION,EGSOV1F01X,2055, 1.8000000000000287e+00
REGION,EGSOV1F01X,2056, 1.8500000000000290e+00
REGION,EGSOV1F01X,2057, 1.90000000000003
REGION,EGSOV1F01X,2058, 1.9500000000000308e+00
REGION,EGSOV1F01X,2059, 2.0000000000000320e+00
REGION,EGSOV1F01X,2060, 2.0500000000000340e+00
REGION,EGSOV1F01X,2061, 2.1000000000000334e+00
REGION,EGSOV1F01X,2062, 2.1500000000000346e+00
REGION,EGSOV1F01X,2063, 2.2000000000000335e+00
REGION,EGSOV1F01X,2064, 2.2500000000000320e+00
REGION,EGSOV1F01X,2065, 2.3000000000000327e+00
REGION,EGSOV1F01X,2066, 2.3500000000000325e+00
REGION,EGSOV1F01X,2067, 2.4000000000000337e+00
REGION,EGSOV1F01X,2068, 2.4500000000000330e+00
REGION,EGSOV1F01X,2069, 2.5000000000000333e+00
REGION,EGSOV1F01X,2070, 2.5500000000000385e+00
REGION,EGSOV2F01X,2032, 0.5
REGION,EGSOV2F01X,2033, 0.7
REGION,EGSOV2F01X,2034, 7.5000000000000655e-01
REGION,EGSOV2F01X,2035, 8.0000000000000726e-01
REGION,EGSOV2F01X,2036, 8.5000000000000819e-01
REGION,EGSOV2F01X,2037, 9.0000000000000968e-01
REGION,EGSOV2F01X,2038, 9.5000000000001050e-01
REGION,EGSOV2F01X,2039, 1.0000000000000118e+00
REGION,EGSOV2F01X,2040, 1.0500000000000118e+00
REGION,EGSOV2F01X,2041, 1.1000000000000154e+00
REGION,EGSOV2F01X,2042, 1.1500000000000152e+00
REGION,EGSOV2F01X,2043, 1.2000000000000164e+00
REGION,EGSOV2F01X,2044, 1.2500000000000171e+00
REGION,EGSOV2F01X,2045, 1.3000000000000203e+00
REGION,EGSOV2F01X,2046, 1.3500000000000192e+00
REGION,EGSOV2F01X,2047, 1.4000000000000219e+00
REGION,EGSOV2F01X,2048, 1.45
REGION,EGSOV2F01X,2049, 1.5000000000000238e+00
REGION,EGSOV2F01X,2050, 1.5500000000000276e+00
REGION,EGSOV2F01X,2051, 1.6000000000000258e+00
REGION,EGSOV2F01X,2052, 1.6500000000000274e+00
REGION,EGSOV2F01X,2053, 1.7000000000000259e+00
REGION,EGSOV2F01X,2054, 1.7500000000000280e+00
REGION,EGSOV2F01X,2055, 1.8000000000000269e+00
REGION,EGSOV2F01X,2056, 1.8500000000000272e+00
REGION,EGSOV2F01X,2057, 1.9000000000000286e+00
REGION,EGSOV2F01X,2058, 1.95000000000003
REGION,EGSOV2F01X,2059, 2.0000000000000315e+00
REGION,EGSOV2F01X,2060, 2.0500000000000318e+00
REGION,EGSOV2F01X,2061, 2.1000000000000312e+00
REGION,EGSOV2F01X,2062, 2.1500000000000310e+00
REGION,EGSOV2F01X,2063, 2.2000000000000308e+00
REGION,EGSOV2F01X,2064, 2.2500000000000306e+00
REGION,EGSOV2F01X,2065, 2.3000000000000318e+00
REGION,EGSOV2F01X,2066, 2.3500000000000290e+00
REGION,EGSOV2F01X,2067, 2.4000000000000297e+00
REGION,EGSOV2F01X,2068, 2.4500000000000282e+00
REGION,EGSOV2F01X,2069, 2.5000000000000315e+00
REGION,EGSOV2F01X,2070, 2.5500000000000353e+00
REGION,EGSOC1P00X,2064, 1.8000000000000007e+00
REGION,EGSOC1P00X,2065, 3.8000000000000007e+00
REGION,EGSOC1P00X,2066, 5.8000000000000007e+00
REGION,EGSOC1P00X,2067, 7.8000000000000007e+00
REGION,EGSOC1P00X,2068, 9.8
REGION,EGSOC1P00X,2069, 10.0000000000001
REGION,EGSOC1P00X,2070, 1.0200000000000099e+01
REGION,EGSOC2P00X,2070, 2
REGION,EGELSDBP00,2015, 0.2
REGION,EGELSDBP00,2016, 0.2
REGION,EGELSDBP00,2017, 0.2
REGION,EGELSDBP00,2018, 0.2
REGION,EGELSDBP00,2019, 0.2
REGION,EGELSDBP00,2020, 0.2
REGION,EGELSDBP00,2021, 0.2
REGION,EGELSDBP00,2022, 0.2
REGION,EGELSDBP00,2023, 3.0000000000000004e-01
REGION,EGELSDBP00,2024, 3.0000000000000004e-01
REGION,EGELSDBP00,2025, 3.0000000000000004e-01
REGION,EGELSDBP00,2026, 3.0000000000000004e-01
REGION,EGELSDBP00,2027, 3.0000000000000004e-01
REGION,EGELSDBP00,2028, 3.0000000000000004e-01
REGION,EGELSDBP00,2029, 3.0000000000000004e-01
REGION,EGELSDBP00,2030, 3.0000000000000004e-01
REGION,EGELSDBP00,2031, 3.0000000000000004e-01
REGION,EGELSDBP00,2032, 3.0000000000000004e-01
REGION,EGELSDBP00,2033, 3.0000000000000004e-01
REGION,EGELSDBP00,2034, 3.0000000000000004e-01
REGION,EGELSDBP00,2035, 3.0000000000000004e-01
REGION,EGELSDBP00,2036, 3.0000000000000004e-01
REGION,EGELSDBP00,2037, 3.0000000000000004e-01
REGION,EGELSDBP00,2038, 3.0000000000000004e-01
REGION,EGELSDBP00,2039, 3.0000000000000004e-01
REGION,EGELSDBP00,2040, 3.0000000000000004e-01
REGION,EGELSDBP00,2041, 3.0000000000000004e-01
REGION,EGELSDBP00,2042, 3.0000000000000004e-01
REGION,EGELSDBP00,2043, 3.0000000000000004e-01
REGION,EGELSDBP00,2044, 3.0000000000000004e-01
REGION,EGELSDBP00,2045, 3.0000000000000004e-01
REGION,EGELSDBP00,2046, 3.0000000000000004e-01
REGION,EGELSDBP00,2047, 3.0000000000000004e-01
REGION,EGELSDBP00,2048, 3.0000000000000004e-01
REGION,EGELSDBP00,2049, 3.0000000000000004e-01
REGION,EGELSDBP00,2050, 3.0000000000000004e-01
REGION,EGELSDBP00,2051, 3.0000000000000004e-01
REGION,EGELSDBP00,2052, 3.0000000000000004e-01
REGION,EGELSDBP00,2053, 3.0000000000000004e-01
REGION,EGELSDBP00,2054, 3.0000000000000004e-01
REGION,EGELSDBP00,2055, 3.0000000000000004e-01
REGION,EGELSDBP00,2056, 3.0000000000000004e-01
REGION,EGELSDBP00,2057, 3.0000000000000004e-01
REGION,EGELSDBP00,2058, 3.0000000000000004e-01
REGION,EGELSDBP00,2059, 3.0000000000000004e-01
REGION,EGELSDBP00,2060, 3.0000000000000004e-01
REGION,EGELSDBP00,2061, 3.0000000000000004e-01
REGION,EGELSDBP00,2062, 3.0000000000000004e-01
REGION,EGELSDBP00,2063, 3.0000000000000004e-01
REGION,EGELSDBP00,2064, 3.0000000000000004e-01
REGION,EGELSDBP00,2065, 3.0000000000000004e-01
REGION,EGELSDBP00,2066, 3.0000000000000004e-01
REGION,EGELSDBP00,2067, 3.0000000000000004e-01
REGION,EGELSDBP00,2068, 3.0000000000000004e-01
REGION,EGELSDBP00,2069, 3.0000000000000004e-01
REGION,EGELSDBP00,2070, 3.0000000000000004e-01
REGION,EGELJOBP00,2015, 0.3
REGION,EGELJOBP00,2016, 0.3
REGION,EGELJOBP00,2017, 0.3
REGION,EGELJOBP00,2018, 0.3
REGION,EGELJOBP00,2019, 0.3
REGION,EGELJOBP00,2020, 0.3
REGION,EGELJOBP00,2021, 0.3
REGION,EGELJOBP00,2022, 0.3
REGION,EGELJOBP00,2023, 0.3
REGION,EGELJOBP00,2024, 0.3
REGION,EGELJOBP00,2025, 0.3
REGION,EGELJOBP00,2026, 0.3
REGION,EGELJOBP00,2027, 0.3
REGION,EGELJOBP00,2028, 0.3
REGION,EGELJOBP00,2029, 0.3
REGION,EGELJOBP00,2030, 0.3
REGION,EGELJOBP00,2031, 0.3
REGION,EGELJOBP00,2032, 0.3
REGION,EGELJOBP00,2033, 0.3
REGION,EGELJOBP00,2034, 0.3
REGION,EGELJOBP00,2035, 0.3
REGION,EGELJOBP00,2036, 0.3
REGION,EGELJOBP00,2037, 0.3
REGION,EGELJOBP00,2038, 0.3
REGION,EGELJOBP00,2039, 0.3
REGION,EGELJOBP00,2040, 0.3
REGION,EGELJOBP00,2041, 0.3
REGION,EGELJOBP00,2042, 0.3
REGION,EGELJOBP00,2043, 0.3
REGION,EGELJOBP00,2044, 0.3
REGION,EGELJOBP00,2045, 0.3
REGION,EGELJOBP00,2046, 0.3
REGION,EGELJOBP00,2047, 0.3
REGION,EGELJOBP00,2048, 0.3
REGION,EGELJOBP00,2049, 0.3
REGION,EGELJOBP00,2050, 0.3
REGION,EGELJOBP00,2051, 0.3
REGION,EGELJOBP00,2052, 0.3
REGION,EGELJOBP00,2053, 0.3
REGION,EGELJOBP00,2054, 0.3
REGION,EGELJOBP00,2055, 0.3
REGION,EGELJOBP00,2056, 0.3
REGION,EGELJOBP00,2057, 0.3
REGION,EGELJOBP00,2058, 0.3
REGION,EGELJOBP00,2059, 0.3
REGION,EGELJOBP00,2060, 0.3
REGION,EGELJOBP00,2061, 0.3
REGION,EGELJOBP00,2062, 0.3
REGION,EGELJOBP00,2063, 0.3
REGION,EGELJOBP00,2064, 0.3
REGION,EGELJOBP00,2065, 0.3
REGION,EGELJOBP00,2066, 0.3
REGION,EGELJOBP00,2067, 0.3
REGION,EGELJOBP00,2068, 0.3
REGION,EGELJOBP00,2069, 0.3
REGION,EGELJOBP00,2070, 0.3
REGION,EGELSABP00,2024, 1.5
REGION,EGELSABP00,2025, 4.5
REGION,EGELSABP00,2026, 4.5
REGION,EGELSABP00,2027, 4.5
REGION,EGELSABP00,2028, 4.5
REGION,EGELSABP00,2029, 4.5
REGION,EGELSABP00,2030, 4.5
REGION,EGELSABP00,2031, 4.5
REGION,EGELSABP00,2032, 4.5
REGION,EGELSABP00,2033, 4.5
REGION,EGELSABP00,2034, 4.5
REGION,EGELSABP00,2035, 4.5
REGION,EGELSABP00,2036, 4.5
REGION,EGELSABP00,2037, 4.5
REGION,EGELSABP00,2038, 4.5
REGION,EGELSABP00,2039, 4.5
REGION,EGELSABP00,2040, 4.5
REGION,EGELSABP00,2041, 4.5
REGION,EGELSABP00,2042, 4.5
REGION,EGELSABP00,2043, 4.5
REGION,EGELSABP00,2044, 4.5
REGION,EGELSABP00,2045, 4.5
REGION,EGELSABP00,2046, 4.5
REGION,EGELSABP00,2047, 4.5
REGION,EGELSABP00,2048, 4.5
REGION,EGELSABP00,2049, 4.5
REGION,EGELSABP00,2050, 4.5
REGION,EGELSABP00,2051, 4.5
REGION,EGELSABP00,2052, 4.5
REGION,EGELSABP00,2053, 4.5
REGION,EGELSABP00,2054, 4.5
REGION,EGELSABP00,2055, 4.5
REGION,EGELSABP00,2056, 4.5
REGION,EGELSABP00,2057, 4.5
REGION,EGELSABP00,2058, 4.5
REGION,EGELSABP00,2059, 4.5
REGION,EGELSABP00,2060, 4.5
REGION,EGELSABP00,2061, 4.5
REGION,EGELSABP00,2062, 4.5
REGION,EGELSABP00,2063, 4.5
REGION,EGELSABP00,2064, 4.5
REGION,EGELSABP00,2065, 4.5
REGION,EGELSABP00,2066, 4.5
REGION,EGELSABP00,2067, 4.5
REGION,EGELSABP00,2068, 4.5
REGION,EGELSABP00,2069, 4.5
REGION,EGELSABP00,2070, 4.5
