r,t,y,DiscountedSalvageValue
REGION,EGNGCCP01N,2069, 1.1057212444249689e+01
REGION,EGNGCCP02N,2043, 1.2372040798428543e+00
REGION,EGNGCCP02N,2044, 2.2529126667578125e-01
REGION,EGNGCCP02N,2046, 2.7023199985147643e+00
REGION,EGNGCCP02N,2047, 3.10471382402202
REGION,EGNGCCP02N,2048, 3.4705263926649734e+00
REGION,EGNGCCP02N,2049, 2.4485397000764153e+00
REGION,EGNGCCP02N,2050, 3.8538068481976784e+00
REGION,EGNGCCP02N,2051, 0.448679640381002
REGION,EGNGCCP02N,2052, 0.744140674908069
REGION,EGNGCCP02N,2053, 4.8572438379600156e+00
REGION,EGNGCCP02N,2054, 2.2968888375944467e+00
REGION,EGNGCCP02N,2055, 3.5764150393700476e+00
REGION,EGNGCCP02N,2056, 5.4221094486403549e+00
REGION,EGNGCCP02N,2058, 2.5845686783154238e+00
REGION,EGNGCCP02N,2060, 5.9630605003402311e+00
REGION,EGNGCCP02N,2061, 7.0452163752907249e-01
REGION,EGNGCCP02N,2062, 1.0275588756129597e+01
REGION,EGNGCCP02N,2063, 1.7605358200822578e+00
REGION,EGNGCCP02N,2065, 1.0674852356446346e+01
REGION,EGNGCCP02N,2066, 8.1300057869446611e+00
REGION,EGNGCCP02N,2069, 1.1057212444249689e+01
REGION,EGNGCCP02N,2070, 10.4512980495034
REGION,EGNGCCP04N,2042, 5.9255707511533373e-01
REGION,EGNGCCP04N,2044, 1.1680191033042735e+00
REGION,EGNGCCP04N,2045, 8.9356379833453858e-01
REGION,EGNGCCP04N,2046, 2.7023199985147643e+00
REGION,EGNGCCP04N,2047, 3.10471382402202
REGION,EGNGCCP04N,2048, 3.4705263926649734e+00
REGION,EGNGCCP04N,2049, 3.8030832732494786e+00
REGION,EGNGCCP04N,2051, 4.3802481073217630e+00
REGION,EGNGCCP04N,2053, 1.0733498815453528e+00
REGION,EGNGCCP04N,2055, 5.2514551855949350e+00
REGION,EGNGCCP04N,2056, 5.4221094486403549e+00
REGION,EGNGCCP04N,2057, 5.2613105580006110e+00
REGION,EGNGCCP04N,2059, 4.0216818009294641e+00
REGION,EGNGCCP04N,2060, 9.7948476463287271e-01
REGION,EGNGCCP04N,2062, 1.2172846921924618e+00
REGION,EGNGCCP04N,2063, 1.0421543123616992e+01
REGION,EGNGCCP04N,2065, 5.3632155656120890e+00
REGION,EGNGCCP04N,2067, 1.0884198829859042e+01
REGION,EGNGCCP04N,2068, 3.9847911025712892e+00
REGION,EGNGCCP04N,2069, 3.4325693394702559e+00
REGION,EGNGCCP04N,2070, 1.1132110112817072e+01
REGION,EGNGGCP04N,2047, 3.4963050424316006e-01
REGION,EGNGGCP04N,2048, 6.6747641719148620e-01
REGION,EGNGGCP04N,2068, 2.9689700884782941e+00
REGION,EGNGGCP04N,2069, 4.7999392065830121e-01
REGION,EGNGGCP04N,2070, 0.431667778415898
REGION,EGWINDP00X,2047, 0.325321319230104
REGION,EGWINDP00X,2048, 6.1788590411130451e-01
REGION,EGWINDP00X,2049, 8.8080939148762949e-01
REGION,EGWINDP00X,2050, 1.1169116555897189e+00
REGION,EGWINDP00X,2051, 1.3287448339906220e+00
REGION,EGWINDP00X,2052, 1.5186187022523654e+00
REGION,EGWINDP00X,2053, 1.6886236477000962e+00
REGION,EGWINDP00X,2054, 1.8406514691381732e+00
REGION,EGWINDP00X,2055, 1.9764142079256579e+00
REGION,EGWINDP00X,2056, 2.0974611964473158e+00
REGION,EGWINDP00X,2057, 2.2051944924613505e+00
REGION,EGWINDP00X,2058, 2.3008828519043516e+00
REGION,EGWINDP00X,2059, 2.3856743783319434e+00
REGION,EGWINDP00X,2060, 2.4606079741290610e+00
REGION,EGWINDP00X,2061, 3.3688316090788466e+00
REGION,EGWINDP00X,2062, 3.4460962573607796e+00
REGION,EGWINDP00X,2063, 3.5136307909166375e+00
REGION,EGWINDP00X,2064, 3.5723637345778156e+00
REGION,EGWINDP00X,2065, 3.62313520465041
REGION,EGWINDP00X,2066, 3.6667053094335569e+00
REGION,EGWINDP00X,2067, 3.7037617530198506e+00
REGION,EGWINDP00X,2068, 3.7349267178097660e+00
REGION,EGWINDP00X,2069, 3.7607630940416654e+00
REGION,EGWINDP00X,2070, 3.7817801181816257e+00
REGION,EGWINDP01X,2066, 1.2725963938974733e+01
REGION,EGWINDP01X,2067, 1.2745012588405556e+01
REGION,EGWINDP01X,2068, 1.2740501347369229e+01
REGION,EGWINDP01X,2069, 1.2714808252938393e+01
REGION,EGWINDP01X,2070, 1.2670073681647281e+01
REGION,EGNULWP04N,2026, 3.4323313988008223e+01
REGION,EGNULWP04N,2027, 3.5305390648457141e+01
REGION,EGNULWP04N,2028, 3.6198187612501570e+01
REGION,EGNULWP04N,2029, 3.7009821216178381e+01
REGION,EGEL00T00X,2024, 7.6501939959327281e-01
REGION,EGEL00T00X,2025, 0.863640069180446
REGION,EGEL00T00X,2026, 0.870542279810508
REGION,EGEL00T00X,2027, 8.7660827756007265e-01
REGION,EGEL00T00X,2028, 0.881916485446885
REGION,EGEL00T00X,2029, 8.8653802787430369e-01
REGION,EGEL00T00X,2030, 7.4178237138181635e-01
REGION,EGEL00T00X,2031, 3.0375273510170895e+00
REGION,EGEL00T00X,2032, 2.8339696589001586e+00
REGION,EGEL00T00X,2033, 3.07887464566255
REGION,EGEL00T00X,2034, 3.2048358633665441e+00
REGION,EGEL00T00X,2035, 3.2107538876638251e+00
REGION,EGEL00T00X,2036, 3.2154510926668132e+00
REGION,EGEL00T00X,2037, 3.2190432148793939e+00
REGION,EGEL00T00X,2038, 3.2216352165716611e+00
REGION,EGEL00T00X,2039, 3.22332228817583
REGION,EGEL00T00X,2040, 3.2241907574143553e+00
REGION,EGEL00T00X,2041, 3.7713331151514660e+00
REGION,EGEL00T00X,2042, 3.7707001491240377e+00
REGION,EGEL00T00X,2043, 3.7693596289942768e+00
REGION,EGEL00T00X,2044, 3.7673798506966110e+00
REGION,EGEL00T00X,2045, 3.7648227482292120e+00
REGION,EGEL00T00X,2046, 3.7617444854586011e+00
REGION,EGEL00T00X,2047, 3.7581959928791648e+00
REGION,EGEL00T00X,2048, 3.7542234544276085e+00
REGION,EGEL00T00X,2049, 3.7498687490015721e+00
REGION,EGEL00T00X,2050, 3.7451698509173159e+00
REGION,EGEL00T00X,2051, 4.1505996710781039e+00
REGION,EGEL00T00X,2052, 4.2971447816253923e+00
REGION,EGEL00T00X,2053, 4.4484596894680042e+00
REGION,EGEL00T00X,2054, 4.6047181186462760e+00
REGION,EGEL00T00X,2055, 4.7660990190110422e+00
REGION,EGEL00T00X,2056, 4.9327867830553860e+00
REGION,EGEL00T00X,2057, 5.1049714679793787e+00
REGION,EGEL00T00X,2058, 5.28284902325448
REGION,EGEL00T00X,2059, 5.4666215240067011e+00
REGION,EGEL00T00X,2060, 5.6564974105026424e+00
REGION,EGEL00T00X,2061, 5.8526917340534963e+00
REGION,EGEL00T00X,2062, 6.0554264096476045e+00
REGION,EGEL00T00X,2063, 6.26493047561951
REGION,EGEL00T00X,2064, 6.4814403607057018e+00
REGION,EGEL00T00X,2065, 6.7052001587853907e+00
REGION,EGEL00T00X,2066, 6.9364619116700235e+00
REGION,EGEL00T00X,2067, 7.1754859002765272e+00
REGION,EGEL00T00X,2068, 7.4225409445439654e+00
REGION,EGEL00T00X,2069, 7.6779047124530972e+00
REGION,EGEL00T00X,2070, 7.9418640385183270e+00
REGION,EGEL00TDTX,2024, 5.0558727673126960e+00
REGION,EGEL00TDTX,2025, 5.7069525062418016e+00
REGION,EGEL00TDTX,2026, 5.7525624653665668e+00
REGION,EGEL00TDTX,2027, 5.7926467114491
REGION,EGEL00TDTX,2028, 5.8277234655093961e+00
REGION,EGEL00TDTX,2029, 5.8582627191638785e+00
REGION,EGEL00TDTX,2030, 4.9017141683347987e+00
REGION,EGEL00TDTX,2031, 2.0072047311462903e+01
REGION,EGEL00TDTX,2032, 1.8726933620415743e+01
REGION,EGEL00TDTX,2033, 2.0345271140722073e+01
REGION,EGEL00TDTX,2034, 2.1177625628104021e+01
REGION,EGEL00TDTX,2035, 2.1216732062370511e+01
REGION,EGEL00TDTX,2036, 2.1247771295982673e+01
REGION,EGEL00TDTX,2037, 2.1271508118294868e+01
REGION,EGEL00TDTX,2038, 2.1288636122288445e+01
REGION,EGEL00TDTX,2039, 2.1299784328425645e+01
REGION,EGEL00TDTX,2040, 2.1305523192188637e+01
REGION,EGEL00TDTX,2041, 2.4921051884276782e+01
REGION,EGEL00TDTX,2042, 2.4916869230894410e+01
REGION,EGEL00TDTX,2043, 2.4908011044495652e+01
REGION,EGEL00TDTX,2044, 2.4894928626112321e+01
REGION,EGEL00TDTX,2045, 2.4878031236961544e+01
REGION,EGEL00TDTX,2046, 2.4857690009104822e+01
REGION,EGEL00TDTX,2047, 2.4834241492364487e+01
REGION,EGEL00TDTX,2048, 2.4807990871207284e+01
REGION,EGEL00TDTX,2049, 2.4779214882306292e+01
REGION,EGEL00TDTX,2050, 2.4748164460776351e+01
REGION,EGEL00TDTX,2051, 2.7427253598531845e+01
REGION,EGEL00TDTX,2052, 2.8395626900975756e+01
REGION,EGEL00TDTX,2053, 2.9395519128490818e+01
REGION,EGEL00TDTX,2054, 3.0428078253343173e+01
REGION,EGEL00TDTX,2055, 3.1494486780069362e+01
REGION,EGEL00TDTX,2056, 32.5959631783047
REGION,EGEL00TDTX,2057, 3.3733763350192966e+01
REGION,EGEL00TDTX,2058, 3.4909182134137438e+01
REGION,EGEL00TDTX,2059, 3.6123554846998523e+01
REGION,EGEL00TDTX,2060, 37.3782588666271
REGION,EGEL00TDTX,2061, 3.8674715256800191e+01
REGION,EGEL00TDTX,2062, 4.0014390436626115e+01
REGION,EGEL00TDTX,2063, 41.3987978964385
REGION,EGEL00TDTX,2064, 4.2829499962510120e+01
REGION,EGEL00TDTX,2065, 4.4308109612545515e+01
REGION,EGEL00TDTX,2066, 4.5836292344357190e+01
REGION,EGEL00TDTX,2067, 4.7415768099951073e+01
REGION,EGEL00TDTX,2068, 4.9048313247375113e+01
REGION,EGEL00TDTX,2069, 5.0735762622733176e+01
REGION,EGEL00TDTX,2070, 5.2480011634782095e+01
REGION,EGSOU1P03X,2047, 2.1664088475728027e-01
REGION,EGSOU1P03X,2048, 4.0145120876950824e-01
REGION,EGSOU1P03X,2049, 5.5785002452251042e-01
REGION,EGSOU1P03X,2050, 6.8889780108110144e-01
REGION,EGSOU1P03X,2051, 7.9733336444259317e-01
REGION,EGSOU1P03X,2052, 8.8560708496177643e-01
REGION,EGSOU1P03X,2053, 9.5591068890576147e-01
REGION,EGSOU1P03X,2054, 1.0102040336570812e+00
REGION,EGSOU1P03X,2055, 1.0502391522524825e+00
REGION,EGSOU1P03X,2056, 1.0775818424591517e+00
REGION,EGSOU1P03X,2057, 1.0936310481209617e+00
REGION,EGSOU1P03X,2058, 1.0996362557580086e+00
REGION,EGSOU1P03X,2059, 1.0967131071061131e+00
REGION,EGSOU1P03X,2060, 1.0858574081972643e+00
REGION,EGSOU1P03X,2061, 1.4239435966530416e+00
REGION,EGSOU1P03X,2062, 1.3917420256821322e+00
REGION,EGSOU1P03X,2063, 1.3521473784060922e+00
REGION,EGSOU1P03X,2064, 1.3059994436559339e+00
REGION,EGSOU1P03X,2065, 1.2540464211884783e+00
REGION,EGSOU1P03X,2066, 1.1969546338417336e+00
REGION,EGSOU1P03X,2067, 1.1353172307783448e+00
REGION,EGSOU1P03X,2068, 1.0696619849898945e+00
REGION,EGSOU1P03X,2069, 1.0004582778142639e+00
REGION,EGSOU1P03X,2070, 9.2812335383967526e-01
REGION,EGSOV1F01X,2052, 6.7776554365050257e-02
REGION,EGSOV1F01X,2053, 1.2723507705802389e-01
REGION,EGSOV1F01X,2054, 1.7922510891187740e-01
REGION,EGSOV1F01X,2055, 2.2451047285333520e-01
REGION,EGSOV1F01X,2056, 2.6377783797813964e-01
REGION,EGSOV1F01X,2057, 2.9764443493416359e-01
REGION,EGSOV1F01X,2058, 3.2666500614250460e-01
REGION,EGSOV1F01X,2059, 0.351338066213584
REGION,EGSOV1F01X,2060, 0.372111540537301
REGION,EGSOV1F01X,2061, 3.8938784336766780e-01
REGION,EGSOV1F01X,2062, 4.0352845071211485e-01
REGION,EGSOV1F01X,2063, 4.1485801791133531e-01
REGION,EGSOV1F01X,2064, 4.2366808690101315e-01
REGION,EGSOV1F01X,2065, 4.3022042372892577e-01
REGION,EGSOV1F01X,2066, 4.3475002291513387e-01
REGION,EGSOV1F01X,2067, 4.3746781164695031e-01
REGION,EGSOV1F01X,2068, 4.3856308355375873e-01
REGION,EGSOV1F01X,2069, 4.3820568888216921e-01
REGION,EGSOV1F01X,2070, 1.5279180183564023e+00
REGION,EGSOV2F01X,2052, 5.5609037719843835e-01
REGION,EGSOV2F01X,2053, 4.7531939885742186e-01
REGION,EGSOV2F01X,2054, 2.6834763672120038e-01
REGION,EGSOV2F01X,2055, 3.3691852823197943e-01
REGION,EGSOV2F01X,2056, 0.396871263463683
REGION,EGSOV2F01X,2057, 4.4912857220069252e-01
REGION,EGSOV2F01X,2058, 4.9451639091188204e-01
REGION,EGSOV2F01X,2059, 5.3377398694346612e-01
REGION,EGSOV2F01X,2060, 5.6756302420006322e-01
REGION,EGSOV2F01X,2061, 5.9647568097784354e-01
REGION,EGSOV2F01X,2062, 0.621041919043754
REGION,EGSOV2F01X,2063, 6.4173599269573356e-01
REGION,EGSOV2F01X,2064, 6.5898227726080272e-01
REGION,EGSOV2F01X,2065, 6.7316048818253527e-01
REGION,EGSOV2F01X,2066, 6.8461035440920048e-01
REGION,EGSOV2F01X,2067, 6.9363580313513140e-01
REGION,EGSOV2F01X,2068, 7.0050870698008338e-01
REGION,EGSOV2F01X,2069, 7.0547223935645154e-01
REGION,EGSOV2F01X,2070, 7.0874387898052360e-01
REGION,EGSOC1P00X,2064, 2.3628188856758872e+01
REGION,EGSOC1P00X,2065, 2.6246128093209482e+01
REGION,EGSOC1P00X,2066, 2.6172265459400865e+01
REGION,EGSOC1P00X,2067, 2.6038853470091677e+01
REGION,EGSOC1P00X,2068, 2.5852085258254089e+01
REGION,EGSOC1P00X,2069, 2.5617520076129856e+00
REGION,EGSOC1P00X,2070, 2.5340147363294476e+00
REGION,EGSOC2P00X,2070, 3.8833775834248861e+01
REGION,EGELSDBP00,2023, 4.7749941779570448e-01
REGION,ETCRUDPROX,2037, 1.2924992561107279e-01
REGION,ETCRUDPROX,2038, 2.5381941950519954e-01
REGION,ETCRUDPROX,2039, 3.7431550447538986e-01
REGION,ETCRUDPROX,2040, 4.9125469731368332e-01
REGION,ETCRUDPROX,2041, 4.6115049936199431e-01
REGION,ETCRUDPROX,2042, 5.4107619972071053e-01
REGION,ETCRUDPROX,2043, 6.1793672636304775e-01
REGION,ETCRUDPROX,2044, 6.9212146593736246e-01
REGION,ETCRUDPROX,2045, 0.763880986392403
REGION,ETCRUDPROX,2046, 8.3308971735869775e-01
REGION,ETCRUDPROX,2047, 0.90039086936867
REGION,ETCRUDPROX,2048, 9.6575238383135287e-01
REGION,ETCRUDPROX,2049, 1.0293059543420955e+00
REGION,ETCRUDPROX,2050, 1.0911929123639303e+00
REGION,ETCRUDPROX,2051, 8.9317550234134846e-01
REGION,ETCRUDPROX,2052, 9.3406029899398491e-01
REGION,ETCRUDPROX,2053, 9.7330256997944664e-01
REGION,ETCRUDPROX,2054, 1.0109213100371577e+00
REGION,ETCRUDPROX,2055, 1.0470670190352669e+00
REGION,ETCRUDPROX,2056, 1.0820281516446559e+00
REGION,ETCRUDPROX,2057, 1.1159138540342621e+00
REGION,ETCRUDPROX,2058, 1.1486338625852750e+00
REGION,ETCRUDPROX,2059, 1.1802296828843704e+00
REGION,ETCRUDPROX,2060, 3.0931257966105424e+01
REGION,ETCRUDPROX,2061, 2.0417607122806736e+00
REGION,ETCRUDPROX,2062, 2.1059014116494645e+00
REGION,ETCRUDPROX,2063, 2.1694787297372118e+00
REGION,ETCRUDPROX,2064, 2.23252645253349
REGION,ETCRUDPROX,2065, 2.2067034606231184e+00
REGION,ETCRUDPROX,2066, 2.1661860383501872e+00
REGION,ETCRUDPROX,2067, 2.2163801593603343e+00
REGION,ETCRUDPROX,2068, 2.3219226536942688e+00
REGION,ETCRUDPROX,2069, 2.3220227640766486e+00
REGION,ETCRUDPROX,2070, 2.8891248203006961e+00
REGION,ETHYDMS03X,2017, 2.5339243172603673e+01
REGION,ETHYDMS03X,2023, 9.6945548735200244e+00
REGION,ETWINDP00X,2047, 2.8517213838705885e-01
REGION,ETWINDP00X,2048, 7.6091013763956861e-01
REGION,ETWINDP00X,2049, 1.1885948309823011e+00
REGION,ETWINDP00X,2050, 1.8421574801762270e+00
REGION,ETWINDP00X,2051, 4.6365598920232132e-01
REGION,ETWINDP00X,2052, 1.4098913151213439e+00
REGION,ETWINDP00X,2053, 1.5946548453232110e+00
REGION,ETWINDP00X,2054, 2.0898740930704722e+00
REGION,ETWINDP00X,2055, 1.7123006114315438e+00
REGION,ETWINDP00X,2056, 5.0433260388982166e+00
REGION,ETWINDP00X,2057, 4.7606607952131412e+00
REGION,ETWINDP00X,2058, 4.2624337851081853e+00
REGION,ETWINDP00X,2059, 6.7588742158614714e+00
REGION,ETWINDP00X,2060, 1.3515580667548670e+01
REGION,ETWINDP00X,2061, 4.2071344118739082e+00
REGION,ETWINDP00X,2065, 1.4100660765607924e+00
REGION,ETWINDP00X,2066, 9.3207537193438628e-01
REGION,ETWINDP00X,2067, 1.0980674469001985e+00
REGION,ETWINDP00X,2068, 2.2531074353929461e+00
REGION,ETWINDP00X,2069, 2.4386389404338287e+00
REGION,ETWINDP00X,2070, 3.8818456826707997e+00
REGION,ETEL00T00X,2016, 1.0757666380641684e-01
REGION,ETEL00T00X,2017, 4.6427404176181536e-01
REGION,ETEL00T00X,2018, 4.7352882946089681e-01
REGION,ETEL00T00X,2019, 4.8122090955906210e-01
REGION,ETEL00T00X,2020, 4.8785808614421172e-01
REGION,ETEL00T00X,2021, 0.303193054712233
REGION,ETEL00T00X,2022, 3.2951903384146414e-01
REGION,ETEL00T00X,2023, 3.5743174519852017e-01
REGION,ETEL00T00X,2024, 3.8704750502043306e-01
REGION,ETEL00T00X,2025, 4.1847878383274190e-01
REGION,ETEL00T00X,2026, 4.4735623945328690e-01
REGION,ETEL00T00X,2027, 4.8233242732203546e-01
REGION,ETEL00T00X,2028, 5.1935117571444123e-01
REGION,ETEL00T00X,2029, 5.5850751698816214e-01
REGION,ETEL00T00X,2030, 0.599974937632902
REGION,ETEL00T00X,2031, 6.8816441728848776e-01
REGION,ETEL00T00X,2032, 7.4412403666868143e-01
REGION,ETEL00T00X,2033, 0.803952919971659
REGION,ETEL00T00X,2034, 8.6800141509054385e-01
REGION,ETEL00T00X,2035, 1.0962376032227481e+00
REGION,ETEL00T00X,2036, 1.0412442097280208e+00
REGION,ETEL00T00X,2037, 1.1217988167824180e+00
REGION,ETEL00T00X,2038, 1.2084469333910386e+00
REGION,ETEL00T00X,2039, 1.3022123759220150e+00
REGION,ETEL00T00X,2040, 1.4031100929091491e+00
REGION,ETEL00T00X,2041, 1.1825193765477433e+00
REGION,ETEL00T00X,2042, 1.25381493679174
REGION,ETEL00T00X,2043, 1.3293525636303682e+00
REGION,ETEL00T00X,2044, 1.4094212651828653e+00
REGION,ETEL00T00X,2045, 1.4942401012820163e+00
REGION,ETEL00T00X,2046, 1.5837864152804662e+00
REGION,ETEL00T00X,2047, 1.6786638931703821e+00
REGION,ETEL00T00X,2048, 1.7789924528203838e+00
REGION,ETEL00T00X,2049, 1.8850454591888490e+00
REGION,ETEL00T00X,2050, 1.9971292296743584e+00
REGION,ETEL00T00X,2051, 1.2418778828384269e+00
REGION,ETEL00T00X,2052, 1.2850395842279445e+00
REGION,ETEL00T00X,2053, 1.3293438630057912e+00
REGION,ETEL00T00X,2054, 1.3747641999393188e+00
REGION,ETEL00T00X,2055, 1.4213708154740587e+00
REGION,ETEL00T00X,2056, 1.4693352063659288e+00
REGION,ETEL00T00X,2057, 1.5187091266541068e+00
REGION,ETEL00T00X,2058, 1.5694089118491490e+00
REGION,ETEL00T00X,2059, 1.6214457616312985e+00
REGION,ETEL00T00X,2060, 1.6749220575160606e+00
REGION,ETEL00T00X,2061, 7.6467141663531124e-01
REGION,ETEL00T00X,2062, 1.6376463274636843e-01
REGION,ETEL00T00X,2063, 2.3559749088050122e-01
REGION,ETEL00T00X,2069, 2.6693387115966038e-02
REGION,ETEL00T00X,2070, 9.2338973165963539e-02
REGION,ETEL00TDTX,2016, 7.0054554162597238e-01
REGION,ETEL00TDTX,2017, 3.0233779996264714e+00
REGION,ETEL00TDTX,2018, 3.0836456842345394e+00
REGION,ETEL00TDTX,2019, 3.1337369313176238e+00
REGION,ETEL00TDTX,2020, 3.1769585889210217e+00
REGION,ETEL00TDTX,2021, 1.9744097856041276e+00
REGION,ETEL00TDTX,2022, 2.1458460042130842e+00
REGION,ETEL00TDTX,2023, 2.3276151100338720e+00
REGION,ETEL00TDTX,2024, 2.5204745607755425e+00
REGION,ETEL00TDTX,2025, 2.7251567706631117e+00
REGION,ETEL00TDTX,2026, 2.9132083439904712e+00
REGION,ETEL00TDTX,2027, 3.1409751958951890e+00
REGION,ETEL00TDTX,2028, 3.3820433138511166e+00
REGION,ETEL00TDTX,2029, 3.6370315537785407e+00
REGION,ETEL00TDTX,2030, 3.9070696692044904e+00
REGION,ETEL00TDTX,2031, 4.4813643930219449e+00
REGION,ETEL00TDTX,2032, 4.8457765007062630e+00
REGION,ETEL00TDTX,2033, 5.2353854670702349e+00
REGION,ETEL00TDTX,2034, 5.6524727767909848e+00
REGION,ETEL00TDTX,2035, 7.13875934000043
REGION,ETEL00TDTX,2036, 6.7806393482260958e+00
REGION,ETEL00TDTX,2037, 7.3052153633154253e+00
REGION,ETEL00TDTX,2038, 7.8694726465127562e+00
REGION,ETEL00TDTX,2039, 8.48007834610699
REGION,ETEL00TDTX,2040, 9.1371298077691847e+00
REGION,ETEL00TDTX,2041, 7.7006309756611859e+00
REGION,ETEL00TDTX,2042, 8.1649115705760842e+00
REGION,ETEL00TDTX,2043, 8.6568167355973351e+00
REGION,ETEL00TDTX,2044, 9.1782285074332748e+00
REGION,ETEL00TDTX,2045, 9.7305734157184567e+00
REGION,ETEL00TDTX,2046, 1.0313703919123695e+01
REGION,ETEL00TDTX,2047, 1.0931551253908733e+01
REGION,ETEL00TDTX,2048, 1.1584896331804723e+01
REGION,ETEL00TDTX,2049, 1.2275519320400033e+01
REGION,ETEL00TDTX,2050, 1.3005414975377997e+01
REGION,ETEL00TDTX,2051, 8.0871768211470485e+00
REGION,ETEL00TDTX,2052, 8.3682481856202422e+00
REGION,ETEL00TDTX,2053, 8.6567600766533452e+00
REGION,ETEL00TDTX,2054, 8.9525397995499958e+00
REGION,ETEL00TDTX,2055, 9.2560446336994762e+00
REGION,ETEL00TDTX,2056, 9.56839137537304
REGION,ETEL00TDTX,2057, 9.88991704970998
REGION,ETEL00TDTX,2058, 1.0220076828970631e+01
REGION,ETEL00TDTX,2059, 1.0558943646086052e+01
REGION,ETEL00TDTX,2060, 1.0907184215095699e+01
REGION,ETEL00TDTX,2061, 4.9795821649327445e+00
REGION,ETEL00TDTX,2062, 1.0664442618488816e+00
REGION,ETEL00TDTX,2063, 1.5342237700653329e+00
REGION,ETEL00TDTX,2069, 1.7382879955070779e-01
REGION,ETEL00TDTX,2070, 6.0131645292656233e-01
REGION,ETSOU1P03X,2047, 8.6656353902912109e-01
REGION,ETSOU1P03X,2048, 1.6058048350780330e+00
REGION,ETSOU1P03X,2049, 2.2314000980900417e+00
