r,t,y,TotalCapacityAnnual
REGION,EGEL00TDTX,2049, 4.0175588332842786e+01
REGION,EGEL00TDTX,2050, 4.1221657779017129e+01
REGION,EGEL00TDTX,2051, 4.2400469449180669e+01
REGION,EGEL00TDTX,2052, 4.3614303592378072e+01
REGION,EGEL00TDTX,2053, 4.4864164607864510e+01
REGION,EGEL00TDTX,2054, 4.6151085823235789e+01
REGION,EGEL00TDTX,2055, 47.476130328321
REGION,EGEL00TDTX,2056, 4.8840391833137311e+01
REGION,EGEL00TDTX,2057, 5.0244995550609040e+01
REGION,EGEL00TDTX,2058, 5.1691099104762429e+01
REGION,EGEL00TDTX,2059, 53.1798934651336
REGION,EGEL00TDTX,2060, 5.4712603908147152e+01
REGION,EGEL00TDTX,2061, 5.6290491006243116e+01
REGION,EGEL00TDTX,2062, 5.7914851645557491e+01
REGION,EGEL00TDTX,2063, 5.9587020072977090e+01
REGION,EGEL00TDTX,2064, 6.1308368973420841e+01
REGION,EGEL00TDTX,2065, 6.3080310578217912e+01
REGION,EGEL00TDTX,2066, 6.4904297805485939e+01
REGION,EGEL00TDTX,2067, 66.7818254334291
REGION,EGEL00TDTX,2068, 6.8714431307510125e+01
REGION,EGEL00TDTX,2069, 7.0703697582474220e+01
REGION,EGEL00TDTX,2070, 7.2751252000232313e+01
REGION,EGSOU1P03X,2015, 0.010175
REGION,EGSOU1P03X,2016, 0.040175
REGION,EGSOU1P03X,2017, 0.040175
REGION,EGSOU1P03X,2018, 9.0174999999999991e-02
REGION,EGSOU1P03X,2019, 9.0174999999999991e-02
REGION,EGSOU1P03X,2020, 0.190175
REGION,EGSOU1P03X,2021, 0.44016625
REGION,EGSOU1P03X,2022, 0.6901575
REGION,EGSOU1P03X,2023, 6.9014875000000009e-01
REGION,EGSOU1P03X,2024, 0.69014
REGION,EGSOU1P03X,2025, 6.9013125000000008e-01
REGION,EGSOU1P03X,2026, 0.6901225
REGION,EGSOU1P03X,2027, 6.9011375000000008e-01
REGION,EGSOU1P03X,2028, 0.940105
REGION,EGSOU1P03X,2029, 1.19009625
REGION,EGSOU1P03X,2030, 1.4400875
REGION,EGSOU1P03X,2031, 1.94007875
REGION,EGSOU1P03X,2032, 2.44007
REGION,EGSOU1P03X,2033, 2.9400612500000003e+00
REGION,EGSOU1P03X,2034, 3.4400525
REGION,EGSOU1P03X,2035, 3.94004375
REGION,EGSOU1P03X,2036, 4.440035
REGION,EGSOU1P03X,2037, 4.94002625
REGION,EGSOU1P03X,2038, 5.4400175
REGION,EGSOU1P03X,2039, 5.9400087500000005e+00
REGION,EGSOU1P03X,2040, 6.43000875
REGION,EGSOU1P03X,2041, 7.15000875
REGION,EGSOU1P03X,2042, 7.90000875
REGION,EGSOU1P03X,2043, 8.60000875
REGION,EGSOU1P03X,2044, 9.35000875
REGION,EGSOU1P03X,2045, 10
REGION,EGSOU1P03X,2046, 10.5
REGION,EGSOU1P03X,2047, 11
REGION,EGSOU1P03X,2048, 11.75
REGION,EGSOU1P03X,2049, 12.5
REGION,EGSOU1P03X,2050, 13.25
REGION,EGSOU1P03X,2051, 14
REGION,EGSOU1P03X,2052, 14.75
REGION,EGSOU1P03X,2053, 15.25
REGION,EGSOU1P03X,2054, 15.75
REGION,EGSOU1P03X,2055, 16.25
REGION,EGSOU1P03X,2056, 16.5
REGION,EGSOU1P03X,2057, 16.75
REGION,EGSOU1P03X,2058, 17
REGION,EGSOU1P03X,2059, 17.25
REGION,EGSOU1P03X,2060, 17.5
REGION,EGSOU1P03X,2061, 18
REGION,EGSOU1P03X,2062, 18.5
REGION,EGSOU1P03X,2063, 19
REGION,EGSOU1P03X,2064, 19.5
REGION,EGSOU1P03X,2065, 20
REGION,EGSOU1P03X,2066, 20.25
REGION,EGSOU1P03X,2067, 20.5
REGION,EGSOU1P03X,2068, 20.75
REGION,EGSOU1P03X,2069, 21
REGION,EGSOU1P03X,2070, 21.25
REGION,EGSOV1F01X,2021, 0.1
REGION,EGSOV1F01X,2022, 0.15
REGION,EGSOV1F01X,2023, 0.15
REGION,EGSOV1F01X,2024, 0.15
REGION,EGSOV1F01X,2025, 0.15
REGION,EGSOV1F01X,2026, 0.15
REGION,EGSOV1F01X,2027, 0.15
REGION,EGSOV1F01X,2028, 0.15
REGION,EGSOV1F01X,2029, 0.15
REGION,EGSOV1F01X,2030, 0.15
REGION,EGSOV1F01X,2031, 0.6
REGION,EGSOV1F01X,2032, 6.4999999999999991e-01
REGION,EGSOV1F01X,2033, 0.7
REGION,EGSOV1F01X,2034, 0.75
REGION,EGSOV1F01X,2035, 0.8
REGION,EGSOV1F01X,2036, 8.4999999999999987e-01
REGION,EGSOV1F01X,2037, 8.9999999999999991e-01
REGION,EGSOV1F01X,2038, 0.95
REGION,EGSOV1F01X,2039, 1
REGION,EGSOV1F01X,2040, 1.05
REGION,EGSOV1F01X,2041, 1.1
REGION,EGSOV1F01X,2042, 1.15
REGION,EGSOV1F01X,2043, 1.2
REGION,EGSOV1F01X,2044, 1.25
REGION,EGSOV1F01X,2045, 1.3
REGION,EGSOV1F01X,2046, 1.35
REGION,EGSOV1F01X,2047, 1.4
REGION,EGSOV1F01X,2048, 1.45
REGION,EGSOV1F01X,2049, 1.5
REGION,EGSOV1F01X,2050, 1.55
REGION,EGSOV1F01X,2051, 1.6
REGION,EGSOV1F01X,2052, 1.65
REGION,EGSOV1F01X,2053, 1.7
REGION,EGSOV1F01X,2054, 1.75
REGION,EGSOV1F01X,2055, 1.8
REGION,EGSOV1F01X,2056, 1.85
REGION,EGSOV1F01X,2057, 1.9
REGION,EGSOV1F01X,2058, 1.95
REGION,EGSOV1F01X,2059, 2
REGION,EGSOV1F01X,2060, 2.05
REGION,EGSOV1F01X,2061, 2.0999999999999996e+00
REGION,EGSOV1F01X,2062, 2.15
REGION,EGSOV1F01X,2063, 2.2000000000000006e+00
REGION,EGSOV1F01X,2064, 2.2500000000000009e+00
REGION,EGSOV1F01X,2065, 2.3000000000000007e+00
REGION,EGSOV1F01X,2066, 2.3500000000000005e+00
REGION,EGSOV1F01X,2067, 2.4000000000000004e+00
REGION,EGSOV1F01X,2068, 2.45
REGION,EGSOV1F01X,2069, 2.5
REGION,EGSOV1F01X,2070, 2.55
REGION,EGSOV2F01X,2021, 0.1
REGION,EGSOV2F01X,2022, 0.15
REGION,EGSOV2F01X,2023, 0.15
REGION,EGSOV2F01X,2024, 0.15
REGION,EGSOV2F01X,2025, 0.15
REGION,EGSOV2F01X,2026, 0.15
REGION,EGSOV2F01X,2027, 0.15
REGION,EGSOV2F01X,2028, 0.15
REGION,EGSOV2F01X,2029, 0.15
REGION,EGSOV2F01X,2030, 0.15
REGION,EGSOV2F01X,2031, 3.2093237001711161e-01
REGION,EGSOV2F01X,2032, 0.65
REGION,EGSOV2F01X,2033, 7.0000000000000007e-01
REGION,EGSOV2F01X,2034, 7.5000000000000011e-01
REGION,EGSOV2F01X,2035, 8.0000000000000016e-01
REGION,EGSOV2F01X,2036, 0.85
REGION,EGSOV2F01X,2037, 0.9
REGION,EGSOV2F01X,2038, 9.5000000000000007e-01
REGION,EGSOV2F01X,2039, 1
REGION,EGSOV2F01X,2040, 1.05
REGION,EGSOV2F01X,2041, 1.1
REGION,EGSOV2F01X,2042, 1.15
REGION,EGSOV2F01X,2043, 1.2000000000000002e+00
REGION,EGSOV2F01X,2044, 1.25
REGION,EGSOV2F01X,2045, 1.3000000000000003e+00
REGION,EGSOV2F01X,2046, 1.35
REGION,EGSOV2F01X,2047, 1.4
REGION,EGSOV2F01X,2048, 1.4500000000000002e+00
REGION,EGSOV2F01X,2049, 1.5
REGION,EGSOV2F01X,2050, 1.5500000000000003e+00
REGION,EGSOV2F01X,2051, 1.6
REGION,EGSOV2F01X,2052, 1.65
REGION,EGSOV2F01X,2053, 1.6999999999999997e+00
REGION,EGSOV2F01X,2054, 1.75
REGION,EGSOV2F01X,2055, 1.7999999999999998e+00
REGION,EGSOV2F01X,2056, 1.85
REGION,EGSOV2F01X,2057, 1.9
REGION,EGSOV2F01X,2058, 1.9499999999999997e+00
REGION,EGSOV2F01X,2059, 2
REGION,EGSOV2F01X,2060, 2.05
REGION,EGSOV2F01X,2061, 2.0999999999999996e+00
REGION,EGSOV2F01X,2062, 2.15
REGION,EGSOV2F01X,2063, 2.2
REGION,EGSOV2F01X,2064, 2.25
REGION,EGSOV2F01X,2065, 2.3
REGION,EGSOV2F01X,2066, 2.35
REGION,EGSOV2F01X,2067, 2.4
REGION,EGSOV2F01X,2068, 2.45
REGION,EGSOV2F01X,2069, 2.5
REGION,EGSOV2F01X,2070, 2.55
REGION,EGSOC1P00X,2021, 0.4
REGION,EGSOC1P00X,2022, 0.6
REGION,EGSOC1P00X,2023, 0.6
REGION,EGSOC1P00X,2024, 0.6
REGION,EGSOC1P00X,2025, 0.6
REGION,EGSOC1P00X,2026, 0.6
REGION,EGSOC1P00X,2027, 0.6
REGION,EGSOC1P00X,2028, 0.6
REGION,EGSOC1P00X,2029, 0.6
REGION,EGSOC1P00X,2030, 0.6
REGION,EGSOC1P00X,2031, 0.6
REGION,EGSOC1P00X,2032, 0.6
REGION,EGSOC1P00X,2033, 0.6
REGION,EGSOC1P00X,2034, 0.6
REGION,EGSOC1P00X,2035, 0.6
REGION,EGSOC1P00X,2036, 0.6
REGION,EGSOC1P00X,2037, 0.6
REGION,EGSOC1P00X,2038, 0.6
REGION,EGSOC1P00X,2039, 0.6
REGION,EGSOC1P00X,2040, 0.6
REGION,EGSOC1P00X,2041, 0.6
REGION,EGSOC1P00X,2042, 0.6
REGION,EGSOC1P00X,2043, 0.6
REGION,EGSOC1P00X,2044, 0.6
REGION,EGSOC1P00X,2045, 0.6
REGION,EGSOC1P00X,2046, 1.9999999999999996e-01
REGION,EGSOC1P00X,2048, 1.5
REGION,EGSOC1P00X,2049, 2.4711016455374732e+00
REGION,EGSOC1P00X,2050, 3.9711016455374732e+00
REGION,EGSOC1P00X,2051, 3.9711016455374732e+00
REGION,EGSOC1P00X,2052, 3.9711016455374732e+00
REGION,EGSOC1P00X,2053, 4.3680930551698287e+00
REGION,EGSOC1P00X,2054, 5.3466486429336548e+00
REGION,EGSOC1P00X,2055, 5.3466486429336548e+00
REGION,EGSOC1P00X,2056, 5.3466486429336548e+00
REGION,EGSOC1P00X,2057, 5.6981256391950552e+00
REGION,EGSOC1P00X,2058, 6.5452570590236769e+00
REGION,EGSOC1P00X,2059, 7.4239848758828870e+00
REGION,EGSOC1P00X,2060, 8.2
REGION,EGSOC1P00X,2061, 8.4
REGION,EGSOC1P00X,2062, 8.6
REGION,EGSOC1P00X,2063, 8.8
REGION,EGSOC1P00X,2064, 9
REGION,EGSOC1P00X,2065, 9.2
REGION,EGSOC1P00X,2066, 9.4
REGION,EGSOC1P00X,2067, 9.6
REGION,EGSOC1P00X,2068, 9.8
REGION,EGSOC1P00X,2069, 10
REGION,EGSOC1P00X,2070, 10.2
REGION,EGSOC2P00X,2021, 0.4
REGION,EGSOC2P00X,2022, 5.9728053277143045e-01
REGION,EGSOC2P00X,2023, 5.9728053277143045e-01
REGION,EGSOC2P00X,2024, 5.9728053277143045e-01
REGION,EGSOC2P00X,2025, 5.9728053277143045e-01
REGION,EGSOC2P00X,2026, 5.9728053277143045e-01
REGION,EGSOC2P00X,2027, 5.9728053277143045e-01
REGION,EGSOC2P00X,2028, 5.9728053277143045e-01
REGION,EGSOC2P00X,2029, 5.9728053277143045e-01
REGION,EGSOC2P00X,2030, 5.9728053277143045e-01
REGION,EGSOC2P00X,2031, 5.9728053277143045e-01
REGION,EGSOC2P00X,2032, 5.9728053277143045e-01
REGION,EGSOC2P00X,2033, 5.9728053277143045e-01
REGION,EGSOC2P00X,2034, 5.9728053277143045e-01
REGION,EGSOC2P00X,2035, 5.9728053277143045e-01
REGION,EGSOC2P00X,2036, 5.9728053277143045e-01
REGION,EGSOC2P00X,2037, 5.9728053277143045e-01
REGION,EGSOC2P00X,2038, 5.9728053277143045e-01
REGION,EGSOC2P00X,2039, 5.9728053277143045e-01
REGION,EGSOC2P00X,2040, 5.9728053277143045e-01
REGION,EGSOC2P00X,2041, 5.9728053277143045e-01
REGION,EGSOC2P00X,2042, 5.9728053277143045e-01
REGION,EGSOC2P00X,2043, 5.9728053277143045e-01
REGION,EGSOC2P00X,2044, 5.9728053277143045e-01
REGION,EGSOC2P00X,2045, 5.9728053277143045e-01
REGION,EGSOC2P00X,2046, 1.9728053277143046e-01
REGION,EGSOC2P00X,2060, 1.0423040387492262e+00
REGION,EGSOC2P00X,2061, 2.0866373838793906e+00
REGION,EGSOC2P00X,2062, 3.2051116282603660e+00
REGION,EGSOC2P00X,2063, 4.3631503397848679e+00
REGION,EGSOC2P00X,2064, 5.6083440903112631e+00
REGION,EGSOC2P00X,2065, 6.9377375127328644e+00
REGION,EGSOC2P00X,2066, 8.7151650032941479e+00
REGION,EGSOC2P00X,2067, 9.6
REGION,EGSOC2P00X,2068, 9.8
REGION,EGSOC2P00X,2069, 10
REGION,EGSOC2P00X,2070, 10.2
REGION,EGELSDBP00,2015, 0.4
REGION,EGELSDBP00,2016, 0.4
REGION,EGELSDBP00,2017, 0.4
REGION,EGELSDBP00,2018, 0.4
REGION,EGELSDBP00,2019, 0.4
REGION,EGELSDBP00,2020, 0.4
REGION,EGELSDBP00,2021, 2
REGION,EGELSDBP00,2022, 2
REGION,EGELSDBP00,2023, 2
REGION,EGELSDBP00,2024, 2
REGION,EGELSDBP00,2025, 2
REGION,EGELSDBP00,2026, 2
REGION,EGELSDBP00,2027, 2
REGION,EGELSDBP00,2028, 2
REGION,EGELSDBP00,2029, 2
REGION,EGELSDBP00,2030, 2
REGION,EGELSDBP00,2031, 2
REGION,EGELSDBP00,2032, 2
REGION,EGELSDBP00,2033, 2
REGION,EGELSDBP00,2034, 2
REGION,EGELSDBP00,2035, 2
REGION,EGELSDBP00,2036, 2
REGION,EGELSDBP00,2037, 3.4440562795447414e+00
REGION,EGELSDBP00,2038, 4.7658388117171526e+00
REGION,EGELSDBP00,2039, 6
REGION,EGELSDBP00,2040, 6
REGION,EGELSDBP00,2041, 6
REGION,EGELSDBP00,2042, 6
REGION,EGELSDBP00,2043, 6
REGION,EGELSDBP00,2044, 6
REGION,EGELSDBP00,2045, 6
REGION,EGELSDBP00,2046, 6
REGION,EGELSDBP00,2047, 6
REGION,EGELSDBP00,2048, 6
REGION,EGELSDBP00,2049, 6
REGION,EGELSDBP00,2050, 6
REGION,EGELSDBP00,2051, 6
REGION,EGELSDBP00,2052, 6
REGION,EGELSDBP00,2053, 6
REGION,EGELSDBP00,2054, 6
REGION,EGELSDBP00,2055, 6
REGION,EGELSDBP00,2056, 6
REGION,EGELSDBP00,2057, 6
REGION,EGELSDBP00,2058, 6
REGION,EGELSDBP00,2059, 6
REGION,EGELSDBP00,2060, 6
REGION,EGELSDBP00,2061, 6
REGION,EGELSDBP00,2062, 6
REGION,EGELSDBP00,2063, 6
REGION,EGELSDBP00,2064, 6
REGION,EGELSDBP00,2065, 6
REGION,EGELSDBP00,2066, 6
REGION,EGELSDBP00,2067, 6
REGION,EGELSDBP00,2068, 6
REGION,EGELSDBP00,2069, 6
REGION,EGELSDBP00,2070, 6
REGION,EGELJOBP00,2015, 0.3
REGION,EGELJOBP00,2016, 0.3
REGION,EGELJOBP00,2017, 0.3
REGION,EGELJOBP00,2018, 0.3
REGION,EGELJOBP00,2019, 0.3
REGION,EGELJOBP00,2020, 0.3
REGION,EGELJOBP00,2021, 0.3
REGION,EGELJOBP00,2022, 0.3
REGION,EGELJOBP00,2023, 0.3
REGION,EGELJOBP00,2024, 0.3
REGION,EGELJOBP00,2025, 0.3
REGION,EGELJOBP00,2026, 0.3
REGION,EGELJOBP00,2027, 0.3
REGION,EGELJOBP00,2028, 0.3
REGION,EGELJOBP00,2029, 0.3
REGION,EGELJOBP00,2030, 0.3
REGION,EGELJOBP00,2031, 0.3
REGION,EGELJOBP00,2032, 0.3
REGION,EGELJOBP00,2033, 0.3
REGION,EGELJOBP00,2034, 0.3
REGION,EGELJOBP00,2035, 0.3
REGION,EGELJOBP00,2036, 0.3
REGION,EGELJOBP00,2037, 0.3
REGION,EGELJOBP00,2038, 0.3
REGION,EGELJOBP00,2039, 0.3
REGION,EGELJOBP00,2040, 0.3
REGION,EGELJOBP00,2041, 0.3
REGION,EGELJOBP00,2042, 0.3
REGION,EGELJOBP00,2043, 0.3
REGION,EGELJOBP00,2044, 0.3
REGION,EGELJOBP00,2045, 0.3
REGION,EGELJOBP00,2046, 0.3
REGION,EGELJOBP00,2047, 0.3
REGION,EGELJOBP00,2048, 0.3
REGION,EGELJOBP00,2049, 0.3
REGION,EGELJOBP00,2050, 0.3
REGION,EGELJOBP00,2051, 0.3
REGION,EGELJOBP00,2052, 0.3
REGION,EGELJOBP00,2053, 0.3
REGION,EGELJOBP00,2054, 0.3
REGION,EGELJOBP00,2055, 0.3
REGION,EGELJOBP00,2056, 0.3
REGION,EGELJOBP00,2057, 0.3
REGION,EGELJOBP00,2058, 0.3
REGION,EGELJOBP00,2059, 0.3
REGION,EGELJOBP00,2060, 0.3
REGION,EGELJOBP00,2061, 0.3
REGION,EGELJOBP00,2062, 0.3
REGION,EGELJOBP00,2063, 0.3
REGION,EGELJOBP00,2064, 0.3
REGION,EGELJOBP00,2065, 0.3
REGION,EGELJOBP00,2066, 0.3
REGION,EGELJOBP00,2067, 0.3
REGION,EGELJOBP00,2068, 0.3
REGION,EGELJOBP00,2069, 0.3
REGION,EGELJOBP00,2070, 0.3
REGION,EGELSABP00,2021, 3
REGION,EGELSABP00,2022, 3
REGION,EGELSABP00,2023, 3
REGION,EGELSABP00,2024, 3
REGION,EGELSABP00,2025, 3
REGION,EGELSABP00,2026, 3
REGION,EGELSABP00,2027, 3
REGION,EGELSABP00,2028, 3
REGION,EGELSABP00,2029, 3
REGION,EGELSABP00,2030, 3
REGION,EGELSABP00,2031, 3
REGION,EGELSABP00,2032, 3
REGION,EGELSABP00,2033, 3
REGION,EGELSABP00,2034, 3
REGION,EGELSABP00,2035, 3
REGION,EGELSABP00,2036, 3
REGION,EGELSABP00,2037, 3
REGION,EGELSABP00,2038, 3
REGION,EGELSABP00,2039, 3
REGION,EGELSABP00,2040, 3
REGION,EGELSABP00,2041, 3
REGION,EGELSABP00,2042, 3
REGION,EGELSABP00,2043, 3
REGION,EGELSABP00,2044, 3
REGION,EGELSABP00,2045, 3
REGION,EGELSABP00,2046, 3
REGION,EGELSABP00,2047, 3
REGION,EGELSABP00,2048, 3
REGION,EGELSABP00,2049, 3
REGION,EGELSABP00,2050, 3
REGION,EGELSABP00,2051, 3
REGION,EGELSABP00,2052, 3
REGION,EGELSABP00,2053, 3
REGION,EGELSABP00,2054, 3
REGION,EGELSABP00,2055, 3
REGION,EGELSABP00,2056, 3
REGION,EGELSABP00,2057, 3
REGION,EGELSABP00,2058, 3
REGION,EGELSABP00,2059, 3
REGION,EGELSABP00,2060, 3
REGION,EGELSABP00,2061, 3
REGION,EGELSABP00,2062, 3
REGION,EGELSABP00,2063, 3
REGION,EGELSABP00,2064, 3
REGION,EGELSABP00,2065, 3
REGION,EGELSABP00,2066, 3
REGION,EGELSABP00,2067, 3
REGION,EGELSABP00,2068, 3
REGION,EGELSABP00,2069, 3
REGION,EGELSABP00,2070, 3
REGION,LYELEGBP00,2015, 0.17
REGION,LYELEGBP00,2016, 0.17
REGION,LYELEGBP00,2017, 0.17
REGION,LYELEGBP00,2018, 0.17
REGION,LYELEGBP00,2019, 0.17
REGION,LYELEGBP00,2020, 0.17
REGION,LYELEGBP00,2021, 0.17
REGION,LYELEGBP00,2022, 0.17
REGION,LYELEGBP00,2023, 0.17
REGION,LYELEGBP00,2024, 0.17
REGION,LYELEGBP00,2025, 0.17
REGION,LYELEGBP00,2026, 0.17
REGION,LYELEGBP00,2027, 0.17
REGION,LYELEGBP00,2028, 0.17
REGION,LYELEGBP00,2029, 0.17
REGION,LYELEGBP00,2030, 0.17
REGION,LYELEGBP00,2031, 0.17
REGION,LYELEGBP00,2032, 0.17
REGION,LYELEGBP00,2033, 0.17
REGION,LYELEGBP00,2034, 0.17
REGION,LYELEGBP00,2035, 0.17
REGION,LYELEGBP00,2036, 0.17
REGION,LYELEGBP00,2037, 0.17
REGION,LYELEGBP00,2038, 0.17
REGION,LYELEGBP00,2039, 0.17
REGION,LYELEGBP00,2040, 0.17
REGION,LYELEGBP00,2041, 0.17
REGION,LYELEGBP00,2042, 0.17
REGION,LYELEGBP00,2043, 0.17
REGION,LYELEGBP00,2044, 0.17
REGION,LYELEGBP00,2045, 0.17
REGION,LYELEGBP00,2046, 0.17
REGION,LYELEGBP00,2047, 0.17
REGION,LYELEGBP00,2048, 0.17
REGION,LYELEGBP00,2049, 0.17
REGION,LYELEGBP00,2050, 0.17
REGION,LYELEGBP00,2051, 0.17
REGION,LYELEGBP00,2052, 0.17
REGION,LYELEGBP00,2053, 0.17
REGION,LYELEGBP00,2054, 0.17
REGION,LYELEGBP00,2055, 0.17
REGION,LYELEGBP00,2056, 0.17
REGION,LYELEGBP00,2057, 0.17
REGION,LYELEGBP00,2058, 0.17
REGION,LYELEGBP00,2059, 0.17
REGION,LYELEGBP00,2060, 0.17
REGION,LYELEGBP00,2061, 0.17
REGION,LYELEGBP00,2062, 0.17
REGION,LYELEGBP00,2063, 0.17
REGION,LYELEGBP00,2064, 0.17
REGION,LYELEGBP00,2065, 0.17
REGION,LYELEGBP00,2066, 0.17
REGION,LYELEGBP00,2067, 0.17
REGION,LYELEGBP00,2068, 0.17
REGION,LYELEGBP00,2069, 0.17
REGION,LYELEGBP00,2070, 0.17
REGION,EGNGTUBP00,2015, 394.10798998933
REGION,EGNGTUBP00,2016, 394.10798998933
REGION,EGNGTUBP00,2017, 394.10798998933
REGION,EGNGTUBP00,2018, 394.10798998933
REGION,EGNGTUBP00,2019, 788.21597997866
REGION,EGNGTUBP00,2020, 788.21597997866
REGION,EGNGTUBP00,2021, 788.21597997866
REGION,EGNGTUBP00,2022, 788.21597997866
REGION,EGNGTUBP00,2023, 788.21597997866
REGION,EGNGTUBP00,2024, 788.21597997866
REGION,EGNGTUBP00,2025, 788.21597997866
REGION,EGNGTUBP00,2026, 788.21597997866
REGION,EGNGTUBP00,2027, 788.21597997866
REGION,EGNGTUBP00,2028, 788.21597997866
REGION,EGNGTUBP00,2029, 788.21597997866
REGION,EGNGTUBP00,2030, 788.21597997866
REGION,EGNGTUBP00,2031, 788.21597997866
REGION,EGNGTUBP00,2032, 788.21597997866
REGION,EGNGTUBP00,2033, 788.21597997866
REGION,EGNGTUBP00,2034, 788.21597997866
REGION,EGNGTUBP00,2035, 788.21597997866
REGION,EGNGTUBP00,2036, 788.21597997866
REGION,EGNGTUBP00,2037, 788.21597997866
REGION,EGNGTUBP00,2038, 788.21597997866
REGION,EGNGTUBP00,2039, 788.21597997866
REGION,EGNGTUBP00,2040, 788.21597997866
REGION,EGNGTUBP00,2041, 788.21597997866
REGION,EGNGTUBP00,2042, 788.21597997866
REGION,EGNGTUBP00,2043, 788.21597997866
REGION,EGNGTUBP00,2044, 788.21597997866
REGION,EGNGTUBP00,2045, 788.21597997866
REGION,EGNGTUBP00,2046, 788.21597997866
REGION,EGNGTUBP00,2047, 788.21597997866
REGION,EGNGTUBP00,2048, 788.21597997866
REGION,EGNGTUBP00,2049, 788.21597997866
REGION,EGNGTUBP00,2050, 788.21597997866
REGION,EGNGTUBP00,2051, 788.21597997866
REGION,EGNGTUBP00,2052, 788.21597997866
REGION,EGNGTUBP00,2053, 788.21597997866
REGION,EGNGTUBP00,2054, 788.21597997866
REGION,EGNGTUBP00,2055, 788.21597997866
REGION,EGNGTUBP00,2056, 788.21597997866
REGION,EGNGTUBP00,2057, 788.21597997866
REGION,EGNGTUBP00,2058, 788.21597997866
REGION,EGNGTUBP00,2059, 788.21597997866
REGION,EGNGTUBP00,2060, 788.21597997866
REGION,EGNGTUBP00,2061, 788.21597997866
REGION,EGNGTUBP00,2062, 788.21597997866
REGION,EGNGTUBP00,2063, 788.21597997866
REGION,EGNGTUBP00,2064, 788.21597997866
REGION,EGNGTUBP00,2065, 788.21597997866
REGION,EGNGTUBP00,2066, 788.21597997866
REGION,EGNGTUBP00,2067, 788.21597997866
REGION,EGNGTUBP00,2068, 788.21597997866
REGION,EGNGTUBP00,2069, 788.21597997866
REGION,EGNGTUBP00,2070, 788.21597997866
REGION,ISNGEGBP00,2020, 229.577469896697
REGION,ISNGEGBP00,2021, 229.577469896697
REGION,ISNGEGBP00,2022, 229.577469896697
REGION,ISNGEGBP00,2023, 229.577469896697
REGION,ISNGEGBP00,2024, 229.577469896697
REGION,ISNGEGBP00,2025, 229.577469896697
REGION,ISNGEGBP00,2026, 229.577469896697
REGION,ISNGEGBP00,2027, 229.577469896697
REGION,ISNGEGBP00,2028, 229.577469896697
REGION,ISNGEGBP00,2029, 229.577469896697
REGION,ISNGEGBP00,2030, 229.577469896697
REGION,ISNGEGBP00,2031, 229.577469896697
REGION,ISNGEGBP00,2032, 229.577469896697
REGION,ISNGEGBP00,2033, 229.577469896697
REGION,ISNGEGBP00,2034, 229.577469896697
REGION,ISNGEGBP00,2035, 229.577469896697
REGION,ISNGEGBP00,2036, 229.577469896697
REGION,ISNGEGBP00,2037, 229.577469896697
REGION,ISNGEGBP00,2038, 229.577469896697
REGION,ISNGEGBP00,2039, 229.577469896697
REGION,ISNGEGBP00,2040, 229.577469896697
REGION,ISNGEGBP00,2041, 229.577469896697
REGION,ISNGEGBP00,2042, 229.577469896697
REGION,ISNGEGBP00,2043, 229.577469896697
REGION,ISNGEGBP00,2044, 229.577469896697
REGION,ISNGEGBP00,2045, 229.577469896697
REGION,ISNGEGBP00,2046, 229.577469896697
REGION,ISNGEGBP00,2047, 229.577469896697
REGION,ISNGEGBP00,2048, 229.577469896697
REGION,ISNGEGBP00,2049, 229.577469896697
REGION,ISNGEGBP00,2050, 229.577469896697
REGION,ISNGEGBP00,2051, 229.577469896697
REGION,ISNGEGBP00,2052, 229.577469896697
REGION,ISNGEGBP00,2053, 229.577469896697
REGION,ISNGEGBP00,2054, 229.577469896697
REGION,ISNGEGBP00,2055, 229.577469896697
REGION,ISNGEGBP00,2056, 229.577469896697
REGION,ISNGEGBP00,2057, 229.577469896697
REGION,ISNGEGBP00,2058, 229.577469896697
REGION,ISNGEGBP00,2059, 229.577469896697
REGION,ISNGEGBP00,2060, 229.577469896697
REGION,ISNGEGBP00,2061, 229.577469896697
REGION,ISNGEGBP00,2062, 229.577469896697
REGION,ISNGEGBP00,2063, 229.577469896697
REGION,ISNGEGBP00,2064, 229.577469896697
REGION,ISNGEGBP00,2065, 229.577469896697
REGION,ISNGEGBP00,2066, 229.577469896697
REGION,ISNGEGBP00,2067, 229.577469896697
REGION,ISNGEGBP00,2068, 229.577469896697
REGION,ISNGEGBP00,2069, 229.577469896697
REGION,ISNGEGBP00,2070, 229.577469896697
REGION,ETWA00000X,2015, 9.9686736965004138e+02
REGION,ETWA00000X,2016, 9.9818994697742983e+02
REGION,ETWA00000X,2017, 1.0099718994697744e+05
REGION,ETWA00000X,2018, 2.0099618994697745e+05
REGION,ETWA00000X,2019, 3.0099518994697742e+05
REGION,ETWA00000X,2020, 4.0099418994697742e+05
REGION,ETWA00000X,2021, 5.0099318994697742e+05
REGION,ETWA00000X,2022, 6.0099218994697742e+05
REGION,ETWA00000X,2023, 7.0099118994697742e+05
REGION,ETWA00000X,2024, 8.0099018994697742e+05
REGION,ETWA00000X,2025, 9.0098918994697742e+05
REGION,ETWA00000X,2026, 1.0009881899469774e+06
REGION,ETWA00000X,2027, 1.1009871899469774e+06
REGION,ETWA00000X,2028, 1.2009861899469774e+06
