,y,Backstop,Biofuel and Biomass production,Biomass,Biomass exports,Coal,Coal Production,Coal exports,Crude Oil production,Crude oil Refinery,Crude oil exports,Gas,Geothermal,HFO exports,Hydro,LFO exports,Natural gas extraction,Nuclear,Oil,Solar CSP,Solar FPV,Solar PV,Transmission & Distribution,Uranium extraction,Wind
43,2058.0,0.0,0.0,2.0,0.0,77.72999999999999,0.0,0.0,0.0,30.17,0.0,123.13000000000001,1.6799999999999997,0.0,28295.25,0.0,0.02,0.0,0.0,0.1,0.0,5.63,0.0,0.0,0.07
44,2059.0,0.0,0.0,2.0,0.0,82.39,0.0,0.0,0.0,30.7,0.0,124.72999999999999,1.69,0.0,28469.7,0.0,0.02,0.0,0.0,0.1,0.0,5.960000000000001,0.0,0.0,0.07
45,2060.0,0.0,0.0,2.0,0.0,87.10000000000001,0.0,0.0,0.0,31.23,0.0,126.62,1.81,0.0,28707.440000000002,0.0,0.02,0.0,0.0,0.14,0.0,6.199999999999999,0.0,0.0,0.07
46,2061.0,0.0,0.0,1.5,0.0,88.49,0.0,0.0,0.0,31.67,0.0,131.82000000000002,1.81,0.0,28597.32,0.0,0.01,0.0,0.0,0.36,0.0,6.390000000000001,0.0,0.0,0.07
47,2062.0,0.0,0.0,1.0,0.0,90.16,0.0,0.0,0.0,32.1,0.0,137.68,1.81,0.0,28728.760000000002,0.0,0.01,0.0,0.0,0.61,0.0,6.539999999999999,0.0,0.0,0.08
48,2063.0,0.0,0.0,0.5,0.0,91.89999999999999,0.0,0.0,0.0,32.55,0.0,143.94,1.81,0.0,28734.52,0.0,0.01,0.0,0.0,0.87,0.0,6.68,0.0,0.0,0.09
49,2064.0,0.0,0.0,0.0,0.0,93.46000000000001,0.0,0.0,0.0,32.99,0.0,150.17000000000002,1.81,0.0,28653.26,0.0,0.01,0.0,0.0,1.15,0.0,6.880000000000001,0.0,0.0,0.09
50,2065.0,0.0,0.0,0.0,0.0,94.57000000000001,0.0,0.0,0.0,33.45,0.0,154.10999999999999,1.8000000000000003,0.0,28361.18,0.0,0.01,0.0,0.0,1.86,0.0,7.1,0.0,0.0,0.09
51,2066.0,0.0,0.0,0.0,0.0,95.41999999999999,0.0,0.0,0.0,33.9,0.0,157.92,1.81,0.0,28193.71,0.0,0.01,0.0,0.0,2.56,0.0,7.35,0.0,0.0,0.09999999999999999
52,2067.0,0.0,0.0,0.0,0.0,96.55,0.0,0.0,0.0,34.36,0.0,161.5,1.7300000000000002,0.0,28072.73,0.0,0.01,0.0,0.0,3.27,0.0,7.67,0.0,0.0,0.09999999999999999
53,2068.0,0.0,0.0,0.0,0.0,98.02000000000001,0.0,0.0,0.0,34.83,0.0,168.11,1.76,0.0,28178.710000000003,0.0,0.01,0.0,0.0,3.46,0.0,7.869999999999999,0.0,0.0,0.11
54,2069.0,0.0,0.0,0.0,0.0,99.46,0.0,0.0,0.0,35.54,0.0,175.34,1.7900000000000003,0.0,27873.97,0.0,0.01,0.0,0.03,3.53,0.0,8.15,0.0,0.0,0.11
55,2070.0,0.0,0.0,0.0,0.0,101.15,0.0,0.0,0.0,36.06,0.0,180.25000000000003,1.8,0.0,28055.95,0.0,0.01,0.0,0.03,4.49,0.0,8.360000000000001,0.0,0.0,0.11
