r,t,y,NewCapacity
REGION,EGWINDP01X,2061, 1
REGION,EGWINDP01X,2062, 1
REGION,EGWINDP01X,2063, 1
REGION,EGWINDP01X,2064, 1
REGION,EGWINDP01X,2065, 1
REGION,EGWINDP01X,2066, 1
REGION,EGWINDP01X,2067, 1
REGION,EGWINDP01X,2068, 1
REGION,EGWINDP01X,2069, 1
REGION,EGWINDP01X,2070, 1
REGION,EGNULWP04N,2039, 0.5
REGION,EGNULWP04N,2040, 0.5
REGION,EGNULWP04N,2041, 0.5
REGION,EGNULWP04N,2042, 0.5
REGION,EGNULWP04N,2043, 0.5
REGION,EGNULWP04N,2046, 2.6645352591003757e-14
REGION,EGNULWP04N,2051, 0.5
REGION,EGNULWP04N,2052, 5.0000000000002442e-01
REGION,EGEL00T00X,2028, 1.3980823190540986e-02
REGION,EGEL00T00X,2029, 1.9344987287271614e-01
REGION,EGEL00T00X,2030, 3.8444166026075983e-02
REGION,EGEL00T00X,2031, 1.3073162810406340e+00
REGION,EGEL00T00X,2032, 1.3752858694629417e+00
REGION,EGEL00T00X,2033, 1.3722057219389521e+00
REGION,EGEL00T00X,2034, 1.36913591048047
REGION,EGEL00T00X,2035, 1.3660763888928125e+00
REGION,EGEL00T00X,2036, 1.3630271112390273e+00
REGION,EGEL00T00X,2037, 1.3599880318382647e+00
REGION,EGEL00T00X,2038, 1.3569591052639485e+00
REGION,EGEL00T00X,2039, 1.3539402863426120e+00
REGION,EGEL00T00X,2040, 1.3509315301503118e+00
REGION,EGEL00T00X,2041, 1.5977464214412445e+00
REGION,EGEL00T00X,2042, 1.5942037464494969e+00
REGION,EGEL00T00X,2043, 1.5906728411414013e+00
REGION,EGEL00T00X,2044, 1.5871536534397408e+00
REGION,EGEL00T00X,2045, 1.5836461315536794e+00
REGION,EGEL00T00X,2046, 1.5801502239785155e+00
REGION,EGEL00T00X,2047, 1.5766658794938440e+00
REGION,EGEL00T00X,2048, 1.5731930471597633e+00
REGION,EGEL00T00X,2049, 1.5697316763189020e+00
REGION,EGEL00T00X,2050, 1.5662817165907017e+00
REGION,EGEL00T00X,2051, 1.7241114027369944e+00
REGION,EGEL00T00X,2052, 1.7787056921617073e+00
REGION,EGEL00T00X,2053, 1.8349865533331584e+00
REGION,EGEL00T00X,2054, 1.8930062506320466e+00
REGION,EGEL00T00X,2055, 1.9528186694103213e+00
REGION,EGEL00T00X,2056, 2.0144793663179232e+00
REGION,EGEL00T00X,2057, 2.0780456211872567e+00
REGION,EGEL00T00X,2058, 2.14357649054297
REGION,EGEL00T00X,2059, 2.2111328627596762e+00
REGION,EGEL00T00X,2060, 2.2807775149475731e+00
REGION,EGEL00T00X,2061, 2.3525751715942169e+00
REGION,EGEL00T00X,2062, 2.4265925650392690e+00
REGION,EGEL00T00X,2063, 2.5028984978199311e+00
REGION,EGEL00T00X,2064, 2.5815639069598149e+00
REGION,EGEL00T00X,2065, 2.6626619302560632e+00
REGION,EGEL00T00X,2066, 2.7462679746209213e+00
REGION,EGEL00T00X,2067, 2.8324597865551269e+00
REGION,EGEL00T00X,2068, 2.9213175248081660e+00
REGION,EGEL00T00X,2069, 3.0129238352969319e+00
REGION,EGEL00T00X,2070, 3.1073639283535854e+00
REGION,EGEL00TDTX,2028, 1.3534313555683649e-02
REGION,EGEL00TDTX,2029, 1.8648567744930220e-01
REGION,EGEL00TDTX,2030, 3.7060176049137160e-02
REGION,EGEL00TDTX,2031, 1.2602528949231644e+00
REGION,EGEL00TDTX,2032, 1.3257755781622804e+00
REGION,EGEL00TDTX,2033, 1.3228063159491519e+00
REGION,EGEL00TDTX,2034, 1.3198470177031738e+00
REGION,EGEL00TDTX,2035, 1.3168976388926681e+00
REGION,EGEL00TDTX,2036, 1.3139581352344198e+00
REGION,EGEL00TDTX,2037, 1.3110284626920905e+00
REGION,EGEL00TDTX,2038, 1.3081085774744516e+00
REGION,EGEL00TDTX,2039, 1.3051984360342750e+00
REGION,EGEL00TDTX,2040, 1.3022979950648930e+00
REGION,EGEL00TDTX,2041, 1.5402275502693681e+00
REGION,EGEL00TDTX,2042, 1.5368124115773152e+00
REGION,EGEL00TDTX,2043, 1.5334086188603049e+00
REGION,EGEL00TDTX,2044, 1.5300161219159156e+00
REGION,EGEL00TDTX,2045, 1.5266348708177444e+00
REGION,EGEL00TDTX,2046, 1.5232648159152931e+00
REGION,EGEL00TDTX,2047, 1.5199059078320563e+00
REGION,EGEL00TDTX,2048, 1.5165580974620112e+00
REGION,EGEL00TDTX,2049, 1.5132213359714266e+00
REGION,EGEL00TDTX,2050, 1.5098955747934264e+00
REGION,EGEL00TDTX,2051, 1.6620433922384703e+00
REGION,EGEL00TDTX,2052, 1.7146722872438875e+00
REGION,EGEL00TDTX,2053, 1.7689270374131618e+00
REGION,EGEL00TDTX,2054, 1.8248580256093025e+00
REGION,EGEL00TDTX,2055, 1.8825171973115531e+00
REGION,EGEL00TDTX,2056, 1.9419581091304903e+00
REGION,EGEL00TDTX,2057, 2.0032359788245162e+00
REGION,EGEL00TDTX,2058, 2.0664077368834008e+00
REGION,EGEL00TDTX,2059, 2.1315320797003392e+00
REGION,EGEL00TDTX,2060, 2.1986695244094636e+00
REGION,EGEL00TDTX,2061, 2.2678824654168168e+00
REGION,EGEL00TDTX,2062, 2.3392352326978574e+00
REGION,EGEL00TDTX,2063, 2.4127941518984013e+00
REGION,EGEL00TDTX,2064, 2.4886276063092625e+00
REGION,EGEL00TDTX,2065, 2.5668061007668639e+00
REGION,EGEL00TDTX,2066, 2.6474023275345449e+00
REGION,EGEL00TDTX,2067, 2.7304912342391123e+00
REGION,EGEL00TDTX,2068, 2.8161500939151187e+00
REGION,EGEL00TDTX,2069, 2.9044585772261984e+00
REGION,EGEL00TDTX,2070, 2.9954988269328666e+00
REGION,EGSOU1P03X,2015, 0.01
REGION,EGSOU1P03X,2016, 0.03
REGION,EGSOU1P03X,2018, 0.05
REGION,EGSOU1P03X,2020, 0.10000875
REGION,EGSOU1P03X,2021, 0.25
REGION,EGSOU1P03X,2022, 0.25
REGION,EGSOU1P03X,2028, 0.25
REGION,EGSOU1P03X,2029, 0.25
REGION,EGSOU1P03X,2030, 0.25
REGION,EGSOU1P03X,2031, 0.5
REGION,EGSOU1P03X,2032, 0.5
REGION,EGSOU1P03X,2033, 0.5
REGION,EGSOU1P03X,2034, 0.5
REGION,EGSOU1P03X,2035, 0.5
REGION,EGSOU1P03X,2036, 0.5
REGION,EGSOU1P03X,2037, 0.5
REGION,EGSOU1P03X,2038, 0.5
REGION,EGSOU1P03X,2039, 0.5
REGION,EGSOU1P03X,2040, 0.5
REGION,EGSOU1P03X,2041, 0.75
REGION,EGSOU1P03X,2042, 0.75
REGION,EGSOU1P03X,2043, 0.75
REGION,EGSOU1P03X,2044, 0.75
REGION,EGSOU1P03X,2045, 0.75
REGION,EGSOU1P03X,2046, 0.75
REGION,EGSOU1P03X,2047, 0.75
REGION,EGSOU1P03X,2048, 0.75
REGION,EGSOU1P03X,2049, 0.75
REGION,EGSOU1P03X,2050, 0.75
REGION,EGSOU1P03X,2051, 0.75
REGION,EGSOU1P03X,2052, 0.75
REGION,EGSOU1P03X,2053, 0.75
REGION,EGSOU1P03X,2054, 0.75
REGION,EGSOU1P03X,2055, 0.75
REGION,EGSOU1P03X,2056, 0.75
REGION,EGSOU1P03X,2057, 0.75
REGION,EGSOU1P03X,2058, 0.75
REGION,EGSOU1P03X,2059, 0.75
REGION,EGSOU1P03X,2060, 0.75
REGION,EGSOU1P03X,2061, 1
REGION,EGSOU1P03X,2062, 1
REGION,EGSOU1P03X,2063, 1
REGION,EGSOU1P03X,2064, 1
REGION,EGSOU1P03X,2065, 1
REGION,EGSOU1P03X,2066, 1
REGION,EGSOU1P03X,2067, 1
REGION,EGSOU1P03X,2068, 1
REGION,EGSOU1P03X,2069, 1
REGION,EGSOU1P03X,2070, 1
REGION,EGSOV1F01X,2021, 0.1
REGION,EGSOV1F01X,2022, 5.0000000000000065e-02
REGION,EGSOV1F01X,2029, 0.150000000000002
REGION,EGSOV1F01X,2030, 0.25
REGION,EGSOV1F01X,2031, 5.0000000000000190e-02
REGION,EGSOV1F01X,2032, 5.0000000000001148e-02
REGION,EGSOV1F01X,2033, 5.0000000000000863e-02
REGION,EGSOV1F01X,2034, 5.0000000000000711e-02
REGION,EGSOV1F01X,2035, 5.0000000000001127e-02
REGION,EGSOV1F01X,2036, 5.0000000000001675e-02
REGION,EGSOV1F01X,2037, 5.0000000000001210e-02
REGION,EGSOV1F01X,2038, 5.0000000000001363e-02
REGION,EGSOV1F01X,2039, 4.9999999999989622e-02
REGION,EGSOV1F01X,2040, 5.0000000000000031e-02
REGION,EGSOV1F01X,2041, 1.5000000000000008e-01
REGION,EGSOV1F01X,2042, 9.9999999999999922e-02
REGION,EGSOV1F01X,2043, 5.0000000000000044e-02
REGION,EGSOV1F01X,2044, 4.9999999999999989e-02
REGION,EGSOV1F01X,2045, 5.0000000000000044e-02
REGION,EGSOV1F01X,2046, 5.0000000000020528e-02
REGION,EGSOV1F01X,2047, 5.0000000000002265e-02
REGION,EGSOV1F01X,2048, 4.9999999999998934e-02
REGION,EGSOV1F01X,2049, 2.0000000000000484e-01
REGION,EGSOV1F01X,2050, 3.0000000000000160e-01
REGION,EGSOV1F01X,2051, 1.0000000000000009e-01
REGION,EGSOV1F01X,2052, 1.0000000000000187e-01
REGION,EGSOV1F01X,2053, 9.9999999999999645e-02
REGION,EGSOV1F01X,2054, 1.0000000000000231e-01
REGION,EGSOV1F01X,2055, 1.0000000000000253e-01
REGION,EGSOV1F01X,2056, 1.0000000000000209e-01
REGION,EGSOV1F01X,2057, 1.0000000000000253e-01
REGION,EGSOV1F01X,2058, 1.0000000000000164e-01
REGION,EGSOV1F01X,2059, 9.9999999999990985e-02
REGION,EGSOV1F01X,2060, 1.0000000000000209e-01
REGION,EGSOV1F01X,2061, 1.9999999999999929e-01
REGION,EGSOV1F01X,2062, 1.5000000000000147e-01
REGION,EGSOV1F01X,2063, 9.9999999999998757e-02
REGION,EGSOV1F01X,2064, 9.9999999999998757e-02
REGION,EGSOV1F01X,2065, 1.0000000000000053e-01
REGION,EGSOV1F01X,2066, 1.0000000000002118e-01
REGION,EGSOV1F01X,2067, 1.0000000000000231e-01
REGION,EGSOV1F01X,2068, 9.9999999999998757e-02
REGION,EGSOV1F01X,2069, 2.5000000000000488e-01
REGION,EGSOV1F01X,2070, 3.5000000000000653e-01
REGION,EGSOV2F01X,2021, 1.0000000000000003e-01
REGION,EGSOV2F01X,2022, 5.0000000000000010e-02
REGION,EGSOV2F01X,2030, 0.25
REGION,EGSOV2F01X,2031, 2.0000000000000284e-01
REGION,EGSOV2F01X,2032, 5.0000000000001134e-02
REGION,EGSOV2F01X,2033, 5.0000000000001078e-02
REGION,EGSOV2F01X,2034, 5.0000000000001044e-02
REGION,EGSOV2F01X,2035, 5.0000000000000488e-02
REGION,EGSOV2F01X,2036, 5.0000000000000711e-02
REGION,EGSOV2F01X,2037, 5.0000000000002251e-02
REGION,EGSOV2F01X,2038, 5.0000000000000933e-02
REGION,EGSOV2F01X,2039, 5.0000000000000072e-02
REGION,EGSOV2F01X,2040, 5.0000000000001210e-02
REGION,EGSOV2F01X,2041, 1.5000000000000455e-01
REGION,EGSOV2F01X,2042, 1.0000000000001094e-01
REGION,EGSOV2F01X,2043, 0.0499999999999976
REGION,EGSOV2F01X,2044, 0.0499999999999976
REGION,EGSOV2F01X,2045, 4.9999999999997852e-02
REGION,EGSOV2F01X,2046, 4.9999999999998934e-02
REGION,EGSOV2F01X,2047, 4.9999999999998934e-02
REGION,EGSOV2F01X,2048, 0.0500000000000049
REGION,EGSOV2F01X,2049, 5.0000000000000488e-02
REGION,EGSOV2F01X,2050, 3.0000000000000249e-01
REGION,EGSOV2F01X,2051, 2.5000000000000266e-01
REGION,EGSOV2F01X,2052, 1.0000000000000187e-01
REGION,EGSOV2F01X,2053, 1.0000000000000053e-01
REGION,EGSOV2F01X,2054, 1.0000000000000209e-01
REGION,EGSOV2F01X,2055, 1.0000000000000187e-01
REGION,EGSOV2F01X,2056, 0.0999999999999992
REGION,EGSOV2F01X,2057, 1.0000000000000386e-01
REGION,EGSOV2F01X,2058, 9.9999999999998757e-02
REGION,EGSOV2F01X,2059, 1.0000000000000164e-01
REGION,EGSOV2F01X,2060, 1.0000000000000409e-01
REGION,EGSOV2F01X,2061, 2.0000000000000417e-01
REGION,EGSOV2F01X,2062, 1.5000000000001124e-01
REGION,EGSOV2F01X,2063, 1.0000000000000009e-01
REGION,EGSOV2F01X,2064, 1.0000000000000098e-01
REGION,EGSOV2F01X,2065, 9.9999999999992539e-02
REGION,EGSOV2F01X,2066, 9.9999999999996980e-02
REGION,EGSOV2F01X,2067, 9.9999999999999645e-02
REGION,EGSOV2F01X,2068, 1.0000000000000320e-01
REGION,EGSOV2F01X,2069, 1.0000000000000364e-01
REGION,EGSOV2F01X,2070, 3.5000000000000653e-01
REGION,EGSOC1P00X,2021, 0.4
REGION,EGSOC1P00X,2048, 6.1868984221537873e-02
REGION,EGSOC1P00X,2050, 9.7833303554279394e-01
REGION,EGSOC1P00X,2051, 1.5
REGION,EGSOC1P00X,2052, 1.5
REGION,EGSOC1P00X,2053, 1.5
REGION,EGSOC1P00X,2054, 1.4597979802357401e+00
REGION,EGSOC1P00X,2055, 2.0000000000000551e-01
REGION,EGSOC1P00X,2056, 1.9999999999999485e-01
REGION,EGSOC1P00X,2057, 1.9999999999992912e-01
REGION,EGSOC1P00X,2058, 1.9999999999999929e-01
REGION,EGSOC1P00X,2059, 1.9999999999999929e-01
REGION,EGSOC1P00X,2060, 2.0000000000000284e-01
REGION,EGSOC1P00X,2061, 1.9999999999999574e-01
REGION,EGSOC1P00X,2062, 0.200000000000097
REGION,EGSOC1P00X,2063, 1.9999999999998330e-01
REGION,EGSOC1P00X,2064, 1.9999999999998330e-01
REGION,EGSOC1P00X,2065, 2.0000000000001528e-01
REGION,EGSOC1P00X,2066, 1.9999999999999929e-01
REGION,EGSOC1P00X,2067, 2.0000000000003704e-01
REGION,EGSOC1P00X,2068, 1.9999999999998685e-01
REGION,EGSOC1P00X,2069, 1.9999999999989981e-01
REGION,EGSOC1P00X,2070, 2.0000000000000284e-01
REGION,EGSOC2P00X,2021, 0.4
REGION,EGSOC2P00X,2053, 2.9999999999999982e-01
REGION,EGSOC2P00X,2054, 1.5
REGION,EGSOC2P00X,2055, 1.5
REGION,EGSOC2P00X,2056, 1.5
REGION,EGSOC2P00X,2057, 1.5
REGION,EGSOC2P00X,2058, 1.5
REGION,EGSOC2P00X,2059, 2.0000000000008544e-01
REGION,EGSOC2P00X,2060, 2.0000000000000462e-01
REGION,EGSOC2P00X,2061, 2.0000000000000107e-01
REGION,EGSOC2P00X,2062, 2.0000000000000462e-01
REGION,EGSOC2P00X,2063, 2.0000000000000639e-01
REGION,EGSOC2P00X,2064, 1.9999999999999396e-01
REGION,EGSOC2P00X,2065, 2.0000000000001883e-01
REGION,EGSOC2P00X,2066, 2.0000000000000284e-01
REGION,EGSOC2P00X,2067, 1.9999999999999396e-01
REGION,EGSOC2P00X,2068, 2.0000000000000107e-01
REGION,EGSOC2P00X,2069, 1.9999999999998863e-01
REGION,EGSOC2P00X,2070, 1.9999999999999929e-01
REGION,EGELSDBP00,2021, 1.6
REGION,EGELSDBP00,2037, 6.2469508118059058e-01
REGION,EGELSDBP00,2038, 1.3568891991293983e+00
REGION,EGELSDBP00,2039, 8.7878369581727245e-01
REGION,EGELSDBP00,2040, 1.0522351171102067e+00
REGION,EGELSDBP00,2041, 8.7396906762531978e-02
REGION,ETCRUDPROX,2025, 2.6901088929844514e+02
REGION,ETCRUDPROX,2026, 8.0785266060546910e+00
REGION,ETCRUDPROX,2027, 8.3055628344793391e+00
REGION,ETCRUDPROX,2028, 8.5316528478145948e+00
REGION,ETCRUDPROX,2031, 6.6087599059820246e+00
REGION,ETCRUDPROX,2032, 6.4650207438413
REGION,ETCRUDPROX,2033, 5.1571810603771837e+00
REGION,ETCRUDPROX,2034, 1.5705789450095260e+00
REGION,ETCRUDPROX,2060, 2.1391514375321427e+02
REGION,ETCOSCP01N,2049, 2.4881280414440426e-01
REGION,ETCOSCP01N,2050, 1.6408179032690609e+00
REGION,ETNGCCP02N,2020, 2.4985508556544072e+00
REGION,ETNGGCP01N,2020, 7.5208031181471555e-02
REGION,ETNGGCP01N,2021, 1.3743105808246509e-01
REGION,ETHFGCP02N,2026, 7.9983362957786949e-03
REGION,ETHFGCP02N,2027, 5.2437585568355677e-04
REGION,ETHFGCP02N,2032, 1.3241700860166065e-03
REGION,ETHFGCP02N,2033, 9.7086197100564248e-04
REGION,ETHFGCP02N,2039, 1.7574239186046451e-04
REGION,ETHFGCP02N,2040, 5.9175190453896638e-03
REGION,ETHFGCP02N,2041, 2.3936519107624087e-03
REGION,ETHFGCP02N,2043, 0.0035727805843821
REGION,ETHFGCP02N,2044, 3.4897109073928310e-03
REGION,ETHFGCP02N,2045, 3.4075444760544881e-03
REGION,ETHFGCP02N,2046, 1.0282990314047124e-02
REGION,ETHFGCP02N,2047, 3.9312432853459162e-03
REGION,ETHFGCP02N,2048, 3.8377347889636784e-03
REGION,ETHFGCP02N,2049, 1.7658920825010607e-02
REGION,ETHFGCP02N,2050, 1.9638693539321073e-02
REGION,ETHFGCP02N,2057, 2.2950320570222387e-03
REGION,ETHYDMS03X,2017, 1.87
REGION,ETHYDMS03X,2023, 0.688
REGION,ETWINDP00X,2015, 0.151
REGION,ETWINDP00X,2064, 6.7749342954003908e-02
REGION,ETWINDP00X,2065, 4.3530956454078651e-01
REGION,ETWINDP00X,2066, 1.5928499917758820e-01
REGION,ETWINDP00X,2067, 5.0607779169120376e-02
REGION,ETWINDP00X,2070, 4.8487466860410677e-01
REGION,ETGOCVP02N,2020, 0.12
REGION,ETGOCVP02N,2021, 0.17
