Latitude (decimal degrees):	4.739
Longitude (decimal degrees):	31.598
Elevation (m):	455
Radiation database:	PVGIS-SARAH2


Slope: 8 deg. (optimum)
Azimuth: -12 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190102:0806,635.8,890.12,51.29,33.89,1.38,0.0
20190102:0906,697.78,983.0,59.67,35.39,2.21,0.0
20190102:1006,678.56,957.36,62.25,35.9,2.21,0.0
20190102:1106,639.02,895.94,57.6,36.0,2.14,0.0
20190102:1206,542.8,751.74,48.07,36.96,2.28,0.0
20190102:1306,449.51,614.88,36.2,37.04,2.62,0.0
20190102:1406,267.55,375.23,23.26,36.76,2.97,0.0
20190102:1506,77.15,137.83,9.79,35.83,3.1,0.0
20190102:1606,0.0,0.0,0.0,34.38,2.48,0.0
20190102:1706,0.0,0.0,0.0,32.92,2.55,0.0
20190102:1806,0.0,0.0,0.0,31.78,2.55,0.0
20190102:1906,0.0,0.0,0.0,30.92,2.28,0.0
20190102:2006,0.0,0.0,0.0,30.04,2.14,0.0
20190102:2106,0.0,0.0,0.0,29.3,2.07,0.0
20190102:2206,0.0,0.0,0.0,28.7,1.93,0.0
20190102:2306,0.0,0.0,0.0,28.17,1.86,0.0
20190103:0006,0.0,0.0,0.0,27.65,1.66,0.0
20190103:0106,0.0,0.0,0.0,26.85,1.38,0.0
20190103:0206,0.0,0.0,0.0,26.39,0.9,0.0
20190103:0306,0.0,0.0,0.0,27.17,0.41,0.0
20190103:0406,0.0,0.0,0.0,26.83,0.62,0.0
20190103:0506,157.48,226.59,13.82,25.86,0.97,0.0
20190103:0606,368.76,494.15,27.18,29.5,1.03,0.0
20190103:0706,533.82,714.19,39.9,31.48,2.34,0.0
20190103:0806,658.21,882.27,51.27,32.67,4.07,0.0
20190103:0906,715.4,976.32,59.71,33.35,3.66,0.0
20190103:1006,724.72,1002.56,62.35,34.96,3.45,0.0
20190103:1106,681.65,944.01,57.73,36.01,3.24,0.0
20190103:1206,592.54,812.08,48.2,36.31,3.1,0.0
20190103:1306,452.38,614.77,36.33,36.42,2.97,0.0
20190103:1406,193.53,272.53,23.38,36.25,2.97,0.0
20190103:1506,69.01,120.54,9.91,35.61,2.9,0.0
20190103:1606,0.0,0.0,0.0,34.28,2.07,0.0
20190103:1706,0.0,0.0,0.0,33.01,2.0,0.0
20190103:1806,0.0,0.0,0.0,31.97,2.07,0.0
20190103:1906,0.0,0.0,0.0,31.19,2.28,0.0
20190103:2006,0.0,0.0,0.0,30.53,2.07,0.0
20190103:2106,0.0,0.0,0.0,30.07,1.86,0.0
20190103:2206,0.0,0.0,0.0,29.54,1.59,0.0
20190103:2306,0.0,0.0,0.0,28.6,1.24,0.0
20190104:0006,0.0,0.0,0.0,28.19,0.97,0.0
20190104:0106,0.0,0.0,0.0,28.28,0.76,0.0
20190104:0206,0.0,0.0,0.0,28.39,0.34,0.0
20190104:0306,0.0,0.0,0.0,26.82,0.97,0.0
20190104:0406,0.0,0.0,0.0,26.54,1.52,0.0
20190104:0506,67.14,103.0,13.74,26.98,1.31,0.0
20190104:0606,203.26,274.94,27.12,29.17,1.66,0.0
20190104:0706,251.57,337.9,39.86,30.63,2.28,0.0
20190104:0806,626.84,856.56,51.27,31.89,2.0,0.0
20190104:0906,640.83,898.1,59.76,33.42,1.45,0.0
20190104:1006,687.59,993.51,62.46,34.55,0.83,0.0
20190104:1106,651.43,930.53,57.87,35.47,1.1,0.0
20190104:1206,543.83,758.38,48.35,35.67,1.31,0.0
20190104:1306,131.42,190.37,36.47,35.83,1.17,0.0
20190104:1406,199.38,281.42,23.51,35.69,1.45,0.0
20190104:1506,23.31,45.83,10.02,35.16,1.72,0.0
20190104:1606,0.0,0.0,0.0,34.12,1.79,0.0
20190104:1706,0.0,0.0,0.0,33.11,1.38,0.0
20190104:1806,0.0,0.0,0.0,32.13,1.38,0.0
20190104:1906,0.0,0.0,0.0,32.13,0.14,0.0
20190104:2006,0.0,0.0,0.0,31.4,0.34,0.0
20190104:2106,0.0,0.0,0.0,30.1,0.76,0.0
20190104:2206,0.0,0.0,0.0,28.99,1.03,0.0
20190104:2306,0.0,0.0,0.0,28.16,1.1,0.0
20190105:0006,0.0,0.0,0.0,27.97,0.62,0.0
20190105:0106,0.0,0.0,0.0,27.61,0.69,0.0
20190105:0206,0.0,0.0,0.0,26.88,1.24,0.0
20190105:0306,0.0,0.0,0.0,26.4,1.24,0.0
20190105:0406,0.0,0.0,0.0,25.99,1.03,0.0
20190105:0506,112.96,165.15,13.67,26.63,0.48,0.0
20190105:0606,357.22,480.75,27.06,28.77,0.34,0.0
20190105:0706,528.31,710.21,39.82,31.12,1.79,0.0
20190105:0806,632.59,874.65,51.26,32.96,1.72,0.0
20190105:0906,681.57,973.45,59.81,34.44,1.17,0.0
20190105:1006,695.24,996.21,62.57,35.5,1.45,0.0
20190105:1106,642.59,900.81,58.02,36.7,2.41,0.0
20190105:1206,522.66,719.55,48.49,37.03,2.69,0.0
20190105:1306,436.23,595.8,36.6,36.71,2.55,0.0
20190105:1406,172.2,244.43,23.64,36.4,2.48,0.0
20190105:1506,81.95,145.15,10.14,36.16,2.48,0.0
20190105:1606,0.0,0.0,0.0,34.98,1.72,0.0
20190105:1706,0.0,0.0,0.0,33.67,1.93,0.0
20190105:1806,0.0,0.0,0.0,32.55,2.0,0.0
20190105:1906,0.0,0.0,0.0,31.5,2.34,0.0
20190105:2006,0.0,0.0,0.0,30.6,2.34,0.0
20190105:2106,0.0,0.0,0.0,29.75,2.14,0.0
20190105:2206,0.0,0.0,0.0,29.0,2.0,0.0
20190105:2306,0.0,0.0,0.0,28.25,1.79,0.0
20190106:0006,0.0,0.0,0.0,27.26,1.45,0.0
20190106:0106,0.0,0.0,0.0,26.86,0.83,0.0
20190106:0206,0.0,0.0,0.0,26.63,0.69,0.0
20190106:0306,0.0,0.0,0.0,25.07,1.17,0.0
20190106:0406,0.0,0.0,0.0,24.46,1.45,0.0
20190106:0506,150.22,215.55,13.59,24.9,1.1,0.0
20190106:0606,371.72,497.48,27.0,29.09,1.03,0.0
20190106:0706,528.05,719.25,39.79,32.57,1.45,0.0
20190106:0806,635.72,890.27,51.27,34.61,1.59,0.0
20190106:0906,684.46,986.2,59.87,36.29,1.31,0.0
20190106:1006,694.39,1014.41,62.7,37.52,1.17,0.0
20190106:1106,659.31,963.39,58.17,38.28,0.97,0.0
20190106:1206,574.05,825.91,48.64,38.67,0.83,0.0
20190106:1306,452.59,638.81,36.74,38.74,0.83,0.0
20190106:1406,279.81,401.04,23.76,38.41,0.76,0.0
20190106:1506,81.94,145.6,10.26,37.78,0.9,0.0
20190106:1606,0.0,0.0,0.0,36.58,1.31,0.0
20190106:1706,0.0,0.0,0.0,34.75,1.72,0.0
20190106:1806,0.0,0.0,0.0,33.38,1.86,0.0
20190106:1906,0.0,0.0,0.0,32.4,2.0,0.0
20190106:2006,0.0,0.0,0.0,31.02,1.72,0.0
20190106:2106,0.0,0.0,0.0,29.78,1.59,0.0
20190106:2206,0.0,0.0,0.0,29.02,2.21,0.0
20190106:2306,0.0,0.0,0.0,28.29,2.07,0.0
20190107:0006,0.0,0.0,0.0,27.86,1.72,0.0
20190107:0106,0.0,0.0,0.0,27.18,1.24,0.0
20190107:0206,0.0,0.0,0.0,26.79,1.52,0.0
20190107:0306,0.0,0.0,0.0,26.11,1.38,0.0
20190107:0406,0.0,0.0,0.0,25.36,1.17,0.0
20190107:0506,151.4,219.5,13.52,26.16,0.55,0.0
20190107:0606,289.79,389.23,26.95,29.06,0.62,0.0
20190107:0706,522.99,706.99,39.76,32.36,1.86,0.0
20190107:0806,622.13,850.16,51.27,34.02,2.83,0.0
20190107:0906,705.55,978.08,59.93,35.75,3.45,0.0
20190107:1006,708.95,989.53,62.83,36.86,3.52,0.0
20190107:1106,534.04,735.79,58.33,37.45,3.45,0.0
20190107:1206,562.14,773.29,48.79,37.59,3.31,0.0
20190107:1306,464.27,635.09,36.88,37.92,3.17,0.0
20190107:1406,225.71,317.55,23.89,37.62,3.03,0.0
20190107:1506,52.36,90.51,10.37,36.98,2.83,0.0
20190107:1606,0.0,0.0,0.0,35.44,2.0,0.0
20190107:1706,0.0,0.0,0.0,33.9,2.07,0.0
20190107:1806,0.0,0.0,0.0,32.54,2.0,0.0
20190107:1906,0.0,0.0,0.0,31.31,1.93,0.0
20190107:2006,0.0,0.0,0.0,30.22,1.72,0.0
20190107:2106,0.0,0.0,0.0,29.19,1.59,0.0
20190107:2206,0.0,0.0,0.0,28.06,1.52,0.0
20190107:2306,0.0,0.0,0.0,27.19,1.66,0.0
20190108:0006,0.0,0.0,0.0,26.76,1.93,0.0
20190108:0106,0.0,0.0,0.0,26.52,2.0,0.0
20190108:0206,0.0,0.0,0.0,26.09,2.0,0.0
20190108:0306,0.0,0.0,0.0,25.74,1.93,0.0
20190108:0406,0.0,0.0,0.0,25.19,1.66,0.0
20190108:0506,134.29,193.75,13.45,25.07,0.97,0.0
20190108:0606,334.66,446.67,26.9,28.56,0.97,0.0
20190108:0706,505.87,677.56,39.73,30.76,1.86,0.0
20190108:0806,629.31,862.42,51.29,32.53,2.14,0.0
20190108:0906,692.03,968.21,60.01,34.16,2.21,0.0
20190108:1006,709.59,1004.47,62.96,35.56,2.21,0.0
20190108:1106,671.4,949.11,58.49,36.54,2.14,0.0
20190108:1206,590.27,824.84,48.95,36.92,2.0,0.0
20190108:1306,460.42,635.47,37.02,37.24,1.93,0.0
20190108:1406,279.93,394.05,24.02,36.98,1.86,0.0
20190108:1506,79.86,138.12,10.49,36.34,1.66,0.0
20190108:1606,0.0,0.0,0.0,35.16,1.52,0.0
20190108:1706,0.0,0.0,0.0,33.43,2.0,0.0
20190108:1806,0.0,0.0,0.0,31.99,2.21,0.0
20190108:1906,0.0,0.0,0.0,30.73,2.21,0.0
20190108:2006,0.0,0.0,0.0,29.79,2.14,0.0
20190108:2106,0.0,0.0,0.0,29.01,2.07,0.0
20190108:2206,0.0,0.0,0.0,28.21,1.79,0.0
20190108:2306,0.0,0.0,0.0,26.91,1.38,0.0
20190109:0006,0.0,0.0,0.0,27.13,0.83,0.0
20190109:0106,0.0,0.0,0.0,27.33,0.34,0.0
20190109:0206,0.0,0.0,0.0,26.67,0.55,0.0
20190109:0306,0.0,0.0,0.0,25.67,0.9,0.0
20190109:0406,0.0,0.0,0.0,24.69,0.97,0.0
20190109:0506,140.04,202.03,13.39,24.8,0.69,0.0
20190109:0606,344.68,462.31,26.85,28.27,0.41,0.0
20190109:0706,513.72,701.34,39.71,30.88,0.69,0.0
20190109:0806,625.83,870.58,51.31,32.92,1.38,0.0
20190109:0906,692.01,977.2,60.09,34.67,1.86,0.0
20190109:1006,711.95,1014.28,63.11,35.93,2.0,0.0
20190109:1106,672.91,958.78,58.65,36.76,1.79,0.0
20190109:1206,586.33,828.92,49.1,37.2,1.38,0.0
20190109:1306,455.72,635.12,37.17,37.12,1.1,0.0
20190109:1406,282.1,399.39,24.15,36.92,1.03,0.0
20190109:1506,83.76,145.19,10.6,36.34,1.24,0.0
20190109:1606,0.0,0.0,0.0,35.25,1.31,0.0
20190109:1706,0.0,0.0,0.0,33.73,1.72,0.0
20190109:1806,0.0,0.0,0.0,32.32,1.79,0.0
20190109:1906,0.0,0.0,0.0,31.22,2.0,0.0
20190109:2006,0.0,0.0,0.0,29.87,1.59,0.0
20190109:2106,0.0,0.0,0.0,28.77,1.1,0.0
20190109:2206,0.0,0.0,0.0,27.83,1.1,0.0
20190109:2306,0.0,0.0,0.0,26.13,1.45,0.0
20190110:0006,0.0,0.0,0.0,25.32,1.45,0.0
20190110:0106,0.0,0.0,0.0,24.5,1.72,0.0
20190110:0206,0.0,0.0,0.0,24.12,1.93,0.0
20190110:0306,0.0,0.0,0.0,23.7,1.52,0.0
20190110:0406,0.0,0.0,0.0,24.56,0.83,0.0
20190110:0506,153.87,222.8,13.32,24.97,0.48,0.0
20190110:0606,360.34,482.93,26.81,27.76,0.34,0.0
20190110:0706,519.14,712.42,39.7,30.46,0.34,0.0
20190110:0806,630.83,884.56,51.33,32.94,1.03,0.0
20190110:0906,689.4,988.3,60.17,34.98,1.24,0.0
20190110:1006,690.27,1018.48,63.26,36.29,0.55,0.0
20190110:1106,647.36,963.94,58.83,37.23,0.07,0.0
20190110:1206,570.21,828.55,49.27,37.76,0.21,0.0
20190110:1306,453.54,640.19,37.31,37.87,0.55,0.0
20190110:1406,284.54,404.74,24.28,37.51,0.83,0.0
20190110:1506,86.0,149.84,10.72,36.83,0.76,0.0
20190110:1606,0.0,0.0,0.0,35.75,0.97,0.0
20190110:1706,0.0,0.0,0.0,34.25,1.79,0.0
20190110:1806,0.0,0.0,0.0,33.02,1.86,0.0
20190110:1906,0.0,0.0,0.0,32.12,2.0,0.0
20190110:2006,0.0,0.0,0.0,30.88,2.21,0.0
20190110:2106,0.0,0.0,0.0,29.89,2.48,0.0
20190110:2206,0.0,0.0,0.0,29.14,2.55,0.0
20190110:2306,0.0,0.0,0.0,28.46,2.48,0.0
20190111:0006,0.0,0.0,0.0,27.86,2.21,0.0
20190111:0106,0.0,0.0,0.0,27.42,1.93,0.0
20190111:0206,0.0,0.0,0.0,27.05,1.59,0.0
20190111:0306,0.0,0.0,0.0,26.78,1.03,0.0
20190111:0406,0.0,0.0,0.0,27.7,0.34,0.0
20190111:0506,148.04,216.56,13.26,26.93,0.62,0.0
20190111:0606,358.1,482.81,26.77,29.1,0.41,0.0
20190111:0706,514.3,708.47,39.68,32.04,0.55,0.0
20190111:0806,623.84,880.62,51.36,34.55,1.1,0.0
20190111:0906,691.66,990.12,60.26,36.54,1.72,0.0
20190111:1006,707.48,1015.74,63.41,37.85,2.14,0.0
20190111:1106,671.38,961.22,59.0,38.77,2.14,0.0
20190111:1206,589.38,832.39,49.43,39.05,2.07,0.0
20190111:1306,457.05,636.25,37.46,38.44,1.72,0.0
20190111:1406,281.89,400.67,24.41,38.02,1.1,0.0
20190111:1506,87.66,153.01,10.83,37.34,0.28,0.0
20190111:1606,0.0,0.0,0.0,36.25,1.1,0.0
20190111:1706,0.0,0.0,0.0,34.62,1.45,0.0
20190111:1806,0.0,0.0,0.0,33.13,1.52,0.0
20190111:1906,0.0,0.0,0.0,31.88,1.93,0.0
20190111:2006,0.0,0.0,0.0,30.49,1.86,0.0
20190111:2106,0.0,0.0,0.0,28.91,1.52,0.0
20190111:2206,0.0,0.0,0.0,28.38,0.97,0.0
20190111:2306,0.0,0.0,0.0,28.07,0.76,0.0
20190112:0006,0.0,0.0,0.0,26.86,1.1,0.0
20190112:0106,0.0,0.0,0.0,25.5,1.24,0.0
20190112:0206,0.0,0.0,0.0,25.0,1.24,0.0
20190112:0306,0.0,0.0,0.0,24.32,1.31,0.0
20190112:0406,0.0,0.0,0.0,23.41,1.79,0.0
20190112:0506,156.58,224.95,13.21,23.77,1.38,0.0
20190112:0606,366.82,489.0,26.73,28.76,1.31,0.0
20190112:0706,534.37,721.41,39.67,32.21,2.0,0.0
20190112:0806,642.04,896.38,51.39,34.77,1.86,0.0
20190112:0906,693.13,996.25,60.36,36.62,1.59,0.0
20190112:1006,702.2,1028.4,63.58,37.86,1.24,0.0
20190112:1106,665.92,973.77,59.19,38.65,1.1,0.0
20190112:1206,586.19,839.39,49.6,39.14,1.31,0.0
20190112:1306,460.67,645.61,37.6,39.3,1.59,0.0
20190112:1406,289.49,411.34,24.54,39.08,1.79,0.0
20190112:1506,88.44,153.6,10.95,38.46,2.0,0.0
20190112:1606,0.0,0.0,0.0,36.84,1.86,0.0
20190112:1706,0.0,0.0,0.0,34.95,2.14,0.0
20190112:1806,0.0,0.0,0.0,33.42,2.34,0.0
20190112:1906,0.0,0.0,0.0,32.25,2.14,0.0
20190112:2006,0.0,0.0,0.0,31.09,2.14,0.0
20190112:2106,0.0,0.0,0.0,30.23,2.14,0.0
20190112:2206,0.0,0.0,0.0,29.52,2.07,0.0
20190112:2306,0.0,0.0,0.0,28.7,2.07,0.0
20190113:0006,0.0,0.0,0.0,27.71,2.14,0.0
20190113:0106,0.0,0.0,0.0,26.73,2.21,0.0
20190113:0206,0.0,0.0,0.0,25.79,2.14,0.0
20190113:0306,0.0,0.0,0.0,25.15,2.07,0.0
20190113:0406,0.0,0.0,0.0,24.49,2.07,0.0
20190113:0506,166.02,239.75,13.15,24.71,1.59,0.0
20190113:0606,373.12,498.96,26.7,28.85,1.1,0.0
20190113:0706,537.56,730.26,39.67,32.16,1.59,0.0
20190113:0806,639.13,903.36,51.43,34.71,1.24,0.0
20190113:0906,690.9,1003.12,60.46,36.58,1.17,0.0
20190113:1006,705.09,1042.89,63.75,37.99,0.97,0.0
20190113:1106,673.15,988.16,59.37,38.92,1.1,0.0
20190113:1206,594.24,851.67,49.77,39.45,1.45,0.0
20190113:1306,471.11,660.24,37.75,39.59,1.79,0.0
20190113:1406,294.12,417.3,24.67,39.29,2.07,0.0
20190113:1506,94.41,163.91,11.06,38.59,2.21,0.0
20190113:1606,0.0,0.0,0.0,36.96,1.86,0.0
20190113:1706,0.0,0.0,0.0,35.04,2.07,0.0
20190113:1806,0.0,0.0,0.0,33.43,2.21,0.0
20190113:1906,0.0,0.0,0.0,32.01,2.07,0.0
20190113:2006,0.0,0.0,0.0,30.83,1.93,0.0
20190113:2106,0.0,0.0,0.0,29.84,1.86,0.0
20190113:2206,0.0,0.0,0.0,28.77,1.72,0.0
20190113:2306,0.0,0.0,0.0,27.77,1.93,0.0
20190114:0006,0.0,0.0,0.0,27.19,2.14,0.0
20190114:0106,0.0,0.0,0.0,26.67,2.28,0.0
20190114:0206,0.0,0.0,0.0,26.18,2.21,0.0
20190114:0306,0.0,0.0,0.0,25.62,2.34,0.0
20190114:0406,0.0,0.0,0.0,25.1,2.41,0.0
20190114:0506,159.22,230.73,13.1,25.27,1.86,0.0
20190114:0606,323.66,430.46,26.67,28.83,1.59,0.0
20190114:0706,523.37,704.65,39.67,31.99,2.07,0.0
20190114:0806,642.77,893.15,51.48,34.73,2.14,0.0
20190114:0906,691.13,994.08,60.58,36.49,1.52,0.0
20190114:1006,704.78,1032.89,63.93,37.85,1.24,0.0
20190114:1106,658.86,968.22,59.56,38.73,0.9,0.0
20190114:1206,583.03,844.86,49.94,39.18,0.76,0.0
20190114:1306,442.66,624.44,37.9,39.31,1.03,0.0
20190114:1406,301.89,430.68,24.8,39.02,1.24,0.0
20190114:1506,94.11,163.65,11.17,38.38,1.17,0.0
20190114:1606,0.0,0.0,0.0,37.25,1.38,0.0
20190114:1706,0.0,0.0,0.0,35.18,1.86,0.0
20190114:1806,0.0,0.0,0.0,33.65,1.79,0.0
20190114:1906,0.0,0.0,0.0,32.96,1.86,0.0
20190114:2006,0.0,0.0,0.0,32.04,1.72,0.0
20190114:2106,0.0,0.0,0.0,31.08,1.59,0.0
20190114:2206,0.0,0.0,0.0,30.01,1.86,0.0
20190114:2306,0.0,0.0,0.0,29.48,1.93,0.0
20190115:0006,0.0,0.0,0.0,28.81,1.72,0.0
20190115:0106,0.0,0.0,0.0,29.06,0.55,0.0
20190115:0206,0.0,0.0,0.0,27.32,2.07,0.0
20190115:0306,0.0,0.0,0.0,26.91,2.83,0.0
20190115:0406,0.0,0.0,0.0,26.6,2.55,0.0
20190115:0506,137.83,201.44,13.05,26.89,2.14,0.0
20190115:0606,350.67,461.07,26.64,28.39,2.83,0.0
20190115:0706,528.11,699.13,39.67,30.58,2.9,0.0
20190115:0806,643.78,882.9,51.53,33.23,2.41,0.0
20190115:0906,687.15,982.92,60.69,35.24,1.38,0.0
20190115:1006,699.66,1022.83,64.11,36.13,0.9,0.0
20190115:1106,677.88,970.3,59.76,36.37,1.52,0.0
20190115:1206,598.96,841.39,50.11,36.63,1.66,0.0
20190115:1306,472.59,653.04,38.05,37.07,1.79,0.0
20190115:1406,295.88,414.44,24.92,36.93,2.07,0.0
20190115:1506,94.14,160.77,11.29,36.32,2.28,0.0
20190115:1606,0.0,0.0,0.0,35.08,1.72,0.0
20190115:1706,0.0,0.0,0.0,33.75,1.79,0.0
20190115:1806,0.0,0.0,0.0,32.64,1.86,0.0
20190115:1906,0.0,0.0,0.0,31.62,2.21,0.0
20190115:2006,0.0,0.0,0.0,30.69,2.21,0.0
20190115:2106,0.0,0.0,0.0,30.12,2.21,0.0
20190115:2206,0.0,0.0,0.0,29.4,2.28,0.0
20190115:2306,0.0,0.0,0.0,29.01,2.28,0.0
20190116:0006,0.0,0.0,0.0,28.56,2.07,0.0
20190116:0106,0.0,0.0,0.0,27.98,2.62,0.0
20190116:0206,0.0,0.0,0.0,27.34,2.55,0.0
20190116:0306,0.0,0.0,0.0,26.86,2.07,0.0
20190116:0406,0.0,0.0,0.0,26.51,2.14,0.0
20190116:0506,139.54,204.18,13.0,26.78,2.34,0.0
20190116:0606,345.29,454.87,26.62,29.25,3.24,0.0
20190116:0706,514.69,683.37,39.68,31.21,2.83,0.0
20190116:0806,620.86,860.64,51.58,32.99,1.52,0.0
20190116:0906,649.15,941.81,60.81,34.57,0.41,0.0
20190116:1006,696.61,998.23,64.3,36.15,1.66,0.0
20190116:1106,653.84,919.31,59.96,36.63,2.34,0.0
20190116:1206,570.89,788.26,50.29,36.48,2.55,0.0
20190116:1306,450.82,615.09,38.2,36.69,2.69,0.0
20190116:1406,289.06,402.72,25.05,36.68,2.62,0.0
20190116:1506,91.12,154.14,11.4,36.23,2.41,0.0
20190116:1606,0.0,0.0,0.0,34.99,1.52,0.0
20190116:1706,0.0,0.0,0.0,33.85,1.45,0.0
20190116:1806,0.0,0.0,0.0,32.69,1.31,0.0
20190116:1906,0.0,0.0,0.0,31.69,0.83,0.0
20190116:2006,0.0,0.0,0.0,31.48,0.48,0.0
20190116:2106,0.0,0.0,0.0,29.27,1.17,0.0
20190116:2206,0.0,0.0,0.0,27.64,1.72,0.0
20190116:2306,0.0,0.0,0.0,26.63,1.72,0.0
20190117:0006,0.0,0.0,0.0,26.45,2.48,0.0
20190117:0106,0.0,0.0,0.0,26.15,2.97,0.0
20190117:0206,0.0,0.0,0.0,25.65,2.9,0.0
20190117:0306,0.0,0.0,0.0,25.24,2.9,0.0
20190117:0406,0.0,0.0,0.0,25.0,2.97,0.0
20190117:0506,97.42,143.47,12.96,25.43,2.62,0.0
20190117:0606,348.39,454.78,26.6,27.47,3.31,0.0
20190117:0706,524.16,689.04,39.7,29.56,3.03,0.0
20190117:0806,640.27,871.92,51.64,32.07,2.41,0.0
20190117:0906,684.83,978.81,60.94,34.07,1.1,0.0
20190117:1006,698.58,1013.15,64.5,34.89,0.9,0.0
20190117:1106,649.76,939.67,60.17,35.83,0.76,0.0
20190117:1206,577.66,825.1,50.47,36.66,0.69,0.0
20190117:1306,461.31,644.39,38.36,36.94,0.9,0.0
20190117:1406,289.76,407.76,25.18,36.83,1.24,0.0
20190117:1506,98.46,168.33,11.51,36.21,1.52,0.0
20190117:1606,0.0,0.0,0.0,35.32,1.45,0.0
20190117:1706,0.0,0.0,0.0,33.95,1.66,0.0
20190117:1806,0.0,0.0,0.0,32.68,1.93,0.0
20190117:1906,0.0,0.0,0.0,31.48,2.14,0.0
20190117:2006,0.0,0.0,0.0,30.49,2.21,0.0
20190117:2106,0.0,0.0,0.0,29.73,2.21,0.0
20190117:2206,0.0,0.0,0.0,29.1,2.14,0.0
20190117:2306,0.0,0.0,0.0,28.56,2.0,0.0
20190118:0006,0.0,0.0,0.0,27.89,1.79,0.0
20190118:0106,0.0,0.0,0.0,27.02,1.66,0.0
20190118:0206,0.0,0.0,0.0,26.52,1.86,0.0
20190118:0306,0.0,0.0,0.0,26.38,2.07,0.0
20190118:0406,0.0,0.0,0.0,25.65,1.86,0.0
20190118:0506,138.27,201.66,12.92,25.34,1.24,0.0
20190118:0606,348.0,464.49,26.58,28.88,1.24,0.0
20190118:0706,517.12,697.69,39.71,31.15,1.52,0.0
20190118:0806,608.02,840.21,51.7,33.05,1.66,0.0
20190118:0906,687.55,973.15,61.08,34.63,1.72,0.0
20190118:1006,701.0,1002.06,64.7,35.7,1.72,0.0
20190118:1106,678.59,968.43,60.38,36.75,1.79,0.0
20190118:1206,596.64,837.27,50.65,37.42,2.0,0.0
20190118:1306,473.68,654.5,38.51,37.79,2.14,0.0
20190118:1406,297.25,415.89,25.31,37.29,2.28,0.0
20190118:1506,95.8,161.35,11.62,36.5,2.28,0.0
20190118:1606,0.0,0.0,0.0,35.41,1.93,0.0
20190118:1706,0.0,0.0,0.0,33.8,2.07,0.0
20190118:1806,0.0,0.0,0.0,32.67,2.0,0.0
20190118:1906,0.0,0.0,0.0,31.99,1.86,0.0
20190118:2006,0.0,0.0,0.0,30.97,1.79,0.0
20190118:2106,0.0,0.0,0.0,29.66,1.45,0.0
20190118:2206,0.0,0.0,0.0,28.75,1.24,0.0
20190118:2306,0.0,0.0,0.0,27.62,1.45,0.0
20190119:0006,0.0,0.0,0.0,26.8,1.31,0.0
20190119:0106,0.0,0.0,0.0,26.44,1.1,0.0
20190119:0206,0.0,0.0,0.0,26.45,0.97,0.0
20190119:0306,0.0,0.0,0.0,26.22,1.17,0.0
20190119:0406,0.0,0.0,0.0,26.06,1.24,0.0
20190119:0506,138.38,204.76,12.89,27.41,0.41,0.0
20190119:0606,349.06,470.57,26.57,28.84,0.34,0.0
20190119:0706,515.3,706.72,39.73,31.42,0.62,0.0
