Latitude (decimal degrees):	9.560
Longitude (decimal degrees):	37.230
Elevation (m):	2228
Radiation database:	PVGIS-SARAH2


Slope: 15 deg. (optimum)
Azimuth: 5 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190103:0107,0.0,0.0,0.0,15.74,0.97,0.0
20190103:0207,0.0,0.0,0.0,15.5,0.97,0.0
20190103:0307,0.0,0.0,0.0,15.44,0.97,0.0
20190103:0407,16.18,39.69,3.49,15.62,0.83,0.0
20190103:0507,236.95,312.51,16.83,16.49,0.28,0.0
20190103:0607,449.64,575.79,29.62,19.31,0.62,0.0
20190103:0707,613.41,797.86,41.35,21.26,1.31,0.0
20190103:0807,727.94,966.93,51.06,22.91,1.79,0.0
20190103:0907,775.11,1045.8,56.88,24.22,1.93,0.0
20190103:1007,777.64,1054.3,56.69,25.24,2.0,0.0
20190103:1107,702.31,938.33,50.59,25.88,2.21,0.0
20190103:1207,557.05,727.48,40.73,26.09,2.41,0.0
20190103:1307,432.82,559.83,28.91,25.9,2.48,0.0
20190103:1407,19.31,38.44,16.09,25.35,2.28,0.0
20190103:1507,0.0,2.96,2.72,24.33,1.66,0.0
20190103:1607,0.0,0.0,0.0,22.82,1.17,0.0
20190103:1707,0.0,0.0,0.0,21.82,0.9,0.0
20190103:1807,0.0,0.0,0.0,21.23,0.76,0.0
20190103:1907,0.0,0.0,0.0,21.04,0.83,0.0
20190103:2007,0.0,0.0,0.0,20.48,0.9,0.0
20190103:2107,0.0,0.0,0.0,19.94,0.76,0.0
20190103:2207,0.0,0.0,0.0,19.36,0.69,0.0
20190103:2307,0.0,0.0,0.0,18.82,0.76,0.0
20190104:0007,0.0,0.0,0.0,18.26,0.83,0.0
20190104:0107,0.0,0.0,0.0,17.52,0.9,0.0
20190104:0207,0.0,0.0,0.0,16.94,0.83,0.0
20190104:0307,0.0,0.0,0.0,16.36,0.83,0.0
20190104:0407,22.86,56.11,3.41,15.76,0.76,0.0
20190104:0507,265.08,348.66,16.77,15.82,0.55,0.0
20190104:0607,484.12,611.75,29.57,18.23,1.45,0.0
20190104:0707,642.47,820.44,41.34,20.05,2.34,0.0
20190104:0807,756.67,982.15,51.08,21.79,3.1,0.0
20190104:0907,810.74,1068.3,56.95,23.26,3.31,0.0
20190104:1007,813.59,1077.99,56.82,24.37,3.38,0.0
20190104:1107,751.65,990.48,50.73,25.17,3.31,0.0
20190104:1207,643.98,838.04,40.87,25.59,3.17,0.0
20190104:1307,476.95,615.07,29.05,25.61,2.9,0.0
20190104:1407,255.91,343.62,16.21,25.19,2.41,0.0
20190104:1507,4.44,16.35,2.84,24.03,1.66,0.0
20190104:1607,0.0,0.0,0.0,22.34,1.31,0.0
20190104:1707,0.0,0.0,0.0,21.47,1.17,0.0
20190104:1807,0.0,0.0,0.0,19.24,1.66,0.0
20190104:1907,0.0,0.0,0.0,18.04,1.79,0.0
20190104:2007,0.0,0.0,0.0,17.82,1.52,0.0
20190104:2107,0.0,0.0,0.0,18.35,1.24,0.0
20190104:2207,0.0,0.0,0.0,18.03,1.03,0.0
20190104:2307,0.0,0.0,0.0,17.41,0.83,0.0
20190105:0007,0.0,0.0,0.0,16.77,0.76,0.0
20190105:0107,0.0,0.0,0.0,16.08,0.62,0.0
20190105:0207,0.0,0.0,0.0,15.46,0.48,0.0
20190105:0307,0.0,0.0,0.0,14.95,0.41,0.0
20190105:0407,24.57,60.33,3.34,14.5,0.28,0.0
20190105:0507,273.19,358.67,16.71,14.64,0.21,0.0
20190105:0607,494.75,626.37,29.53,17.06,0.97,0.0
20190105:0707,655.64,844.07,41.32,19.39,1.72,0.0
20190105:0807,764.0,1004.73,51.11,21.18,2.21,0.0
20190105:0907,818.71,1093.0,57.04,22.69,2.48,0.0
20190105:1007,820.54,1102.79,56.95,23.81,2.48,0.0
20190105:1107,764.28,1022.02,50.88,24.55,2.34,0.0
20190105:1207,653.82,860.47,41.01,24.93,2.21,0.0
20190105:1307,494.91,643.01,29.18,24.9,1.93,0.0
20190105:1407,273.68,367.5,16.34,24.45,1.52,0.0
20190105:1507,6.4,20.67,2.96,23.36,1.03,0.0
20190105:1607,0.0,0.0,0.0,21.78,1.03,0.0
20190105:1707,0.0,0.0,0.0,21.03,0.83,0.0
20190105:1807,0.0,0.0,0.0,20.59,0.48,0.0
20190105:1907,0.0,0.0,0.0,20.25,0.41,0.0
20190105:2007,0.0,0.0,0.0,19.48,0.69,0.0
20190105:2107,0.0,0.0,0.0,18.65,0.76,0.0
20190105:2207,0.0,0.0,0.0,17.96,0.76,0.0
20190105:2307,0.0,0.0,0.0,17.32,0.76,0.0
20190106:0007,0.0,0.0,0.0,16.75,0.62,0.0
20190106:0107,0.0,0.0,0.0,16.24,0.55,0.0
20190106:0207,0.0,0.0,0.0,15.83,0.41,0.0
20190106:0307,0.0,0.0,0.0,15.42,0.28,0.0
20190106:0407,19.2,48.0,3.27,14.98,0.28,0.0
20190106:0507,260.77,342.71,16.65,14.97,0.34,0.0
20190106:0607,474.48,600.74,29.49,17.35,0.9,0.0
20190106:0707,639.6,822.73,41.31,19.62,1.66,0.0
20190106:0807,742.47,975.14,51.14,21.52,2.14,0.0
20190106:0907,793.95,1062.31,57.13,23.07,2.21,0.0
20190106:1007,787.87,1066.68,57.08,24.28,1.93,0.0
20190106:1107,730.11,987.56,51.03,25.09,1.59,0.0
20190106:1207,619.86,826.36,41.16,25.51,1.31,0.0
20190106:1307,434.35,568.86,29.32,25.5,1.1,0.0
20190106:1407,234.67,317.62,16.47,25.08,0.83,0.0
20190106:1507,2.59,11.83,3.08,23.9,0.69,0.0
20190106:1607,0.0,0.0,0.0,22.62,0.62,0.0
20190106:1707,0.0,0.0,0.0,21.75,0.55,0.0
20190106:1807,0.0,0.0,0.0,21.0,0.83,0.0
20190106:1907,0.0,0.0,0.0,20.42,0.97,0.0
20190106:2007,0.0,0.0,0.0,18.72,1.1,0.0
20190106:2107,0.0,0.0,0.0,17.19,1.1,0.0
20190106:2207,0.0,0.0,0.0,16.31,1.1,0.0
20190106:2307,0.0,0.0,0.0,15.86,1.03,0.0
20190107:0007,0.0,0.0,0.0,15.61,1.03,0.0
20190107:0107,0.0,0.0,0.0,15.51,0.97,0.0
20190107:0207,0.0,0.0,0.0,15.31,1.03,0.0
20190107:0307,0.0,0.0,0.0,15.14,1.1,0.0
20190107:0407,15.24,39.89,3.2,14.88,1.1,0.0
20190107:0507,230.09,302.4,16.6,15.99,0.76,0.0
20190107:0607,457.78,587.37,29.46,18.8,0.41,0.0
20190107:0707,618.9,815.35,41.31,21.11,0.69,0.0
20190107:0807,730.84,979.08,51.19,22.89,1.45,0.0
20190107:0907,787.78,1066.21,57.22,24.23,1.93,0.0
20190107:1007,798.45,1084.23,57.22,25.24,2.14,0.0
20190107:1107,741.76,998.99,51.19,25.93,2.14,0.0
20190107:1207,640.41,846.71,41.31,26.25,2.21,0.0
20190107:1307,483.42,628.7,29.46,26.12,2.28,0.0
20190107:1407,268.51,360.4,16.6,25.46,2.28,0.0
20190107:1507,6.82,21.26,3.2,24.08,1.66,0.0
20190107:1607,0.0,0.0,0.0,22.06,1.24,0.0
20190107:1707,0.0,0.0,0.0,21.47,0.76,0.0
20190107:1807,0.0,0.0,0.0,20.77,0.55,0.0
20190107:1907,0.0,0.0,0.0,20.38,0.55,0.0
20190107:2007,0.0,0.0,0.0,19.8,0.76,0.0
20190107:2107,0.0,0.0,0.0,19.22,0.97,0.0
20190107:2207,0.0,0.0,0.0,18.02,1.03,0.0
20190107:2307,0.0,0.0,0.0,16.9,1.03,0.0
20190108:0007,0.0,0.0,0.0,15.99,1.03,0.0
20190108:0107,0.0,0.0,0.0,15.28,1.03,0.0
20190108:0207,0.0,0.0,0.0,14.8,0.97,0.0
20190108:0307,0.0,0.0,0.0,14.49,0.9,0.0
20190108:0407,20.45,52.99,3.13,14.42,0.83,0.0
20190108:0507,262.88,346.74,16.55,15.27,0.28,0.0
20190108:0607,476.63,612.64,29.43,18.49,0.34,0.0
20190108:0707,633.87,830.48,41.31,20.68,0.97,0.0
20190108:0807,748.48,1002.38,51.23,22.51,1.52,0.0
20190108:0907,799.66,1086.56,57.33,23.92,1.79,0.0
20190108:1007,804.75,1098.36,57.37,25.04,1.93,0.0
20190108:1107,753.73,1018.6,51.35,25.88,2.07,0.0
20190108:1207,646.94,854.88,41.47,26.27,2.34,0.0
20190108:1307,495.44,643.83,29.61,26.19,2.48,0.0
20190108:1407,277.61,372.12,16.73,25.47,2.34,0.0
20190108:1507,26.81,60.9,3.32,23.92,1.66,0.0
20190108:1607,0.0,0.0,0.0,21.82,1.17,0.0
20190108:1707,0.0,0.0,0.0,21.08,0.76,0.0
20190108:1807,0.0,0.0,0.0,20.43,0.62,0.0
20190108:1907,0.0,0.0,0.0,20.3,0.69,0.0
20190108:2007,0.0,0.0,0.0,19.71,0.76,0.0
20190108:2107,0.0,0.0,0.0,19.13,0.9,0.0
20190108:2207,0.0,0.0,0.0,18.38,0.97,0.0
20190108:2307,0.0,0.0,0.0,17.66,0.97,0.0
20190109:0007,0.0,0.0,0.0,17.01,0.9,0.0
20190109:0107,0.0,0.0,0.0,16.66,0.9,0.0
20190109:0207,0.0,0.0,0.0,16.3,1.03,0.0
20190109:0307,0.0,0.0,0.0,15.38,1.17,0.0
20190109:0407,19.32,50.76,3.07,14.36,1.17,0.0
20190109:0507,261.63,343.92,16.5,15.27,0.83,0.0
20190109:0607,475.5,610.78,29.41,18.14,0.28,0.0
20190109:0707,629.3,832.59,41.32,20.66,0.48,0.0
20190109:0807,730.98,988.08,51.28,22.36,0.97,0.0
20190109:0907,789.88,1084.58,57.44,23.69,1.24,0.0
20190109:1007,789.71,1091.19,57.53,24.7,1.24,0.0
20190109:1107,746.74,1023.99,51.52,25.45,1.24,0.0
20190109:1207,641.89,860.44,41.63,25.82,1.31,0.0
20190109:1307,479.49,628.37,29.75,25.77,1.45,0.0
20190109:1407,261.85,351.81,16.87,25.24,1.59,0.0
20190109:1507,19.7,46.4,3.44,23.83,1.24,0.0
20190109:1607,0.0,0.0,0.0,21.86,1.03,0.0
20190109:1707,0.0,0.0,0.0,21.37,0.69,0.0
20190109:1807,0.0,0.0,0.0,20.56,0.76,0.0
20190109:1907,0.0,0.0,0.0,20.17,0.9,0.0
20190109:2007,0.0,0.0,0.0,19.69,0.9,0.0
20190109:2107,0.0,0.0,0.0,19.17,0.83,0.0
20190109:2207,0.0,0.0,0.0,18.56,0.83,0.0
20190109:2307,0.0,0.0,0.0,17.88,0.9,0.0
20190110:0007,0.0,0.0,0.0,17.24,0.83,0.0
20190110:0107,0.0,0.0,0.0,16.65,0.83,0.0
20190110:0207,0.0,0.0,0.0,16.32,0.83,0.0
20190110:0307,0.0,0.0,0.0,16.09,0.83,0.0
20190110:0407,14.44,39.38,3.0,15.74,0.9,0.0
20190110:0507,257.77,340.25,16.46,15.73,0.62,0.0
20190110:0607,469.81,603.66,29.39,18.09,0.21,0.0
20190110:0707,622.4,820.4,41.33,20.48,0.55,0.0
20190110:0807,730.34,986.13,51.34,22.21,0.97,0.0
20190110:0907,783.88,1076.37,57.56,23.59,1.17,0.0
20190110:1007,784.02,1084.0,57.69,24.68,1.17,0.0
20190110:1107,735.17,1006.16,51.69,25.45,1.24,0.0
20190110:1207,637.98,855.1,41.79,25.9,1.31,0.0
20190110:1307,483.25,633.09,29.9,25.85,1.52,0.0
20190110:1407,264.62,355.45,17.0,25.33,1.59,0.0
20190110:1507,28.88,63.64,3.56,23.95,1.24,0.0
20190110:1607,0.0,0.0,0.0,21.86,1.03,0.0
20190110:1707,0.0,0.0,0.0,21.38,0.69,0.0
20190110:1807,0.0,0.0,0.0,20.72,0.48,0.0
20190110:1907,0.0,0.0,0.0,20.48,0.48,0.0
20190110:2007,0.0,0.0,0.0,19.84,0.62,0.0
20190110:2107,0.0,0.0,0.0,19.27,0.62,0.0
20190110:2207,0.0,0.0,0.0,18.66,0.62,0.0
20190110:2307,0.0,0.0,0.0,18.05,0.55,0.0
20190111:0007,0.0,0.0,0.0,17.53,0.55,0.0
20190111:0107,0.0,0.0,0.0,17.09,0.55,0.0
20190111:0207,0.0,0.0,0.0,16.69,0.55,0.0
20190111:0307,0.0,0.0,0.0,16.25,0.48,0.0
20190111:0407,14.4,39.52,2.95,15.8,0.41,0.0
20190111:0507,253.05,334.75,16.42,15.71,0.34,0.0
20190111:0607,474.85,603.96,29.37,17.89,0.83,0.0
20190111:0707,636.79,825.62,41.35,20.36,1.45,0.0
20190111:0807,747.47,988.25,51.41,22.19,2.07,0.0
20190111:0907,803.4,1078.4,57.68,23.66,2.34,0.0
20190111:1007,807.87,1092.27,57.86,24.76,2.34,0.0
20190111:1107,759.86,1020.89,51.86,25.53,2.34,0.0
20190111:1207,650.47,858.32,41.95,25.87,2.34,0.0
20190111:1307,493.0,640.89,30.05,25.73,2.21,0.0
20190111:1407,274.75,367.5,17.13,25.16,2.0,0.0
20190111:1507,35.59,76.05,3.68,23.95,1.38,0.0
20190111:1607,0.0,0.0,0.0,22.06,1.17,0.0
20190111:1707,0.0,0.0,0.0,21.07,1.1,0.0
20190111:1807,0.0,0.0,0.0,20.69,0.83,0.0
20190111:1907,0.0,0.0,0.0,20.47,0.97,0.0
20190111:2007,0.0,0.0,0.0,19.53,1.1,0.0
20190111:2107,0.0,0.0,0.0,18.65,1.17,0.0
20190111:2207,0.0,0.0,0.0,17.82,1.03,0.0
20190111:2307,0.0,0.0,0.0,17.16,0.97,0.0
20190112:0007,0.0,0.0,0.0,16.59,0.76,0.0
20190112:0107,0.0,0.0,0.0,15.99,0.69,0.0
20190112:0207,0.0,0.0,0.0,15.5,0.55,0.0
20190112:0307,0.0,0.0,0.0,15.03,0.62,0.0
20190112:0407,13.78,38.66,2.89,14.57,0.55,0.0
20190112:0507,254.21,334.75,16.38,14.67,0.41,0.0
20190112:0607,476.53,601.98,29.36,16.89,0.97,0.0
20190112:0707,639.89,823.6,41.37,19.8,1.72,0.0
20190112:0807,755.91,991.29,51.48,21.65,2.41,0.0
20190112:0907,807.9,1076.31,57.81,23.14,2.62,0.0
20190112:1007,814.23,1091.2,58.04,24.19,2.69,0.0
20190112:1107,760.75,1013.46,52.04,24.86,2.62,0.0
20190112:1207,649.29,852.89,42.12,25.23,2.41,0.0
20190112:1307,487.51,632.01,30.2,25.29,2.21,0.0
20190112:1407,273.33,365.25,17.27,25.01,1.93,0.0
20190112:1507,35.7,75.67,3.8,23.97,1.31,0.0
20190112:1607,0.0,0.0,0.0,22.13,1.17,0.0
20190112:1707,0.0,0.0,0.0,20.95,1.17,0.0
20190112:1807,0.0,0.0,0.0,19.12,1.45,0.0
20190112:1907,0.0,0.0,0.0,18.98,1.38,0.0
20190112:2007,0.0,0.0,0.0,18.73,1.31,0.0
20190112:2107,0.0,0.0,0.0,18.47,1.17,0.0
20190112:2207,0.0,0.0,0.0,17.8,1.03,0.0
20190112:2307,0.0,0.0,0.0,17.3,0.83,0.0
20190113:0007,0.0,0.0,0.0,16.86,0.62,0.0
20190113:0107,0.0,0.0,0.0,16.46,0.55,0.0
20190113:0207,0.0,0.0,0.0,15.94,0.55,0.0
20190113:0307,0.0,0.0,0.0,15.42,0.55,0.0
20190113:0407,10.65,31.1,2.84,14.85,0.55,0.0
20190113:0507,252.7,332.73,16.35,14.64,0.48,0.0
20190113:0607,474.85,603.69,29.35,17.36,0.69,0.0
20190113:0707,636.14,826.33,41.4,20.25,1.31,0.0
20190113:0807,748.89,994.99,51.56,22.08,1.79,0.0
20190113:0907,805.34,1088.34,57.95,23.53,2.0,0.0
20190113:1007,804.26,1097.07,58.22,24.58,1.86,0.0
20190113:1107,750.96,1020.44,52.23,25.28,1.66,0.0
20190113:1207,647.97,864.35,42.29,25.6,1.59,0.0
20190113:1307,492.76,646.09,30.35,25.49,1.38,0.0
20190113:1407,281.4,377.91,17.4,24.96,1.1,0.0
20190113:1507,37.42,78.15,3.92,23.83,0.83,0.0
20190113:1607,0.0,0.0,0.0,22.43,0.62,0.0
20190113:1707,0.0,0.0,0.0,21.63,0.34,0.0
20190113:1807,0.0,0.0,0.0,20.94,0.07,0.0
20190113:1907,0.0,0.0,0.0,20.38,0.14,0.0
20190113:2007,0.0,0.0,0.0,19.67,0.28,0.0
20190113:2107,0.0,0.0,0.0,19.17,0.28,0.0
20190113:2207,0.0,0.0,0.0,18.72,0.48,0.0
20190113:2307,0.0,0.0,0.0,18.16,0.69,0.0
20190114:0007,0.0,0.0,0.0,17.48,0.76,0.0
20190114:0107,0.0,0.0,0.0,16.94,0.69,0.0
20190114:0207,0.0,0.0,0.0,16.47,0.69,0.0
20190114:0307,0.0,0.0,0.0,16.03,0.69,0.0
20190114:0407,9.92,30.18,2.79,15.57,0.76,0.0
20190114:0507,246.44,325.51,16.32,15.53,0.62,0.0
20190114:0607,466.56,596.01,29.35,18.43,0.69,0.0
20190114:0707,624.53,822.6,41.43,21.05,0.76,0.0
20190114:0807,730.04,991.22,51.64,22.76,0.9,0.0
20190114:0907,781.05,1084.56,58.1,24.1,0.9,0.0
20190114:1007,784.39,1099.41,58.41,25.11,0.83,0.0
20190114:1107,735.48,1022.84,52.42,25.82,0.76,0.0
20190114:1207,638.27,867.95,42.46,26.21,0.76,0.0
20190114:1307,493.08,653.21,30.5,26.12,0.9,0.0
20190114:1407,279.39,376.25,17.54,25.6,1.03,0.0
20190114:1507,37.46,77.85,4.04,24.39,0.9,0.0
20190114:1607,0.0,0.0,0.0,22.8,0.76,0.0
20190114:1707,0.0,0.0,0.0,22.24,0.34,0.0
20190114:1807,0.0,0.0,0.0,21.54,0.21,0.0
20190114:1907,0.0,0.0,0.0,20.84,0.41,0.0
20190114:2007,0.0,0.0,0.0,20.07,0.55,0.0
20190114:2107,0.0,0.0,0.0,19.48,0.62,0.0
20190114:2207,0.0,0.0,0.0,18.94,0.69,0.0
20190114:2307,0.0,0.0,0.0,18.03,0.9,0.0
20190115:0007,0.0,0.0,0.0,16.82,1.03,0.0
20190115:0107,0.0,0.0,0.0,15.85,1.17,0.0
20190115:0207,0.0,0.0,0.0,15.02,1.24,0.0
20190115:0307,0.0,0.0,0.0,14.37,1.24,0.0
20190115:0407,7.11,22.51,2.74,13.91,1.1,0.0
20190115:0507,223.69,294.97,16.3,15.39,0.69,0.0
20190115:0607,444.25,571.46,29.35,19.41,0.41,0.0
20190115:0707,606.44,800.93,41.47,21.59,0.62,0.0
20190115:0807,718.52,973.67,51.73,23.2,0.97,0.0
20190115:0907,777.71,1072.06,58.25,24.43,1.17,0.0
20190115:1007,777.08,1075.41,58.6,25.34,1.24,0.0
20190115:1107,730.41,1000.66,52.61,26.0,1.31,0.0
20190115:1207,635.79,852.87,42.63,26.29,1.38,0.0
20190115:1307,479.45,629.86,30.65,26.31,1.45,0.0
20190115:1407,265.97,356.99,17.67,25.73,1.52,0.0
20190115:1507,35.4,73.33,4.16,24.55,1.03,0.0
20190115:1607,0.0,0.0,0.0,22.9,0.69,0.0
20190115:1707,0.0,0.0,0.0,22.35,0.21,0.0
20190115:1807,0.0,0.0,0.0,21.69,0.34,0.0
20190115:1907,0.0,0.0,0.0,21.23,0.55,0.0
20190115:2007,0.0,0.0,0.0,20.38,0.69,0.0
20190115:2107,0.0,0.0,0.0,19.62,0.76,0.0
20190115:2207,0.0,0.0,0.0,19.16,0.62,0.0
20190115:2307,0.0,0.0,0.0,18.94,0.55,0.0
20190116:0007,0.0,0.0,0.0,18.59,0.48,0.0
20190116:0107,0.0,0.0,0.0,18.09,0.55,0.0
20190116:0207,0.0,0.0,0.0,17.5,0.69,0.0
20190116:0307,0.0,0.0,0.0,17.0,0.76,0.0
20190116:0407,6.37,21.54,2.7,16.63,0.83,0.0
20190116:0507,215.88,286.86,16.28,16.64,0.55,0.0
20190116:0607,440.2,565.74,29.36,19.11,0.34,0.0
20190116:0707,598.36,790.18,41.51,21.28,0.48,0.0
20190116:0807,709.08,960.71,51.82,22.91,0.83,0.0
20190116:0907,760.14,1052.86,58.41,24.23,0.83,0.0
20190116:1007,765.4,1068.55,58.8,25.29,0.83,0.0
20190116:1107,718.91,994.83,52.81,25.69,0.76,0.0
20190116:1207,628.66,853.41,42.81,26.06,0.69,0.0
20190116:1307,474.57,626.04,30.81,25.78,0.9,0.0
20190116:1407,266.17,357.51,17.8,25.37,1.1,0.0
20190116:1507,35.69,73.26,4.27,24.34,0.97,0.0
20190116:1607,0.0,0.0,0.0,22.99,0.83,0.0
20190116:1707,0.0,0.0,0.0,22.63,0.69,0.0
20190116:1807,0.0,0.0,0.0,21.99,0.34,0.0
20190116:1907,0.0,0.0,0.0,21.61,0.14,0.0
20190116:2007,0.0,0.0,0.0,20.91,0.62,0.0
20190116:2107,0.0,0.0,0.0,20.13,0.83,0.0
20190116:2207,0.0,0.0,0.0,19.31,0.9,0.0
20190116:2307,0.0,0.0,0.0,18.77,0.83,0.0
20190117:0007,0.0,0.0,0.0,18.25,0.83,0.0
20190117:0107,0.0,0.0,0.0,17.44,0.9,0.0
20190117:0207,0.0,0.0,0.0,16.42,0.97,0.0
20190117:0307,0.0,0.0,0.0,15.64,1.03,0.0
20190117:0407,6.4,21.55,2.66,15.12,1.1,0.0
20190117:0507,218.12,289.39,16.26,16.4,0.69,0.0
20190117:0607,439.71,566.28,29.37,19.51,0.34,0.0
20190117:0707,596.3,791.58,41.56,21.69,0.34,0.0
20190117:0807,707.78,963.17,51.92,23.38,0.76,0.0
20190117:0907,763.03,1056.32,58.57,24.69,0.97,0.0
20190117:1007,770.44,1073.11,59.01,25.71,1.03,0.0
20190117:1107,729.05,1005.74,53.01,26.37,1.1,0.0
20190117:1207,633.23,852.77,42.99,26.6,1.24,0.0
20190117:1307,481.72,634.35,30.96,26.44,1.31,0.0
20190117:1407,275.01,369.77,17.94,25.78,1.17,0.0
20190117:1507,41.59,83.96,4.39,24.71,0.9,0.0
20190117:1607,0.0,0.0,0.0,23.42,0.34,0.0
20190117:1707,0.0,0.0,0.0,22.66,0.21,0.0
20190117:1807,0.0,0.0,0.0,21.88,0.69,0.0
20190117:1907,0.0,0.0,0.0,20.66,1.03,0.0
20190117:2007,0.0,0.0,0.0,19.03,1.17,0.0
20190117:2107,0.0,0.0,0.0,17.66,1.24,0.0
20190117:2207,0.0,0.0,0.0,16.96,1.17,0.0
20190117:2307,0.0,0.0,0.0,16.41,1.1,0.0
20190118:0007,0.0,0.0,0.0,15.97,1.03,0.0
20190118:0107,0.0,0.0,0.0,15.56,1.03,0.0
20190118:0207,0.0,0.0,0.0,15.14,1.1,0.0
20190118:0307,0.0,0.0,0.0,14.83,1.1,0.0
20190118:0407,3.55,14.42,2.63,14.56,1.1,0.0
20190118:0507,193.14,256.16,16.24,16.04,0.69,0.0
20190118:0607,424.62,546.57,29.38,19.05,0.14,0.0
20190118:0707,589.27,775.73,41.61,20.99,0.48,0.0
20190118:0807,698.3,946.16,52.03,22.65,0.69,0.0
20190118:0907,748.44,1037.1,58.74,24.05,0.69,0.0
20190118:1007,764.16,1067.34,59.22,25.08,0.76,0.0
20190118:1107,716.42,994.66,53.22,25.66,0.62,0.0
20190118:1207,619.58,843.64,43.17,25.97,0.48,0.0
20190118:1307,476.16,631.63,31.12,25.34,0.41,0.0
20190118:1407,271.25,365.77,18.07,25.21,0.41,0.0
20190118:1507,41.8,83.74,4.51,24.43,0.55,0.0
20190118:1607,0.0,0.0,0.0,23.27,0.14,0.0
20190118:1707,0.0,0.0,0.0,22.5,0.34,0.0
20190118:1807,0.0,0.0,0.0,21.32,0.76,0.0
20190118:1907,0.0,0.0,0.0,20.3,1.03,0.0
20190118:2007,0.0,0.0,0.0,19.46,1.03,0.0
20190118:2107,0.0,0.0,0.0,18.54,1.1,0.0
20190118:2207,0.0,0.0,0.0,17.57,1.1,0.0
20190118:2307,0.0,0.0,0.0,16.78,1.17,0.0
20190119:0007,0.0,0.0,0.0,15.75,1.31,0.0
20190119:0107,0.0,0.0,0.0,15.19,1.38,0.0
20190119:0207,0.0,0.0,0.0,14.94,1.31,0.0
20190119:0307,0.0,0.0,0.0,14.92,1.24,0.0
20190119:0407,3.53,14.41,2.59,15.11,1.1,0.0
20190119:0507,188.36,250.71,16.23,16.58,0.62,0.0
20190119:0607,420.48,542.96,29.4,19.73,0.14,0.0
