Latitude (decimal degrees):	10.140
Longitude (decimal degrees):	38.340
Elevation (m):	1414
Radiation database:	PVGIS-SARAH2


Slope: 14 deg. (optimum)
Azimuth: 11 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190104:1607,0.0,0.0,0.0,26.21,2.28,0.0
20190104:1707,0.0,0.0,0.0,23.4,2.14,0.0
20190104:1807,0.0,0.0,0.0,21.77,1.86,0.0
20190104:1907,0.0,0.0,0.0,21.89,1.66,0.0
20190104:2007,0.0,0.0,0.0,23.21,1.17,0.0
20190104:2107,0.0,0.0,0.0,22.04,0.9,0.0
20190104:2207,0.0,0.0,0.0,20.97,0.83,0.0
20190104:2307,0.0,0.0,0.0,20.05,0.76,0.0
20190105:0007,0.0,0.0,0.0,19.22,0.76,0.0
20190105:0107,0.0,0.0,0.0,18.44,0.76,0.0
20190105:0207,0.0,0.0,0.0,17.77,0.76,0.0
20190105:0307,0.0,0.0,0.0,17.13,0.69,0.0
20190105:0407,9.06,22.45,4.12,16.52,0.62,0.0
20190105:0507,264.29,352.93,17.43,17.2,0.55,0.0
20190105:0607,472.61,604.29,30.14,20.02,1.31,0.0
20190105:0707,630.68,824.95,41.75,22.73,1.66,0.0
20190105:0807,732.65,982.54,51.23,24.91,2.0,0.0
20190105:0907,785.79,1069.59,56.69,26.63,2.34,0.0
20190105:1007,781.37,1066.72,56.12,27.92,2.55,0.0
20190105:1107,722.4,980.52,49.77,28.79,2.48,0.0
20190105:1207,616.03,823.8,39.8,29.29,2.41,0.0
20190105:1307,456.5,603.26,27.94,29.37,2.28,0.0
20190105:1407,249.17,342.15,15.09,28.94,2.0,0.0
20190105:1507,0.0,0.0,0.0,27.76,1.24,0.0
20190105:1607,0.0,0.0,0.0,25.83,0.97,0.0
20190105:1707,0.0,0.0,0.0,24.19,1.24,0.0
20190105:1807,0.0,0.0,0.0,23.27,1.31,0.0
20190105:1907,0.0,0.0,0.0,23.06,1.31,0.0
20190105:2007,0.0,0.0,0.0,22.69,1.17,0.0
20190105:2107,0.0,0.0,0.0,21.76,1.1,0.0
20190105:2207,0.0,0.0,0.0,20.83,0.97,0.0
20190105:2307,0.0,0.0,0.0,19.93,0.9,0.0
20190106:0007,0.0,0.0,0.0,19.13,0.69,0.0
20190106:0107,0.0,0.0,0.0,18.18,0.55,0.0
20190106:0207,0.0,0.0,0.0,17.54,0.48,0.0
20190106:0307,0.0,0.0,0.0,16.95,0.41,0.0
20190106:0407,11.0,25.38,4.05,16.45,0.41,0.0
20190106:0507,245.93,328.69,17.37,17.21,0.41,0.0
20190106:0607,454.23,580.23,30.1,20.05,1.24,0.0
20190106:0707,609.47,794.63,41.74,22.66,1.59,0.0
20190106:0807,706.92,948.82,51.27,24.84,1.66,0.0
20190106:0907,754.26,1034.48,56.78,26.64,1.66,0.0
20190106:1007,748.22,1032.23,56.25,28.07,1.72,0.0
20190106:1107,700.33,960.6,49.92,29.04,1.72,0.0
20190106:1207,590.47,795.31,39.95,29.52,1.72,0.0
20190106:1307,443.79,589.68,28.08,29.48,1.66,0.0
20190106:1407,231.29,318.81,15.22,28.97,1.52,0.0
20190106:1507,0.0,0.0,0.0,27.92,0.97,0.0
20190106:1607,0.0,0.0,0.0,26.21,0.76,0.0
20190106:1707,0.0,0.0,0.0,25.38,0.69,0.0
20190106:1807,0.0,0.0,0.0,24.27,0.41,0.0
20190106:1907,0.0,0.0,0.0,23.32,0.28,0.0
20190106:2007,0.0,0.0,0.0,22.5,0.34,0.0
20190106:2107,0.0,0.0,0.0,21.71,0.41,0.0
20190106:2207,0.0,0.0,0.0,21.04,0.41,0.0
20190106:2307,0.0,0.0,0.0,20.39,0.34,0.0
20190107:0007,0.0,0.0,0.0,19.72,0.34,0.0
20190107:0107,0.0,0.0,0.0,19.45,0.28,0.0
20190107:0207,0.0,0.0,0.0,18.82,0.21,0.0
20190107:0307,0.0,0.0,0.0,18.25,0.21,0.0
20190107:0407,10.27,24.41,3.98,17.78,0.21,0.0
20190107:0507,209.37,281.04,17.32,18.67,0.21,0.0
20190107:0607,257.72,334.25,30.08,21.93,0.97,0.0
20190107:0707,350.17,456.85,41.75,24.65,1.17,0.0
20190107:0807,639.59,867.23,51.31,26.78,1.24,0.0
20190107:0907,733.32,1023.19,56.88,28.35,1.24,0.0
20190107:1007,743.88,1041.92,56.4,29.5,1.45,0.0
20190107:1107,708.18,983.52,50.08,30.28,1.59,0.0
20190107:1207,601.35,816.73,40.1,30.61,1.72,0.0
20190107:1307,448.42,598.06,28.22,30.5,1.86,0.0
20190107:1407,243.58,336.16,15.35,29.88,1.72,0.0
20190107:1507,0.0,0.0,0.0,28.75,0.97,0.0
20190107:1607,0.0,0.0,0.0,27.47,0.69,0.0
20190107:1707,0.0,0.0,0.0,26.27,0.76,0.0
20190107:1807,0.0,0.0,0.0,25.17,0.9,0.0
20190107:1907,0.0,0.0,0.0,24.34,1.17,0.0
20190107:2007,0.0,0.0,0.0,23.54,1.1,0.0
20190107:2107,0.0,0.0,0.0,22.77,1.03,0.0
20190107:2207,0.0,0.0,0.0,21.94,0.9,0.0
20190107:2307,0.0,0.0,0.0,21.05,0.76,0.0
20190108:0007,0.0,0.0,0.0,20.19,0.62,0.0
20190108:0107,0.0,0.0,0.0,19.03,0.48,0.0
20190108:0207,0.0,0.0,0.0,18.27,0.41,0.0
20190108:0307,0.0,0.0,0.0,17.53,0.28,0.0
20190108:0407,9.04,22.45,3.92,16.88,0.21,0.0
20190108:0507,252.21,338.74,17.27,17.57,0.28,0.0
20190108:0607,463.83,597.23,30.05,20.64,0.97,0.0
20190108:0707,616.7,812.9,41.75,23.48,1.31,0.0
20190108:0807,715.28,971.39,51.37,25.72,1.45,0.0
20190108:0907,767.81,1065.5,56.99,27.48,1.52,0.0
20190108:1007,761.28,1058.45,56.55,28.79,1.72,0.0
20190108:1107,712.26,980.82,50.24,29.66,1.86,0.0
20190108:1207,608.33,820.71,40.25,30.01,2.0,0.0
20190108:1307,453.69,602.35,28.36,29.85,2.0,0.0
20190108:1407,247.3,339.77,15.48,29.16,1.72,0.0
20190108:1507,0.0,0.0,0.0,27.97,0.9,0.0
20190108:1607,0.0,0.0,0.0,26.66,0.55,0.0
20190108:1707,0.0,0.0,0.0,25.36,0.62,0.0
20190108:1807,0.0,0.0,0.0,24.29,0.62,0.0
20190108:1907,0.0,0.0,0.0,23.71,0.83,0.0
20190108:2007,0.0,0.0,0.0,22.88,0.83,0.0
20190108:2107,0.0,0.0,0.0,22.18,0.76,0.0
20190108:2207,0.0,0.0,0.0,21.51,0.69,0.0
20190108:2307,0.0,0.0,0.0,20.77,0.69,0.0
20190109:0007,0.0,0.0,0.0,19.99,0.69,0.0
20190109:0107,0.0,0.0,0.0,19.32,0.55,0.0
20190109:0207,0.0,0.0,0.0,18.61,0.41,0.0
20190109:0307,0.0,0.0,0.0,17.94,0.28,0.0
20190109:0407,9.02,22.45,3.86,17.3,0.28,0.0
20190109:0507,254.2,342.21,17.23,18.0,0.34,0.0
20190109:0607,465.92,599.84,30.03,21.05,1.17,0.0
20190109:0707,624.04,822.46,41.76,23.86,1.52,0.0
20190109:0807,723.8,981.96,51.42,25.98,1.66,0.0
20190109:0907,774.84,1071.06,57.11,27.6,1.79,0.0
20190109:1007,769.52,1070.34,56.71,28.78,1.79,0.0
20190109:1107,719.3,992.98,50.41,29.55,1.79,0.0
20190109:1207,617.6,837.77,40.41,29.89,1.72,0.0
20190109:1307,459.42,611.96,28.5,29.78,1.72,0.0
20190109:1407,255.2,350.65,15.61,29.15,1.52,0.0
20190109:1507,0.0,0.0,0.0,28.05,0.9,0.0
20190109:1607,0.0,0.0,0.0,26.71,0.55,0.0
20190109:1707,0.0,0.0,0.0,25.44,0.62,0.0
20190109:1807,0.0,0.0,0.0,24.31,0.76,0.0
20190109:1907,0.0,0.0,0.0,23.46,1.03,0.0
20190109:2007,0.0,0.0,0.0,22.67,1.03,0.0
20190109:2107,0.0,0.0,0.0,21.96,1.03,0.0
20190109:2207,0.0,0.0,0.0,21.25,0.9,0.0
20190109:2307,0.0,0.0,0.0,20.47,0.76,0.0
20190110:0007,0.0,0.0,0.0,19.69,0.69,0.0
20190110:0107,0.0,0.0,0.0,18.88,0.62,0.0
20190110:0207,0.0,0.0,0.0,18.22,0.62,0.0
20190110:0307,0.0,0.0,0.0,17.61,0.48,0.0
20190110:0407,9.04,22.45,3.8,16.97,0.28,0.0
20190110:0507,246.42,331.45,17.19,17.59,0.28,0.0
20190110:0607,458.42,588.73,30.01,20.56,1.1,0.0
20190110:0707,616.48,809.2,41.78,23.18,1.45,0.0
20190110:0807,714.94,968.67,51.49,25.34,1.45,0.0
20190110:0907,763.44,1057.65,57.23,27.05,1.45,0.0
20190110:1007,757.01,1057.77,56.87,28.36,1.38,0.0
20190110:1107,706.7,981.27,50.58,29.19,1.31,0.0
20190110:1207,603.98,822.26,40.57,29.63,1.31,0.0
20190110:1307,452.09,603.92,28.65,29.55,1.31,0.0
20190110:1407,249.77,343.18,15.75,28.96,1.31,0.0
20190110:1507,0.0,0.0,0.0,27.9,0.76,0.0
20190110:1607,0.0,0.0,0.0,26.5,0.48,0.0
20190110:1707,0.0,0.0,0.0,25.24,0.48,0.0
20190110:1807,0.0,0.0,0.0,24.11,0.55,0.0
20190110:1907,0.0,0.0,0.0,23.32,0.62,0.0
20190110:2007,0.0,0.0,0.0,22.44,0.69,0.0
20190110:2107,0.0,0.0,0.0,21.7,0.76,0.0
20190110:2207,0.0,0.0,0.0,21.08,0.83,0.0
20190110:2307,0.0,0.0,0.0,20.45,0.9,0.0
20190111:0007,0.0,0.0,0.0,19.74,0.9,0.0
20190111:0107,0.0,0.0,0.0,19.07,0.83,0.0
20190111:0207,0.0,0.0,0.0,18.45,0.69,0.0
20190111:0307,0.0,0.0,0.0,17.86,0.55,0.0
20190111:0407,9.02,22.45,3.74,17.32,0.55,0.0
20190111:0507,240.15,322.25,17.15,17.81,0.62,0.0
20190111:0607,457.35,584.24,30.0,20.49,1.52,0.0
20190111:0707,616.37,803.52,41.8,23.15,1.86,0.0
20190111:0807,722.54,967.85,51.56,25.32,2.07,0.0
20190111:0907,775.92,1057.89,57.36,27.06,2.28,0.0
20190111:1007,773.51,1058.04,57.04,28.33,2.48,0.0
20190111:1107,723.35,982.56,50.75,29.16,2.55,0.0
20190111:1207,615.63,823.66,40.73,29.6,2.48,0.0
20190111:1307,455.79,601.82,28.8,29.61,2.41,0.0
20190111:1407,252.13,344.65,15.88,29.16,2.21,0.0
20190111:1507,1.11,8.79,2.43,28.06,1.52,0.0
20190111:1607,0.0,0.0,0.0,25.65,1.24,0.0
20190111:1707,0.0,0.0,0.0,23.91,1.45,0.0
20190111:1807,0.0,0.0,0.0,22.93,1.52,0.0
20190111:1907,0.0,0.0,0.0,22.79,1.52,0.0
20190111:2007,0.0,0.0,0.0,23.24,1.24,0.0
20190111:2107,0.0,0.0,0.0,22.13,1.1,0.0
20190111:2207,0.0,0.0,0.0,21.01,0.97,0.0
20190111:2307,0.0,0.0,0.0,20.0,0.83,0.0
20190112:0007,0.0,0.0,0.0,19.08,0.76,0.0
20190112:0107,0.0,0.0,0.0,18.28,0.62,0.0
20190112:0207,0.0,0.0,0.0,17.54,0.48,0.0
20190112:0307,0.0,0.0,0.0,16.85,0.41,0.0
20190112:0407,9.08,22.45,3.69,16.22,0.41,0.0
20190112:0507,240.46,322.23,17.12,16.93,0.41,0.0
20190112:0607,455.77,582.5,29.99,19.96,1.24,0.0
20190112:0707,614.83,802.75,41.83,22.66,1.59,0.0
20190112:0807,716.91,962.08,51.64,24.86,1.79,0.0
20190112:0907,774.58,1058.11,57.5,26.71,2.07,0.0
20190112:1007,773.45,1059.37,57.22,28.1,2.34,0.0
20190112:1107,723.97,983.88,50.93,29.02,2.48,0.0
20190112:1207,615.97,825.03,40.9,29.62,2.41,0.0
20190112:1307,459.75,608.05,28.95,29.78,2.34,0.0
20190112:1407,251.43,344.09,16.02,29.45,2.14,0.0
20190112:1507,1.1,8.79,2.55,28.33,1.45,0.0
20190112:1607,0.0,0.0,0.0,26.06,1.03,0.0
20190112:1707,0.0,0.0,0.0,24.91,1.17,0.0
20190112:1807,0.0,0.0,0.0,24.72,1.1,0.0
20190112:1907,0.0,0.0,0.0,23.65,0.97,0.0
20190112:2007,0.0,0.0,0.0,22.61,0.76,0.0
20190112:2107,0.0,0.0,0.0,21.57,0.69,0.0
20190112:2207,0.0,0.0,0.0,20.57,0.55,0.0
20190112:2307,0.0,0.0,0.0,19.58,0.55,0.0
20190113:0007,0.0,0.0,0.0,18.61,0.48,0.0
20190113:0107,0.0,0.0,0.0,18.07,0.41,0.0
20190113:0207,0.0,0.0,0.0,17.24,0.41,0.0
20190113:0307,0.0,0.0,0.0,16.43,0.41,0.0
20190113:0407,7.84,20.5,3.64,15.73,0.41,0.0
20190113:0507,238.98,320.78,17.09,16.91,0.34,0.0
20190113:0607,449.47,578.26,29.99,20.67,0.97,0.0
20190113:0707,605.21,798.49,41.86,23.98,1.31,0.0
20190113:0807,704.61,956.63,51.72,26.05,1.45,0.0
20190113:0907,759.15,1052.61,57.64,27.67,1.52,0.0
20190113:1007,758.0,1054.85,57.4,28.81,1.66,0.0
20190113:1107,709.16,979.28,51.12,29.52,1.66,0.0
20190113:1207,610.39,828.24,41.07,29.8,1.59,0.0
20190113:1307,454.19,606.66,29.1,29.72,1.38,0.0
20190113:1407,250.49,343.93,16.15,29.23,1.31,0.0
20190113:1507,1.98,10.74,2.67,28.19,0.97,0.0
20190113:1607,0.0,0.0,0.0,26.77,0.69,0.0
20190113:1707,0.0,0.0,0.0,25.57,0.34,0.0
20190113:1807,0.0,0.0,0.0,24.4,0.34,0.0
20190113:1907,0.0,0.0,0.0,23.23,0.34,0.0
20190113:2007,0.0,0.0,0.0,22.28,0.41,0.0
20190113:2107,0.0,0.0,0.0,21.54,0.41,0.0
20190113:2207,0.0,0.0,0.0,20.84,0.55,0.0
20190113:2307,0.0,0.0,0.0,20.1,0.55,0.0
20190114:0007,0.0,0.0,0.0,19.3,0.55,0.0
20190114:0107,0.0,0.0,0.0,18.42,0.41,0.0
20190114:0207,0.0,0.0,0.0,17.68,0.34,0.0
20190114:0307,0.0,0.0,0.0,17.03,0.28,0.0
20190114:0407,7.81,20.5,3.6,16.4,0.28,0.0
20190114:0507,240.38,323.67,17.07,17.31,0.21,0.0
20190114:0607,451.99,585.68,29.99,21.22,0.69,0.0
20190114:0707,608.83,809.03,41.9,24.16,1.03,0.0
20190114:0807,704.48,969.3,51.81,26.29,0.97,0.0
20190114:0907,757.03,1067.48,57.79,27.97,0.97,0.0
20190114:1007,753.34,1069.9,57.59,29.21,0.97,0.0
20190114:1107,706.29,994.66,51.31,30.02,0.97,0.0
20190114:1207,605.21,836.26,41.24,30.39,0.83,0.0
20190114:1307,458.03,618.69,29.25,30.26,0.83,0.0
20190114:1407,257.97,356.08,16.28,29.67,0.76,0.0
20190114:1507,1.97,10.74,2.79,28.72,0.48,0.0
20190114:1607,0.0,0.0,0.0,27.39,0.21,0.0
20190114:1707,0.0,0.0,0.0,26.05,0.21,0.0
20190114:1807,0.0,0.0,0.0,24.79,0.21,0.0
20190114:1907,0.0,0.0,0.0,23.59,0.14,0.0
20190114:2007,0.0,0.0,0.0,22.55,0.28,0.0
20190114:2107,0.0,0.0,0.0,21.69,0.28,0.0
20190114:2207,0.0,0.0,0.0,20.93,0.28,0.0
20190114:2307,0.0,0.0,0.0,20.19,0.28,0.0
20190115:0007,0.0,0.0,0.0,19.52,0.28,0.0
20190115:0107,0.0,0.0,0.0,19.07,0.28,0.0
20190115:0207,0.0,0.0,0.0,18.51,0.28,0.0
20190115:0307,0.0,0.0,0.0,17.96,0.28,0.0
20190115:0407,7.77,20.5,3.55,17.35,0.28,0.0
20190115:0507,230.94,312.36,17.04,18.27,0.21,0.0
20190115:0607,441.91,572.62,30.0,21.96,0.9,0.0
20190115:0707,598.33,796.45,41.94,25.05,1.1,0.0
20190115:0807,697.03,961.59,51.9,27.06,0.97,0.0
20190115:0907,744.81,1059.61,57.95,28.55,0.69,0.0
20190115:1007,737.41,1061.93,57.79,29.63,0.48,0.0
20190115:1107,696.37,994.15,51.5,30.37,0.48,0.0
20190115:1207,601.31,836.81,41.41,30.67,0.55,0.0
20190115:1307,457.09,619.44,29.4,30.54,0.69,0.0
20190115:1407,258.24,356.61,16.42,29.96,0.83,0.0
20190115:1507,2.44,11.72,2.91,28.97,0.55,0.0
20190115:1607,0.0,0.0,0.0,27.65,0.41,0.0
20190115:1707,0.0,0.0,0.0,26.35,0.21,0.0
20190115:1807,0.0,0.0,0.0,25.24,0.07,0.0
20190115:1907,0.0,0.0,0.0,24.17,0.14,0.0
20190115:2007,0.0,0.0,0.0,23.08,0.28,0.0
20190115:2107,0.0,0.0,0.0,22.35,0.41,0.0
20190115:2207,0.0,0.0,0.0,21.9,0.55,0.0
20190115:2307,0.0,0.0,0.0,21.42,0.55,0.0
20190116:0007,0.0,0.0,0.0,20.83,0.55,0.0
20190116:0107,0.0,0.0,0.0,20.07,0.48,0.0
20190116:0207,0.0,0.0,0.0,19.42,0.34,0.0
20190116:0307,0.0,0.0,0.0,18.78,0.28,0.0
20190116:0407,7.73,20.5,3.51,18.24,0.28,0.0
20190116:0507,227.0,308.24,17.03,18.96,0.28,0.0
20190116:0607,439.13,568.69,30.01,22.1,0.97,0.0
20190116:0707,597.45,792.5,41.99,24.75,1.17,0.0
20190116:0807,698.89,957.58,52.0,26.78,1.17,0.0
20190116:0907,746.05,1049.52,58.11,28.45,1.03,0.0
20190116:1007,740.83,1052.75,57.99,29.57,0.9,0.0
20190116:1107,692.75,979.38,51.7,30.32,0.76,0.0
20190116:1207,597.85,829.39,41.59,30.59,0.62,0.0
20190116:1307,450.24,609.37,29.56,30.5,0.69,0.0
20190116:1407,253.06,349.33,16.55,29.86,0.76,0.0
20190116:1507,2.92,12.69,3.03,28.84,0.48,0.0
20190116:1607,0.0,0.0,0.0,27.62,0.28,0.0
20190116:1707,0.0,0.0,0.0,26.43,0.41,0.0
20190116:1807,0.0,0.0,0.0,25.34,0.41,0.0
20190116:1907,0.0,0.0,0.0,24.34,0.21,0.0
20190116:2007,0.0,0.0,0.0,23.49,0.07,0.0
20190116:2107,0.0,0.0,0.0,22.71,0.21,0.0
20190116:2207,0.0,0.0,0.0,22.0,0.21,0.0
20190116:2307,0.0,0.0,0.0,21.39,0.28,0.0
20190117:0007,0.0,0.0,0.0,20.88,0.28,0.0
20190117:0107,0.0,0.0,0.0,20.53,0.28,0.0
20190117:0207,0.0,0.0,0.0,19.98,0.28,0.0
20190117:0307,0.0,0.0,0.0,19.41,0.28,0.0
20190117:0407,7.7,20.5,3.48,18.88,0.21,0.0
20190117:0507,223.45,305.03,17.01,19.82,0.21,0.0
20190117:0607,436.82,567.89,30.02,23.05,1.03,0.0
20190117:0707,590.98,786.67,42.04,25.78,1.24,0.0
20190117:0807,692.85,951.68,52.11,27.68,1.24,0.0
20190117:0907,747.94,1050.65,58.28,29.07,1.24,0.0
20190117:1007,745.72,1053.92,58.2,30.09,1.24,0.0
20190117:1107,699.22,981.65,51.9,30.75,1.17,0.0
20190117:1207,604.85,830.7,41.77,30.98,1.24,0.0
20190117:1307,453.91,610.73,29.71,30.85,1.24,0.0
20190117:1407,255.94,352.27,16.69,30.33,1.38,0.0
20190117:1507,3.41,13.67,3.15,29.28,1.1,0.0
20190117:1607,0.0,0.0,0.0,27.46,0.69,0.0
20190117:1707,0.0,0.0,0.0,26.77,0.48,0.0
20190117:1807,0.0,0.0,0.0,25.78,0.21,0.0
20190117:1907,0.0,0.0,0.0,24.82,0.34,0.0
20190117:2007,0.0,0.0,0.0,24.05,0.62,0.0
20190117:2107,0.0,0.0,0.0,23.33,0.83,0.0
20190117:2207,0.0,0.0,0.0,22.77,0.97,0.0
20190117:2307,0.0,0.0,0.0,22.13,0.97,0.0
20190118:0007,0.0,0.0,0.0,21.38,0.9,0.0
20190118:0107,0.0,0.0,0.0,20.43,0.83,0.0
20190118:0207,0.0,0.0,0.0,19.72,0.69,0.0
20190118:0307,0.0,0.0,0.0,19.09,0.62,0.0
20190118:0407,7.11,19.53,3.45,18.55,0.55,0.0
20190118:0507,213.94,290.43,17.0,19.33,0.48,0.0
20190118:0607,429.92,554.53,30.04,22.08,1.24,0.0
20190118:0707,591.75,779.69,42.1,24.32,1.38,0.0
20190118:0807,693.89,943.46,52.22,26.15,1.31,0.0
20190118:0907,744.43,1041.21,58.46,27.87,1.1,0.0
20190118:1007,739.48,1045.39,58.41,29.1,0.97,0.0
20190118:1107,697.0,979.35,52.11,29.79,0.9,0.0
20190118:1207,599.85,824.97,41.95,30.1,0.9,0.0
20190118:1307,454.13,610.58,29.87,30.0,0.97,0.0
20190118:1407,256.14,352.43,16.82,29.55,0.83,0.0
20190118:1507,3.94,14.64,3.26,28.7,0.41,0.0
20190118:1607,0.0,0.0,0.0,27.59,0.21,0.0
20190118:1707,0.0,0.0,0.0,26.69,0.28,0.0
20190118:1807,0.0,0.0,0.0,26.0,0.28,0.0
20190118:1907,0.0,0.0,0.0,25.34,0.62,0.0
20190118:2007,0.0,0.0,0.0,24.52,0.9,0.0
20190118:2107,0.0,0.0,0.0,23.94,0.97,0.0
20190118:2207,0.0,0.0,0.0,23.16,0.9,0.0
20190118:2307,0.0,0.0,0.0,22.55,0.9,0.0
20190119:0007,0.0,0.0,0.0,21.94,0.83,0.0
20190119:0107,0.0,0.0,0.0,21.52,0.83,0.0
20190119:0207,0.0,0.0,0.0,20.92,0.76,0.0
20190119:0307,0.0,0.0,0.0,20.28,0.62,0.0
20190119:0407,6.46,18.55,3.42,19.71,0.55,0.0
20190119:0507,210.7,287.39,17.0,20.23,0.55,0.0
20190119:0607,424.98,550.26,30.06,22.75,1.17,0.0
20190119:0707,586.55,775.35,42.16,25.08,1.38,0.0
