Latitude (decimal degrees):	7.973
Longitude (decimal degrees):	35.327
Elevation (m):	1677
Radiation database:	PVGIS-SARAH2


Slope: 14 deg. (optimum)
Azimuth: -15 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190104:0806,731.13,976.22,51.26,23.64,1.79,0.0
20190104:0906,776.39,1052.01,58.02,24.64,1.86,0.0
20190104:1006,776.32,1055.88,58.76,25.38,1.86,0.0
20190104:1106,726.42,979.98,53.12,25.81,1.79,0.0
20190104:1206,600.58,796.28,43.36,26.02,1.59,0.0
20190104:1306,435.52,571.04,31.52,25.91,1.45,0.0
20190104:1406,218.34,301.41,18.65,25.39,1.1,0.0
20190104:1506,14.46,31.27,5.24,23.83,0.62,0.0
20190104:1606,0.0,0.0,0.0,21.97,0.69,0.0
20190104:1706,0.0,0.0,0.0,20.3,0.97,0.0
20190104:1806,0.0,0.0,0.0,18.63,1.03,0.0
20190104:1906,0.0,0.0,0.0,18.05,1.03,0.0
20190104:2006,0.0,0.0,0.0,17.21,1.1,0.0
20190104:2106,0.0,0.0,0.0,16.52,1.17,0.0
20190104:2206,0.0,0.0,0.0,16.22,1.1,0.0
20190104:2306,0.0,0.0,0.0,16.2,1.03,0.0
20190105:0006,0.0,0.0,0.0,16.14,0.97,0.0
20190105:0106,0.0,0.0,0.0,16.35,0.9,0.0
20190105:0206,0.0,0.0,0.0,15.89,0.97,0.0
20190105:0306,0.0,0.0,0.0,15.45,1.03,0.0
20190105:0406,0.0,0.0,0.0,15.03,1.03,0.0
20190105:0506,272.38,350.85,15.71,15.9,0.83,0.0
20190105:0606,470.54,606.15,28.74,19.47,0.28,0.0
20190105:0706,618.47,820.65,40.9,21.59,0.48,0.0
20190105:0806,709.74,967.65,51.28,23.03,0.62,0.0
20190105:0906,760.88,1049.99,58.1,24.08,0.9,0.0
20190105:1006,760.7,1049.07,58.89,25.02,1.1,0.0
20190105:1106,721.61,985.01,53.27,25.56,1.17,0.0
20190105:1206,596.65,796.62,43.51,25.79,1.1,0.0
20190105:1306,435.98,575.02,31.66,25.73,0.9,0.0
20190105:1406,221.62,306.85,18.78,25.23,0.41,0.0
20190105:1506,15.24,32.25,5.36,22.49,0.28,0.0
20190105:1606,0.0,0.0,0.0,20.48,1.03,0.0
20190105:1706,0.0,0.0,0.0,18.57,1.03,0.0
20190105:1806,0.0,0.0,0.0,17.37,1.17,0.0
20190105:1906,0.0,0.0,0.0,17.41,1.17,0.0
20190105:2006,0.0,0.0,0.0,16.33,1.24,0.0
20190105:2106,0.0,0.0,0.0,15.55,1.31,0.0
20190105:2206,0.0,0.0,0.0,14.86,1.38,0.0
20190105:2306,0.0,0.0,0.0,14.45,1.38,0.0
20190106:0006,0.0,0.0,0.0,14.54,1.24,0.0
20190106:0106,0.0,0.0,0.0,14.77,1.17,0.0
20190106:0206,0.0,0.0,0.0,14.46,1.17,0.0
20190106:0306,0.0,0.0,0.0,13.81,1.31,0.0
20190106:0406,0.0,0.0,0.0,13.38,1.38,0.0
20190106:0506,200.53,259.25,15.64,15.15,0.97,0.0
20190106:0606,444.95,570.85,28.7,20.09,0.55,0.0
20190106:0706,591.61,783.89,40.88,21.66,0.34,0.0
20190106:0806,691.12,933.37,51.31,22.78,0.76,0.0
20190106:0906,732.93,1002.1,58.18,23.58,0.9,0.0
20190106:1006,718.6,978.1,59.02,23.62,0.97,0.0
20190106:1106,697.65,951.26,53.42,24.06,0.69,0.0
20190106:1206,302.55,396.59,43.65,23.92,0.48,0.0
20190106:1306,391.28,512.27,31.8,24.02,0.55,0.0
20190106:1406,217.83,297.83,18.91,23.53,0.9,0.0
20190106:1506,16.59,34.2,5.48,22.63,0.83,0.0
20190106:1606,0.0,0.0,0.0,20.75,0.69,0.0
20190106:1706,0.0,0.0,0.0,18.72,0.76,0.0
20190106:1806,0.0,0.0,0.0,17.2,1.17,0.0
20190106:1906,0.0,0.0,0.0,16.07,1.31,0.0
20190106:2006,0.0,0.0,0.0,15.25,1.17,0.0
20190106:2106,0.0,0.0,0.0,14.95,1.1,0.0
20190106:2206,0.0,0.0,0.0,14.73,1.1,0.0
20190106:2306,0.0,0.0,0.0,14.11,1.24,0.0
20190107:0006,0.0,0.0,0.0,13.04,1.38,0.0
20190107:0106,0.0,0.0,0.0,12.17,1.52,0.0
20190107:0206,0.0,0.0,0.0,11.64,1.52,0.0
20190107:0306,0.0,0.0,0.0,11.41,1.45,0.0
20190107:0406,0.0,0.0,0.0,11.79,1.24,0.0
20190107:0506,228.78,294.34,15.58,14.8,0.76,0.0
20190107:0606,375.84,479.43,28.66,19.65,0.55,0.0
20190107:0706,555.36,720.66,40.87,21.39,1.1,0.0
20190107:0806,697.19,935.27,51.33,22.77,1.1,0.0
20190107:0906,749.86,1030.32,58.27,24.05,0.97,0.0
20190107:1006,750.74,1043.14,59.16,24.96,0.76,0.0
20190107:1106,693.18,949.73,53.58,25.52,0.83,0.0
20190107:1206,592.75,794.05,43.81,25.74,0.9,0.0
20190107:1306,436.9,574.71,31.94,25.61,1.03,0.0
20190107:1406,225.67,310.35,19.04,24.94,0.9,0.0
20190107:1506,16.5,34.2,5.6,23.57,0.55,0.0
20190107:1606,0.0,0.0,0.0,22.7,0.07,0.0
20190107:1706,0.0,0.0,0.0,20.52,0.69,0.0
20190107:1806,0.0,0.0,0.0,17.56,1.1,0.0
20190107:1906,0.0,0.0,0.0,16.58,1.31,0.0
20190107:2006,0.0,0.0,0.0,15.21,1.38,0.0
20190107:2106,0.0,0.0,0.0,14.13,1.45,0.0
20190107:2206,0.0,0.0,0.0,13.36,1.45,0.0
20190107:2306,0.0,0.0,0.0,12.87,1.38,0.0
20190108:0006,0.0,0.0,0.0,12.61,1.38,0.0
20190108:0106,0.0,0.0,0.0,12.41,1.38,0.0
20190108:0206,0.0,0.0,0.0,12.23,1.38,0.0
20190108:0306,0.0,0.0,0.0,12.02,1.45,0.0
20190108:0406,0.0,0.0,0.0,11.93,1.45,0.0
20190108:0506,254.65,324.49,15.53,13.61,1.1,0.0
20190108:0606,463.28,593.51,28.63,19.81,0.69,0.0
20190108:0706,611.72,808.46,40.86,22.46,0.83,0.0
20190108:0806,711.48,962.2,51.37,24.03,1.17,0.0
20190108:0906,758.46,1045.72,58.36,25.28,1.17,0.0
20190108:1006,755.44,1045.98,59.31,26.16,1.17,0.0
20190108:1106,696.34,953.57,53.74,26.78,1.17,0.0
20190108:1206,594.51,797.88,43.96,26.99,1.17,0.0
20190108:1306,437.65,578.48,32.08,26.88,1.17,0.0
20190108:1406,229.99,318.16,19.17,26.35,0.97,0.0
20190108:1506,15.74,33.23,5.71,24.57,0.83,0.0
20190108:1606,0.0,0.0,0.0,21.65,1.1,0.0
20190108:1706,0.0,0.0,0.0,19.3,1.17,0.0
20190108:1806,0.0,0.0,0.0,17.91,1.38,0.0
20190108:1906,0.0,0.0,0.0,17.52,1.17,0.0
20190108:2006,0.0,0.0,0.0,17.26,1.03,0.0
20190108:2106,0.0,0.0,0.0,16.77,1.1,0.0
20190108:2206,0.0,0.0,0.0,15.55,1.24,0.0
20190108:2306,0.0,0.0,0.0,14.17,1.38,0.0
20190109:0006,0.0,0.0,0.0,13.3,1.38,0.0
20190109:0106,0.0,0.0,0.0,13.04,1.24,0.0
20190109:0206,0.0,0.0,0.0,13.0,1.24,0.0
20190109:0306,0.0,0.0,0.0,13.03,1.17,0.0
20190109:0406,0.0,0.0,0.0,13.0,1.17,0.0
20190109:0506,205.84,266.52,15.47,15.15,0.69,0.0
20190109:0606,427.5,546.3,28.59,19.11,0.41,0.0
20190109:0706,588.44,775.81,40.86,21.62,0.55,0.0
20190109:0806,690.15,938.57,51.41,22.96,0.55,0.0
20190109:0906,740.78,1021.86,58.46,24.05,0.76,0.0
20190109:1006,730.65,1005.66,59.46,24.38,0.83,0.0
20190109:1106,694.62,944.82,53.9,24.81,0.97,0.0
20190109:1206,592.74,786.68,44.12,24.51,1.03,0.0
20190109:1306,438.19,573.21,32.23,24.56,1.03,0.0
20190109:1406,227.69,311.26,19.3,24.04,0.83,0.0
20190109:1506,17.32,35.18,5.83,21.99,0.14,0.0
20190109:1606,0.0,0.0,0.0,20.15,0.83,0.0
20190109:1706,0.0,0.0,0.0,18.31,1.17,0.0
20190109:1806,0.0,0.0,0.0,16.96,1.31,0.0
20190109:1906,0.0,0.0,0.0,16.11,1.31,0.0
20190109:2006,0.0,0.0,0.0,14.97,1.24,0.0
20190109:2106,0.0,0.0,0.0,14.91,1.17,0.0
20190109:2206,0.0,0.0,0.0,14.93,1.1,0.0
20190109:2306,0.0,0.0,0.0,14.69,1.17,0.0
20190110:0006,0.0,0.0,0.0,14.23,1.31,0.0
20190110:0106,0.0,0.0,0.0,13.57,1.38,0.0
20190110:0206,0.0,0.0,0.0,13.1,1.38,0.0
20190110:0306,0.0,0.0,0.0,12.74,1.38,0.0
20190110:0406,0.0,0.0,0.0,12.3,1.38,0.0
20190110:0506,204.1,263.12,15.42,14.21,0.83,0.0
20190110:0606,430.27,550.29,28.57,19.45,0.48,0.0
20190110:0706,593.28,777.35,40.86,21.68,0.9,0.0
20190110:0806,694.4,934.54,51.46,22.91,0.97,0.0
20190110:0906,749.03,1024.14,58.57,23.93,1.1,0.0
20190110:1006,751.51,1033.08,59.62,24.49,1.03,0.0
20190110:1106,696.6,941.96,54.08,24.33,1.1,0.0
20190110:1206,593.39,784.88,44.28,24.59,1.24,0.0
20190110:1306,440.47,572.5,32.37,24.29,1.45,0.0
20190110:1406,229.06,311.75,19.43,24.1,1.45,0.0
20190110:1506,17.9,36.16,5.95,23.15,0.76,0.0
20190110:1606,0.0,0.0,0.0,21.18,0.55,0.0
20190110:1706,0.0,0.0,0.0,18.91,1.24,0.0
20190110:1806,0.0,0.0,0.0,17.4,1.38,0.0
20190110:1906,0.0,0.0,0.0,17.55,1.17,0.0
20190110:2006,0.0,0.0,0.0,16.65,1.17,0.0
20190110:2106,0.0,0.0,0.0,16.18,1.17,0.0
20190110:2206,0.0,0.0,0.0,15.56,1.24,0.0
20190110:2306,0.0,0.0,0.0,14.57,1.45,0.0
20190111:0006,0.0,0.0,0.0,13.65,1.52,0.0
20190111:0106,0.0,0.0,0.0,13.09,1.52,0.0
20190111:0206,0.0,0.0,0.0,13.04,1.45,0.0
20190111:0306,0.0,0.0,0.0,13.0,1.45,0.0
20190111:0406,0.0,0.0,0.0,12.7,1.52,0.0
20190111:0506,224.12,287.22,15.38,14.09,1.24,0.0
20190111:0606,454.66,581.81,28.54,19.91,0.76,0.0
20190111:0706,605.61,800.31,40.87,22.36,0.76,0.0
20190111:0806,704.75,960.73,51.51,23.84,0.76,0.0
20190111:0906,749.67,1046.23,58.69,24.94,0.62,0.0
20190111:1006,745.45,1048.53,59.79,25.69,0.48,0.0
20190111:1106,687.66,952.33,54.25,26.18,0.55,0.0
20190111:1206,587.58,794.13,44.44,26.36,0.62,0.0
20190111:1306,438.29,580.66,32.52,26.3,0.76,0.0
20190111:1406,233.56,321.73,19.56,25.9,0.83,0.0
20190111:1506,18.44,37.14,6.07,24.67,0.9,0.0
20190111:1606,0.0,0.0,0.0,23.27,0.69,0.0
20190111:1706,0.0,0.0,0.0,22.38,0.14,0.0
20190111:1806,0.0,0.0,0.0,21.11,0.9,0.0
20190111:1906,0.0,0.0,0.0,17.64,1.24,0.0
20190111:2006,0.0,0.0,0.0,16.33,1.31,0.0
20190111:2106,0.0,0.0,0.0,15.19,1.45,0.0
20190111:2206,0.0,0.0,0.0,14.29,1.45,0.0
20190111:2306,0.0,0.0,0.0,13.43,1.52,0.0
20190112:0006,0.0,0.0,0.0,12.59,1.59,0.0
20190112:0106,0.0,0.0,0.0,12.02,1.59,0.0
20190112:0206,0.0,0.0,0.0,11.76,1.59,0.0
20190112:0306,0.0,0.0,0.0,11.7,1.59,0.0
20190112:0406,0.0,0.0,0.0,11.74,1.59,0.0
20190112:0506,252.41,322.72,15.33,13.86,1.1,0.0
20190112:0606,466.22,597.26,28.52,19.7,0.69,0.0
20190112:0706,612.34,814.91,40.88,22.3,0.48,0.0
20190112:0806,702.41,966.01,51.57,23.69,0.41,0.0
20190112:0906,741.18,1046.21,58.81,24.75,0.21,0.0
20190112:1006,747.08,1055.62,59.96,25.53,0.34,0.0
20190112:1106,690.11,958.27,54.43,25.81,0.41,0.0
20190112:1206,591.14,804.67,44.61,26.04,0.28,0.0
20190112:1306,438.29,586.56,32.67,26.09,0.07,0.0
20190112:1406,236.61,325.66,19.7,25.49,0.55,0.0
20190112:1506,19.19,38.11,6.19,24.07,1.24,0.0
20190112:1606,0.0,0.0,0.0,21.75,1.24,0.0
20190112:1706,0.0,0.0,0.0,19.47,1.1,0.0
20190112:1806,0.0,0.0,0.0,17.72,1.17,0.0
20190112:1906,0.0,0.0,0.0,18.12,1.03,0.0
20190112:2006,0.0,0.0,0.0,16.3,1.38,0.0
20190112:2106,0.0,0.0,0.0,15.17,1.52,0.0
20190112:2206,0.0,0.0,0.0,14.46,1.45,0.0
20190112:2306,0.0,0.0,0.0,14.05,1.45,0.0
20190113:0006,0.0,0.0,0.0,13.97,1.38,0.0
20190113:0106,0.0,0.0,0.0,14.16,1.31,0.0
20190113:0206,0.0,0.0,0.0,14.35,1.24,0.0
20190113:0306,0.0,0.0,0.0,13.81,1.31,0.0
20190113:0406,0.0,0.0,0.0,13.36,1.45,0.0
20190113:0506,240.29,308.85,15.29,14.77,1.17,0.0
20190113:0606,455.1,585.27,28.5,20.08,0.48,0.0
20190113:0706,601.23,795.59,40.9,22.5,0.69,0.0
20190113:0806,701.54,939.91,51.64,23.78,1.45,0.0
20190113:0906,748.03,1018.81,58.94,24.69,1.45,0.0
20190113:1006,754.79,1035.05,60.14,25.41,1.38,0.0
20190113:1106,689.84,940.19,54.62,25.82,1.1,0.0
20190113:1206,590.38,790.12,44.78,25.8,0.97,0.0
20190113:1306,437.04,575.39,32.82,25.34,0.83,0.0
20190113:1406,230.59,315.2,19.83,24.79,0.83,0.0
20190113:1506,19.9,39.09,6.31,23.83,0.55,0.0
20190113:1606,0.0,0.0,0.0,21.46,0.9,0.0
20190113:1706,0.0,0.0,0.0,19.53,1.24,0.0
20190113:1806,0.0,0.0,0.0,17.84,1.31,0.0
20190113:1906,0.0,0.0,0.0,17.32,1.38,0.0
20190113:2006,0.0,0.0,0.0,16.3,1.31,0.0
20190113:2106,0.0,0.0,0.0,15.58,1.24,0.0
20190113:2206,0.0,0.0,0.0,15.34,1.17,0.0
20190113:2306,0.0,0.0,0.0,14.92,1.24,0.0
20190114:0006,0.0,0.0,0.0,14.38,1.38,0.0
20190114:0106,0.0,0.0,0.0,13.89,1.45,0.0
20190114:0206,0.0,0.0,0.0,13.52,1.45,0.0
20190114:0306,0.0,0.0,0.0,13.36,1.45,0.0
20190114:0406,0.0,0.0,0.0,13.67,1.38,0.0
20190114:0506,232.93,301.62,15.26,15.89,0.97,0.0
20190114:0606,442.58,569.73,28.49,20.26,0.41,0.0
20190114:0706,591.34,787.49,40.92,22.79,0.41,0.0
20190114:0806,701.63,949.27,51.71,24.12,1.1,0.0
20190114:0906,736.53,1010.12,59.07,25.05,1.17,0.0
20190114:1006,754.33,1039.86,60.32,25.69,1.24,0.0
20190114:1106,688.9,944.94,54.81,26.05,0.9,0.0
20190114:1206,594.16,798.46,44.95,26.2,0.9,0.0
20190114:1306,442.81,582.61,32.97,25.86,1.1,0.0
20190114:1406,242.81,331.39,19.96,25.25,1.45,0.0
20190114:1506,19.23,38.11,6.42,23.7,1.24,0.0
20190114:1606,0.0,0.0,0.0,21.99,1.03,0.0
20190114:1706,0.0,0.0,0.0,19.9,1.03,0.0
20190114:1806,0.0,0.0,0.0,18.41,1.24,0.0
20190114:1906,0.0,0.0,0.0,17.25,1.31,0.0
20190114:2006,0.0,0.0,0.0,16.03,1.31,0.0
20190114:2106,0.0,0.0,0.0,15.47,1.17,0.0
20190114:2206,0.0,0.0,0.0,15.07,1.24,0.0
20190114:2306,0.0,0.0,0.0,14.65,1.31,0.0
20190115:0006,0.0,0.0,0.0,14.21,1.38,0.0
20190115:0106,0.0,0.0,0.0,13.85,1.38,0.0
20190115:0206,0.0,0.0,0.0,13.91,1.38,0.0
20190115:0306,0.0,0.0,0.0,14.1,1.31,0.0
20190115:0406,0.0,0.0,0.0,14.56,1.17,0.0
20190115:0506,182.26,238.08,15.22,15.64,0.9,0.0
20190115:0606,409.84,526.66,28.48,20.01,0.28,0.0
20190115:0706,581.94,775.44,40.94,22.29,0.21,0.0
20190115:0806,696.54,942.12,51.78,23.66,0.97,0.0
20190115:0906,751.6,1028.19,59.21,24.75,1.31,0.0
20190115:1006,755.53,1040.13,60.52,25.42,1.24,0.0
20190115:1106,697.9,951.11,55.01,25.53,1.1,0.0
20190115:1206,592.5,785.79,45.13,24.98,1.24,0.0
20190115:1306,446.94,583.98,33.12,24.64,1.17,0.0
20190115:1406,239.75,326.73,20.09,24.41,0.83,0.0
20190115:1506,20.74,40.07,6.54,22.42,0.21,0.0
20190115:1606,0.0,0.0,0.0,20.92,1.1,0.0
20190115:1706,0.0,0.0,0.0,18.87,1.38,0.0
20190115:1806,0.0,0.0,0.0,17.81,1.45,0.0
20190115:1906,0.0,0.0,0.0,17.38,1.31,0.0
20190115:2006,0.0,0.0,0.0,16.36,1.31,0.0
20190115:2106,0.0,0.0,0.0,15.49,1.31,0.0
20190115:2206,0.0,0.0,0.0,14.62,1.31,0.0
20190115:2306,0.0,0.0,0.0,14.32,1.31,0.0
20190116:0006,0.0,0.0,0.0,14.34,1.38,0.0
20190116:0106,0.0,0.0,0.0,14.57,1.31,0.0
20190116:0206,0.0,0.0,0.0,14.83,1.24,0.0
20190116:0306,0.0,0.0,0.0,14.94,1.24,0.0
20190116:0406,0.0,0.0,0.0,15.02,1.17,0.0
20190116:0506,195.34,254.81,15.19,15.96,0.9,0.0
20190116:0606,413.48,530.53,28.48,20.27,0.48,0.0
20190116:0706,573.42,765.48,40.98,22.92,0.21,0.0
20190116:0806,683.03,931.31,51.86,24.31,0.69,0.0
20190116:0906,743.15,1023.94,59.36,25.07,1.03,0.0
20190116:1006,745.77,1029.98,60.71,25.39,1.03,0.0
20190116:1106,689.69,942.19,55.2,25.04,0.83,0.0
20190116:1206,592.23,793.17,45.3,24.85,0.69,0.0
20190116:1306,436.69,576.1,33.28,25.02,0.55,0.0
20190116:1406,253.12,346.63,20.23,24.52,0.48,0.0
20190116:1506,22.76,43.0,6.65,23.23,0.28,0.0
20190116:1606,0.0,0.0,0.0,21.32,1.03,0.0
20190116:1706,0.0,0.0,0.0,19.23,1.31,0.0
20190116:1806,0.0,0.0,0.0,17.59,1.31,0.0
20190116:1906,0.0,0.0,0.0,16.76,1.45,0.0
20190116:2006,0.0,0.0,0.0,15.95,1.45,0.0
20190116:2106,0.0,0.0,0.0,15.38,1.45,0.0
20190116:2206,0.0,0.0,0.0,14.79,1.38,0.0
20190116:2306,0.0,0.0,0.0,14.55,1.31,0.0
20190117:0006,0.0,0.0,0.0,14.72,1.31,0.0
20190117:0106,0.0,0.0,0.0,14.86,1.31,0.0
20190117:0206,0.0,0.0,0.0,14.76,1.31,0.0
20190117:0306,0.0,0.0,0.0,14.8,1.24,0.0
20190117:0406,0.0,0.0,0.0,15.99,0.97,0.0
20190117:0506,192.86,252.95,15.17,16.78,0.76,0.0
20190117:0606,414.49,536.06,28.48,20.35,0.0,0.0
20190117:0706,582.95,772.96,41.01,22.55,0.48,0.0
20190117:0806,685.4,940.58,51.95,23.98,0.41,0.0
20190117:0906,740.79,1035.02,59.51,25.08,0.55,0.0
20190117:1006,740.34,1040.67,60.92,25.73,0.48,0.0
20190117:1106,686.54,946.84,55.41,25.46,0.55,0.0
20190117:1206,594.59,797.78,45.48,25.61,0.83,0.0
20190117:1306,433.31,569.18,33.43,25.7,1.1,0.0
20190117:1406,62.89,95.82,20.36,24.98,1.1,0.0
20190117:1506,17.82,36.16,6.77,24.06,1.1,0.0
20190117:1606,0.0,0.0,0.0,23.02,0.34,0.0
20190117:1706,0.0,0.0,0.0,19.92,0.9,0.0
20190117:1806,0.0,0.0,0.0,18.2,1.31,0.0
20190117:1906,0.0,0.0,0.0,17.62,1.24,0.0
20190117:2006,0.0,0.0,0.0,16.66,1.31,0.0
20190117:2106,0.0,0.0,0.0,16.02,1.31,0.0
20190117:2206,0.0,0.0,0.0,15.51,1.38,0.0
20190117:2306,0.0,0.0,0.0,15.07,1.45,0.0
20190118:0006,0.0,0.0,0.0,15.02,1.38,0.0
20190118:0106,0.0,0.0,0.0,15.04,1.24,0.0
20190118:0206,0.0,0.0,0.0,15.3,1.1,0.0
20190118:0306,0.0,0.0,0.0,16.55,0.9,0.0
20190118:0406,0.0,0.0,0.0,17.25,0.55,0.0
20190118:0506,23.06,42.48,15.15,17.65,0.41,0.0
20190118:0606,256.12,329.28,28.48,19.81,0.48,0.0
20190118:0706,488.24,634.47,41.05,21.77,0.69,0.0
20190118:0806,677.35,920.33,52.04,23.24,0.55,0.0
20190118:0906,727.81,1014.41,59.67,24.05,0.34,0.0
20190118:1006,736.47,1027.84,61.13,24.69,0.48,0.0
20190118:1106,681.55,935.36,55.62,24.78,0.55,0.0
20190118:1206,527.68,702.05,45.66,24.87,0.62,0.0
20190118:1306,262.94,346.06,33.59,24.59,0.62,0.0
20190118:1406,72.49,107.8,20.49,24.3,0.48,0.0
20190118:1506,18.65,37.14,6.88,22.42,0.21,0.0
20190118:1606,0.0,0.0,0.0,20.93,1.03,0.0
20190118:1706,0.0,0.0,0.0,19.29,1.17,0.0
20190118:1806,0.0,0.0,0.0,18.21,1.24,0.0
20190118:1906,0.0,0.0,0.0,17.73,1.24,0.0
20190118:2006,0.0,0.0,0.0,16.83,1.24,0.0
20190118:2106,0.0,0.0,0.0,15.84,1.31,0.0
20190118:2206,0.0,0.0,0.0,15.21,1.31,0.0
20190118:2306,0.0,0.0,0.0,14.68,1.31,0.0
20190119:0006,0.0,0.0,0.0,14.35,1.17,0.0
20190119:0106,0.0,0.0,0.0,14.52,0.97,0.0
20190119:0206,0.0,0.0,0.0,14.9,0.9,0.0
20190119:0306,0.0,0.0,0.0,15.17,0.9,0.0
20190119:0406,0.0,0.0,0.0,14.33,1.1,0.0
20190119:0506,238.74,308.92,15.13,15.17,0.9,0.0
20190119:0606,53.25,81.99,28.49,20.28,0.69,0.0
20190119:0706,139.95,189.67,41.09,22.01,0.62,0.0
