Latitude (decimal degrees):	10.340
Longitude (decimal degrees):	36.650
Elevation (m):	778
Radiation database:	PVGIS-SARAH2


Slope: 16 deg. (optimum)
Azimuth: 7 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190102:2007,0.0,0.0,0.0,24.19,0.48,0.0
20190102:2107,0.0,0.0,0.0,23.07,0.62,0.0
20190102:2207,0.0,0.0,0.0,22.24,0.76,0.0
20190102:2307,0.0,0.0,0.0,21.7,0.76,0.0
20190103:0007,0.0,0.0,0.0,21.01,0.69,0.0
20190103:0107,0.0,0.0,0.0,20.4,0.69,0.0
20190103:0207,0.0,0.0,0.0,19.9,0.76,0.0
20190103:0307,0.0,0.0,0.0,19.54,0.83,0.0
20190103:0407,4.14,14.55,2.67,19.27,0.83,0.0
20190103:0507,214.81,290.63,15.99,19.71,0.48,0.0
20190103:0607,424.88,559.09,28.73,23.35,0.14,0.0
20190103:0707,573.4,775.55,40.42,25.69,0.28,0.0
20190103:0807,672.49,937.48,50.11,27.71,0.48,0.0
20190103:0907,722.52,1026.05,56.0,29.39,0.69,0.0
20190103:1007,725.58,1034.7,56.05,30.59,0.83,0.0
20190103:1107,655.15,918.72,50.25,31.32,0.97,0.0
20190103:1207,586.74,807.39,40.61,31.53,1.1,0.0
20190103:1307,287.22,386.3,28.95,31.45,1.31,0.0
20190103:1407,250.99,345.14,16.22,30.64,1.72,0.0
20190103:1507,1.94,10.67,2.91,29.21,1.52,0.0
20190103:1607,0.0,0.0,0.0,27.38,1.31,0.0
20190103:1707,0.0,0.0,0.0,25.29,1.17,0.0
20190103:1807,0.0,0.0,0.0,25.5,0.83,0.0
20190103:1907,0.0,0.0,0.0,25.33,0.62,0.0
20190103:2007,0.0,0.0,0.0,24.21,0.83,0.0
20190103:2107,0.0,0.0,0.0,23.09,0.83,0.0
20190103:2207,0.0,0.0,0.0,22.55,0.83,0.0
20190103:2307,0.0,0.0,0.0,21.02,0.97,0.0
20190104:0007,0.0,0.0,0.0,19.28,1.1,0.0
20190104:0107,0.0,0.0,0.0,17.98,1.17,0.0
20190104:0207,0.0,0.0,0.0,16.89,1.17,0.0
20190104:0307,0.0,0.0,0.0,16.08,1.24,0.0
20190104:0407,4.25,14.55,2.6,15.5,1.31,0.0
20190104:0507,243.83,325.99,15.92,17.48,1.03,0.0
20190104:0607,450.4,584.82,28.68,23.29,1.24,0.0
20190104:0707,611.72,803.33,40.4,26.23,2.41,0.0
20190104:0807,721.43,964.34,50.13,28.27,3.17,0.0
20190104:0907,771.01,1049.88,56.07,29.81,3.17,0.0
20190104:1007,772.13,1059.88,56.18,30.94,3.1,0.0
20190104:1107,720.4,985.71,50.39,31.78,2.97,0.0
20190104:1207,621.45,840.61,40.76,32.27,2.76,0.0
20190104:1307,467.24,624.48,29.08,32.4,2.62,0.0
20190104:1407,260.47,358.56,16.34,31.86,2.34,0.0
20190104:1507,2.85,12.61,3.03,30.38,1.45,0.0
20190104:1607,0.0,0.0,0.0,27.97,1.1,0.0
20190104:1707,0.0,0.0,0.0,28.09,0.97,0.0
20190104:1807,0.0,0.0,0.0,27.83,0.9,0.0
20190104:1907,0.0,0.0,0.0,26.61,0.97,0.0
20190104:2007,0.0,0.0,0.0,22.81,1.31,0.0
20190104:2107,0.0,0.0,0.0,19.25,1.52,0.0
20190104:2207,0.0,0.0,0.0,17.27,1.59,0.0
20190104:2307,0.0,0.0,0.0,16.17,1.59,0.0
20190105:0007,0.0,0.0,0.0,15.28,1.66,0.0
20190105:0107,0.0,0.0,0.0,14.57,1.66,0.0
20190105:0207,0.0,0.0,0.0,13.94,1.66,0.0
20190105:0307,0.0,0.0,0.0,13.35,1.66,0.0
20190105:0407,3.77,13.58,2.52,12.76,1.66,0.0
20190105:0507,256.39,337.5,15.86,14.52,1.38,0.0
20190105:0607,475.86,609.92,28.64,21.06,1.59,0.0
20190105:0707,632.94,831.57,40.39,24.78,2.07,0.0
20190105:0807,738.82,991.61,50.16,27.46,2.83,0.0
20190105:0907,793.96,1085.76,56.15,29.38,3.03,0.0
20190105:1007,792.66,1097.21,56.3,30.6,2.76,0.0
20190105:1107,740.52,1022.67,50.54,31.48,2.55,0.0
20190105:1207,638.39,868.53,40.9,31.87,2.41,0.0
20190105:1307,483.29,647.9,29.22,31.69,2.14,0.0
20190105:1407,279.35,383.38,16.47,30.97,1.86,0.0
20190105:1507,3.88,14.55,3.15,29.29,1.17,0.0
20190105:1607,0.0,0.0,0.0,27.03,1.03,0.0
20190105:1707,0.0,0.0,0.0,27.19,0.83,0.0
20190105:1807,0.0,0.0,0.0,25.84,0.55,0.0
20190105:1907,0.0,0.0,0.0,24.23,0.62,0.0
20190105:2007,0.0,0.0,0.0,22.34,1.03,0.0
20190105:2107,0.0,0.0,0.0,18.36,1.31,0.0
20190105:2207,0.0,0.0,0.0,15.86,1.38,0.0
20190105:2307,0.0,0.0,0.0,14.77,1.38,0.0
20190106:0007,0.0,0.0,0.0,14.16,1.45,0.0
20190106:0107,0.0,0.0,0.0,13.66,1.45,0.0
20190106:0207,0.0,0.0,0.0,13.19,1.45,0.0
20190106:0307,0.0,0.0,0.0,12.83,1.52,0.0
20190106:0407,3.24,12.61,2.45,12.37,1.52,0.0
20190106:0507,232.18,305.9,15.81,14.42,1.24,0.0
20190106:0607,441.81,567.08,28.61,20.98,1.17,0.0
20190106:0707,592.94,782.34,40.39,24.66,1.38,0.0
20190106:0807,700.28,952.51,50.19,27.19,1.59,0.0
20190106:0907,744.8,1039.05,56.24,29.01,1.45,0.0
20190106:1007,742.21,1048.87,56.44,30.32,1.24,0.0
20190106:1107,694.76,977.84,50.69,31.14,1.1,0.0
20190106:1207,592.44,813.09,41.05,31.48,1.31,0.0
20190106:1307,451.84,606.28,29.36,31.3,1.59,0.0
20190106:1407,257.93,353.19,16.6,30.43,1.86,0.0
20190106:1507,3.89,14.55,3.27,28.89,1.24,0.0
20190106:1607,0.0,0.0,0.0,26.07,1.17,0.0
20190106:1707,0.0,0.0,0.0,25.88,1.03,0.0
20190106:1807,0.0,0.0,0.0,25.39,0.62,0.0
20190106:1907,0.0,0.0,0.0,24.66,0.48,0.0
20190106:2007,0.0,0.0,0.0,23.45,0.69,0.0
20190106:2107,0.0,0.0,0.0,22.48,0.76,0.0
20190106:2207,0.0,0.0,0.0,21.49,0.9,0.0
20190106:2307,0.0,0.0,0.0,20.44,1.03,0.0
20190107:0007,0.0,0.0,0.0,19.51,0.97,0.0
20190107:0107,0.0,0.0,0.0,18.62,0.97,0.0
20190107:0207,0.0,0.0,0.0,17.46,1.03,0.0
20190107:0307,0.0,0.0,0.0,15.95,1.17,0.0
20190107:0407,3.18,12.61,2.38,14.83,1.24,0.0
20190107:0507,199.19,265.58,15.76,16.61,0.83,0.0
20190107:0607,415.06,539.54,28.58,21.84,0.41,0.0
20190107:0707,578.47,781.27,40.38,25.16,0.28,0.0
20190107:0807,681.41,946.18,50.23,27.27,0.62,0.0
20190107:0907,732.83,1038.95,56.34,28.92,0.76,0.0
20190107:1007,740.64,1056.2,56.58,30.21,0.9,0.0
20190107:1107,706.07,997.31,50.84,31.02,1.03,0.0
20190107:1207,614.62,846.94,41.2,31.36,1.24,0.0
20190107:1307,462.02,621.63,29.5,31.16,1.38,0.0
20190107:1407,255.04,349.87,16.74,30.31,1.38,0.0
20190107:1507,4.41,15.53,3.39,28.86,1.1,0.0
20190107:1607,0.0,0.0,0.0,26.18,1.1,0.0
20190107:1707,0.0,0.0,0.0,25.53,1.03,0.0
20190107:1807,0.0,0.0,0.0,25.5,0.48,0.0
20190107:1907,0.0,0.0,0.0,24.74,0.41,0.0
20190107:2007,0.0,0.0,0.0,23.39,0.55,0.0
20190107:2107,0.0,0.0,0.0,22.23,0.76,0.0
20190107:2207,0.0,0.0,0.0,21.43,0.69,0.0
20190107:2307,0.0,0.0,0.0,20.69,0.69,0.0
20190108:0007,0.0,0.0,0.0,19.93,0.76,0.0
20190108:0107,0.0,0.0,0.0,19.21,0.9,0.0
20190108:0207,0.0,0.0,0.0,18.38,1.03,0.0
20190108:0307,0.0,0.0,0.0,16.4,1.17,0.0
20190108:0407,2.67,11.64,2.32,14.49,1.31,0.0
20190108:0507,209.2,277.39,15.71,15.73,1.03,0.0
20190108:0607,435.68,563.9,28.55,22.05,0.97,0.0
20190108:0707,604.7,803.52,40.39,25.72,1.45,0.0
20190108:0807,713.83,977.78,50.28,28.33,1.72,0.0
20190108:0907,765.21,1066.56,56.44,30.42,2.07,0.0
20190108:1007,765.92,1078.75,56.73,31.83,2.0,0.0
20190108:1107,722.76,1013.67,51.01,32.67,1.93,0.0
20190108:1207,625.91,862.58,41.36,32.95,1.86,0.0
20190108:1307,476.53,644.2,29.65,32.72,1.79,0.0
20190108:1407,277.11,381.94,16.87,31.86,1.66,0.0
20190108:1507,5.45,17.47,3.52,30.11,1.1,0.0
20190108:1607,0.0,0.0,0.0,27.4,1.1,0.0
20190108:1707,0.0,0.0,0.0,27.35,0.97,0.0
20190108:1807,0.0,0.0,0.0,26.43,0.55,0.0
20190108:1907,0.0,0.0,0.0,25.57,0.28,0.0
20190108:2007,0.0,0.0,0.0,24.05,0.48,0.0
20190108:2107,0.0,0.0,0.0,22.82,0.62,0.0
20190108:2207,0.0,0.0,0.0,22.09,0.76,0.0
20190108:2307,0.0,0.0,0.0,21.42,0.76,0.0
20190109:0007,0.0,0.0,0.0,20.55,0.83,0.0
20190109:0107,0.0,0.0,0.0,19.66,0.9,0.0
20190109:0207,0.0,0.0,0.0,18.88,0.9,0.0
20190109:0307,0.0,0.0,0.0,18.02,1.03,0.0
20190109:0407,2.15,10.67,2.25,15.75,1.17,0.0
20190109:0507,215.54,286.84,15.66,16.3,1.03,0.0
20190109:0607,432.88,561.65,28.53,22.36,0.9,0.0
20190109:0707,600.53,801.2,40.39,25.62,1.17,0.0
20190109:0807,709.29,976.46,50.33,27.98,1.38,0.0
20190109:0907,758.67,1065.12,56.55,29.94,1.59,0.0
20190109:1007,763.99,1084.78,56.88,31.28,1.52,0.0
20190109:1107,715.53,1013.26,51.17,32.09,1.31,0.0
20190109:1207,622.14,863.24,41.52,32.38,1.31,0.0
20190109:1307,466.57,631.83,29.79,32.18,1.38,0.0
20190109:1407,268.32,369.29,17.0,31.36,1.38,0.0
20190109:1507,5.46,17.47,3.64,29.82,1.1,0.0
20190109:1607,0.0,0.0,0.0,26.69,1.17,0.0
20190109:1707,0.0,0.0,0.0,26.45,1.1,0.0
20190109:1807,0.0,0.0,0.0,26.01,0.62,0.0
20190109:1907,0.0,0.0,0.0,25.13,0.28,0.0
20190109:2007,0.0,0.0,0.0,23.74,0.34,0.0
20190109:2107,0.0,0.0,0.0,22.61,0.62,0.0
20190109:2207,0.0,0.0,0.0,22.0,0.83,0.0
20190109:2307,0.0,0.0,0.0,21.31,0.97,0.0
20190110:0007,0.0,0.0,0.0,20.21,0.97,0.0
20190110:0107,0.0,0.0,0.0,18.59,1.03,0.0
20190110:0207,0.0,0.0,0.0,17.49,1.03,0.0
20190110:0307,0.0,0.0,0.0,16.48,1.03,0.0
20190110:0407,2.16,10.67,2.19,15.06,1.17,0.0
20190110:0507,230.84,308.59,15.62,16.45,0.9,0.0
20190110:0607,446.9,581.0,28.51,22.35,0.83,0.0
20190110:0707,603.72,807.28,40.41,25.52,1.03,0.0
20190110:0807,706.92,979.49,50.39,27.76,1.03,0.0
20190110:0907,753.36,1069.29,56.67,29.53,1.03,0.0
20190110:1007,753.33,1082.6,57.04,30.79,0.9,0.0
20190110:1107,715.9,1017.55,51.34,31.52,1.03,0.0
20190110:1207,622.44,862.08,41.68,31.82,1.24,0.0
20190110:1307,475.18,641.36,29.94,31.6,1.45,0.0
20190110:1407,274.46,375.79,17.14,30.8,1.66,0.0
20190110:1507,6.59,19.41,3.76,29.33,1.17,0.0
20190110:1607,0.0,0.0,0.0,26.63,1.1,0.0
20190110:1707,0.0,0.0,0.0,26.58,0.97,0.0
20190110:1807,0.0,0.0,0.0,25.98,0.28,0.0
20190110:1907,0.0,0.0,0.0,25.37,0.21,0.0
20190110:2007,0.0,0.0,0.0,23.94,0.62,0.0
20190110:2107,0.0,0.0,0.0,22.63,0.76,0.0
20190110:2207,0.0,0.0,0.0,21.71,0.9,0.0
20190110:2307,0.0,0.0,0.0,20.88,0.97,0.0
20190111:0007,0.0,0.0,0.0,19.06,1.1,0.0
20190111:0107,0.0,0.0,0.0,17.41,1.17,0.0
20190111:0207,0.0,0.0,0.0,16.14,1.24,0.0
20190111:0307,0.0,0.0,0.0,15.17,1.24,0.0
20190111:0407,0.0,0.0,0.0,14.35,1.31,0.0
20190111:0507,233.97,312.22,15.58,15.94,1.1,0.0
20190111:0607,445.67,576.7,28.49,22.0,1.03,0.0
20190111:0707,608.4,809.19,40.43,25.63,1.38,0.0
20190111:0807,711.19,970.08,50.45,28.16,1.86,0.0
20190111:0907,771.14,1066.01,56.79,30.03,2.41,0.0
20190111:1007,776.65,1080.33,57.21,31.3,2.55,0.0
20190111:1107,729.17,1009.81,51.52,32.11,2.48,0.0
20190111:1207,631.43,860.89,41.84,32.45,2.41,0.0
20190111:1307,480.57,644.74,30.09,32.29,2.28,0.0
20190111:1407,278.49,381.75,17.27,31.59,2.0,0.0
20190111:1507,6.56,19.41,3.88,30.04,1.24,0.0
20190111:1607,0.0,0.0,0.0,27.61,0.97,0.0
20190111:1707,0.0,0.0,0.0,27.69,0.97,0.0
20190111:1807,0.0,0.0,0.0,26.71,0.76,0.0
20190111:1907,0.0,0.0,0.0,25.51,0.83,0.0
20190111:2007,0.0,0.0,0.0,22.56,1.1,0.0
20190111:2107,0.0,0.0,0.0,18.33,1.31,0.0
20190111:2207,0.0,0.0,0.0,16.17,1.31,0.0
20190111:2307,0.0,0.0,0.0,15.21,1.38,0.0
20190112:0007,0.0,0.0,0.0,14.6,1.38,0.0
20190112:0107,0.0,0.0,0.0,13.98,1.45,0.0
20190112:0207,0.0,0.0,0.0,13.33,1.52,0.0
20190112:0307,0.0,0.0,0.0,12.92,1.52,0.0
20190112:0407,0.0,0.0,0.0,12.51,1.52,0.0
20190112:0507,236.49,313.32,15.55,14.41,1.24,0.0
20190112:0607,448.98,575.99,28.48,20.9,1.31,0.0
20190112:0707,606.49,799.24,40.45,24.6,1.59,0.0
20190112:0807,715.57,970.29,50.52,27.23,1.93,0.0
20190112:0907,773.13,1067.29,56.92,29.26,2.28,0.0
20190112:1007,777.09,1081.63,57.39,30.7,2.34,0.0
20190112:1107,731.7,1012.22,51.7,31.62,2.41,0.0
20190112:1207,634.93,863.36,42.01,32.06,2.48,0.0
20190112:1307,484.32,647.41,30.24,31.96,2.48,0.0
20190112:1407,275.63,376.17,17.41,31.24,2.34,0.0
20190112:1507,7.15,20.38,4.0,29.64,1.52,0.0
20190112:1607,0.0,0.0,0.0,26.74,1.38,0.0
20190112:1707,0.0,0.0,0.0,24.97,1.31,0.0
20190112:1807,0.0,0.0,0.0,25.74,0.97,0.0
20190112:1907,0.0,0.0,0.0,24.37,0.9,0.0
20190112:2007,0.0,0.0,0.0,21.23,1.1,0.0
20190112:2107,0.0,0.0,0.0,18.23,1.24,0.0
20190112:2207,0.0,0.0,0.0,16.66,1.31,0.0
20190112:2307,0.0,0.0,0.0,15.86,1.31,0.0
20190113:0007,0.0,0.0,0.0,15.1,1.38,0.0
20190113:0107,0.0,0.0,0.0,14.26,1.45,0.0
20190113:0207,0.0,0.0,0.0,13.53,1.52,0.0
20190113:0307,0.0,0.0,0.0,13.02,1.52,0.0
20190113:0407,0.0,0.0,0.0,12.61,1.52,0.0
20190113:0507,226.75,300.71,15.52,14.53,1.24,0.0
20190113:0607,439.38,564.96,28.48,21.17,1.17,0.0
20190113:0707,596.08,790.13,40.48,25.13,1.31,0.0
20190113:0807,706.02,966.25,50.6,27.73,1.52,0.0
20190113:0907,756.44,1056.99,57.06,29.62,1.66,0.0
20190113:1007,759.59,1072.33,57.57,30.86,1.59,0.0
20190113:1107,713.85,1003.86,51.89,31.61,1.45,0.0
20190113:1207,619.73,855.87,42.18,31.95,1.38,0.0
20190113:1307,475.32,641.95,30.4,31.81,1.45,0.0
20190113:1407,275.97,377.75,17.55,31.03,1.66,0.0
20190113:1507,7.16,20.38,4.12,29.44,1.24,0.0
20190113:1607,0.0,0.0,0.0,26.52,1.03,0.0
20190113:1707,0.0,0.0,0.0,26.8,0.76,0.0
20190113:1807,0.0,0.0,0.0,25.67,0.34,0.0
20190113:1907,0.0,0.0,0.0,24.29,0.48,0.0
20190113:2007,0.0,0.0,0.0,22.5,0.97,0.0
20190113:2107,0.0,0.0,0.0,19.36,1.24,0.0
20190113:2207,0.0,0.0,0.0,17.05,1.31,0.0
20190113:2307,0.0,0.0,0.0,15.69,1.31,0.0
20190114:0007,0.0,0.0,0.0,14.88,1.38,0.0
20190114:0107,0.0,0.0,0.0,14.37,1.38,0.0
20190114:0207,0.0,0.0,0.0,13.91,1.45,0.0
20190114:0307,0.0,0.0,0.0,13.34,1.45,0.0
20190114:0407,0.0,0.0,0.0,12.75,1.52,0.0
20190114:0507,223.46,297.27,15.49,14.92,1.17,0.0
20190114:0607,435.38,564.29,28.48,21.55,0.69,0.0
20190114:0707,594.52,795.51,40.51,25.47,0.9,0.0
20190114:0807,694.11,961.34,50.68,27.91,0.97,0.0
20190114:0907,747.07,1059.35,57.2,29.68,1.03,0.0
20190114:1007,752.46,1074.6,57.75,30.87,1.1,0.0
20190114:1107,712.24,1006.2,52.08,31.57,1.24,0.0
20190114:1207,622.16,859.41,42.36,31.89,1.38,0.0
20190114:1307,478.35,644.55,30.55,31.67,1.59,0.0
20190114:1407,281.45,384.4,17.68,30.9,1.79,0.0
20190114:1507,7.74,21.35,4.25,29.39,1.24,0.0
20190114:1607,0.0,0.0,0.0,26.71,1.03,0.0
20190114:1707,0.0,0.0,0.0,26.98,0.83,0.0
20190114:1807,0.0,0.0,0.0,26.04,0.28,0.0
20190114:1907,0.0,0.0,0.0,25.21,0.07,0.0
20190114:2007,0.0,0.0,0.0,23.52,0.76,0.0
20190114:2107,0.0,0.0,0.0,22.13,0.97,0.0
20190114:2207,0.0,0.0,0.0,21.19,1.03,0.0
20190114:2307,0.0,0.0,0.0,19.88,1.1,0.0
20190115:0007,0.0,0.0,0.0,18.3,1.17,0.0
20190115:0107,0.0,0.0,0.0,16.89,1.17,0.0
20190115:0207,0.0,0.0,0.0,15.82,1.17,0.0
20190115:0307,0.0,0.0,0.0,15.06,1.17,0.0
20190115:0407,0.0,0.0,0.0,14.39,1.17,0.0
20190115:0507,202.36,271.12,15.46,16.24,0.9,0.0
20190115:0607,418.04,541.8,28.48,21.99,0.76,0.0
20190115:0707,574.54,775.69,40.55,25.78,0.41,0.0
20190115:0807,680.3,950.6,50.77,28.01,0.55,0.0
20190115:0907,738.15,1048.45,57.35,29.64,0.9,0.0
20190115:1007,748.8,1063.63,57.95,30.78,1.24,0.0
20190115:1107,713.61,1002.52,52.27,31.46,1.45,0.0
20190115:1207,620.44,851.28,42.53,31.68,1.66,0.0
20190115:1307,476.08,638.42,30.71,31.47,1.86,0.0
20190115:1407,276.19,376.52,17.82,30.69,1.86,0.0
20190115:1507,9.52,24.26,4.37,29.29,1.38,0.0
20190115:1607,0.0,0.0,0.0,26.92,1.1,0.0
20190115:1707,0.0,0.0,0.0,25.65,1.03,0.0
20190115:1807,0.0,0.0,0.0,26.08,0.48,0.0
20190115:1907,0.0,0.0,0.0,25.26,0.48,0.0
20190115:2007,0.0,0.0,0.0,23.88,0.62,0.0
20190115:2107,0.0,0.0,0.0,22.81,0.69,0.0
20190115:2207,0.0,0.0,0.0,21.9,0.83,0.0
20190115:2307,0.0,0.0,0.0,20.94,0.9,0.0
20190116:0007,0.0,0.0,0.0,19.83,1.03,0.0
20190116:0107,0.0,0.0,0.0,18.24,1.1,0.0
20190116:0207,0.0,0.0,0.0,17.09,1.17,0.0
20190116:0307,0.0,0.0,0.0,16.34,1.1,0.0
20190116:0407,0.0,0.0,0.0,15.71,1.1,0.0
20190116:0507,199.31,268.71,15.45,17.06,0.83,0.0
20190116:0607,413.92,537.74,28.48,22.36,0.69,0.0
20190116:0707,574.39,771.69,40.59,25.81,0.62,0.0
20190116:0807,681.35,946.49,50.87,28.04,0.76,0.0
20190116:0907,732.76,1038.13,57.51,29.83,0.97,0.0
20190116:1007,741.26,1060.58,58.15,31.04,0.97,0.0
20190116:1107,700.35,993.0,52.47,31.8,1.03,0.0
20190116:1207,613.66,848.12,42.71,32.09,1.31,0.0
20190116:1307,471.09,632.78,30.86,31.91,1.86,0.0
20190116:1407,274.14,373.17,17.96,30.96,2.28,0.0
20190116:1507,10.12,25.23,4.49,29.43,1.52,0.0
20190116:1607,0.0,0.0,0.0,27.35,1.24,0.0
20190116:1707,0.0,0.0,0.0,25.88,0.97,0.0
20190116:1807,0.0,0.0,0.0,26.12,0.48,0.0
20190116:1907,0.0,0.0,0.0,25.63,0.55,0.0
20190116:2007,0.0,0.0,0.0,24.4,0.69,0.0
20190116:2107,0.0,0.0,0.0,23.23,0.76,0.0
20190116:2207,0.0,0.0,0.0,22.38,0.9,0.0
20190116:2307,0.0,0.0,0.0,21.6,0.9,0.0
20190117:0007,0.0,0.0,0.0,20.78,0.9,0.0
20190117:0107,0.0,0.0,0.0,20.02,0.9,0.0
20190117:0207,0.0,0.0,0.0,19.38,0.9,0.0
20190117:0307,0.0,0.0,0.0,18.82,0.9,0.0
20190117:0407,0.0,0.0,0.0,17.42,1.03,0.0
20190117:0507,203.29,275.7,15.43,18.05,0.76,0.0
20190117:0607,414.85,542.31,28.5,22.79,0.41,0.0
20190117:0707,568.2,774.1,40.64,25.81,0.0,0.0
20190117:0807,672.84,943.78,50.97,27.94,0.34,0.0
20190117:0907,728.54,1041.55,57.67,29.73,0.62,0.0
20190117:1007,737.17,1058.76,58.35,31.09,0.83,0.0
20190117:1107,703.2,998.71,52.68,31.93,1.03,0.0
20190117:1207,614.55,852.89,42.89,32.27,1.17,0.0
20190117:1307,475.27,641.38,31.02,32.09,1.59,0.0
20190117:1407,281.4,383.49,18.1,31.25,2.21,0.0
20190117:1507,10.1,25.23,4.61,29.79,1.79,0.0
20190117:1607,0.0,0.0,0.0,27.79,1.38,0.0
20190117:1707,0.0,0.0,0.0,25.75,1.1,0.0
20190117:1807,0.0,0.0,0.0,26.15,0.83,0.0
20190117:1907,0.0,0.0,0.0,25.77,0.9,0.0
20190117:2007,0.0,0.0,0.0,24.83,0.83,0.0
20190117:2107,0.0,0.0,0.0,23.71,0.69,0.0
20190117:2207,0.0,0.0,0.0,23.02,0.55,0.0
20190117:2307,0.0,0.0,0.0,22.52,0.48,0.0
20190118:0007,0.0,0.0,0.0,21.97,0.41,0.0
20190118:0107,0.0,0.0,0.0,21.29,0.48,0.0
20190118:0207,0.0,0.0,0.0,20.46,0.62,0.0
20190118:0307,0.0,0.0,0.0,19.76,0.76,0.0
20190118:0407,0.0,0.0,0.0,19.09,0.9,0.0
20190118:0507,191.79,261.2,15.42,18.76,0.69,0.0
20190118:0607,407.86,533.3,28.51,23.13,0.48,0.0
20190118:0707,566.8,766.82,40.69,25.87,0.28,0.0
20190118:0807,670.75,936.45,51.07,27.93,0.48,0.0
20190118:0907,729.57,1040.34,57.84,29.64,0.69,0.0
20190118:1007,739.9,1057.49,58.56,30.88,0.97,0.0
20190118:1107,710.49,997.38,52.89,31.48,1.45,0.0
20190118:1207,624.82,852.74,43.08,31.53,1.93,0.0
20190118:1307,476.29,633.11,31.18,30.85,2.34,0.0
20190118:1407,273.03,369.34,18.23,30.18,2.55,0.0
20190118:1507,11.39,27.17,4.73,28.91,1.72,0.0
20190118:1607,0.0,0.0,0.0,27.58,0.97,0.0
20190118:1707,0.0,0.0,0.0,26.75,0.76,0.0
20190118:1807,0.0,0.0,0.0,26.41,0.76,0.0
20190118:1907,0.0,0.0,0.0,25.7,0.9,0.0
20190118:2007,0.0,0.0,0.0,24.96,0.9,0.0
20190118:2107,0.0,0.0,0.0,24.52,0.83,0.0
20190118:2207,0.0,0.0,0.0,23.82,0.83,0.0
20190118:2307,0.0,0.0,0.0,23.32,0.83,0.0
20190119:0007,0.0,0.0,0.0,22.92,0.83,0.0
20190119:0107,0.0,0.0,0.0,22.25,0.83,0.0
20190119:0207,0.0,0.0,0.0,21.07,0.9,0.0
20190119:0307,0.0,0.0,0.0,20.55,0.83,0.0
20190119:0407,0.0,0.0,0.0,20.0,0.83,0.0
20190119:0507,189.12,259.56,15.41,20.02,0.62,0.0
20190119:0607,399.32,527.49,28.53,24.06,0.07,0.0
