r,t,f,y,ProductionByTechnologyAnnual
REGION,EGBMCHP04N,EGWAT2,2050.0,318.0322
REGION,EGBMCHP04N,EGWAT2,2051.0,318.0322
REGION,EGBMCHP04N,EGWAT2,2052.0,318.0322
REGION,EGBMCHP04N,EGWAT2,2053.0,318.0322
REGION,EGBMCHP04N,EGWAT2,2054.0,318.0322
REGION,EGBMCHP04N,EGWAT2,2055.0,318.0322
REGION,EGBMCHP04N,EGWAT2,2056.0,173.4721
REGION,EGBMCHP04N,EGWAT2,2057.0,173.4721
REGION,EGBMCHP04N,EGWAT2,2058.0,173.4721
REGION,EGBMCHP04N,EGWAT2,2059.0,173.4721
REGION,EGBMCHP04N,EGWAT2,2060.0,173.4721
REGION,EGBMCHP04N,EGWAT2,2061.0,115.6481
REGION,EGBMCHP04N,EGWAT2,2062.0,57.824
REGION,EGBMCHP04O,EGEL01,2015.0,11.9566
REGION,EGBMCHP04O,EGEL01,2016.0,11.9566
REGION,EGBMCHP04O,EGEL01,2017.0,11.9566
REGION,EGBMCHP04O,EGEL01,2018.0,11.9566
REGION,EGBMCHP04O,EGEL01,2019.0,11.9566
REGION,EGBMCHP04O,EGEL01,2020.0,11.9566
REGION,EGBMCHP04O,EGEL01,2021.0,11.3588
REGION,EGBMCHP04O,EGEL01,2022.0,10.761
REGION,EGBMCHP04O,EGEL01,2023.0,10.1631
REGION,EGBMCHP04O,EGEL01,2024.0,9.5653
REGION,EGBMCHP04O,EGEL01,2025.0,5.9783
REGION,EGBMCHP04O,EGEL01,2026.0,5.3805
REGION,EGBMCHP04O,EGEL01,2027.0,4.7827
REGION,EGBMCHP04O,EGEL01,2028.0,4.1848
REGION,EGBMCHP04O,EGEL01,2029.0,3.587
REGION,EGBMCHP04O,EGEL01,2030.0,2.9892
REGION,EGBMCHP04O,EGEL01,2031.0,2.3913
REGION,EGBMCHP04O,EGEL01,2032.0,1.7935
REGION,EGBMCHP04O,EGEL01,2033.0,1.1957
REGION,EGBMCHP04O,EGEL01,2034.0,0.5978
REGION,EGBMCHP04O,EGHE2X,2015.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2016.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2017.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2018.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2019.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2020.0,22.3589
REGION,EGBMCHP04O,EGHE2X,2021.0,21.241
REGION,EGBMCHP04O,EGHE2X,2022.0,20.123
REGION,EGBMCHP04O,EGHE2X,2023.0,19.0051
REGION,EGBMCHP04O,EGHE2X,2024.0,17.8871
REGION,EGBMCHP04O,EGHE2X,2025.0,11.1795
REGION,EGBMCHP04O,EGHE2X,2026.0,10.0615
REGION,EGBMCHP04O,EGHE2X,2027.0,8.9436
REGION,EGBMCHP04O,EGHE2X,2028.0,7.8256
REGION,EGBMCHP04O,EGHE2X,2029.0,6.7077
REGION,EGBMCHP04O,EGHE2X,2030.0,5.5897
REGION,EGBMCHP04O,EGHE2X,2031.0,4.4718
REGION,EGBMCHP04O,EGHE2X,2032.0,3.3538
REGION,EGBMCHP04O,EGHE2X,2033.0,2.2359
REGION,EGBMCHP04O,EGHE2X,2034.0,1.1179
REGION,EGBMCHP04O,EGWAT2,2015.0,436.55
REGION,EGBMCHP04O,EGWAT2,2016.0,436.55
REGION,EGBMCHP04O,EGWAT2,2017.0,436.55
REGION,EGBMCHP04O,EGWAT2,2018.0,436.55
REGION,EGBMCHP04O,EGWAT2,2019.0,436.55
REGION,EGBMCHP04O,EGWAT2,2020.0,436.55
REGION,EGBMCHP04O,EGWAT2,2021.0,414.7225
REGION,EGBMCHP04O,EGWAT2,2022.0,392.895
REGION,EGBMCHP04O,EGWAT2,2023.0,371.0675
REGION,EGBMCHP04O,EGWAT2,2024.0,349.24
REGION,EGBMCHP04O,EGWAT2,2025.0,218.275
REGION,EGBMCHP04O,EGWAT2,2026.0,196.4475
REGION,EGBMCHP04O,EGWAT2,2027.0,174.62
REGION,EGBMCHP04O,EGWAT2,2028.0,152.7925
REGION,EGBMCHP04O,EGWAT2,2029.0,130.965
REGION,EGBMCHP04O,EGWAT2,2030.0,109.1375
REGION,EGBMCHP04O,EGWAT2,2031.0,87.31
REGION,EGBMCHP04O,EGWAT2,2032.0,65.4825
REGION,EGBMCHP04O,EGWAT2,2033.0,43.655
REGION,EGBMCHP04O,EGWAT2,2034.0,21.8275
REGION,EGCO00E00X,EGCOEX,2015.0,2.9982
REGION,EGCO00E00X,EGCOEX,2016.0,2.4017
REGION,EGCO00E00X,EGCOEX,2017.0,4.757
REGION,EGCO00E00X,EGCOEX,2018.0,3.9842
REGION,EGCO00E00X,EGCOEX,2019.0,4.4558
REGION,EGCO00E00X,EGCOEX,2020.0,4.4558
REGION,EGCO00E00X,EGCOEX,2021.0,4.4558
REGION,EGCO00E00X,EGCOEX,2022.0,4.4558
REGION,EGCO00E00X,EGCOEX,2023.0,4.4558
REGION,EGCO00E00X,EGCOEX,2024.0,4.4558
REGION,EGCO00E00X,EGCOEX,2025.0,3.4558
REGION,EGCO00E00X,EGCOEX,2026.0,3.4558
REGION,EGCO00I00X,EGCOAL,2026.0,334.8074
REGION,EGCO00I00X,EGCOAL,2027.0,423.1545
REGION,EGCO00I00X,EGCOAL,2028.0,423.3745
REGION,EGCO00I00X,EGCOAL,2029.0,423.5983
REGION,EGCO00I00X,EGCOAL,2030.0,423.826
REGION,EGCO00I00X,EGCOAL,2031.0,424.2705
REGION,EGCO00I00X,EGCOAL,2032.0,424.7298
REGION,EGCO00I00X,EGCOAL,2033.0,425.2043
REGION,EGCO00I00X,EGCOAL,2034.0,425.6946
REGION,EGCO00I00X,EGCOAL,2035.0,494.6073
REGION,EGCO00I00X,EGCOAL,2036.0,563.5368
REGION,EGCO00I00X,EGCOAL,2037.0,632.4837
REGION,EGCO00I00X,EGCOAL,2038.0,701.4485
REGION,EGCO00I00X,EGCOAL,2039.0,770.4319
REGION,EGCO00I00X,EGCOAL,2040.0,839.4344
REGION,EGCO00I00X,EGCOAL,2041.0,942.9698
REGION,EGCO00I00X,EGCOAL,2042.0,978.1453
REGION,EGCO00I00X,EGCOAL,2043.0,1013.3693
REGION,EGCO00I00X,EGCOAL,2044.0,1048.6442
REGION,EGCO00I00X,EGCOAL,2045.0,1083.9726
REGION,EGCO00I00X,EGCOAL,2046.0,1085.1541
REGION,EGCO00I00X,EGCOAL,2047.0,1086.3946
REGION,EGCO00I00X,EGCOAL,2048.0,1190.3062
REGION,EGCO00I00X,EGCOAL,2049.0,1225.8766
REGION,EGCO00I00X,EGCOAL,2050.0,1261.5153
REGION,EGCO00I00X,EGCOAL,2051.0,1297.2256
REGION,EGCO00I00X,EGCOAL,2052.0,1333.0111
REGION,EGCO00I00X,EGCOAL,2053.0,1368.8755
REGION,EGCO00I00X,EGCOAL,2054.0,1404.8229
REGION,EGCO00I00X,EGCOAL,2055.0,1304.0451
REGION,EGCO00I00X,EGCOAL,2056.0,1203.3586
REGION,EGCO00I00X,EGCOAL,2057.0,1307.9865
REGION,EGCO00I00X,EGCOAL,2058.0,1412.7151
REGION,EGCO00I00X,EGCOAL,2059.0,1517.5494
REGION,EGCO00I00X,EGCOAL,2060.0,1622.4948
REGION,EGCO00I00X,EGCOAL,2061.0,1659.1507
REGION,EGCO00I00X,EGCOAL,2062.0,1695.9289
REGION,EGCO00I00X,EGCOAL,2063.0,1732.8356
REGION,EGCO00I00X,EGCOAL,2064.0,1769.8773
REGION,EGCO00I00X,EGCOAL,2065.0,1807.0606
REGION,EGCO00I00X,EGCOAL,2066.0,1844.3926
REGION,EGCO00I00X,EGCOAL,2067.0,1881.8808
REGION,EGCO00I00X,EGCOAL,2068.0,1919.5328
REGION,EGCO00I00X,EGCOAL,2069.0,1957.357
REGION,EGCO00I00X,EGCOAL,2070.0,1995.3619
REGION,EGCO00P00X,EGCO3X,2015.0,7.536
REGION,EGCO00P00X,EGCO3X,2016.0,7.494
REGION,EGCO00P00X,EGCO3X,2017.0,8.1947
REGION,EGCO00P00X,EGCO3X,2018.0,8.9609
REGION,EGCO00P00X,EGCO3X,2019.0,9.7987
REGION,EGCO00P00X,EGCO3X,2020.0,10.7149
REGION,EGCO00P00X,EGCO3X,2021.0,10.9003
REGION,EGCO00P00X,EGCO3X,2022.0,11.0889
REGION,EGCO00P00X,EGCO3X,2023.0,11.2807
REGION,EGCO00P00X,EGCO3X,2024.0,11.4759
REGION,EGCO00P00X,EGCO3X,2025.0,11.6744
REGION,EGCO00P00X,EGCO3X,2026.0,11.8764
REGION,EGCO00P00X,EGCO3X,2027.0,12.0818
REGION,EGCO00P00X,EGCO3X,2028.0,12.2908
REGION,EGCO00P00X,EGCO3X,2029.0,12.5035
REGION,EGCO00P00X,EGCO3X,2030.0,12.7198
REGION,EGCO00P00X,EGCO3X,2031.0,13.1421
REGION,EGCO00P00X,EGCO3X,2032.0,13.5784
REGION,EGCO00P00X,EGCO3X,2033.0,14.0292
REGION,EGCO00P00X,EGCO3X,2034.0,14.495
REGION,EGCO00P00X,EGCO3X,2035.0,14.9762
REGION,EGCO00P00X,EGCO3X,2036.0,15.4734
REGION,EGCO00P00X,EGCO3X,2037.0,15.9871
REGION,EGCO00P00X,EGCO3X,2038.0,16.5179
REGION,EGCO00P00X,EGCO3X,2039.0,17.0663
REGION,EGCO00P00X,EGCO3X,2040.0,17.6329
REGION,EGCO00P00X,EGCO3X,2041.0,18.5128
REGION,EGCO00P00X,EGCO3X,2042.0,19.4365
REGION,EGCO00P00X,EGCO3X,2043.0,20.4064
REGION,EGCO00P00X,EGCO3X,2044.0,21.4247
REGION,EGCO00P00X,EGCO3X,2045.0,22.4938
REGION,EGCO00P00X,EGCO3X,2046.0,23.6162
REGION,EGCO00P00X,EGCO3X,2047.0,24.7947
REGION,EGCO00P00X,EGCO3X,2048.0,26.032
REGION,EGCO00P00X,EGCO3X,2049.0,27.3309
REGION,EGCO00P00X,EGCO3X,2050.0,28.6948
REGION,EGCO00P00X,EGCO3X,2051.0,30.1266
REGION,EGCO00P00X,EGCO3X,2052.0,31.6299
REGION,EGCO00P00X,EGCO3X,2053.0,33.2083
REGION,EGCO00P00X,EGCO3X,2054.0,34.8654
REGION,EGCO00P00X,EGCO3X,2055.0,36.6052
REGION,EGCO00P00X,EGCO3X,2056.0,38.4318
REGION,EGCO00P00X,EGCO3X,2057.0,40.3495
REGION,EGCO00P00X,EGCO3X,2058.0,42.3629
REGION,EGCO00P00X,EGCO3X,2059.0,44.4769
REGION,EGCO00P00X,EGCO3X,2060.0,46.6962
REGION,EGCO00P00X,EGCO3X,2061.0,49.0264
REGION,EGCO00P00X,EGCO3X,2062.0,51.4728
REGION,EGCO00P00X,EGCO3X,2063.0,54.0413
REGION,EGCO00P00X,EGCO3X,2064.0,56.738
REGION,EGCO00P00X,EGCO3X,2065.0,59.5692
REGION,EGCO00P00X,EGCO3X,2066.0,62.5417
REGION,EGCO00P00X,EGCO3X,2067.0,65.6625
REGION,EGCO00P00X,EGCO3X,2068.0,68.9391
REGION,EGCO00P00X,EGCO3X,2069.0,72.3791
REGION,EGCO00P00X,EGCO3X,2070.0,75.9909
REGION,EGCO00X00X,EGCOAL,2015.0,10.9308
REGION,EGCO00X00X,EGCOAL,2016.0,10.2901
REGION,EGCO00X00X,EGCOAL,2017.0,13.383
REGION,EGCO00X00X,EGCOAL,2018.0,13.4167
REGION,EGCO00X00X,EGCOAL,2019.0,14.7703
REGION,EGCO00X00X,EGCOAL,2020.0,15.7347
REGION,EGCO00X00X,EGCOAL,2021.0,15.9298
REGION,EGCO00X00X,EGCOAL,2022.0,16.1283
REGION,EGCO00X00X,EGCOAL,2023.0,16.3303
REGION,EGCO00X00X,EGCOAL,2024.0,16.5357
REGION,EGCO00X00X,EGCOAL,2025.0,220.963
REGION,EGCO00X00X,EGCOAL,2026.0,91.5866
REGION,EGCO00X00X,EGWAT2,2015.0,0.0018
REGION,EGCO00X00X,EGWAT2,2016.0,0.0017
REGION,EGCO00X00X,EGWAT2,2017.0,0.0022
REGION,EGCO00X00X,EGWAT2,2018.0,0.0022
REGION,EGCO00X00X,EGWAT2,2019.0,0.0025
REGION,EGCO00X00X,EGWAT2,2020.0,0.0026
REGION,EGCO00X00X,EGWAT2,2021.0,0.0027
REGION,EGCO00X00X,EGWAT2,2022.0,0.0027
REGION,EGCO00X00X,EGWAT2,2023.0,0.0027
REGION,EGCO00X00X,EGWAT2,2024.0,0.0028
REGION,EGCO00X00X,EGWAT2,2025.0,0.0368
REGION,EGCO00X00X,EGWAT2,2026.0,0.0153
REGION,EGCOSCP04N,EGEL01,2025.0,80.0384
REGION,EGCOSCP04N,EGEL01,2026.0,160.0767
REGION,EGCOSCP04N,EGEL01,2027.0,160.0767
REGION,EGCOSCP04N,EGEL01,2028.0,160.0767
REGION,EGCOSCP04N,EGEL01,2029.0,160.0767
REGION,EGCOSCP04N,EGEL01,2030.0,160.0767
REGION,EGCOSCP04N,EGEL01,2031.0,160.0767
REGION,EGCOSCP04N,EGEL01,2032.0,160.0767
REGION,EGCOSCP04N,EGEL01,2033.0,160.0767
REGION,EGCOSCP04N,EGEL01,2034.0,160.0767
